"experiment.id","ID","run.id","scalar","target.species","OutputDir","sh.script"
"fscale2",1,"fscale2_1",0,"MAK","fscale2/fscale2_MAK_0/","/runAtlantis_fscale2_1.sh"
"fscale2",2,"fscale2_2",2,"MAK","fscale2/fscale2_MAK_1/","/runAtlantis_fscale2_2.sh"
"fscale2",3,"fscale2_3",5,"MAK","fscale2/fscale2_MAK_5/","/runAtlantis_fscale2_3.sh"
"fscale2",4,"fscale2_4",10,"MAK","fscale2/fscale2_MAK_10/","/runAtlantis_fscale2_4.sh"
"fscale2",5,"fscale2_5",25,"MAK","fscale2/fscale2_MAK_25/","/runAtlantis_fscale2_5.sh"
"fscale2",6,"fscale2_6",50,"MAK","fscale2/fscale2_MAK_50/","/runAtlantis_fscale2_6.sh"
"fscale2",7,"fscale2_7",100,"MAK","fscale2/fscale2_MAK_100/","/runAtlantis_fscale2_7.sh"
"fscale2",8,"fscale2_8",0,"HER","fscale2/fscale2_HER_0/","/runAtlantis_fscale2_8.sh"
"fscale2",9,"fscale2_9",2,"HER","fscale2/fscale2_HER_1/","/runAtlantis_fscale2_9.sh"
"fscale2",10,"fscale2_10",5,"HER","fscale2/fscale2_HER_5/","/runAtlantis_fscale2_10.sh"
"fscale2",11,"fscale2_11",10,"HER","fscale2/fscale2_HER_10/","/runAtlantis_fscale2_11.sh"
"fscale2",12,"fscale2_12",25,"HER","fscale2/fscale2_HER_25/","/runAtlantis_fscale2_12.sh"
"fscale2",13,"fscale2_13",50,"HER","fscale2/fscale2_HER_50/","/runAtlantis_fscale2_13.sh"
"fscale2",14,"fscale2_14",100,"HER","fscale2/fscale2_HER_100/","/runAtlantis_fscale2_14.sh"
"fscale2",15,"fscale2_15",0,"WHK","fscale2/fscale2_WHK_0/","/runAtlantis_fscale2_15.sh"
"fscale2",16,"fscale2_16",2,"WHK","fscale2/fscale2_WHK_1/","/runAtlantis_fscale2_16.sh"
"fscale2",17,"fscale2_17",5,"WHK","fscale2/fscale2_WHK_5/","/runAtlantis_fscale2_17.sh"
"fscale2",18,"fscale2_18",10,"WHK","fscale2/fscale2_WHK_10/","/runAtlantis_fscale2_18.sh"
"fscale2",19,"fscale2_19",25,"WHK","fscale2/fscale2_WHK_25/","/runAtlantis_fscale2_19.sh"
"fscale2",20,"fscale2_20",50,"WHK","fscale2/fscale2_WHK_50/","/runAtlantis_fscale2_20.sh"
"fscale2",21,"fscale2_21",100,"WHK","fscale2/fscale2_WHK_100/","/runAtlantis_fscale2_21.sh"
"fscale2",22,"fscale2_22",0,"BLF","fscale2/fscale2_BLF_0/","/runAtlantis_fscale2_22.sh"
"fscale2",23,"fscale2_23",2,"BLF","fscale2/fscale2_BLF_1/","/runAtlantis_fscale2_23.sh"
"fscale2",24,"fscale2_24",5,"BLF","fscale2/fscale2_BLF_5/","/runAtlantis_fscale2_24.sh"
"fscale2",25,"fscale2_25",10,"BLF","fscale2/fscale2_BLF_10/","/runAtlantis_fscale2_25.sh"
"fscale2",26,"fscale2_26",25,"BLF","fscale2/fscale2_BLF_25/","/runAtlantis_fscale2_26.sh"
"fscale2",27,"fscale2_27",50,"BLF","fscale2/fscale2_BLF_50/","/runAtlantis_fscale2_27.sh"
"fscale2",28,"fscale2_28",100,"BLF","fscale2/fscale2_BLF_100/","/runAtlantis_fscale2_28.sh"
"fscale2",29,"fscale2_29",0,"WPF","fscale2/fscale2_WPF_0/","/runAtlantis_fscale2_29.sh"
"fscale2",30,"fscale2_30",2,"WPF","fscale2/fscale2_WPF_1/","/runAtlantis_fscale2_30.sh"
"fscale2",31,"fscale2_31",5,"WPF","fscale2/fscale2_WPF_5/","/runAtlantis_fscale2_31.sh"
"fscale2",32,"fscale2_32",10,"WPF","fscale2/fscale2_WPF_10/","/runAtlantis_fscale2_32.sh"
"fscale2",33,"fscale2_33",25,"WPF","fscale2/fscale2_WPF_25/","/runAtlantis_fscale2_33.sh"
"fscale2",34,"fscale2_34",50,"WPF","fscale2/fscale2_WPF_50/","/runAtlantis_fscale2_34.sh"
"fscale2",35,"fscale2_35",100,"WPF","fscale2/fscale2_WPF_100/","/runAtlantis_fscale2_35.sh"
"fscale2",36,"fscale2_36",0,"SUF","fscale2/fscale2_SUF_0/","/runAtlantis_fscale2_36.sh"
"fscale2",37,"fscale2_37",2,"SUF","fscale2/fscale2_SUF_1/","/runAtlantis_fscale2_37.sh"
"fscale2",38,"fscale2_38",5,"SUF","fscale2/fscale2_SUF_5/","/runAtlantis_fscale2_38.sh"
"fscale2",39,"fscale2_39",10,"SUF","fscale2/fscale2_SUF_10/","/runAtlantis_fscale2_39.sh"
"fscale2",40,"fscale2_40",25,"SUF","fscale2/fscale2_SUF_25/","/runAtlantis_fscale2_40.sh"
"fscale2",41,"fscale2_41",50,"SUF","fscale2/fscale2_SUF_50/","/runAtlantis_fscale2_41.sh"
"fscale2",42,"fscale2_42",100,"SUF","fscale2/fscale2_SUF_100/","/runAtlantis_fscale2_42.sh"
"fscale2",43,"fscale2_43",0,"WIF","fscale2/fscale2_WIF_0/","/runAtlantis_fscale2_43.sh"
"fscale2",44,"fscale2_44",2,"WIF","fscale2/fscale2_WIF_1/","/runAtlantis_fscale2_44.sh"
"fscale2",45,"fscale2_45",5,"WIF","fscale2/fscale2_WIF_5/","/runAtlantis_fscale2_45.sh"
"fscale2",46,"fscale2_46",10,"WIF","fscale2/fscale2_WIF_10/","/runAtlantis_fscale2_46.sh"
"fscale2",47,"fscale2_47",25,"WIF","fscale2/fscale2_WIF_25/","/runAtlantis_fscale2_47.sh"
"fscale2",48,"fscale2_48",50,"WIF","fscale2/fscale2_WIF_50/","/runAtlantis_fscale2_48.sh"
"fscale2",49,"fscale2_49",100,"WIF","fscale2/fscale2_WIF_100/","/runAtlantis_fscale2_49.sh"
"fscale2",50,"fscale2_50",0,"WTF","fscale2/fscale2_WTF_0/","/runAtlantis_fscale2_50.sh"
"fscale2",51,"fscale2_51",2,"WTF","fscale2/fscale2_WTF_1/","/runAtlantis_fscale2_51.sh"
"fscale2",52,"fscale2_52",5,"WTF","fscale2/fscale2_WTF_5/","/runAtlantis_fscale2_52.sh"
"fscale2",53,"fscale2_53",10,"WTF","fscale2/fscale2_WTF_10/","/runAtlantis_fscale2_53.sh"
"fscale2",54,"fscale2_54",25,"WTF","fscale2/fscale2_WTF_25/","/runAtlantis_fscale2_54.sh"
"fscale2",55,"fscale2_55",50,"WTF","fscale2/fscale2_WTF_50/","/runAtlantis_fscale2_55.sh"
"fscale2",56,"fscale2_56",100,"WTF","fscale2/fscale2_WTF_100/","/runAtlantis_fscale2_56.sh"
"fscale2",57,"fscale2_57",0,"HAL","fscale2/fscale2_HAL_0/","/runAtlantis_fscale2_57.sh"
"fscale2",58,"fscale2_58",2,"HAL","fscale2/fscale2_HAL_1/","/runAtlantis_fscale2_58.sh"
"fscale2",59,"fscale2_59",5,"HAL","fscale2/fscale2_HAL_5/","/runAtlantis_fscale2_59.sh"
