"experiment.id","ID","run.id","scalar","target.species","OutputDir","sh.script"
"fspike1",1,"fspike1_1",0,"MAK","fspike1/fspike1_MAK_0/","/runAtlantis_fspike1_1.sh"
"fspike1",2,"fspike1_2",2,"MAK","fspike1/fspike1_MAK_2/","/runAtlantis_fspike1_2.sh"
"fspike1",3,"fspike1_3",5,"MAK","fspike1/fspike1_MAK_5/","/runAtlantis_fspike1_3.sh"
"fspike1",4,"fspike1_4",10,"MAK","fspike1/fspike1_MAK_10/","/runAtlantis_fspike1_4.sh"
"fspike1",5,"fspike1_5",25,"MAK","fspike1/fspike1_MAK_25/","/runAtlantis_fspike1_5.sh"
"fspike1",6,"fspike1_6",50,"MAK","fspike1/fspike1_MAK_50/","/runAtlantis_fspike1_6.sh"
"fspike1",7,"fspike1_7",100,"MAK","fspike1/fspike1_MAK_100/","/runAtlantis_fspike1_7.sh"
"fspike1",8,"fspike1_8",0,"HER","fspike1/fspike1_HER_0/","/runAtlantis_fspike1_8.sh"
"fspike1",9,"fspike1_9",2,"HER","fspike1/fspike1_HER_2/","/runAtlantis_fspike1_9.sh"
"fspike1",10,"fspike1_10",5,"HER","fspike1/fspike1_HER_5/","/runAtlantis_fspike1_10.sh"
"fspike1",11,"fspike1_11",10,"HER","fspike1/fspike1_HER_10/","/runAtlantis_fspike1_11.sh"
"fspike1",12,"fspike1_12",25,"HER","fspike1/fspike1_HER_25/","/runAtlantis_fspike1_12.sh"
"fspike1",13,"fspike1_13",50,"HER","fspike1/fspike1_HER_50/","/runAtlantis_fspike1_13.sh"
"fspike1",14,"fspike1_14",100,"HER","fspike1/fspike1_HER_100/","/runAtlantis_fspike1_14.sh"
"fspike1",15,"fspike1_15",0,"WHK","fspike1/fspike1_WHK_0/","/runAtlantis_fspike1_15.sh"
"fspike1",16,"fspike1_16",2,"WHK","fspike1/fspike1_WHK_2/","/runAtlantis_fspike1_16.sh"
"fspike1",17,"fspike1_17",5,"WHK","fspike1/fspike1_WHK_5/","/runAtlantis_fspike1_17.sh"
"fspike1",18,"fspike1_18",10,"WHK","fspike1/fspike1_WHK_10/","/runAtlantis_fspike1_18.sh"
"fspike1",19,"fspike1_19",25,"WHK","fspike1/fspike1_WHK_25/","/runAtlantis_fspike1_19.sh"
"fspike1",20,"fspike1_20",50,"WHK","fspike1/fspike1_WHK_50/","/runAtlantis_fspike1_20.sh"
"fspike1",21,"fspike1_21",100,"WHK","fspike1/fspike1_WHK_100/","/runAtlantis_fspike1_21.sh"
"fspike1",22,"fspike1_22",0,"BLF","fspike1/fspike1_BLF_0/","/runAtlantis_fspike1_22.sh"
"fspike1",23,"fspike1_23",2,"BLF","fspike1/fspike1_BLF_2/","/runAtlantis_fspike1_23.sh"
"fspike1",24,"fspike1_24",5,"BLF","fspike1/fspike1_BLF_5/","/runAtlantis_fspike1_24.sh"
"fspike1",25,"fspike1_25",10,"BLF","fspike1/fspike1_BLF_10/","/runAtlantis_fspike1_25.sh"
"fspike1",26,"fspike1_26",25,"BLF","fspike1/fspike1_BLF_25/","/runAtlantis_fspike1_26.sh"
"fspike1",27,"fspike1_27",50,"BLF","fspike1/fspike1_BLF_50/","/runAtlantis_fspike1_27.sh"
"fspike1",28,"fspike1_28",100,"BLF","fspike1/fspike1_BLF_100/","/runAtlantis_fspike1_28.sh"
"fspike1",29,"fspike1_29",0,"WPF","fspike1/fspike1_WPF_0/","/runAtlantis_fspike1_29.sh"
"fspike1",30,"fspike1_30",2,"WPF","fspike1/fspike1_WPF_2/","/runAtlantis_fspike1_30.sh"
"fspike1",31,"fspike1_31",5,"WPF","fspike1/fspike1_WPF_5/","/runAtlantis_fspike1_31.sh"
"fspike1",32,"fspike1_32",10,"WPF","fspike1/fspike1_WPF_10/","/runAtlantis_fspike1_32.sh"
"fspike1",33,"fspike1_33",25,"WPF","fspike1/fspike1_WPF_25/","/runAtlantis_fspike1_33.sh"
"fspike1",34,"fspike1_34",50,"WPF","fspike1/fspike1_WPF_50/","/runAtlantis_fspike1_34.sh"
"fspike1",35,"fspike1_35",100,"WPF","fspike1/fspike1_WPF_100/","/runAtlantis_fspike1_35.sh"
"fspike1",36,"fspike1_36",0,"SUF","fspike1/fspike1_SUF_0/","/runAtlantis_fspike1_36.sh"
"fspike1",37,"fspike1_37",2,"SUF","fspike1/fspike1_SUF_2/","/runAtlantis_fspike1_37.sh"
"fspike1",38,"fspike1_38",5,"SUF","fspike1/fspike1_SUF_5/","/runAtlantis_fspike1_38.sh"
"fspike1",39,"fspike1_39",10,"SUF","fspike1/fspike1_SUF_10/","/runAtlantis_fspike1_39.sh"
"fspike1",40,"fspike1_40",25,"SUF","fspike1/fspike1_SUF_25/","/runAtlantis_fspike1_40.sh"
"fspike1",41,"fspike1_41",50,"SUF","fspike1/fspike1_SUF_50/","/runAtlantis_fspike1_41.sh"
"fspike1",42,"fspike1_42",100,"SUF","fspike1/fspike1_SUF_100/","/runAtlantis_fspike1_42.sh"
"fspike1",43,"fspike1_43",0,"WIF","fspike1/fspike1_WIF_0/","/runAtlantis_fspike1_43.sh"
"fspike1",44,"fspike1_44",2,"WIF","fspike1/fspike1_WIF_2/","/runAtlantis_fspike1_44.sh"
"fspike1",45,"fspike1_45",5,"WIF","fspike1/fspike1_WIF_5/","/runAtlantis_fspike1_45.sh"
"fspike1",46,"fspike1_46",10,"WIF","fspike1/fspike1_WIF_10/","/runAtlantis_fspike1_46.sh"
"fspike1",47,"fspike1_47",25,"WIF","fspike1/fspike1_WIF_25/","/runAtlantis_fspike1_47.sh"
"fspike1",48,"fspike1_48",50,"WIF","fspike1/fspike1_WIF_50/","/runAtlantis_fspike1_48.sh"
"fspike1",49,"fspike1_49",100,"WIF","fspike1/fspike1_WIF_100/","/runAtlantis_fspike1_49.sh"
"fspike1",50,"fspike1_50",0,"WTF","fspike1/fspike1_WTF_0/","/runAtlantis_fspike1_50.sh"
"fspike1",51,"fspike1_51",2,"WTF","fspike1/fspike1_WTF_2/","/runAtlantis_fspike1_51.sh"
"fspike1",52,"fspike1_52",5,"WTF","fspike1/fspike1_WTF_5/","/runAtlantis_fspike1_52.sh"
"fspike1",53,"fspike1_53",10,"WTF","fspike1/fspike1_WTF_10/","/runAtlantis_fspike1_53.sh"
"fspike1",54,"fspike1_54",25,"WTF","fspike1/fspike1_WTF_25/","/runAtlantis_fspike1_54.sh"
"fspike1",55,"fspike1_55",50,"WTF","fspike1/fspike1_WTF_50/","/runAtlantis_fspike1_55.sh"
"fspike1",56,"fspike1_56",100,"WTF","fspike1/fspike1_WTF_100/","/runAtlantis_fspike1_56.sh"
"fspike1",57,"fspike1_57",0,"HAL","fspike1/fspike1_HAL_0/","/runAtlantis_fspike1_57.sh"
"fspike1",58,"fspike1_58",2,"HAL","fspike1/fspike1_HAL_2/","/runAtlantis_fspike1_58.sh"
"fspike1",59,"fspike1_59",5,"HAL","fspike1/fspike1_HAL_5/","/runAtlantis_fspike1_59.sh"
"fspike1",60,"fspike1_60",10,"HAL","fspike1/fspike1_HAL_10/","/runAtlantis_fspike1_60.sh"
"fspike1",61,"fspike1_61",25,"HAL","fspike1/fspike1_HAL_25/","/runAtlantis_fspike1_61.sh"
"fspike1",62,"fspike1_62",50,"HAL","fspike1/fspike1_HAL_50/","/runAtlantis_fspike1_62.sh"
"fspike1",63,"fspike1_63",100,"HAL","fspike1/fspike1_HAL_100/","/runAtlantis_fspike1_63.sh"
"fspike1",64,"fspike1_64",0,"PLA","fspike1/fspike1_PLA_0/","/runAtlantis_fspike1_64.sh"
"fspike1",65,"fspike1_65",2,"PLA","fspike1/fspike1_PLA_2/","/runAtlantis_fspike1_65.sh"
"fspike1",66,"fspike1_66",5,"PLA","fspike1/fspike1_PLA_5/","/runAtlantis_fspike1_66.sh"
"fspike1",67,"fspike1_67",10,"PLA","fspike1/fspike1_PLA_10/","/runAtlantis_fspike1_67.sh"
"fspike1",68,"fspike1_68",25,"PLA","fspike1/fspike1_PLA_25/","/runAtlantis_fspike1_68.sh"
"fspike1",69,"fspike1_69",50,"PLA","fspike1/fspike1_PLA_50/","/runAtlantis_fspike1_69.sh"
"fspike1",70,"fspike1_70",100,"PLA","fspike1/fspike1_PLA_100/","/runAtlantis_fspike1_70.sh"
"fspike1",71,"fspike1_71",0,"BFT","fspike1/fspike1_BFT_0/","/runAtlantis_fspike1_71.sh"
"fspike1",72,"fspike1_72",2,"BFT","fspike1/fspike1_BFT_2/","/runAtlantis_fspike1_72.sh"
"fspike1",73,"fspike1_73",5,"BFT","fspike1/fspike1_BFT_5/","/runAtlantis_fspike1_73.sh"
"fspike1",74,"fspike1_74",10,"BFT","fspike1/fspike1_BFT_10/","/runAtlantis_fspike1_74.sh"
"fspike1",75,"fspike1_75",25,"BFT","fspike1/fspike1_BFT_25/","/runAtlantis_fspike1_75.sh"
"fspike1",76,"fspike1_76",50,"BFT","fspike1/fspike1_BFT_50/","/runAtlantis_fspike1_76.sh"
"fspike1",77,"fspike1_77",100,"BFT","fspike1/fspike1_BFT_100/","/runAtlantis_fspike1_77.sh"
"fspike1",78,"fspike1_78",0,"TUN","fspike1/fspike1_TUN_0/","/runAtlantis_fspike1_78.sh"
"fspike1",79,"fspike1_79",2,"TUN","fspike1/fspike1_TUN_2/","/runAtlantis_fspike1_79.sh"
"fspike1",80,"fspike1_80",5,"TUN","fspike1/fspike1_TUN_5/","/runAtlantis_fspike1_80.sh"
"fspike1",81,"fspike1_81",10,"TUN","fspike1/fspike1_TUN_10/","/runAtlantis_fspike1_81.sh"
"fspike1",82,"fspike1_82",25,"TUN","fspike1/fspike1_TUN_25/","/runAtlantis_fspike1_82.sh"
"fspike1",83,"fspike1_83",50,"TUN","fspike1/fspike1_TUN_50/","/runAtlantis_fspike1_83.sh"
"fspike1",84,"fspike1_84",100,"TUN","fspike1/fspike1_TUN_100/","/runAtlantis_fspike1_84.sh"
"fspike1",85,"fspike1_85",0,"BIL","fspike1/fspike1_BIL_0/","/runAtlantis_fspike1_85.sh"
"fspike1",86,"fspike1_86",2,"BIL","fspike1/fspike1_BIL_2/","/runAtlantis_fspike1_86.sh"
"fspike1",87,"fspike1_87",5,"BIL","fspike1/fspike1_BIL_5/","/runAtlantis_fspike1_87.sh"
"fspike1",88,"fspike1_88",10,"BIL","fspike1/fspike1_BIL_10/","/runAtlantis_fspike1_88.sh"
"fspike1",89,"fspike1_89",25,"BIL","fspike1/fspike1_BIL_25/","/runAtlantis_fspike1_89.sh"
"fspike1",90,"fspike1_90",50,"BIL","fspike1/fspike1_BIL_50/","/runAtlantis_fspike1_90.sh"
"fspike1",91,"fspike1_91",100,"BIL","fspike1/fspike1_BIL_100/","/runAtlantis_fspike1_91.sh"
"fspike1",92,"fspike1_92",0,"BUT","fspike1/fspike1_BUT_0/","/runAtlantis_fspike1_92.sh"
"fspike1",93,"fspike1_93",2,"BUT","fspike1/fspike1_BUT_2/","/runAtlantis_fspike1_93.sh"
"fspike1",94,"fspike1_94",5,"BUT","fspike1/fspike1_BUT_5/","/runAtlantis_fspike1_94.sh"
"fspike1",95,"fspike1_95",10,"BUT","fspike1/fspike1_BUT_10/","/runAtlantis_fspike1_95.sh"
"fspike1",96,"fspike1_96",25,"BUT","fspike1/fspike1_BUT_25/","/runAtlantis_fspike1_96.sh"
"fspike1",97,"fspike1_97",50,"BUT","fspike1/fspike1_BUT_50/","/runAtlantis_fspike1_97.sh"
"fspike1",98,"fspike1_98",100,"BUT","fspike1/fspike1_BUT_100/","/runAtlantis_fspike1_98.sh"
