"Run.ID","Run.Group","Code","Type","Unit","Value","bio.file","run.sh.file"
1,"HER_ZL1","HER","mum","scalar",0.8,"at_biology_1.prm","RunAtlantis_1.sh"
1,"HER_ZL1","ZL","mum","scalar",1.5,"at_biology_1.prm","RunAtlantis_1.sh"
2,"HER_ZL1","HER","mum","scalar",0.75,"at_biology_2.prm","RunAtlantis_2.sh"
2,"HER_ZL1","ZL","mum","scalar",1.5,"at_biology_2.prm","RunAtlantis_2.sh"
3,"HER_ZL1","HER","mum","scalar",0.5,"at_biology_3.prm","RunAtlantis_3.sh"
3,"HER_ZL1","ZL","mum","scalar",1.5,"at_biology_3.prm","RunAtlantis_3.sh"
4,"MAK_ZL1","MAK","BHalpha","scalar",0.75,"at_biology_4.prm","RunAtlantis_4.sh"
4,"MAK_ZL1","ZL","mum","scalar",1.5,"at_biology_4.prm","RunAtlantis_4.sh"
5,"MAK_ZL1","MAK","BHalpha","scalar",0.5,"at_biology_5.prm","RunAtlantis_5.sh"
5,"MAK_ZL1","ZL","mum","scalar",1.5,"at_biology_5.prm","RunAtlantis_5.sh"
6,"MAK_ZL1","MAK","BHalpha","scalar",0.25,"at_biology_6.prm","RunAtlantis_6.sh"
6,"MAK_ZL1","ZL","mum","scalar",1.5,"at_biology_6.prm","RunAtlantis_6.sh"
7,"MEN_ZL1","MEN","BHalpha","scalar",0.75,"at_biology_7.prm","RunAtlantis_7.sh"
7,"MEN_ZL1","ZL","mum","scalar",1.5,"at_biology_7.prm","RunAtlantis_7.sh"
8,"MEN_ZL1","MEN","BHalpha","scalar",0.5,"at_biology_8.prm","RunAtlantis_8.sh"
8,"MEN_ZL1","ZL","mum","scalar",1.5,"at_biology_8.prm","RunAtlantis_8.sh"
9,"MEN_ZL1","MEN","BHalpha","scalar",0.25,"at_biology_9.prm","RunAtlantis_9.sh"
9,"MEN_ZL1","ZL","mum","scalar",1.5,"at_biology_9.prm","RunAtlantis_9.sh"
10,"HER_ZL2","HER","mum","scalar",0.8,"at_biology_10.prm","RunAtlantis_10.sh"
10,"HER_ZL2","ZL","mum","scalar",2.5,"at_biology_10.prm","RunAtlantis_10.sh"
11,"HER_ZL2","HER","mum","scalar",0.75,"at_biology_11.prm","RunAtlantis_11.sh"
11,"HER_ZL2","ZL","mum","scalar",2.5,"at_biology_11.prm","RunAtlantis_11.sh"
12,"HER_ZL2","HER","mum","scalar",0.5,"at_biology_12.prm","RunAtlantis_12.sh"
12,"HER_ZL2","ZL","mum","scalar",2.5,"at_biology_12.prm","RunAtlantis_12.sh"
13,"MAK_ZL2","MAK","BHalpha","scalar",0.75,"at_biology_13.prm","RunAtlantis_13.sh"
13,"MAK_ZL2","ZL","mum","scalar",2.5,"at_biology_13.prm","RunAtlantis_13.sh"
14,"MAK_ZL2","MAK","BHalpha","scalar",0.5,"at_biology_14.prm","RunAtlantis_14.sh"
14,"MAK_ZL2","ZL","mum","scalar",2.5,"at_biology_14.prm","RunAtlantis_14.sh"
15,"MAK_ZL2","MAK","BHalpha","scalar",0.25,"at_biology_15.prm","RunAtlantis_15.sh"
15,"MAK_ZL2","ZL","mum","scalar",2.5,"at_biology_15.prm","RunAtlantis_15.sh"
16,"MEN_ZL2","MEN","BHalpha","scalar",0.75,"at_biology_16.prm","RunAtlantis_16.sh"
16,"MEN_ZL2","ZL","mum","scalar",2.5,"at_biology_16.prm","RunAtlantis_16.sh"
17,"MEN_ZL2","MEN","BHalpha","scalar",0.5,"at_biology_17.prm","RunAtlantis_17.sh"
17,"MEN_ZL2","ZL","mum","scalar",2.5,"at_biology_17.prm","RunAtlantis_17.sh"
18,"MEN_ZL2","MEN","BHalpha","scalar",0.25,"at_biology_18.prm","RunAtlantis_18.sh"
18,"MEN_ZL2","ZL","mum","scalar",2.5,"at_biology_18.prm","RunAtlantis_18.sh"
19,"HER_ZL3","HER","mum","scalar",0.8,"at_biology_19.prm","RunAtlantis_19.sh"
19,"HER_ZL3","ZL","mum","scalar",5,"at_biology_19.prm","RunAtlantis_19.sh"
20,"HER_ZL3","HER","mum","scalar",0.75,"at_biology_20.prm","RunAtlantis_20.sh"
20,"HER_ZL3","ZL","mum","scalar",5,"at_biology_20.prm","RunAtlantis_20.sh"
21,"HER_ZL3","HER","mum","scalar",0.5,"at_biology_21.prm","RunAtlantis_21.sh"
21,"HER_ZL3","ZL","mum","scalar",5,"at_biology_21.prm","RunAtlantis_21.sh"
22,"MAK_ZL3","MAK","BHalpha","scalar",0.75,"at_biology_22.prm","RunAtlantis_22.sh"
22,"MAK_ZL3","ZL","mum","scalar",5,"at_biology_22.prm","RunAtlantis_22.sh"
23,"MAK_ZL3","MAK","BHalpha","scalar",0.5,"at_biology_23.prm","RunAtlantis_23.sh"
23,"MAK_ZL3","ZL","mum","scalar",5,"at_biology_23.prm","RunAtlantis_23.sh"
24,"MAK_ZL3","MAK","BHalpha","scalar",0.25,"at_biology_24.prm","RunAtlantis_24.sh"
24,"MAK_ZL3","ZL","mum","scalar",5,"at_biology_24.prm","RunAtlantis_24.sh"
25,"MEN_ZL3","MEN","BHalpha","scalar",0.75,"at_biology_25.prm","RunAtlantis_25.sh"
25,"MEN_ZL3","ZL","mum","scalar",5,"at_biology_25.prm","RunAtlantis_25.sh"
