"Run.ID","Run.Group","Code","Type","Unit","Value","bio.file","run.sh.file"
49,"WSK","WSK","mQa","scalar",10,"at_biology_49.prm","RunAtlantis_49.sh"
50,"WSK","WSK","mQa","scalar",20,"at_biology_50.prm","RunAtlantis_50.sh"
51,"WSK","WSK","mQa","scalar",50,"at_biology_51.prm","RunAtlantis_51.sh"
52,"SUF","SUF","mum","scalar",0.75,"at_biology_52.prm","RunAtlantis_52.sh"
53,"SUF","SUF","mum","scalar",0.5,"at_biology_53.prm","RunAtlantis_53.sh"
54,"SUF","SUF","mum","scalar",0.25,"at_biology_54.prm","RunAtlantis_54.sh"
55,"SUF","SUF","mum","scalar",0.1,"at_biology_55.prm","RunAtlantis_55.sh"
56,"SUF","SUF","mum","scalar",0.05,"at_biology_56.prm","RunAtlantis_56.sh"
57,"SUF","SUF","mum","scalar",0.01,"at_biology_57.prm","RunAtlantis_57.sh"
58,"SUF","SUF","mQa","value",1e-11,"at_biology_58.prm","RunAtlantis_58.sh"
59,"SUF","SUF","mQa","value",1e-10,"at_biology_59.prm","RunAtlantis_59.sh"
60,"SUF","SUF","mQa","value",1e-09,"at_biology_60.prm","RunAtlantis_60.sh"
61,"SUF","SUF","mQa","value",1e-08,"at_biology_61.prm","RunAtlantis_61.sh"
