"Run.ID","Run.Group","Code","Type","Unit","Value","bio.file","run.sh.file"
1,"gfgloucester","COD:gfgloucester","q","value",0.25,"at_biology_1.prm","RunAtlantis_1.sh"
2,"gfgloucester","HAD:gfgloucester","q","value",0.25,"at_biology_2.prm","RunAtlantis_2.sh"
3,"gfgloucester","HAL:gfgloucester","q","value",0.25,"at_biology_3.prm","RunAtlantis_3.sh"
4,"gfgloucester","OPT:gfgloucester","q","value",0.25,"at_biology_4.prm","RunAtlantis_4.sh"
5,"gfgloucester","PLA:gfgloucester","q","value",0.25,"at_biology_5.prm","RunAtlantis_5.sh"
6,"gfgloucester","POL:gfgloucester","q","value",0.25,"at_biology_6.prm","RunAtlantis_6.sh"
7,"gfgloucester","RED:gfgloucester","q","value",0.25,"at_biology_7.prm","RunAtlantis_7.sh"
8,"gfgloucester","WHK:gfgloucester","q","value",0.25,"at_biology_8.prm","RunAtlantis_8.sh"
9,"gfgloucester","WIF:gfgloucester","q","value",0.25,"at_biology_9.prm","RunAtlantis_9.sh"
10,"gfgloucester","WOL:gfgloucester","q","value",0.25,"at_biology_10.prm","RunAtlantis_10.sh"
11,"gfgloucester","WPF:gfgloucester","q","value",0.25,"at_biology_11.prm","RunAtlantis_11.sh"
12,"gfgloucester","WTF:gfgloucester","q","value",0.25,"at_biology_12.prm","RunAtlantis_12.sh"
13,"gfgloucester","YTF:gfgloucester","q","value",0.25,"at_biology_13.prm","RunAtlantis_13.sh"
14,"gfnewbedford","COD:gfnewbedford","q","value",0.25,"at_biology_14.prm","RunAtlantis_14.sh"
15,"gfnewbedford","HAD:gfnewbedford","q","value",0.25,"at_biology_15.prm","RunAtlantis_15.sh"
16,"gfnewbedford","HAL:gfnewbedford","q","value",0.25,"at_biology_16.prm","RunAtlantis_16.sh"
17,"gfnewbedford","OPT:gfnewbedford","q","value",0.25,"at_biology_17.prm","RunAtlantis_17.sh"
18,"gfnewbedford","PLA:gfnewbedford","q","value",0.25,"at_biology_18.prm","RunAtlantis_18.sh"
19,"gfnewbedford","POL:gfnewbedford","q","value",0.25,"at_biology_19.prm","RunAtlantis_19.sh"
20,"gfnewbedford","RED:gfnewbedford","q","value",0.25,"at_biology_20.prm","RunAtlantis_20.sh"
21,"gfnewbedford","WHK:gfnewbedford","q","value",0.25,"at_biology_21.prm","RunAtlantis_21.sh"
22,"gfnewbedford","WIF:gfnewbedford","q","value",0.25,"at_biology_22.prm","RunAtlantis_22.sh"
23,"gfnewbedford","WOL:gfnewbedford","q","value",0.25,"at_biology_23.prm","RunAtlantis_23.sh"
24,"gfnewbedford","WPF:gfnewbedford","q","value",0.25,"at_biology_24.prm","RunAtlantis_24.sh"
