"Run.ID","Run.Group","Code","Type","Unit","Value","bio.file","run.sh.file"
1,"gfgloucester_b","COD:gfgloucester","q","value",0.1,"at_biology_1.prm","RunAtlantis_1.sh"
2,"gfgloucester_b","HAD:gfgloucester","q","value",0.1,"at_biology_2.prm","RunAtlantis_2.sh"
3,"gfgloucester_b","HAL:gfgloucester","q","value",0.1,"at_biology_3.prm","RunAtlantis_3.sh"
4,"gfgloucester_b","OPT:gfgloucester","q","value",0.1,"at_biology_4.prm","RunAtlantis_4.sh"
5,"gfgloucester_b","PLA:gfgloucester","q","value",0.1,"at_biology_5.prm","RunAtlantis_5.sh"
6,"gfgloucester_b","POL:gfgloucester","q","value",0.1,"at_biology_6.prm","RunAtlantis_6.sh"
7,"gfgloucester_b","RED:gfgloucester","q","value",0.1,"at_biology_7.prm","RunAtlantis_7.sh"
8,"gfgloucester_b","WHK:gfgloucester","q","value",0.1,"at_biology_8.prm","RunAtlantis_8.sh"
9,"gfgloucester_b","WIF:gfgloucester","q","value",0.1,"at_biology_9.prm","RunAtlantis_9.sh"
10,"gfgloucester_b","WOL:gfgloucester","q","value",0.1,"at_biology_10.prm","RunAtlantis_10.sh"
11,"gfgloucester_b","WPF:gfgloucester","q","value",0.1,"at_biology_11.prm","RunAtlantis_11.sh"
12,"gfgloucester_b","WTF:gfgloucester","q","value",0.1,"at_biology_12.prm","RunAtlantis_12.sh"
13,"gfgloucester_b","YTF:gfgloucester","q","value",0.1,"at_biology_13.prm","RunAtlantis_13.sh"
14,"gfnewbedford_b","COD:gfnewbedford","q","value",0.1,"at_biology_14.prm","RunAtlantis_14.sh"
15,"gfnewbedford_b","HAD:gfnewbedford","q","value",0.1,"at_biology_15.prm","RunAtlantis_15.sh"
16,"gfnewbedford_b","HAL:gfnewbedford","q","value",0.1,"at_biology_16.prm","RunAtlantis_16.sh"
17,"gfnewbedford_b","OPT:gfnewbedford","q","value",0.1,"at_biology_17.prm","RunAtlantis_17.sh"
18,"gfnewbedford_b","PLA:gfnewbedford","q","value",0.1,"at_biology_18.prm","RunAtlantis_18.sh"
19,"gfnewbedford_b","POL:gfnewbedford","q","value",0.1,"at_biology_19.prm","RunAtlantis_19.sh"
20,"gfnewbedford_b","RED:gfnewbedford","q","value",0.1,"at_biology_20.prm","RunAtlantis_20.sh"
21,"gfnewbedford_b","WHK:gfnewbedford","q","value",0.1,"at_biology_21.prm","RunAtlantis_21.sh"
22,"gfnewbedford_b","WIF:gfnewbedford","q","value",0.1,"at_biology_22.prm","RunAtlantis_22.sh"
23,"gfnewbedford_b","WOL:gfnewbedford","q","value",0.1,"at_biology_23.prm","RunAtlantis_23.sh"
24,"gfnewbedford_b","WPF:gfnewbedford","q","value",0.1,"at_biology_24.prm","RunAtlantis_24.sh"
25,"gfnewbedford_b","WTF:gfnewbedford","q","value",0.1,"at_biology_25.prm","RunAtlantis_25.sh"
26,"gfnewbedford_b","YTF:gfnewbedford","q","value",0.1,"at_biology_26.prm","RunAtlantis_26.sh"
27,"gfpointjudith_b","COD:gfpointjudith","q","value",0.1,"at_biology_27.prm","RunAtlantis_27.sh"
