"Run.ID","Run.Group","Code","Type","Unit","Value","bio.file","run.sh.file"
36,"DOG","DOG","FSPB","scalar",0.2,"at_biology_36.prm","RunAtlantis_36.sh"
37,"DOG","DOG","FSPB","scalar",0.1,"at_biology_37.prm","RunAtlantis_37.sh"
38,"BFT","BFT","mQa","scalar",0.5,"at_biology_38.prm","RunAtlantis_38.sh"
39,"BFT","BFT","mQa","scalar",0.25,"at_biology_39.prm","RunAtlantis_39.sh"
40,"BFT","BFT","mQa","scalar",0.1,"at_biology_40.prm","RunAtlantis_40.sh"
41,"BFT","BFT","mQa","scalar",0.05,"at_biology_41.prm","RunAtlantis_41.sh"
42,"BFT","BFT","mQa","scalar",0.01,"at_biology_42.prm","RunAtlantis_42.sh"
43,"COD","COD","BHalpha","scalar",1.5,"at_biology_43.prm","RunAtlantis_43.sh"
44,"COD","COD","BHalpha","scalar",2,"at_biology_44.prm","RunAtlantis_44.sh"
45,"COD","COD","BHalpha","scalar",2.5,"at_biology_45.prm","RunAtlantis_45.sh"
46,"COD","COD","BHalpha","scalar",5,"at_biology_46.prm","RunAtlantis_46.sh"
47,"COD","COD","BHalpha","scalar",10,"at_biology_47.prm","RunAtlantis_47.sh"
48,"COD","COD","BHalpha","scalar",20,"at_biology_48.prm","RunAtlantis_48.sh"
49,"COD","COD","mQa","scalar",0.75,"at_biology_49.prm","RunAtlantis_49.sh"
50,"COD","COD","mQa","scalar",0.5,"at_biology_50.prm","RunAtlantis_50.sh"
51,"COD","COD","mQa","scalar",0.25,"at_biology_51.prm","RunAtlantis_51.sh"
52,"COD","COD","mQa","scalar",0.1,"at_biology_52.prm","RunAtlantis_52.sh"
53,"COD","COD","mQa","scalar",0.01,"at_biology_53.prm","RunAtlantis_53.sh"
54,"BIL","BIL","mQa","scalar",0.5,"at_biology_54.prm","RunAtlantis_54.sh"
55,"BIL","BIL","mQa","scalar",0.25,"at_biology_55.prm","RunAtlantis_55.sh"
56,"BIL","BIL","mQa","scalar",0.1,"at_biology_56.prm","RunAtlantis_56.sh"
57,"BIL","BIL","mQa","scalar",0.05,"at_biology_57.prm","RunAtlantis_57.sh"
58,"BIL","BIL","mQa","scalar",0.01,"at_biology_58.prm","RunAtlantis_58.sh"
59,"BIL","BIL","mQa","scalar",0.001,"at_biology_59.prm","RunAtlantis_59.sh"
60,"BIL","BIL","mQj","value",1e-12,"at_biology_60.prm","RunAtlantis_60.sh"
61,"BIL","BIL","mQj","value",1e-10,"at_biology_61.prm","RunAtlantis_61.sh"
62,"BIL","BIL","mQj","value",1e-09,"at_biology_62.prm","RunAtlantis_62.sh"
63,"BIL","BIL","mQj","value",1e-08,"at_biology_63.prm","RunAtlantis_63.sh"
64,"TUN","TUN","mQj","scalar",0.75,"at_biology_64.prm","RunAtlantis_64.sh"
65,"TUN","TUN","mQj","scalar",0.5,"at_biology_65.prm","RunAtlantis_65.sh"
66,"TUN","TUN","mQj","scalar",0.25,"at_biology_66.prm","RunAtlantis_66.sh"
67,"TUN","TUN","mQj","scalar",0.1,"at_biology_67.prm","RunAtlantis_67.sh"
68,"TUN","TUN","mQj","scalar",0.05,"at_biology_68.prm","RunAtlantis_68.sh"
69,"TUN","TUN","mQj","scalar",0.01,"at_biology_69.prm","RunAtlantis_69.sh"
70,"TUN","TUN","mQa","value",1e-12,"at_biology_70.prm","RunAtlantis_70.sh"
71,"TUN","TUN","mQa","value",1e-10,"at_biology_71.prm","RunAtlantis_71.sh"
72,"TUN","TUN","mQa","value",1e-09,"at_biology_72.prm","RunAtlantis_72.sh"
73,"TUN","TUN","mQa","value",1e-08,"at_biology_73.prm","RunAtlantis_73.sh"
