"Run.ID","Run.Group","Code","Type","Unit","Value","bio.file","run.sh.file"
1,"SUF","SUF","mum","scalar",0.75,"at_biology_1.prm","RunAtlantis_1.sh"
2,"SUF","SUF","mum","scalar",0.5,"at_biology_2.prm","RunAtlantis_2.sh"
3,"SUF","SUF","mum","scalar",0.25,"at_biology_3.prm","RunAtlantis_3.sh"
4,"SUF","SUF","mum","scalar",0.1,"at_biology_4.prm","RunAtlantis_4.sh"
5,"SUF","SUF","mum","scalar",0.05,"at_biology_5.prm","RunAtlantis_5.sh"
6,"SUF","SUF","mum","scalar",0.01,"at_biology_6.prm","RunAtlantis_6.sh"
7,"SUF","SUF","mQa","value",1e-11,"at_biology_7.prm","RunAtlantis_7.sh"
8,"SUF","SUF","mQa","value",1e-10,"at_biology_8.prm","RunAtlantis_8.sh"
9,"SUF","SUF","mQa","value",1e-09,"at_biology_9.prm","RunAtlantis_9.sh"
10,"SUF","SUF","mQa","value",1e-08,"at_biology_10.prm","RunAtlantis_10.sh"
11,"HER","HER","BHalpha","scalar",1.25,"at_biology_11.prm","RunAtlantis_11.sh"
12,"HER","HER","BHalpha","scalar",1.5,"at_biology_12.prm","RunAtlantis_12.sh"
13,"HER","HER","BHalpha","scalar",2,"at_biology_13.prm","RunAtlantis_13.sh"
14,"HER","HER","BHalpha","scalar",2.5,"at_biology_14.prm","RunAtlantis_14.sh"
15,"HER","HER","BHalpha","scalar",3,"at_biology_15.prm","RunAtlantis_15.sh"
16,"HER","HER","BHalpha","scalar",5,"at_biology_16.prm","RunAtlantis_16.sh"
17,"HER","HER","BHalpha","scalar",10,"at_biology_17.prm","RunAtlantis_17.sh"
18,"PIN","PIN","mQj","scalar",1.5,"at_biology_18.prm","RunAtlantis_18.sh"
19,"PIN","PIN","mQj","scalar",2,"at_biology_19.prm","RunAtlantis_19.sh"
20,"PIN","PIN","mQj","scalar",2.5,"at_biology_20.prm","RunAtlantis_20.sh"
21,"PIN","PIN","mQj","scalar",5,"at_biology_21.prm","RunAtlantis_21.sh"
22,"PIN","PIN","mQj","scalar",10,"at_biology_22.prm","RunAtlantis_22.sh"
23,"PIN","PIN","mQj","scalar",20,"at_biology_23.prm","RunAtlantis_23.sh"
24,"PIN","PIN","mQj","scalar",100,"at_biology_24.prm","RunAtlantis_24.sh"
25,"GOO","GOO","mQj","value",1e-12,"at_biology_25.prm","RunAtlantis_25.sh"
26,"GOO","GOO","mQj","value",1e-11,"at_biology_26.prm","RunAtlantis_26.sh"
27,"GOO","GOO","mQj","value",1e-10,"at_biology_27.prm","RunAtlantis_27.sh"
28,"GOO","GOO","mQj","value",1e-09,"at_biology_28.prm","RunAtlantis_28.sh"
29,"DOG","DOG","FSPB","scalar",0.9,"at_biology_29.prm","RunAtlantis_29.sh"
30,"DOG","DOG","FSPB","scalar",0.8,"at_biology_30.prm","RunAtlantis_30.sh"
31,"DOG","DOG","FSPB","scalar",0.7,"at_biology_31.prm","RunAtlantis_31.sh"
32,"DOG","DOG","FSPB","scalar",0.6,"at_biology_32.prm","RunAtlantis_32.sh"
33,"DOG","DOG","FSPB","scalar",0.5,"at_biology_33.prm","RunAtlantis_33.sh"
34,"DOG","DOG","FSPB","scalar",0.4,"at_biology_34.prm","RunAtlantis_34.sh"
35,"DOG","DOG","FSPB","scalar",0.3,"at_biology_35.prm","RunAtlantis_35.sh"
