Time FPL FPS FVD FVS FVB FVT FMM FBP FDD FDE FDS FDB FDC FDO FDF SHB SHD SHP SSK SB PIN REP WHB WHT CEP BFS BFF BG BML BMS PWN ZL BD BC ZG TsActFPL TsActFPS TsActFVD TsActFVS TsActFVB TsActFVT TsActFMM TsActFBP TsActFDD TsActFDE TsActFDS TsActFDB TsActFDC TsActFDO TsActFDF TsActSHB TsActSHD TsActSHP TsActSSK TsActSB TsActPIN TsActREP TsActWHB TsActWHT TsActCEP TsActBFS TsActBFF TsActBG TsActBML TsActBMS TsActPWN TsActZL TsActBD TsActBC TsActZG
3.650000e+02 49882.764209 50800.909164 2952.973706 38669.177640 5583.786434 224.893812 0.000066 595.373374 1570.609017 33.978091 21633.392772 38960.515412 24386.198784 9165.455554 5984.444327 131.627846 1.240775 0.001058 3397.471702 0.000000 0.000000 0.000000 0.000000 0.000000 24.768406 45245.684519 17107.082369 664350.976020 957.589413 13995.486571 37.740219 0.000000 12567.619255 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
7.300000e+02 95067.047226 5124.974408 3113.893415 42434.757311 5637.532844 241.784037 0.000055 713.098216 1931.841003 350.414636 19724.500977 30726.735187 24667.023763 6886.067728 5401.462308 144.890740 1.323926 0.001154 4273.283196 0.000000 0.000000 0.000000 0.000000 0.000000 29.650713 9325.688339 16920.079179 575609.706896 937.703255 13733.828834 48.052574 0.000000 12518.484388 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.095000e+03 97282.215488 2422.996349 3181.456983 40095.359389 5583.815401 279.790151 0.000045 787.728192 2066.391665 780.327687 18628.867712 23975.218306 25394.043652 5869.753012 5456.290971 162.322466 1.420997 0.001301 4899.582617 0.000000 0.000000 0.000000 0.000000 0.000000 35.798798 1995.797018 16734.060485 498701.852338 918.389270 13474.245122 60.803953 0.000000 12477.002895 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.460000e+03 97477.133569 1612.087488 3234.851809 37795.266732 5568.861061 331.285225 0.000038 830.691995 2433.585119 1342.729911 18749.343017 19481.679983 25381.480336 5173.814411 5074.626107 182.534514 1.515902 0.001467 5369.566678 0.000000 0.000000 0.000000 0.000000 0.000000 43.435277 448.205239 16549.327933 432054.540272 898.784393 13214.357438 75.267980 0.000000 12445.227927 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.825000e+03 97238.418804 1172.366919 3178.498390 36368.664866 5533.574686 396.527792 0.000033 848.983041 2539.208504 2022.756620 19789.037692 16825.049609 24600.438719 4585.477470 4757.085251 206.139818 1.605947 0.001632 5815.671894 0.000000 0.000000 0.000000 0.000000 0.000000 53.041070 103.916065 16364.903231 374277.616652 879.734164 12954.217048 92.859341 0.000000 12421.818577 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.190000e+03 96772.739497 885.212637 3147.737753 35766.334308 5520.041401 470.773993 0.000030 858.869042 2516.558459 2684.540911 20495.050656 15353.515532 23831.926840 4149.511590 4535.184584 234.574331 1.689703 0.001795 6200.042172 0.000000 0.000000 0.000000 0.000000 0.000000 64.544091 24.270864 16182.406444 324205.894677 860.433721 12692.376242 112.787360 0.000000 12409.235220 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.555000e+03 96170.788924 690.566123 3159.980686 35373.426615 5438.195014 546.569068 0.000029 863.184975 2477.326129 3383.834603 20494.141797 14580.430438 22874.257153 3757.135185 4362.140836 268.442573 1.764340 0.001943 6477.363676 0.000000 0.000000 0.000000 0.000000 0.000000 78.227348 5.702953 16001.185976 280798.685083 841.674940 12428.548493 135.470514 0.000000 12409.130871 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.920000e+03 95805.281490 526.851454 3223.608207 35448.839422 5392.655589 625.214294 0.000028 866.978064 2483.100769 3866.870497 20537.889329 14204.276978 22100.525425 3467.852898 4236.635744 308.109625 1.833153 0.002078 6816.841168 0.000000 0.000000 0.000000 0.000000 0.000000 93.720976 1.338731 15821.370325 243182.294592 822.707127 12161.816025 160.396455 0.000000 12419.698847 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.285000e+03 95334.108274 423.024008 3282.916697 35513.534747 5302.021524 704.851261 0.000028 865.377510 2479.101369 4414.988298 20496.701535 13849.217492 21174.062400 3194.051615 4112.719031 353.409021 1.895734 0.002195 7090.430847 0.000000 0.000000 0.000000 0.000000 0.000000 110.937389 0.315751 15642.610289 210573.595945 804.271157 11892.188614 188.249503 0.000000 12439.565324 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3.650000e+03 95087.333892 341.649921 3342.655329 35819.835278 5260.698318 778.555975 0.000028 861.984022 2544.698817 4772.844296 20607.927595 13510.241383 20489.805270 2992.019804 3982.402157 405.177456 1.954346 0.002301 7256.525394 0.000000 0.000000 0.000000 0.000000 0.000000 128.752889 0.074257 15465.058711 182316.851432 785.669272 11619.836146 217.673842 0.000000 12466.310482 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4.015000e+03 95085.465450 277.469031 3360.644056 35868.526269 5176.892177 843.775473 0.000028 853.582604 2884.542788 4902.103011 20625.169209 13148.075671 19692.942471 2786.421576 3820.034029 463.358624 2.006706 0.002386 7482.535465 0.000000 0.000000 0.000000 0.000000 0.000000 146.603239 0.017557 15288.094557 157824.183506 767.592402 11345.461511 248.977352 0.000000 12500.938741 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
