Time FPL FPS FVD FVS FVB FVT FMM FBP FDD FDE FDS FDB FDC FDO FDF SHB SHD SHP SSK SB PIN REP WHB WHT CEP BFS BFF BG BML BMS PWN ZL BD BC ZG PL DF PS ZM ZS PB BB BO DL DR DC DIN RelFPL RelFPS RelFVD RelFVS RelFVB RelFVT RelFMM RelFBP RelFDD RelFDE RelFDS RelFDB RelFDC RelFDO RelFDF RelSHB RelSHD RelSHP RelSSK RelSB RelPIN RelREP RelWHB RelWHT RelCEP RelBFS RelBFF RelBG RelBML RelBMS RelPWN RelZL RelBD RelBC RelZG RelPL RelDF RelPS RelZM RelZS RelPB RelBB RelBO RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
0.000000e+00 597491.218443 1236505.056101 10828.444013 92376.175587 90041.897848 54170.555865 19.803139 39987.268301 63254.026016 123544.177458 111794.856474 114548.048671 262894.674852 221499.343733 73046.378607 216179.797804 18575.688534 7190.168334 78086.849672 1849.967029 7717.479449 804.437654 103070.326583 19753.505071 37182.854138 56370.081442 1812530.540998 5035438.607494 20570.604788 803480.247045 19488.888086 527309.679439 375230138.323282 6025037.335526 903571.980459 2494086.809665 914946.360139 742789.123928 562723.720864 2228999.914508 31842.855922 15062593.338816 60250373.355264 15062593.338816 60250373.355264 0.000000 3228194716.681930 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000 5242.779605 1.692570
3.650000e+02 512817.283309 50991.947323 12316.275008 112960.955645 130352.843688 56814.226013 16.548563 51018.945122 73176.907833 600182.605475 105368.752186 93628.228438 331521.543191 167795.765604 62709.152997 224128.067348 19562.215921 8230.496331 106066.358120 1795.910767 5438.170896 659.198787 158957.845233 20326.393806 44504.880205 11537.150701 1792724.210356 4362532.407789 20145.208751 788428.173471 24537.428904 498421.333701 373419042.860715 5891219.099928 903024.766698 1483204.050827 877852.442450 9322102.564413 559073.256893 2583364.615836 1071267.678647 14846646.140984 57202608.863072 54276466.344449 4009050.886449 0.000000 3180335247.006524 0.858284 0.041239 1.137400 1.222836 1.447691 1.048803 0.835654 1.275880 1.156874 4.858040 0.942519 0.817371 1.261043 0.757545 0.858484 1.036767 1.053109 1.144688 1.358313 0.970780 0.704656 0.819453 1.542227 1.029002 1.196919 0.204668 0.989073 0.866366 0.979320 0.981266 1.259047 0.945216 0.995173 0.977790 0.999394 0.594688 0.959458 12.550133 0.993513 1.158979 33.642324 0.985663 0.949415 3.603395 0.066540 1.000000 0.985175 0.435637 0.614113 37.761905 148.492117 8086.268373 0.003704
7.300000e+02 434844.797029 18378.712248 12672.932532 109149.444396 134891.149805 64303.331188 13.639073 58263.232266 85082.713202 1163642.556027 101441.300212 73984.937793 395862.237533 165218.498328 72729.737042 251277.200557 21051.027394 9243.203378 126829.238624 1921.506030 4290.856119 604.337529 160478.661022 17278.938794 53498.238419 2430.683514 1773082.208448 3779728.446880 19733.270751 773647.881555 31460.391574 615029.029554 371885260.021361 5782472.874086 939644.720893 5062765.906551 826057.708349 16084861.683075 603467.903447 7489389.362916 2194891.568819 20831953.405201 55323568.960539 121220540.016954 2176087.101509 0.000000 3114852825.427643 0.727784 0.014863 1.170337 1.181576 1.498093 1.187053 0.688733 1.457045 1.345096 9.418838 0.907388 0.645886 1.505783 0.745910 0.995665 1.162353 1.133257 1.285534 1.624207 1.038670 0.555992 0.751255 1.556982 0.874728 1.438788 0.043120 0.978236 0.750625 0.959295 0.962871 1.614273 1.166353 0.991086 0.959741 1.039922 2.029908 0.902848 21.654681 1.072405 3.359977 68.928854 1.383026 0.918228 8.047787 0.036117 1.000000 0.964890 0.311139 0.486094 37.380952 158.932108 8163.789142 0.003635
1.095000e+03 370267.880600 11167.620590 12958.929362 102706.101691 136644.300376 75465.098367 11.400282 62901.270877 95098.268221 1757586.719910 104491.119830 58866.458548 426806.414299 158327.721935 68819.598023 281702.619484 22535.565450 10469.846512 140211.214168 2038.636656 3649.327271 565.256418 162942.658898 15992.788909 64786.466339 537.503581 1753565.483086 3274684.986411 19314.325389 758852.510745 39160.821028 790876.746244 370657453.001953 5697178.564035 986281.391463 3108696.758526 777257.367539 16161376.945476 639265.870284 10224312.832518 2437167.419799 31115046.064640 54079295.889974 188015523.968488 2312506.110900 0.000000 3052131362.347122 0.619704 0.009032 1.196749 1.111825 1.517564 1.393102 0.575681 1.573032 1.503434 14.226382 0.934668 0.513902 1.623488 0.714800 0.942136 1.303094 1.213175 1.456134 1.795580 1.101985 0.472865 0.702673 1.580888 0.809618 1.742375 0.009535 0.967468 0.650328 0.938928 0.944457 2.009392 1.499834 0.987814 0.945584 1.091536 1.246427 0.849511 21.757692 1.136021 4.586951 76.537338 2.065716 0.897576 12.482281 0.038382 1.000000 0.945461 0.248346 0.413824 37.380952 169.636624 8289.260948 0.003585
1.460000e+03 319350.615489 7649.285258 12766.351085 97527.746454 135506.322888 89726.618180 9.754781 64992.856074 107353.677437 2324989.376953 112620.665413 49330.918880 427342.838183 149449.698137 65081.409802 316390.165123 23947.958272 11747.021205 153289.969366 2134.448181 3169.859394 531.264701 165768.567675 15159.617465 78881.502553 123.867004 1734086.887039 2836887.250030 18907.876202 744081.397275 48415.432152 1042689.655258 369692200.408509 5626946.663161 1042673.193318 3505140.628427 731395.238793 24971859.499036 704660.603333 13085269.160862 3189624.923809 43172862.324676 53118913.283115 263325825.317780 2705215.732374 0.000000 2972865477.906009 0.534486 0.006186 1.178965 1.055767 1.504925 1.656372 0.492588 1.625339 1.697183 18.819093 1.007387 0.430657 1.625529 0.674718 0.890960 1.463551 1.289210 1.633762 1.963070 1.153776 0.410738 0.660417 1.608305 0.767439 2.121448 0.002197 0.956721 0.563384 0.919170 0.926073 2.484258 1.977376 0.985241 0.933927 1.153946 1.405380 0.799386 33.619043 1.252232 5.870466 100.167678 2.866230 0.881636 17.482104 0.044900 1.000000 0.920906 0.211071 0.360953 37.428571 180.700789 8433.115083 0.003540
1.825000e+03 283066.571604 5584.681471 12536.795161 95691.635253 135933.742764 107118.157567 8.723638 66140.747533 108916.080759 2841501.159583 119529.894948 43627.530030 420452.522171 141156.106861 62469.504305 358411.674676 25304.244144 13015.994767 165927.496196 2253.606538 2863.496047 505.724463 168848.307262 14772.297715 96363.854532 28.864420 1714758.975494 2457461.522494 18495.289062 729212.186227 59338.879073 1403833.376985 369041024.962076 5571208.128513 1115231.711350 2556615.608370 688184.785271 34834327.483096 818098.680341 16966679.268466 4946246.371389 59410348.168826 52439326.610290 363896776.447011 3195735.295006 0.000000 2852108335.740301 0.473759 0.004517 1.157765 1.035891 1.509672 1.977424 0.440518 1.654045 1.721884 22.999879 1.069190 0.380867 1.599319 0.637276 0.855203 1.657933 1.362224 1.810249 2.124910 1.218187 0.371040 0.628668 1.638185 0.747832 2.591621 0.000512 0.946058 0.488033 0.899113 0.907567 3.044754 2.662256 0.983506 0.924676 1.234248 1.025071 0.752159 46.896658 1.453819 7.611790 155.333001 3.944231 0.870357 24.158972 0.053041 1.000000 0.883499 0.189581 0.318408 37.285714 192.179872 8589.851812 0.003495
2.190000e+03 259333.921469 4245.596184 12444.522821 93942.929331 134290.745711 125843.425851 8.202047 66501.669378 106191.483169 3311471.563004 120851.220575 40373.414692 412468.824401 134265.992259 60308.616318 408845.231459 26504.564051 14198.585453 172372.474945 2372.595037 2626.831570 481.859029 172008.213257 14399.356160 116993.358893 6.782325 1695596.808444 2128544.637057 18094.890464 714276.778886 71570.361571 1875099.641254 368749617.975473 5524927.044209 1208187.036372 2979861.994754 647574.916144 33691409.055764 978475.958597 24730579.894039 5798264.429619 80187655.035117 51893523.604107 487028223.326593 3665463.344537 0.000000 2717235851.002270 0.434038 0.003434 1.149244 1.016961 1.491425 2.323096 0.414179 1.663071 1.678810 26.803947 1.081009 0.352458 1.568951 0.606169 0.825621 1.891228 1.426842 1.974722 2.207446 1.282507 0.340374 0.599001 1.668843 0.728952 3.146433 0.000120 0.935486 0.422713 0.879648 0.888979 3.672368 3.555974 0.982729 0.916995 1.337123 1.194771 0.707774 45.357973 1.738821 11.094922 182.089962 5.323629 0.861298 32.333624 0.060837 1.000000 0.841720 0.175720 0.291885 37.285714 204.068856 8750.641148 0.003452
2.555000e+03 244559.791298 3310.288366 12573.548224 94241.860951 134049.949157 144498.386719 7.948472 66972.331491 107043.557288 3726061.213816 121097.723318 38712.072947 404016.632690 128137.467971 58862.527339 468572.355401 27611.105721 15305.964297 181841.061080 2518.645469 2458.752090 463.686346 175274.892986 14261.265185 141062.676417 1.589631 1676584.217772 1843494.626013 17689.253186 699156.922680 85360.021386 2423810.232328 368794272.413124 5487948.556994 1320710.721502 2349907.865488 609311.593955 25814233.503754 1136078.724990 28637794.149011 4841470.070107 98461297.164034 51609055.906493 593127524.570206 3395999.518878 0.000000 2616548443.332667 0.409311 0.002677 1.161159 1.020197 1.488751 2.667471 0.401374 1.674841 1.692281 30.159748 1.083214 0.337955 1.536800 0.578500 0.805824 2.167512 1.486411 2.128735 2.328703 1.361454 0.318595 0.576411 1.700537 0.721961 3.793756 0.000028 0.924996 0.366104 0.859929 0.870161 4.379933 4.596559 0.982848 0.910857 1.461655 0.942192 0.665953 34.753112 2.018893 12.847822 152.042583 6.536809 0.856577 39.377517 0.056365 1.000000 0.810530 0.166566 0.271933 37.190476 216.401349 8916.849050 0.003408
2.920000e+03 235220.346991 2623.924130 12840.746426 93951.668255 132216.161427 163895.954110 7.861752 66951.754853 105675.847535 4075575.700297 121068.460361 37762.714064 395929.868909 123280.169277 57417.120674 536945.008862 28605.583802 16252.286286 191478.963286 2649.101565 2317.879866 445.758633 178525.941142 14036.331099 168014.606810 0.375155 1657684.701820 1596399.828470 17295.544585 683908.356807 100536.369071 3136162.481111 369130741.875024 5457097.441887 1447939.416355 3642261.751215 573350.933720 22063044.045119 1296920.449989 27942394.510146 4154459.602528 114226069.804974 51561943.009467 682228387.418686 3473470.268262 0.000000 2534939320.686520 0.393680 0.002122 1.185835 1.017055 1.468385 3.025554 0.396995 1.674327 1.670658 32.988812 1.082952 0.329667 1.506040 0.556571 0.786037 2.483789 1.539947 2.260349 2.452128 1.431972 0.300342 0.554125 1.732079 0.710574 4.518604 0.000007 0.914569 0.317033 0.840789 0.851183 5.158651 5.947478 0.983745 0.905737 1.602462 1.460359 0.626650 29.702971 2.304720 12.535844 130.467556 7.583427 0.855795 45.292890 0.057651 1.000000 0.785250 0.159848 0.260234 37.238095 229.216929 9082.253194 0.003365
3.285000e+03 228899.289525 2104.277103 13075.793621 95149.755609 131907.173781 183518.740518 7.856779 66914.724763 106943.592537 4352955.757516 121368.937939 36867.495726 387458.301909 118792.897861 56234.842638 616299.902519 29547.076416 17118.211427 194575.714801 2789.411515 2231.198683 431.466014 181835.247378 13989.762678 196943.216609 0.088149 1638926.879813 1382267.860887 16897.536413 668454.338290 117182.203102 3868126.665837 369696574.688900 5432347.778194 1579281.915267 2735361.274086 539468.019193 20411575.744703 1429097.799634 25486023.198295 3527005.818049 127674375.277547 51852987.224227 759828057.636650 3394831.273286 0.000000 2464296285.213703 0.383101 0.001702 1.207541 1.030025 1.464953 3.387795 0.396744 1.673401 1.690700 35.234002 1.085640 0.321852 1.473816 0.536313 0.769851 2.850867 1.590632 2.380780 2.491786 1.507817 0.289110 0.536357 1.764186 0.708217 5.296614 0.000002 0.904220 0.274508 0.821441 0.831949 6.012770 7.335588 0.985253 0.901629 1.747821 1.096739 0.589617 27.479637 2.539608 11.433838 110.762861 8.476255 0.860625 50.444704 0.056345 1.000000 0.763367 0.155937 0.249568 37.238095 242.518147 9250.617107 0.003322
