Time FPL FPS FVD FVS FVB FVT FMM FBP FDD FDE FDS FDB FDC FDO FDF SHB SHD SHP SSK SB PIN REP WHB WHT CEP BFS BFF BG BML BMS PWN ZL BD BC ZG PL DF PS ZM ZS PB BB BO DL DR DC DIN RelFPL RelFPS RelFVD RelFVS RelFVB RelFVT RelFMM RelFBP RelFDD RelFDE RelFDS RelFDB RelFDC RelFDO RelFDF RelSHB RelSHD RelSHP RelSSK RelSB RelPIN RelREP RelWHB RelWHT RelCEP RelBFS RelBFF RelBG RelBML RelBMS RelPWN RelZL RelBD RelBC RelZG RelPL RelDF RelPS RelZM RelZS RelPB RelBB RelBO RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
3.650000e+03 224220.041367 1697.999924 13279.836626 95156.427219 130202.137839 200373.455634 7.782222 66293.652243 122519.375279 4538381.512728 121685.495857 35898.640412 380287.405404 115187.810473 54579.416663 706373.471571 30390.682471 17851.455213 200887.777417 2898.718738 2133.493558 416.920599 185069.737609 13831.958175 226312.002689 0.020869 1620251.105126 1196661.743799 16511.280677 652904.127988 134639.925953 4663378.208248 370505749.222840 5411648.999565 1719939.503666 3239041.901478 507623.614298 19765448.392644 1558606.814992 24437843.124712 3351409.575034 140714606.740069 52272842.819775 834327589.831697 3633702.686181 0.000000 2394208516.809261 0.375269 0.001373 1.226385 1.030097 1.446017 3.698937 0.392979 1.657869 1.936942 36.734888 1.088471 0.313394 1.446539 0.520037 0.747189 3.267528 1.636046 2.482759 2.572620 1.566903 0.276450 0.518276 1.795568 0.700228 6.086461 0.000000 0.893917 0.237648 0.802664 0.812595 6.908548 8.843718 0.987409 0.898193 1.903489 1.298689 0.554812 26.609771 2.769755 10.963591 105.248398 9.341991 0.867594 55.390700 0.060310 1.000000 0.741656 0.151564 0.243859 37.190476 256.246268 9415.178234 0.003279
4.015000e+03 220746.083446 1373.079292 13314.061524 95883.381942 129850.310442 214875.886577 7.954789 65765.490972 123541.131466 4485226.788731 121992.645188 34939.614964 372715.331204 111701.247426 52908.000655 807001.979557 31183.800715 18426.579234 208340.996541 2995.115573 2072.933345 406.302500 188289.694537 13823.894748 254574.540089 0.004983 1601655.456640 1035841.212224 16121.675145 637238.439225 152922.291886 5134753.944994 371506155.049327 5395015.359898 1866253.539170 2689717.824999 477619.173471 18674721.590144 1660186.708226 22973656.233153 3177559.711232 152566305.696808 52650413.802298 902674417.069107 3542132.672710 0.000000 2332685513.566919 0.369455 0.001110 1.229545 1.037967 1.442110 3.966655 0.401693 1.644661 1.953095 36.304639 1.091219 0.305021 1.417736 0.504296 0.724307 3.733013 1.678743 2.562747 2.668068 1.619010 0.268602 0.505076 1.826808 0.699820 6.846557 0.000000 0.883657 0.205710 0.783724 0.793098 7.846640 9.737644 0.990075 0.895433 2.065418 1.078438 0.522019 25.141350 2.950270 10.306710 99.788779 10.128821 0.873860 59.928221 0.058790 1.000000 0.722598 0.151635 0.238349 37.047619 270.259013 9578.987395 0.003236
4.380000e+03 217397.118621 1112.039152 13320.574944 95327.361610 128327.167924 225921.959528 8.090253 64838.147405 122544.723675 4399887.989950 122124.510652 33807.051231 367135.847493 108926.272397 50905.311304 916965.494249 31905.329919 18834.467651 207221.044058 3049.137846 2006.269428 394.934722 191361.762952 13687.467689 280369.494283 0.001299 1583185.055993 896478.119647 15743.763926 621634.452636 171493.205909 5454748.954849 372729311.526977 5381100.437188 2024953.198780 3048846.824956 449420.408319 18159749.659804 1782156.566114 22490508.993306 3215704.705882 164272052.407960 53087788.135721 969262159.984163 3758017.111765 0.000000 2269859887.358249 0.363850 0.000899 1.230147 1.031947 1.425194 4.170567 0.408534 1.621470 1.937343 35.613884 1.092398 0.295134 1.396513 0.491768 0.696890 4.241680 1.717585 2.619475 2.653725 1.648212 0.259964 0.490945 1.856614 0.692913 7.540290 0.000000 0.873467 0.178034 0.765353 0.773677 8.799538 10.344489 0.993335 0.893123 2.241054 1.222430 0.491199 24.448055 3.167019 10.089955 100.986693 10.905961 0.881120 64.348956 0.062373 1.000000 0.703136 0.151681 0.235703 36.904762 284.623788 9735.274495 0.003193
4.745000e+03 214352.004812 901.587496 13336.876035 95878.427567 128450.942284 232905.309271 8.182498 64199.634941 123582.671284 4305941.041582 122362.129165 32617.786969 361972.526932 106318.536878 49051.868602 1038662.741935 32602.730324 19145.489870 210899.197614 3100.313145 1952.948382 386.989951 194353.387263 13694.784622 302908.862840 0.000484 1564845.545113 775755.947463 15363.486188 606105.475779 189795.866392 5481903.949581 374094547.505603 5369923.266920 2188680.980843 2714698.220972 422851.489559 17096021.897146 1896146.090697 21254005.196788 3036262.702931 175011000.984343 53510169.651172 1030689901.977049 3637920.641799 0.000000 2215870382.352568 0.358753 0.000729 1.231652 1.037913 1.426569 4.299482 0.413192 1.605502 1.953752 34.853452 1.094524 0.284752 1.376873 0.479995 0.671517 4.804624 1.755129 2.662732 2.700829 1.675875 0.253055 0.481069 1.885639 0.693284 8.146466 0.000000 0.863349 0.154059 0.746866 0.754350 9.738671 10.395986 0.996974 0.891268 2.422254 1.088454 0.462160 23.015983 3.369586 9.535220 95.351457 11.618916 0.888130 68.427121 0.060380 1.000000 0.686412 0.151624 0.231570 36.809524 299.240043 9887.471134 0.003150
5.110000e+03 211453.892529 730.453707 13463.554077 95355.321742 127657.558828 238851.796249 8.220154 63775.081363 123502.159896 4203311.501084 122902.406275 31392.939453 359714.867205 104643.372376 47153.561562 1171875.260499 33225.598344 19364.593237 215861.719070 3271.799890 1894.003305 377.990203 197072.905993 13567.106370 321790.023056 0.000324 1546637.066082 671164.553575 14995.423709 590836.662299 206998.516915 5529170.318621 375589063.953763 5360566.337706 2354258.517587 7064493.116258 397851.694145 10807085.948224 1985694.821092 17437787.342786 2502962.136133 183694972.939776 53192170.245737 1071480112.957212 3393982.444132 0.000000 2207825883.309015 0.353903 0.000591 1.243351 1.032250 1.417757 4.409255 0.415093 1.594885 1.952479 34.022741 1.099357 0.274059 1.368285 0.472432 0.645529 5.420836 1.788660 2.693204 2.764380 1.768572 0.245417 0.469881 1.912024 0.686820 8.654258 0.000000 0.853303 0.133288 0.728973 0.735347 10.621361 10.485623 1.000957 0.889715 2.605502 2.832497 0.434836 14.549333 3.528721 7.823144 78.603569 12.195441 0.882852 71.135168 0.056331 1.000000 0.683920 0.150814 0.229154 36.809524 313.563592 10025.826956 0.003108
5.475000e+03 208741.847392 591.457074 13563.113762 95814.687245 128108.574174 243067.584953 8.223440 63313.476316 124856.683086 4090735.599800 123329.249228 30050.001726 356773.879588 102701.129857 45317.162471 1316126.685344 33828.139288 19454.970484 212224.100783 3371.146210 1858.974905 372.105951 199601.490076 13570.092637 337192.262052 0.000301 1528532.443088 580581.059647 14626.636256 575816.825813 224097.668574 5413176.956331 377121869.655634 5353041.348864 2511294.041658 3067007.904838 374256.839651 9471629.458635 2036437.412188 14058566.586935 2057277.959032 189795379.769308 53440071.388687 1106556834.520203 3371456.139389 0.000000 2179192673.002027 0.349364 0.000478 1.252545 1.037223 1.422766 4.487079 0.415259 1.583341 1.973893 33.111521 1.103175 0.262335 1.357098 0.463663 0.620389 6.088111 1.821097 2.705774 2.717796 1.822274 0.240879 0.462567 1.936556 0.686971 9.068488 0.000000 0.843314 0.115299 0.711046 0.716653 11.498741 10.265651 1.005042 0.888466 2.779296 1.229712 0.409048 12.751438 3.618894 6.307118 64.607206 12.600445 0.886967 73.463899 0.055957 1.000000 0.675050 0.150831 0.225522 36.714286 328.449966 10154.470571 0.003065
5.840000e+03 206062.395777 478.244534 13620.746719 95012.363829 126886.501832 244142.754126 8.193675 62350.502912 124097.390614 3967676.701969 123472.645541 28524.905664 355045.346911 100847.675715 43288.504447 1468090.257575 34322.907703 19465.767276 213223.876715 3416.227050 1801.064587 365.068739 201793.218097 13438.292983 349430.401750 0.000301 1510562.808204 502128.965277 14270.314268 561208.394549 238960.490230 5428913.482772 378740665.029837 5346745.300043 2673837.934384 8042899.653706 352044.377538 9231126.595229 2097850.370048 12230865.821301 1785764.340819 195232747.831834 53508655.916752 1134782583.578696 3378028.695307 0.000000 2167893318.935050 0.344879 0.000387 1.257867 1.028538 1.409194 4.506927 0.413756 1.559259 1.961889 32.115449 1.104457 0.249021 1.350523 0.455296 0.592617 6.791061 1.847733 2.707276 2.730599 1.846642 0.233375 0.453819 1.957821 0.680299 9.397622 0.000000 0.833400 0.099719 0.693724 0.698472 12.261371 10.295494 1.009356 0.887421 2.959186 3.224787 0.384771 12.427654 3.728029 5.487154 56.080533 12.961430 0.888105 75.337796 0.056067 1.000000 0.671550 0.150003 0.224615 36.809524 343.341058 10265.978039 0.003023
6.205000e+03 203563.070066 386.397854 13653.864288 95276.642564 127173.099903 244919.447748 8.154704 61485.614338 125114.277476 3840276.603188 123726.252107 26922.514413 353539.600870 98999.619171 41456.201834 1630239.524839 34819.238077 19444.881738 216732.012932 3443.908477 1767.933384 359.929546 203798.883087 13446.880721 359089.767259 0.000301 1492705.821638 434217.217736 13913.966901 546961.795617 253492.229434 5287713.742631 380394923.349989 5341693.846449 2836824.596876 3552863.286106 331084.457400 9700930.158817 2147700.721928 10824182.397128 1608589.003465 200596153.371964 54076439.488443 1168017844.937073 3452424.411875 0.000000 2138905656.116907 0.340696 0.000312 1.260926 1.031398 1.412377 4.521265 0.411788 1.537630 1.977965 31.084238 1.106726 0.235033 1.344796 0.446952 0.567533 7.541128 1.874452 2.704371 2.775525 1.861605 0.229082 0.447430 1.977280 0.680734 9.657402 0.000000 0.823548 0.086232 0.676400 0.680741 13.007013 10.027720 1.013764 0.886583 3.139567 1.424515 0.361862 13.060140 3.816617 4.856071 50.516480 13.317504 0.897529 77.544273 0.057301 1.000000 0.662570 0.149443 0.222079 36.761905 358.754867 10368.019868 0.002981
6.570000e+03 201052.996817 311.634112 13655.818704 94335.305957 125863.190062 245053.351309 8.098196 60256.573267 124055.289201 3706212.317925 123586.128028 25207.342930 352752.671064 97177.474150 39545.938903 1802034.875597 35260.310392 19367.373779 210511.848505 3443.016952 1723.353494 353.724309 205498.132709 13320.113914 366651.087982 0.000301 1474991.024809 375430.808182 13570.069019 533202.791580 265000.143877 5312564.074754 382122089.700567 5337471.676026 3013953.664728 7111625.740428 311357.202796 9968828.171121 2221922.769121 10297585.042691 1504077.088852 206127264.242913 54406272.896260 1198239370.065251 3529052.503141 0.000000 2122847548.326387 0.336495 0.000252 1.261106 1.021208 1.397829 4.523737 0.408935 1.506894 1.961224 29.999085 1.105472 0.220059 1.341802 0.438726 0.541381 8.335815 1.898197 2.693591 2.695868 1.861123 0.223305 0.439716 1.993766 0.674316 9.860757 0.000000 0.813774 0.074558 0.659683 0.663617 13.597499 10.074846 1.018367 0.885882 3.335599 2.851395 0.340301 13.420805 3.948514 4.619823 47.234365 13.684713 0.903003 79.550669 0.058573 1.000000 0.657596 0.148999 0.221830 36.809524 374.144913 10454.473456 0.002939
6.935000e+03 198667.525152 251.131664 13646.841300 94482.155510 126238.583755 242659.355578 8.035638 59230.294044 124814.951392 3571569.314190 123584.480980 23462.607699 353093.403548 95640.634991 37861.843966 1981935.912965 35701.644482 19276.183236 209929.619796 3442.620651 1690.344408 350.602136 207045.301011 13333.880903 372679.914015 0.000301 1457402.339061 324566.953849 13226.790168 519838.787414 276682.450175 5164437.276018 383869988.766756 5334088.770850 3195359.022669 4192666.747493 292746.690313 10418414.519023 2291392.641837 9647815.582866 1494732.711699 211717661.001130 55007421.359565 1232543643.064707 3568768.522617 0.000000 2091032209.855056 0.332503 0.000203 1.260277 1.022798 1.401998 4.479543 0.405776 1.481229 1.973233 28.909248 1.105458 0.204828 1.343098 0.431787 0.518326 9.167998 1.921955 2.680908 2.688412 1.860909 0.219028 0.435835 2.008777 0.675013 10.022897 0.000000 0.804071 0.064457 0.642995 0.646984 14.196934 9.793936 1.023025 0.885320 3.536364 1.681043 0.319960 14.026073 4.071967 4.328316 46.940912 14.055857 0.912981 81.828117 0.059232 1.000000 0.647740 0.148493 0.219861 36.714286 389.892337 10533.190090 0.002897
7.300000e+03 196226.665998 202.014453 13610.015605 93467.857498 124729.203102 240238.854444 7.969335 57914.072707 123511.237268 3428510.347108 123191.012200 21680.821402 352408.335998 93638.718734 36163.958529 2167090.219312 36087.933789 19141.330597 211590.612908 3411.159204 1647.072304 346.341956 208325.251564 13210.993587 377864.876763 0.000301 1439957.883549 280558.238483 12895.903682 506967.832710 284897.344829 5197803.641451 385693835.151809 5331256.820366 3396947.333806 6556168.713240 275235.198531 10483837.410705 2387563.525232 9546408.039587 1450947.399694 217571575.307918 55446755.343869 1264907315.878079 3673704.750587 0.000000 2071326036.420549 0.328418 0.000163 1.256876 1.011818 1.385235 4.434860 0.402428 1.448313 1.952623 27.751290 1.101938 0.189273 1.340492 0.422749 0.495082 10.024481 1.942751 2.662153 2.709683 1.843903 0.213421 0.430539 2.021195 0.668792 10.162342 0.000000 0.794446 0.055717 0.626909 0.630965 14.618450 9.857213 1.027886 0.884850 3.759465 2.628685 0.300821 14.114150 4.242870 4.282821 45.565869 14.444496 0.920272 83.976729 0.060974 1.000000 0.641636 0.147746 0.220082 36.809524 405.685726 10598.311994 0.002855
7.665000e+03 193858.007150 162.316211 13565.189038 93543.301616 125045.541930 237995.029668 7.893981 56815.048582 124143.056153 3286475.223611 122862.046531 19974.422676 352463.637564 91849.876596 34683.245274 2358912.479459 36417.176988 18999.523144 206058.518509 3391.035189 1619.686093 345.061869 209518.037160 13228.780513 382190.581767 0.000301 1422647.945878 242496.647915 12566.179773 494476.743158 294015.061406 5037837.287045 387527796.783089 5328981.456059 3601430.685560 4464137.946194 258719.041802 11051902.240232 2480876.012023 9166040.699489 1572832.976278 223359425.486584 56072761.418595 1299959439.820772 3688886.138060 0.000000 2037199336.698348 0.324453 0.000131 1.252737 1.012634 1.388748 4.393439 0.398623 1.420828 1.962611 26.601620 1.098996 0.174376 1.340703 0.414673 0.474811 10.911808 1.960475 2.642431 2.638838 1.833025 0.209872 0.428948 2.032768 0.669693 10.278678 0.000000 0.784896 0.048158 0.610880 0.615419 15.086292 9.553849 1.032774 0.884473 3.985771 1.789889 0.282770 14.878923 4.408693 4.112176 49.393590 14.828750 0.930662 86.303826 0.061226 1.000000 0.631065 0.147869 0.218272 36.714286 421.773344 10658.999770 0.002813
8.030000e+03 191411.050528 130.189031 13510.064575 92485.309810 123489.240006 233375.278986 7.812423 55468.462955 122816.748588 3142261.753027 122170.718319 18315.926308 351575.466094 89765.131948 33183.254498 2555418.079367 36701.551330 18732.054226 203415.400404 3344.407573 1578.448446 342.443049 210458.000642 13102.117957 385861.804429 0.000301 1405485.867601 209577.516843 12248.764126 482459.606382 299546.677209 5078693.369133 389434938.528087 5327056.988576 3827273.084350 6359485.052929 243182.233473 11254815.859731 2603867.822214 9295297.510413 1566293.755821 229488434.213592 56557209.862046 1334341901.071211 3811409.240181 0.000000 2013519342.751212 0.320358 0.000105 1.247646 1.001181 1.371464 4.308157 0.394504 1.387153 1.941643 25.434317 1.092812 0.159897 1.337324 0.405261 0.454277 11.820800 1.975784 2.605232 2.604989 1.807820 0.204529 0.425692 2.041887 0.663281 10.377412 0.000000 0.775427 0.041621 0.595450 0.600462 15.370127 9.631330 1.037856 0.884153 4.235715 2.549825 0.265789 15.152101 4.627258 4.170165 49.188231 15.235652 0.938703 88.586465 0.063260 1.000000 0.623729 0.147503 0.218729 36.809524 437.969949 10706.825330 0.002772
