Time  FPL FPS FVD FVS FVB FVT FMM FBP FDD FDE FDS FDB FDC FDO FDF SHB SHD SHP SSK SB PIN REP WHB WHT CEP BFS BFF BG BML BMS PWN ZL BD BC ZG PL DF PS ZM ZS PB BB BO DL DR DC DIN RelFPL RelFPS RelFVD RelFVS RelFVB RelFVT RelFMM RelFBP RelFDD RelFDE RelFDS RelFDB RelFDC RelFDO RelFDF RelSHB RelSHD RelSHP RelSSK RelSB RelPIN RelREP RelWHB RelWHT RelCEP RelBFS RelBFF RelBG RelBML RelBMS RelPWN RelZL RelBD RelBC RelZG RelPL RelDF RelPS RelZM RelZS RelPB RelBB RelBO RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
0.000000e+000 597491.218443 1236505.056101 10828.444013 92376.175587 90041.897848 54170.555865 19.803139 39987.268301 63254.026016 123544.177458 111794.856474 114548.048671 262894.674852 221499.343733 73046.378607 216179.797804 18575.688534 7190.168334 78086.849672 1849.967029 7717.479449 804.437654 103070.326583 19753.505071 74365.708276 56370.081442 1812530.540998 5035438.607494 20570.604788 803480.247045 19488.888086 527309.679439 375230138.323282 6025037.335526 903571.980459 2494086.809665 914795.734205 742789.123928 562723.720864 2228999.914508 31842.855922 15062593.338816 60250373.355264 15062593.338816 60250373.355264 0.000000 3228194716.681930 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000 5242.779605 1.692570
3.650000e+002 743809.950121 1075347.917257 15229.535601 95706.246003 93921.031467 57725.233752 16.716956 48655.726908 67452.477241 271691.783757 111212.576031 120606.710724 333387.797169 119983.801350 53052.151639 213260.437402 19318.107521 8470.651184 102072.498724 1600.293713 6844.544434 697.674165 159656.473249 24191.669646 39204.810066 56861.656999 1807764.526815 4796815.712487 20911.877845 801902.743402 23687.060068 503432.260910 373620973.890728 5899386.541905 897285.564691 3151744.239273 15717.691572 5775741.616385 545953.542389 2165589.892436 1412514.464496 15873236.822691 60076329.476101 67814766.577702 4496181.170781 0.000000 3106828319.392117 1.244889 0.869667 1.406438 1.036049 1.043081 1.065620 0.844157 1.216780 1.066374 2.199147 0.994792 1.052892 1.268142 0.541689 0.726280 0.986496 1.039967 1.178088 1.307166 0.865039 0.886889 0.867282 1.549005 1.224677 0.527189 1.008721 0.997371 0.952611 1.016590 0.998037 1.215414 0.954718 0.995712 0.979145 0.993043 1.263687 0.017182 7.775749 0.970198 0.971552 44.358913 1.053818 0.997111 4.502197 0.074625 1.000000 0.962404 0.617239 0.867013 37.857143 69.784782 8121.803077 0.003853
7.300000e+002 582468.583895 884273.171199 18183.031574 82944.104710 84483.664026 64143.997712 13.622455 54280.190660 79437.323328 280910.773405 113911.877758 115178.988203 399032.828879 97793.753874 54928.697087 209861.458395 20583.485391 8482.408342 120472.106008 1502.342408 6206.773467 664.436339 161773.567538 23942.548172 42236.526767 57940.279409 1803431.287501 4711707.885426 21312.742059 800924.871590 28837.317015 535775.380450 372400730.983492 5796330.557164 897331.762336 4352718.675521 299.047683 15121810.137922 545089.266997 3835404.051925 2336464.824184 23749382.156160 62453998.533036 131327135.464441 2732379.563817 0.000000 3024906922.528630 0.974857 0.715139 1.679192 0.897895 0.938271 1.184112 0.687894 1.357437 1.255846 2.273768 1.018937 1.005508 1.517843 0.441508 0.751970 0.970773 1.108087 1.179723 1.542796 0.812091 0.804249 0.825964 1.569546 1.212066 0.567957 1.027855 0.994980 0.935710 1.036078 0.996820 1.479680 1.016055 0.992460 0.962041 0.993094 1.745215 0.000327 20.358147 0.968662 1.720684 73.374851 1.576713 1.036574 8.718760 0.045350 1.000000 0.937027 0.486057 0.727982 37.714286 71.601485 8229.669415 0.003838
1.095000e+003 722247.036320 700448.102756 20209.900517 72783.659097 77717.934971 69639.282828 11.102436 57773.580167 95960.708447 263536.700072 125471.153405 102653.880402 421783.832536 84087.247627 52222.804880 208309.722391 21925.263182 7394.107391 135591.326295 1471.751443 5684.184491 661.242932 164367.109267 23915.502713 45773.065421 60569.979864 1799242.324737 4665123.801018 21738.088185 799916.654228 35121.725254 647869.844926 371528682.758408 5714016.456187 908252.653067 4430204.220669 6.404458 17481891.421397 559599.367578 8443252.731611 2647805.856170 36321123.654170 66096043.058040 212057023.507682 3100350.601359 0.000000 2910044772.909732 1.208799 0.566474 1.866372 0.787905 0.863131 1.285556 0.560640 1.444799 1.517069 2.133137 1.122334 0.896164 1.604383 0.379628 0.714927 0.963595 1.180320 1.028364 1.736417 0.795555 0.736534 0.821994 1.594708 1.210697 0.615513 1.074506 0.992669 0.926458 1.056755 0.995565 1.802141 1.228633 0.990136 0.948379 1.005180 1.776283 0.000007 23.535470 0.994448 3.787911 83.152273 2.411346 1.097023 14.078387 0.051458 1.000000 0.901446 0.429418 0.689571 37.428571 73.887016 8361.746178 0.003828
1.460000e+003 789908.736155 543420.710338 20603.974651 66745.030819 71484.192393 71244.118019 9.342414 58703.806510 106693.810329 247889.060415 144675.789875 89948.473033 416645.649548 74191.343864 47446.589053 209682.154938 23167.102434 8150.531933 145477.761184 1420.840488 5212.632283 630.599772 167164.523833 23842.843765 49683.020247 64801.547522 1795020.945527 4629976.905240 22189.479219 798827.087349 42328.934794 839590.088799 370981790.380156 5645676.338313 932745.167735 4758902.524545 0.179673 29006177.391277 601453.595317 10767292.908672 3786768.471258 51037420.266789 70593622.197929 304987411.565080 3708735.778749 0.000000 2768758845.773710 1.322042 0.439481 1.902764 0.722535 0.793899 1.315182 0.471764 1.468062 1.686751 2.006481 1.294118 0.785247 1.584839 0.334951 0.649541 0.969943 1.247173 1.133566 1.863025 0.768036 0.675432 0.783901 1.621849 1.207018 0.668090 1.149573 0.990340 0.919478 1.078698 0.994209 2.171952 1.592214 0.988678 0.937036 1.032287 1.908074 0.000000 39.050353 1.068826 4.830549 118.920504 3.388355 1.171671 20.248001 0.061555 1.000000 0.857680 0.389154 0.626242 37.428571 76.385960 8504.156473 0.003824
1.825000e+003 578203.073804 421195.032223 20570.908640 64380.151243 68069.029641 77421.278373 7.985169 58486.981347 108121.987464 234973.210672 152471.422657 78996.419702 405195.072065 65671.370849 45222.028301 215398.709890 24376.985317 6762.368971 155368.565786 1393.335131 4808.651289 604.780470 170183.058362 23633.736874 54147.106390 69681.668164 1790802.477042 4598241.909615 22649.742261 797719.329944 50934.047048 1077060.855531 370829420.852552 5590493.895127 968327.846325 3607484.394912 0.048552 37478956.611024 699222.878611 15548829.855093 5804528.826832 70979901.194901 75423650.133596 429617202.889289 4408297.013902 0.000000 2584169377.336981 0.967718 0.340633 1.899710 0.696935 0.755971 1.429213 0.403227 1.462640 1.709330 1.901937 1.363850 0.689636 1.541283 0.296486 0.619087 0.996387 1.312306 0.940502 1.989689 0.753168 0.623086 0.751805 1.651135 1.196433 0.728119 1.236146 0.988012 0.913176 1.101073 0.992830 2.613492 2.042558 0.988272 0.927877 1.071667 1.446415 0.000000 50.457062 1.242569 6.975698 182.286691 4.712329 1.251837 28.522127 0.073166 1.000000 0.800500 0.346984 0.516860 37.333333 78.885493 8657.795935 0.003821
2.190000e+003 425457.351981 328956.112492 20010.585228 62743.540873 62378.732381 83786.327279 7.044098 57314.903085 109170.502715 222906.647481 147854.259994 69689.016517 393235.267883 59345.112358 43104.516593 224761.780150 25293.379648 7363.890165 165323.659068 1407.075796 4456.998672 578.956165 172885.713239 23308.299344 59113.936139 75073.725761 1786507.889050 4566651.658676 23129.779237 796581.356491 61013.622355 1407905.133992 371035914.225387 5544345.966473 1024294.690173 4502497.701273 0.062525 31188519.693902 837143.722757 24708992.538858 5885006.853236 93996995.260852 79449257.602113 565278231.707449 4678695.184070 0.000000 2402512301.514133 0.712073 0.266037 1.847965 0.679218 0.692775 1.546713 0.355706 1.433329 1.725906 1.804267 1.322550 0.608382 1.495790 0.267925 0.590098 1.039698 1.361639 1.024161 2.117177 0.760595 0.577520 0.719703 1.677357 1.179958 0.794909 1.331801 0.985643 0.906902 1.124409 0.991414 3.130688 2.669978 0.988822 0.920218 1.133606 1.805269 0.000000 41.988390 1.487664 11.085237 184.814040 6.240426 1.318652 37.528613 0.077654 1.000000 0.744228 0.318548 0.431998 37.428571 81.199990 8795.343589 0.003820
2.555000e+003 454228.056907 276092.997597 19458.132236 61901.534878 59292.709123 89948.300301 6.368438 56187.188724 110611.112614 213187.885544 142865.819063 61120.777460 379721.137138 53741.094625 41014.915754 238023.344669 26024.803039 6997.263636 169066.719240 1410.878250 4122.854748 576.952753 175907.635440 22897.899465 64708.491623 80624.939512 1782178.253621 4533742.498376 23615.680386 795374.217839 73106.752779 1845679.340423 371584775.485746 5506842.136527 1095496.267936 4510407.723276 0.052158 24682453.955059 978803.841216 25932989.507614 4948802.134005 113710160.501805 83469515.612716 678798999.409869 4618818.440654 0.000000 2243396763.448265 0.760225 0.223285 1.796946 0.670103 0.658501 1.660465 0.321587 1.405127 1.748681 1.725600 1.277928 0.533582 1.444385 0.242624 0.561491 1.101043 1.401014 0.973171 2.165111 0.762650 0.534223 0.717213 1.706676 1.159182 0.870139 1.430279 0.983254 0.900367 1.148030 0.989911 3.751202 3.500181 0.990285 0.913993 1.212406 1.808441 0.000000 33.229423 1.739404 11.634361 155.413263 7.549175 1.385378 45.065214 0.076660 1.000000 0.694938 0.319356 0.469554 37.285714 83.528942 8949.120725 0.003819
2.920000e+003 431733.827249 223868.430624 19165.401885 60142.622300 54577.353675 94114.305708 5.982385 54744.845568 111059.709724 210486.184991 136527.038059 56174.749652 363931.588749 49191.965907 38458.076623 262326.612877 26651.909398 6232.405374 175216.633818 1406.181245 3834.644190 579.783547 178837.702752 22333.001112 70815.185425 86651.151271 1777803.114955 4498576.329351 24120.164063 794132.458361 87131.873987 2363211.295661 372394018.506628 5475354.483660 1171299.316947 5157582.525292 0.068934 21059784.250886 1120629.044140 23850976.560493 4373198.766433 130884917.588056 87262193.298105 776563998.547660 4835431.300173 0.000000 2100426085.320897 0.722578 0.181049 1.769913 0.651062 0.606133 1.737370 0.302093 1.369057 1.755773 1.703732 1.221228 0.490403 1.384325 0.222086 0.526488 1.213465 1.434774 0.866795 2.243869 0.760112 0.496878 0.720731 1.735104 1.130584 0.952256 1.537183 0.980840 0.893383 1.172555 0.988366 4.470849 4.481638 0.992442 0.908767 1.296299 2.067924 0.000000 28.352306 1.991437 10.700304 137.336889 8.689401 1.448326 51.555797 0.080256 1.000000 0.650650 0.304339 0.439361 37.285714 85.926437 9098.209935 0.003820
3.285000e+003 395445.592770 195517.046528 18889.278685 58845.996940 50530.014878 97676.836167 5.763974 53552.311069 111779.788683 208463.606470 129560.980165 48056.484882 347010.534329 45457.782899 37356.573007 281388.280214 27034.625734 5954.274654 181726.540860 1431.106035 3584.300372 585.444110 181352.747003 21689.777633 77541.548308 92707.473678 1773352.108850 4460812.956031 24629.419952 792773.450676 103523.416332 2739545.288747 373431496.299239 5449669.826083 1246691.551342 5515202.952352 0.052650 19514465.169308 1254113.647351 22093564.347479 3913769.410869 145813497.180016 90452217.775530 862466995.337267 4826165.359211 0.000000 1970003593.349774 0.661843 0.158121 1.744413 0.637026 0.561183 1.803135 0.291064 1.339234 1.767157 1.687361 1.158917 0.419531 1.319960 0.205228 0.511409 1.301640 1.455377 0.828113 2.327236 0.773585 0.464439 0.727768 1.759505 1.098022 1.042706 1.644622 0.978385 0.885884 1.197311 0.986674 5.311920 5.195325 0.995207 0.904504 1.379737 2.211312 0.000000 26.271878 2.228649 9.911873 122.908869 9.680504 1.501272 57.258865 0.080102 1.000000 0.610249 0.294557 0.431622 37.238095 88.491966 9226.175979 0.003820
