Time  FPL FPS FVD FVS FVB FVT FMM FBP FDD FDE FDS FDB FDC FDO FDF SHB SHD SHP SSK SB PIN REP WHB WHT CEP BFS BFF BG BML BMS PWN ZL BD BC ZG PL DF PS ZM ZS PB BB BO DL DR DC DIN RelFPL RelFPS RelFVD RelFVS RelFVB RelFVT RelFMM RelFBP RelFDD RelFDE RelFDS RelFDB RelFDC RelFDO RelFDF RelSHB RelSHD RelSHP RelSSK RelSB RelPIN RelREP RelWHB RelWHT RelCEP RelBFS RelBFF RelBG RelBML RelBMS RelPWN RelZL RelBD RelBC RelZG RelPL RelDF RelPS RelZM RelZS RelPB RelBB RelBO RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
3.650000e+003 365058.412608 185338.438877 18151.085427 56727.797555 46451.750295 103703.097948 5.610316 51746.561392 110983.651694 205305.442606 123401.050733 41152.434887 330605.982076 42187.766848 35070.672625 303305.418066 27464.569477 5515.154523 181171.582983 1406.732946 3338.703962 588.294792 183854.495473 20741.493780 84572.918320 99080.750981 1768825.382213 4419971.667342 25156.781855 791322.268822 122182.076978 2948775.548969 374634754.699995 5428067.319458 1324384.781402 5838752.790543 0.068236 18418699.861490 1391464.098151 20839465.526891 3771480.518128 159939841.775122 93043894.707401 942726590.595391 5050181.417171 0.000000 1842728825.043957 0.610985 0.149889 1.676241 0.614096 0.515890 1.914381 0.283304 1.294076 1.754571 1.661798 1.103817 0.359259 1.257561 0.190465 0.480115 1.403024 1.478522 0.767041 2.320129 0.760410 0.432616 0.731312 1.783777 1.050016 1.137257 1.757683 0.975887 0.877773 1.222948 0.984868 6.269320 5.592113 0.998413 0.900918 1.465721 2.341038 0.000000 24.796674 2.472730 9.349245 118.440398 10.618347 1.544287 62.587270 0.083820 1.000000 0.570823 0.287116 0.428653 37.238095 91.373204 9353.462295 0.003822
4.015000e+003 227352.703391 203843.451327 17487.838946 55457.774113 42838.810421 105504.913799 5.654370 50188.006490 111961.571785 201315.623685 117205.794961 35384.655895 313439.604951 39347.045928 33097.490615 327702.591414 27624.469790 5767.514549 183807.293506 1426.082416 3123.036712 591.263952 186674.539000 19818.702583 91994.551731 105102.854177 1764229.827974 4375754.527539 25687.485373 789733.174353 143811.061600 3132308.016271 375984234.879587 5410420.837663 1402192.781483 5522746.194889 0.052720 17391935.477824 1541919.686616 19802538.090689 3616631.986075 173044649.279304 94986360.531498 1017820672.292595 5029584.523317 0.000000 1721632119.631127 0.380512 0.164855 1.614991 0.600347 0.475765 1.947643 0.285529 1.255100 1.770031 1.629503 1.048401 0.308907 1.192263 0.177640 0.453102 1.515880 1.487130 0.802139 2.353883 0.770869 0.404671 0.735003 1.811138 1.003301 1.237056 1.864515 0.973352 0.868992 1.248747 0.982891 7.379131 5.940168 1.002010 0.897990 1.551833 2.214336 0.000000 23.414365 2.740101 8.884046 113.577501 11.488370 1.576527 67.572738 0.083478 1.000000 0.533311 0.275764 0.400632 37.238095 94.579848 9496.932073 0.003822
4.380000e+003 144531.440942 164275.004349 17074.850910 52867.994556 38308.369461 110961.174432 5.660047 48327.826820 110200.123381 198461.423289 110142.323731 29757.283702 297053.971666 36409.904180 30379.479448 352635.233811 27612.578249 5308.001642 185719.884331 1405.845425 2931.523214 595.405971 189058.790485 18651.468877 99209.164971 110978.713859 1759513.470742 4327753.049036 26235.145975 788090.697378 167887.811193 3330730.504120 377438334.990092 5395581.478922 1482441.703927 5512841.632204 0.068296 16691815.041554 1705457.327512 19102248.822225 3521792.035215 185728263.155485 96572658.833279 1090265713.046806 5214705.700137 0.000000 1601748616.388728 0.241897 0.132854 1.576852 0.572312 0.425450 2.048367 0.285816 1.208580 1.742184 1.606400 0.985218 0.259780 1.129935 0.164379 0.415893 1.631213 1.486490 0.738231 2.378376 0.759930 0.379855 0.740152 1.834270 0.944211 1.334071 1.968752 0.970750 0.859459 1.275371 0.980846 8.614540 6.316460 1.005885 0.895527 1.640646 2.210365 0.000000 22.471809 3.030719 8.569874 110.599126 12.330431 1.602856 72.382337 0.086551 1.000000 0.496175 0.259499 0.352397 37.238095 98.321223 9618.232527 0.003822
4.745000e+003 122073.635731 140673.556459 15863.208710 50579.606303 34194.616772 117831.724258 5.673082 46311.341725 110073.460623 197036.046863 103105.721638 23617.326769 281387.954578 33618.708108 28890.483057 377693.457992 27790.539960 5310.690924 178688.942575 1427.739195 2728.065196 576.455130 191652.493707 17386.436885 106243.291138 115802.776774 1754664.260256 4275796.534689 26784.068156 786268.193786 195132.238965 3630284.614545 378977620.828757 5383467.470530 1562500.898074 5524320.198980 0.052725 15973464.037050 1889346.804454 18243834.498685 3401862.714988 197719313.892988 97644382.826864 1159395712.929978 5155102.808890 0.000000 1485508906.547539 0.204310 0.113767 1.464957 0.547540 0.379763 2.175199 0.286474 1.158152 1.740181 1.594863 0.922276 0.206178 1.070345 0.151778 0.395509 1.747127 1.496071 0.738605 2.288336 0.771765 0.353492 0.716594 1.859434 0.880170 1.428660 2.054330 0.968074 0.849141 1.302055 0.978578 10.012487 6.884540 1.009987 0.893516 1.729249 2.214967 0.000000 21.504709 3.357503 8.184762 106.832839 13.126512 1.620644 76.971853 0.085561 1.000000 0.460167 0.256066 0.329259 37.238095 102.728322 9750.188635 0.003818
5.110000e+003 187215.133347 276167.532091 14683.003973 48117.356573 30249.831879 124175.846805 5.699163 44155.031973 110739.840822 194179.446388 97499.624988 33571.550584 267520.942492 31172.499523 26639.345639 404161.209356 27627.469418 5201.292254 176752.363085 1503.592736 2589.931945 575.803557 194023.665226 15866.781326 112753.564590 119675.871930 1749636.305097 4219622.834357 27350.144742 784398.961521 224730.755633 3832025.021675 380546819.429322 5373273.339783 1634340.829646 9548890.010820 0.069860 9427018.206862 2015301.819811 14224207.943370 2775041.671863 208287229.150277 98428996.910112 1211807517.156167 5115393.036161 0.000000 1401347409.667493 0.313335 0.223345 1.355966 0.520885 0.335953 2.292313 0.287791 1.104227 1.750716 1.571741 0.872130 0.293078 1.017597 0.140734 0.364691 1.869560 1.487292 0.723389 2.263536 0.812767 0.335593 0.715784 1.882440 0.803239 1.516204 2.123039 0.965300 0.837985 1.329574 0.976252 11.531225 7.267124 1.014169 0.891824 1.808756 3.828612 0.000000 12.691379 3.581334 6.381430 87.148015 13.828112 1.633666 80.451453 0.084902 1.000000 0.434096 0.302718 0.704126 37.285714 107.872605 9870.822597 0.003811
5.475000e+003 295368.934181 430910.222373 13956.534477 46026.589752 27359.090699 131399.373779 5.691946 41793.561499 112492.996906 194909.875888 90467.434488 44803.758088 252780.357924 28511.913047 24659.615053 431170.919617 27582.341126 5104.636952 175079.620996 1550.667959 2460.423614 580.007261 196800.732499 14211.714027 118895.807154 122040.728200 1744402.860411 4159405.099327 27917.929478 782427.319985 258085.843258 4006682.648806 382106891.186860 5364943.664665 1692827.962596 6426040.572929 0.055507 7719832.530745 2106838.740138 11148466.810281 2305199.682381 216315559.952293 99978854.453820 1256344230.509606 5176183.953893 0.000000 1311492546.499104 0.494349 0.348490 1.288877 0.498252 0.303848 2.425660 0.287426 1.045172 1.778432 1.577653 0.809227 0.391135 0.961527 0.128722 0.337588 1.994501 1.484862 0.709947 2.242114 0.838214 0.318812 0.721010 1.909383 0.719453 1.598799 2.164991 0.962413 0.826026 1.357176 0.973798 13.242718 7.598348 1.018327 0.890442 1.873484 2.576510 0.000000 10.393034 3.744002 5.001556 72.392994 14.361110 1.659390 83.408229 0.085911 1.000000 0.406262 0.348386 1.113207 37.238095 114.167068 10012.108532 0.003799
5.840000e+003 280213.982835 558665.673874 12991.213921 43200.123321 24939.726864 136590.445965 5.701355 39016.302682 111935.870087 193881.353785 83556.442789 53278.711593 238318.099586 26166.106244 22292.022849 458812.458581 27351.525820 5044.938422 163853.739517 1559.491047 2312.979133 561.147993 199213.158415 12289.092353 124287.987710 123304.077294 1738912.345045 4095132.154157 28502.520470 780421.969723 293521.554805 4130826.690905 383624081.798476 5357945.879542 1741850.423206 10250144.846087 0.070724 6930516.470769 2177297.875646 9136794.921876 1945702.146169 223348084.008396 100822091.415354 1294537495.993034 5232953.749948 0.000000 1230337721.875369 0.468984 0.451810 1.199730 0.467654 0.276979 2.521489 0.287902 0.975718 1.769624 1.569328 0.747409 0.465121 0.906516 0.118132 0.305176 2.122365 1.472437 0.701644 2.098353 0.842983 0.299707 0.697566 1.932789 0.622122 1.671308 2.187403 0.959384 0.813262 1.385595 0.971302 15.060970 7.833777 1.022370 0.889280 1.927738 4.109779 0.000000 9.330396 3.869213 4.099056 61.103255 14.827997 1.673385 85.943866 0.086853 1.000000 0.381123 0.361371 1.344351 37.285714 121.664349 10134.842193 0.003783
6.205000e+003 253153.066003 631255.768707 11888.724331 41289.354518 21267.517116 145454.857215 5.709580 36119.266379 112067.928796 192997.844997 77843.666768 56177.868911 224722.746943 23950.258231 19865.662483 480139.232710 27121.003203 5044.386663 158172.218732 1598.297684 2179.659743 566.189634 202093.257232 10888.139627 129139.211369 123155.814449 1733154.609123 4026541.324102 29086.089533 778306.183061 332770.983734 4173763.976780 385119235.834751 5352254.095570 1782613.133320 6799043.182618 0.055459 6495022.206183 2231439.396913 7779046.177992 1715562.222466 230216830.616849 102273120.169897 1335282021.028666 5364049.538406 0.000000 1140539515.429875 0.423693 0.510516 1.097916 0.446970 0.236196 2.685128 0.288317 0.903269 1.771712 1.562177 0.696308 0.490431 0.854801 0.108128 0.271960 2.221018 1.460027 0.701567 2.025594 0.863960 0.282432 0.703833 1.960732 0.551200 1.736542 2.184773 0.956207 0.799641 1.413964 0.968669 17.074909 7.915205 1.026355 0.888335 1.972851 2.726065 0.000000 8.744100 3.965426 3.489927 53.875891 15.284010 1.697469 88.648879 0.089029 1.000000 0.353306 0.356691 1.357013 37.238095 131.035248 10281.369156 0.003762
6.570000e+003 307417.274309 686545.408378 10941.813057 39618.741233 20037.784779 145974.610588 5.640096 33140.258522 110344.686958 189202.192042 72821.041484 55978.653955 211671.264552 21584.504665 18135.479533 498578.591926 26800.481560 5011.131634 152100.155198 1601.465734 2071.113134 568.974670 204689.109245 9820.565515 133010.680475 121958.129880 1727060.716083 3953456.982636 29683.992387 776224.251676 373071.679613 4148423.701236 386570660.385353 5347490.877514 1819345.945343 10587252.489291 0.069588 6362525.119206 2269096.539527 6771921.449113 1507772.733881 236716971.946583 102675671.009182 1371251104.999236 5364189.847913 0.000000 1059695084.319371 0.514513 0.555231 1.010470 0.428885 0.222538 2.694722 0.284808 0.828770 1.744469 1.531454 0.651381 0.488691 0.805156 0.097447 0.248273 2.306314 1.442772 0.696942 1.947833 0.865673 0.268367 0.707295 1.985917 0.497156 1.788602 2.163526 0.952845 0.785127 1.443030 0.966078 19.142789 7.867149 1.030223 0.887545 2.013504 4.244941 0.000000 8.565722 4.032346 3.038099 47.350424 15.715552 1.704150 91.036854 0.089032 1.000000 0.328262 0.352419 1.363412 37.285714 142.538377 10413.438784 0.003737
6.935000e+003 550965.400656 895486.482047 9908.510325 38328.493550 19540.479045 148444.414965 5.570892 30449.409255 111329.479086 186574.630108 67701.698037 54515.680312 199991.886628 19123.090637 16338.508621 513612.836107 26571.779757 4599.031423 140568.472658 1598.533808 1964.932605 549.411820 206810.250229 9054.652591 136368.681360 119530.503744 1720604.472450 3875929.532114 30277.582472 774097.690712 415601.400648 4110397.406030 387986491.865295 5343637.053522 1852171.692808 6237968.911388 0.052749 6090120.042524 2287368.437314 5985974.252496 1402977.679117 243182599.724407 102797990.228427 1409643959.667479 5283643.133731 0.000000 982227064.407538 0.922131 0.724208 0.915045 0.414918 0.217015 2.740316 0.281314 0.761478 1.760038 1.510186 0.605589 0.475920 0.760730 0.086335 0.223673 2.375860 1.430460 0.639628 1.800156 0.864088 0.254608 0.682976 2.006497 0.458382 1.833758 2.120460 0.949283 0.769730 1.471886 0.963431 21.325044 7.795035 1.033996 0.886905 2.049833 2.501103 0.000000 8.198989 4.064816 2.685498 44.059417 16.144803 1.706180 93.585741 0.087695 1.000000 0.304265 0.380365 1.633259 37.238095 157.308784 10521.357086 0.003708
7.300000e+003 797797.340435 886343.840241 9171.964510 37170.143867 18306.985815 144302.147081 5.584720 28033.910687 110176.119094 185100.263578 63000.935624 51252.949153 187679.746911 16574.306494 14479.634455 528648.589779 26087.408013 4597.783087 133427.922510 1535.579779 1875.629759 549.601788 209047.565549 8449.187015 139106.496577 116376.907301 1713681.572175 3793490.121692 30882.643777 772006.733837 457721.533329 4064441.306499 389325174.190464 5340415.714317 1882845.375163 9575743.707344 0.056338 5305690.277336 2268036.372898 5279711.058362 1311567.149943 249222481.869225 101246807.284946 1442732348.768902 5078225.396248 0.000000 916375944.903078 1.335245 0.716814 0.847025 0.402378 0.203316 2.663848 0.282012 0.701071 1.741804 1.498252 0.563541 0.447436 0.713897 0.074828 0.198225 2.445412 1.404384 0.639454 1.708712 0.830058 0.243037 0.683212 2.028203 0.427731 1.870573 2.064516 0.945464 0.753358 1.501300 0.960829 23.486283 7.707883 1.037564 0.886371 2.083780 3.839379 0.000000 7.142929 4.030462 2.368646 41.188741 16.545788 1.680435 95.782467 0.084285 1.000000 0.283866 0.384304 1.688465 37.285714 176.241305 10635.181628 0.003675
7.665000e+003 683197.267866 871274.588759 8648.523403 36714.884668 16068.278137 147412.265474 5.597358 25736.388372 109480.941810 180950.627513 59263.000313 47972.344031 176707.337289 14493.989118 12848.491311 655984.975848 25756.888029 4411.314032 128896.561176 1524.926264 1804.342376 534.269733 211245.910949 8310.660754 141503.721594 112568.208758 1706238.261738 3706318.462636 31479.387796 769859.086686 499740.345595 4002677.636527 390626859.625933 5337815.458675 1911008.077885 5675654.619872 0.046526 4901056.052136 2223651.496679 4758433.073524 1262199.208571 254780517.304231 99652528.682183 1473369988.621075 4822516.228020 0.000000 863026945.651012 1.143443 0.704627 0.798686 0.397450 0.178453 2.721262 0.282650 0.643615 1.730814 1.464663 0.530105 0.418797 0.672160 0.065436 0.175895 3.034442 1.386591 0.613520 1.650682 0.824299 0.233799 0.664153 2.049532 0.420718 1.902809 1.996950 0.941357 0.736047 1.530309 0.958156 25.642322 7.590753 1.041033 0.885939 2.114948 2.275644 0.000000 6.598180 3.951587 2.134784 39.638380 16.914784 1.653974 97.816489 0.080041 1.000000 0.267340 0.384443 1.646007 37.190476 201.729540 10747.023604 0.003639
8.030000e+003 964719.585761 853374.808208 8073.212361 35785.690813 15264.241124 142052.577527 5.606296 23487.455828 109424.552292 178359.197309 55706.483967 42413.142282 165845.357946 12149.998546 11170.734178 659683.359784 25172.866966 4295.579007 119228.036665 1503.469082 1751.532800 536.228885 213801.171857 8237.782070 143370.936616 108932.469317 1698219.358234 3614091.628343 32084.290568 767703.555620 541034.925469 3946262.671980 391866725.879025 5335637.633117 1939659.970021 5728479.249768 0.055167 4686143.450295 2173436.030933 4396505.985388 1311212.091246 259852322.976277 97131991.450862 1501138018.701121 4614975.585815 0.000000 815986301.399483 1.614617 0.690151 0.745556 0.387391 0.169524 2.622321 0.283101 0.587373 1.729922 1.443688 0.498292 0.370265 0.630843 0.054853 0.152927 3.051550 1.355151 0.597424 1.526864 0.812700 0.226957 0.666588 2.074323 0.417029 1.927917 1.932452 0.936933 0.717731 1.559715 0.955473 27.761200 7.483767 1.044337 0.885578 2.146658 2.296824 0.000000 6.308848 3.862350 1.972412 41.177591 17.251500 1.612139 99.659998 0.076597 1.000000 0.252769 0.401128 1.827682 37.285714 236.595350 10877.024136 0.003602
