Code,Species,Cohort,SN,RN,weight_g,weight_kg,weight_t,weight_lbs,li_a,li_b,length_cm,,vbert_cm,grams,SN,RN
TAU,Tautog,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.015,3,31.39206078,,,,,
TAU,Tautog,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.015,3,35.03642466,,,,,
TAU,Tautog,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.015,3,37.98945537,,,,,
TAU,Tautog,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.015,3,39.81729171,,,,,
TAU,Tautog,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.015,3,40.81655102,,,,,
TAU,Tautog,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.015,3,41.85690786,,,,,
TAU,Tautog,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.015,3,44.02569665,,,,,
TUN,Tunas,1,829.488459,2197.74442,345.1501478,0.345150148,0.00034515,0.760924919,0.0214,2.96,26.39274475,,,,,
TUN,Tunas,2,67705.01032,179418.2774,28172.05479,28.17205479,0.028172055,62.10867544,0.0214,2.96,116.779462,,,,,
TUN,Tunas,3,124433.1019,329747.72,51776.6137,51.7766137,0.051776614,114.1477581,0.0214,2.96,143.4373055,,,,,
TUN,Tunas,4,157775.1923,418104.2597,65650.25752,65.65025752,0.065650258,144.7338707,0.0214,2.96,155.4154328,,,,,
TUN,Tunas,5,174502.5333,462431.7133,72610.50411,72.61050411,0.072610504,160.0785696,0.0214,2.96,160.7973716,,,,,
TUN,Tunas,6,182386.1888,483323.4003,75890.89316,75.89089316,0.075890893,167.3105809,0.0214,2.96,163.2157726,,,,,
TUN,Tunas,7,186004.1284,492910.9401,77396.31783,77.39631783,0.077396318,170.6294702,0.0214,2.96,164.3024716,,,,,
TUN,Tunas,8,187644.9615,497259.1481,78079.06848,78.07906848,0.078079068,172.134676,0.0214,2.96,164.790708,,,,,
TUN,Tunas,9,188385.8135,499222.4057,78387.337,78.387337,0.078387337,172.8142909,0.0214,2.96,165.0102253,,,,,
TUN,Tunas,10,188718.3336,500103.5842,78525.69861,78.52569861,0.078525699,173.1193257,0.0214,2.96,165.1085664,,,,,
TWH,Tooth_Whale,1,8511146.557,22554538.37,3541488.082,3541.488082,3.541488082,7807.635456,0.01,3,707.5035037,,,,,
TWH,Tooth_Whale,2,9222421.467,24439416.89,3837449.572,3837.449572,3.837449572,8460.118076,0.01,3,726.6872836,,,,,
TWH,Tooth_Whale,3,9235805.592,24474884.82,3843018.707,3843.018707,3.843018707,8472.395901,0.01,3,727.0386509,,,,,
TWH,Tooth_Whale,4,9236050.291,24475533.27,3843120.526,3843.120526,3.843120526,8472.620374,0.01,3,727.0450717,,,,,
TWH,Tooth_Whale,5,9236054.795,24475545.21,3843122.4,3843.1224,3.8431224,8472.624506,0.01,3,727.0451899,,,,,
TWH,Tooth_Whale,6,9236055.545,24475547.19,3843122.712,3843.122712,3.843122712,8472.625194,0.01,3,727.0452096,,,,,
TWH,Tooth_Whale,7,9236056.296,24475549.18,3843123.025,3843.123025,3.843123025,8472.625883,0.01,3,727.0452293,,,,,
TWH,Tooth_Whale,8,9236057.046,24475551.17,3843123.337,3843.123337,3.843123337,8472.626571,0.01,3,727.045249,,,,,
TWH,Tooth_Whale,9,9236057.797,24475553.16,3843123.649,3843.123649,3.843123649,8472.62726,0.01,3,727.0452687,,,,,
TWH,Tooth_Whale,10,9236059.298,24475557.14,3843124.274,3843.124274,3.843124274,8472.628637,0.01,3,727.0453081,,,,,
TYL,Tilefish,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.0095,3.1,16.17149443,,,,,
TYL,Tilefish,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.0095,3.1,22.34426209,,,,,
TYL,Tilefish,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.0095,3.1,28.41999433,,,,,
TYL,Tilefish,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.0095,3.1,32.54804305,,,,,
TYL,Tilefish,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.0095,3.1,36.19812943,,,,,
TYL,Tilefish,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.0095,3.1,39.14675429,,,,,
TYL,Tilefish,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.0095,3.1,40.96812293,,,,,
TYL,Tilefish,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.0095,3.1,41.96269849,,,,,
TYL,Tilefish,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.0095,3.1,42.99734491,,,,,
TYL,Tilefish,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.0095,3.1,45.15158712,,,,,
WHK,White_Hake,1,43.97981254,116.5465032,18.3,0.0183,0.0000183,0.040344546,0.015,2.9,11.59476659,,,,,
WHK,White_Hake,2,253.3044941,671.2569094,105.4,0.1054,0.0001054,0.232366948,0.015,2.9,21.20631918,,,,,
WHK,White_Hake,3,789.9543381,2093.378996,328.7000001,0.3287,0.0003287,0.724658594,0.015,2.9,31.3903397,,,,,
WHK,White_Hake,4,1839.701994,4875.210285,765.4999997,0.7655,0.0007655,1.687636609,0.015,2.9,42.01437514,,,,,
WHK,White_Hake,5,3889.449651,10307.04158,1618.4,1.6184,0.0016184,3.567957008,0.015,2.9,54.38953965,,,,,
WHK,White_Hake,6,6412.881519,16994.13603,2668.4,2.6684,0.0026684,5.882808008,0.015,2.9,64.62490047,,,,,
WHK,White_Hake,7,9491.949049,25153.66498,3949.599999,3.949599999,0.0039496,8.70736715,0.015,2.9,73.98178024,,,,,
WHK,White_Hake,8,14744.53257,39073.0113,6135.200002,6.135200002,0.0061352,13.52578463,0.015,2.9,86.1156105,,,,,
WHK,White_Hake,9,21457.66242,56862.80541,8928.533333,8.928533333,0.008928533,19.68402316,0.015,2.9,98.0103686,,,,,
WHK,White_Hake,10,34739.24537,92059.00024,14455,14.455,0.014455,31.8677821,0.015,2.9,115.7238962,,,,,
WIF,Winterflounder,1,476.0273973,1261.472603,198.075,0.198075,0.000198075,0.436680107,0.014,3,24.18617604,,,,,
WIF,Winterflounder,2,1129.488104,2993.143474,469.9800001,0.46998,0.00046998,1.036127308,0.014,3,32.25896632,,,,,
WIF,Winterflounder,3,1548.906513,4104.60226,644.5000001,0.6445,0.0006445,1.42087759,0.014,3,35.83974921,,,,,
WIF,Winterflounder,4,2095.457822,5552.96323,871.9199997,0.87192,0.00087192,1.92225227,0.014,3,39.63840779,,,,,
WIF,Winterflounder,5,2636.890171,6987.758953,1097.21,1.09721,0.00109721,2.418931111,0.014,3,42.79442944,,,,,
WIF,Winterflounder,6,2919.850997,7737.605143,1214.95,1.21495,0.00121495,2.678503069,0.014,3,44.27345927,,,,,
WIF,Winterflounder,7,3445.56597,9130.749819,1433.7,1.4337,0.0014337,3.160763694,0.014,3,46.78537159,,,,,
WIF,Winterflounder,8,3970.920452,10522.9392,1652.3,1.6523,0.0016523,3.642693626,0.014,3,49.05165018,,,,,
WIF,Winterflounder,9,4109.589041,10890.41096,1710,1.71,0.00171,3.7699002,0.014,3,49.6161077,,,,,
WIF,Winterflounder,10,4373.94857,11590.96371,1820,1.82,0.00182,4.0124084,0.014,3,50.65797019,,,,,
WOL,Wolffish,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.0125,2.88,18.18448758,,,,,
WOL,Wolffish,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.0125,2.88,25.75390804,,,,,
WOL,Wolffish,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.0125,2.88,33.3641864,,,,,
WOL,Wolffish,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.0125,2.88,38.60831141,,,,,
WOL,Wolffish,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.0125,2.88,43.28807374,,,,,
WOL,Wolffish,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.0125,2.88,47.09511374,,,,,
WOL,Wolffish,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.0125,2.88,49.45780751,,,,,
WOL,Wolffish,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.0125,2.88,50.75139355,,,,,
WOL,Wolffish,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.0125,2.88,52.09958467,,,,,
WOL,Wolffish,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.0125,2.88,54.91455706,,,,,
WPF,Windowpane,1,476.0273973,1261.472603,198.075,0.198075,0.000198075,0.436680107,0.014,2.9,26.99457061,,,,,
WPF,Windowpane,2,1129.488104,2993.143474,469.9800001,0.46998,0.00046998,1.036127308,0.014,2.9,36.36410276,,,,,
WPF,Windowpane,3,1548.906513,4104.60226,644.5000001,0.6445,0.0006445,1.42087759,0.014,2.9,40.54746931,,,,,
WPF,Windowpane,4,2095.457822,5552.96323,871.9199997,0.87192,0.00087192,1.92225227,0.014,2.9,45.00115458,,,,,
WPF,Windowpane,5,2636.890171,6987.758953,1097.21,1.09721,0.00109721,2.418931111,0.014,2.9,48.71267432,,,,,
WPF,Windowpane,6,2919.850997,7737.605143,1214.95,1.21495,0.00121495,2.678503069,0.014,2.9,50.45532687,,,,,
WPF,Windowpane,7,3445.56597,9130.749819,1433.7,1.4337,0.0014337,3.160763694,0.014,2.9,53.41953288,,,,,
WPF,Windowpane,8,3970.920452,10522.9392,1652.3,1.6523,0.0016523,3.642693626,0.014,2.9,56.09860001,,,,,
WPF,Windowpane,9,4109.589041,10890.41096,1710,1.71,0.00171,3.7699002,0.014,2.9,56.76654201,,,,,
WPF,Windowpane,10,4373.94857,11590.96371,1820,1.82,0.00182,4.0124084,0.014,2.9,58.00009998,,,,,
WSK,Winter_Skate,1,350,927.5,145.635,0.145635,0.000145635,0.321069834,0.0127,3.1,20.39406897,,,,,
WSK,Winter_Skate,2,1200,3180,499.32,0.49932,0.00049932,1.100810858,0.0127,3.1,30.347369,,,,,
WSK,Winter_Skate,3,1800,4770,748.98,0.74898,0.00074898,1.651216288,0.0127,3.1,34.58793844,,,,,
WSK,Winter_Skate,4,3129.99,8294.48,1302.388839,1.302388839,0.001302389,2.871272482,0.0127,3.1,41.34578791,,,,,
WSK,Winter_Skate,5,7000,18550,2912.7,2.9127,0.0029127,6.421396674,0.0127,3.1,53.60323234,,,,,
WSK,Winter_Skate,6,9000,23850,3744.9,3.7449,0.0037449,8.256081438,0.0127,3.1,58.12980584,,,,,
WSK,Winter_Skate,7,13000,34450,5409.3,5.4093,0.0054093,11.92545097,0.0127,3.1,65.45084732,,,,,
WSK,Winter_Skate,8,18000,40770,7489.8,7.4898,0.0074898,16.51216288,0.0127,3.1,72.69513084,,,,,
WSK,Winter_Skate,9,30000,79500,12483,12.483,0.012483,27.52027146,0.0127,3.1,85.71748801,,,,,
WSK,Winter_Skate,10,32000,85500,13315.2,13.3152,0.0133152,29.35495622,0.0127,3.1,87.52073558,,,,,
WTF,Witchflounder,1,476.0273973,1261.472603,198.075,0.198075,0.000198075,0.436680107,0.012,3,25.46143086,,,,,
WTF,Witchflounder,2,1129.488104,2993.143474,469.9800001,0.46998,0.00046998,1.036127308,0.012,3,33.95987192,,,,,
WTF,Witchflounder,3,1548.906513,4104.60226,644.5000001,0.6445,0.0006445,1.42087759,0.012,3,37.72945732,,,,,
WTF,Witchflounder,4,2095.457822,5552.96323,871.9199997,0.87192,0.00087192,1.92225227,0.012,3,41.72840625,,,,,
WTF,Witchflounder,5,2636.890171,6987.758953,1097.21,1.09721,0.00109721,2.418931111,0.012,3,45.05083419,,,,,
WTF,Witchflounder,6,2919.850997,7737.605143,1214.95,1.21495,0.00121495,2.678503069,0.012,3,46.60784823,,,,,
WTF,Witchflounder,7,3445.56597,9130.749819,1433.7,1.4337,0.0014337,3.160763694,0.012,3,49.25220515,,,,,
WTF,Witchflounder,8,3970.920452,10522.9392,1652.3,1.6523,0.0016523,3.642693626,0.012,3,51.6379769,,,,,
WTF,Witchflounder,9,4109.589041,10890.41096,1710,1.71,0.00171,3.7699002,0.012,3,52.23219634,,,,,
WTF,Witchflounder,10,4373.94857,11590.96371,1820,1.82,0.00182,4.0124084,0.012,3,53.3289927,,,,,
YTF,Yellowtail_Flounder,1,37.01033405,98.07738524,15.4,0.0154,0.0000154,0.033951148,0.0125,2.82,12.47272204,,,,,
YTF,Yellowtail_Flounder,2,236.0009613,625.4025475,98.2,0.0982,0.0000982,0.216493684,0.0125,2.82,24.05897488,,,,,
YTF,Yellowtail_Flounder,3,518.3850036,1373.72026,215.7,0.2157,0.0002157,0.475536534,0.0125,2.82,31.80248378,,,,,
YTF,Yellowtail_Flounder,4,871.9057917,2310.550348,362.7999999,0.3628,0.0003628,0.799836136,0.0125,2.82,38.24177459,,,,,
YTF,Yellowtail_Flounder,5,1241.768805,3290.687334,516.6999998,0.5167,0.0005167,1.139127153,0.0125,2.82,43.35067895,,,,,
YTF,Yellowtail_Flounder,6,1659.216534,4396.923816,690.3999998,0.6904,0.0006904,1.522069648,0.0125,2.82,48.04275815,,,,,
YTF,Yellowtail_Flounder,7,2118.481134,5613.975006,881.4999999,0.8815,0.0008815,1.94337253,0.0125,2.82,52.39136119,,,,,
YTF,Yellowtail_Flounder,8,2453.016102,6500.492671,1020.7,1.0207,0.0010207,2.250255634,0.0125,2.82,55.18737693,,,,,
YTF,Yellowtail_Flounder,9,2682.287911,7108.062965,1116.1,1.1161,0.0011161,2.460576381,0.0125,2.82,56.96398827,,,,,
YTF,Yellowtail_Flounder,10,2907.954819,7706.080269,1210,1.21,0.00121,2.6675902,0.0125,2.82,58.61933764,,,,,
