"MAK","HER","WHK","BLF","WPF","SUF","WIF","WTF","FOU","HAL","PLA","FLA","BFT","TUN","BIL","MPF","BUT","BPF","ANC","GOO","MEN","FDE","COD","SHK","OHK","POL","RHK","BSB","SCU","TYL","RED","OPT","SAL","DRM","STB","TAU","WOL","SDF","FDF","HAD","YTF","DOG","SMO","SSH","DSH","BLS","POR","PSH","WSK","LSK","SK","SB","PIN","REP","RWH","BWH","SWH","TWH","INV","LSQ","ISQ","SCA","QHG","CLA","BFF","BG","LOB","RCB","BMS","NSH","OSH","ZL","BD","MA","MB","SG","BC","ZG","PL","DF","PS","ZM","ZS","PB","BB","BO","DL","DR","DC","Dlsed","Drsed","Dcsed"
0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.0075,0,0,0,0.06,0.0105,0.0045,0.0135,0,0.06,0.006,0.0045,0.0015,0.009,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.0075,0,0,0,0.06,0.0105,0.0045,0.0135,0,0.06,0.006,0.0045,0.0015,0.009,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
0,0,0,0.001125,0,0,0,0,0,0,0,0.001125,0,0,0,0,0.3375,0,0.00225,0,0,0.003375,0,0.009,0,0,0,0.00225,0.005625,0,0,0,0,0.00225,0,0,0,0,0.003375,0,0,0,0.225,0.225,0,0,0,0,0.03375,0,0,0,0,1.125e-05,0,0,0,0,0.0225,0.00675,0,0,0,0,0.00225,0,0,0,0.00225,0.005625,0.001125,0.00225,0.007875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.001125,0,0,0,0,0,0,0,0.001125,0,0,0,0,0.3375,0,0.00225,0,0,0.003375,0,0.009,0,0,0,0.00225,0.005625,0,0,0,0,0.00225,0,0,0,0,0.003375,0,0,0,0.225,0.225,0,0,0,0,0.03375,0,0,0,0,1.125e-05,0,0,0,0,0.0225,0.00675,0,0,0,0,0.00225,0,0,0,0.00225,0.005625,0.001125,0.00225,0.007875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.001125,0,0,0,0,0,0,0,0.001125,0,0,0,0,0.3375,0,0.00225,0,0,0.003375,0,0.009,0,0,0,0.00225,0.005625,0,0,0,0,0.00225,0,0,0,0,0.003375,0,0,0,0.225,0.225,0,0,0,0,0.03375,0,0,0,0,1.125e-05,0,0,0,0,0.0225,0.00675,0,0,0,0,0.00225,0,0,0,0.00225,0.005625,0.001125,0.00225,0.007875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.001125,0,0,0,0,0,0,0,0.001125,0,0,0,0,0.3375,0,0.00225,0,0,0.003375,0,0.009,0,0,0,0.00225,0.005625,0,0,0,0,0.00225,0,0,0,0,0.003375,0,0,0,0.225,0.225,0,0,0,0,0.03375,0,0,0,0,1.125e-05,0,0,0,0,0.0225,0.00675,0,0,0,0,0.00225,0,0,0,0.00225,0.005625,0.001125,0.00225,0.007875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0,0.003333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.003333333,0,0,0.01,0.006666667,0.013333333,3.33333e-08,0.003333333,0,0,0,0,0.003333333,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0,0.003333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.003333333,0,0,0.01,0.006666667,0.013333333,3.33333e-08,0.003333333,0,0,0,0,0.003333333,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0,0.003333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.003333333,0,0,0.01,0.006666667,0.013333333,3.33333e-08,0.003333333,0,0,0,0,0.003333333,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0,0.003333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.003333333,0,0,0.01,0.006666667,0.013333333,3.33333e-08,0.003333333,0,0,0,0,0.003333333,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0.0015,0.003,0.009,0.0015,0.009,0.0045,0.0045,0.0015,0.0075,0,0.0015,0.0045,0,0,0,0.045,0.03,0.0045,0.0045,0.0045,0.0105,0.0045,0.0045,0.0075,0.0105,0.0075,0.006,0.0015,0.003,0,0.009,0.03,0,0.0045,0,0,0.03,0.003,0.0015,0.0015,0.0015,0,0,0,0,0,0,0,0.015,0,0.003,0,0,0,0,0,0,0,0.3,0.003,0,0.0045,0.003,0.015,0.003,0.0075,0.003,0.003,6e-08,0.0045,0.006,0.03,0.006,0,0,0,0,0.006,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0
0.0015,0.003,0.009,0.0015,0.009,0.0045,0.0045,0.0015,0.0075,0,0.0015,0.0045,0,0,0,0.045,0.03,0.0045,0.0045,0.0045,0.0105,0.0045,0.0045,0.0075,0.0105,0.0075,0.006,0.0015,0.003,0,0.009,0.03,0,0.0045,0,0,0.03,0.003,0.0015,0.0015,0.0015,0,0,0,0,0,0,0,0.015,0,0.003,0,0,0,0,0,0,0,0.3,0.003,0,0.0045,0.003,0.015,0.003,0.0075,0.003,0.003,6e-08,0.0045,0.006,0.03,0.006,0,0,0,0,0.006,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0
0.0015,0.003,0.009,0.0015,0.009,0.0045,0.0045,0.0015,0.0075,0,0.0015,0.0045,0,0,0,0.045,0.03,0.0045,0.0045,0.0045,0.0105,0.0045,0.0045,0.0075,0.0105,0.0075,0.006,0.0015,0.003,0,0.009,0.03,0,0.0045,0,0,0.03,0.003,0.0015,0.0015,0.0015,0,0,0,0,0,0,0,0.015,0,0.003,0,0,0,0,0,0,0,0.3,0.003,0,0.0045,0.003,0.015,0.003,0.0075,0.003,0.003,6e-08,0.0045,0.006,0.03,0.006,0,0,0,0,0.006,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0
0.0015,0.003,0.009,0.0015,0.009,0.0045,0.0045,0.0015,0.0075,0,0.0015,0.0045,0,0,0,0.045,0.03,0.0045,0.0045,0.0045,0.0105,0.0045,0.0045,0.0075,0.0105,0.0075,0.006,0.0015,0.003,0,0.009,0.03,0,0.0045,0,0,0.03,0.003,0.0015,0.0015,0.0015,0,0,0,0,0,0,0,0.015,0,0.003,0,0,0,0,0,0,0,0.3,0.003,0,0.0045,0.003,0.015,0.003,0.0075,0.003,0.003,6e-08,0.0045,0.006,0.03,0.006,0,0,0,0,0.006,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.02,0.025,0,0,3.5e-07,0.015,0.02,0.3,0.005,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.02,0.025,0,0,3.5e-07,0.015,0.02,0.3,0.005,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.02,0.025,0,0,3.5e-07,0.015,0.02,0.3,0.005,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.02,0.025,0,0,3.5e-07,0.015,0.02,0.3,0.005,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0
0,0.054,0.012,0,0.006,0,0,0,0.018,0,0.006,0.24,0,0,0,0.042,0.3,0.012,0.012,0.042,0,0.006,0.006,0.012,0,0,0.048,0.012,0.018,0,0.006,0.054,0,0,0,0,0,0.012,0.006,0.006,0.012,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.06,0.018,0,0.012,0,0,0.03,0.012,0.042,0,6e-07,0.18,0.006,1.2e-07,0.048,0,0,0,0,0.012,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0
0,0.054,0.012,0,0.006,0,0,0,0.018,0,0.006,0.24,0,0,0,0.042,0.3,0.012,0.012,0.042,0,0.006,0.006,0.012,0,0,0.048,0.012,0.018,0,0.006,0.054,0,0,0,0,0,0.012,0.006,0.006,0.012,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.06,0.018,0,0.012,0,0,0.03,0.012,0.042,0,6e-07,0.18,0.006,1.2e-07,0.048,0,0,0,0,0.012,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0
0,0.054,0.012,0,0.006,0,0,0,0.018,0,0.006,0.24,0,0,0,0.042,0.3,0.012,0.012,0.042,0,0.006,0.006,0.012,0,0,0.048,0.012,0.018,0,0.006,0.054,0,0,0,0,0,0.012,0.006,0.006,0.012,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.06,0.018,0,0.012,0,0,0.03,0.012,0.042,0,6e-07,0.18,0.006,1.2e-07,0.048,0,0,0,0,0.012,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0
0,0.054,0.012,0,0.006,0,0,0,0.018,0,0.006,0.24,0,0,0,0.042,0.3,0.012,0.012,0.042,0,0.006,0.006,0.012,0,0,0.048,0.012,0.018,0,0.006,0.054,0,0,0,0,0,0.012,0.006,0.006,0.012,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.06,0.018,0,0.012,0,0,0.03,0.012,0.042,0,6e-07,0.18,0.006,1.2e-07,0.048,0,0,0,0,0.012,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0
0.012,0.018,0.03,0,0.024,0.024,0.018,0.012,0.03,0.006,0.024,0.006,0,0,0,0.042,0.12,0.018,0,0.012,0.006,0.024,0.012,0.024,0.054,0.018,0.012,0.006,0.012,0.024,0.012,0.012,0,0,0,0,0.018,0.024,0.024,0.012,0.03,0.006,0,0,0,0,0,0,0.012,0,0.018,0,0,0,0,0,0,0,0.3,0.024,0.048,0.012,0,0,0.048,0.006,0.006,0.006,0.036,0.036,0.03,0.012,0.018,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0.018,0.03,0,0.024,0.024,0.018,0.012,0.03,0.006,0.024,0.006,0,0,0,0.042,0.12,0.018,0,0.012,0.006,0.024,0.012,0.024,0.054,0.018,0.012,0.006,0.012,0.024,0.012,0.012,0,0,0,0,0.018,0.024,0.024,0.012,0.03,0.006,0,0,0,0,0,0,0.012,0,0.018,0,0,0,0,0,0,0,0.3,0.024,0.048,0.012,0,0,0.048,0.006,0.006,0.006,0.036,0.036,0.03,0.012,0.018,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0.018,0.03,0,0.024,0.024,0.018,0.012,0.03,0.006,0.024,0.006,0,0,0,0.042,0.12,0.018,0,0.012,0.006,0.024,0.012,0.024,0.054,0.018,0.012,0.006,0.012,0.024,0.012,0.012,0,0,0,0,0.018,0.024,0.024,0.012,0.03,0.006,0,0,0,0,0,0,0.012,0,0.018,0,0,0,0,0,0,0,0.3,0.024,0.048,0.012,0,0,0.048,0.006,0.006,0.006,0.036,0.036,0.03,0.012,0.018,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0.018,0.03,0,0.024,0.024,0.018,0.012,0.03,0.006,0.024,0.006,0,0,0,0.042,0.12,0.018,0,0.012,0.006,0.024,0.012,0.024,0.054,0.018,0.012,0.006,0.012,0.024,0.012,0.012,0,0,0,0,0.018,0.024,0.024,0.012,0.03,0.006,0,0,0,0,0,0,0.012,0,0.018,0,0,0,0,0,0,0,0.3,0.024,0.048,0.012,0,0,0.048,0.006,0.006,0.006,0.036,0.036,0.03,0.012,0.018,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.105,0,0,0.045,0,0.015,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.075,0,0.075,0,0,0.045,0,0,0,0.015,0.03,0,0,0,0,0.03,0.045,0.015,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.075,0.075,0.03,0.045,0.015,0.045,0,3e-07,0.045,0.03,0.045,0.06,0,0,0,0,0.105,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
0.045,0.105,0,0,0.045,0,0.015,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.075,0,0.075,0,0,0.045,0,0,0,0.015,0.03,0,0,0,0,0.03,0.045,0.015,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.075,0.075,0.03,0.045,0.015,0.045,0,3e-07,0.045,0.03,0.045,0.06,0,0,0,0,0.105,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
0.045,0.105,0,0,0.045,0,0.015,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.075,0,0.075,0,0,0.045,0,0,0,0.015,0.03,0,0,0,0,0.03,0.045,0.015,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.075,0.075,0.03,0.045,0.015,0.045,0,3e-07,0.045,0.03,0.045,0.06,0,0,0,0,0.105,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
0.045,0.105,0,0,0.045,0,0.015,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.075,0,0.075,0,0,0.045,0,0,0,0.015,0.03,0,0,0,0,0.03,0.045,0.015,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.075,0.075,0.03,0.045,0.015,0.045,0,3e-07,0.045,0.03,0.045,0.06,0,0,0,0,0.105,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
0.018,0.036,0,0,0,0,0,0.012,0,0,0.012,0,0,0,0,0,0.3,0,0,0,0,0.012,0.054,0.03,0,0,0.048,0,0,0,0.006,0.018,0,0,0,0,0,0,0.036,0.042,0.036,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.06,0,0.006,0,0,0,0.036,0,0.018,0.06,1.2e-07,0.042,0.018,0.054,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0.036,0,0,0,0,0,0.012,0,0,0.012,0,0,0,0,0,0.3,0,0,0,0,0.012,0.054,0.03,0,0,0.048,0,0,0,0.006,0.018,0,0,0,0,0,0,0.036,0.042,0.036,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.06,0,0.006,0,0,0,0.036,0,0.018,0.06,1.2e-07,0.042,0.018,0.054,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0.036,0,0,0,0,0,0.012,0,0,0.012,0,0,0,0,0,0.3,0,0,0,0,0.012,0.054,0.03,0,0,0.048,0,0,0,0.006,0.018,0,0,0,0,0,0,0.036,0.042,0.036,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.06,0,0.006,0,0,0,0.036,0,0.018,0.06,1.2e-07,0.042,0.018,0.054,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0.036,0,0,0,0,0,0.012,0,0,0.012,0,0,0,0,0,0.3,0,0,0,0,0.012,0.054,0.03,0,0,0.048,0,0,0,0.006,0.018,0,0,0,0,0,0,0.036,0.042,0.036,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.06,0,0.006,0,0,0,0.036,0,0.018,0.06,1.2e-07,0.042,0.018,0.054,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.03,0.01875,0.03375,0,0.01875,0.00375,0,0.01125,0,0,0.01875,0.00375,0,0,0,0.03375,0,0,0,0,0.03375,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0.01875,0.01875,0,0,0.02625,0.075,0.0075,1.125e-07,0.015,0,0,0,0,0.0375,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.03,0.01875,0.03375,0,0.01875,0.00375,0,0.01125,0,0,0.01875,0.00375,0,0,0,0.03375,0,0,0,0,0.03375,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0.01875,0.01875,0,0,0.02625,0.075,0.0075,1.125e-07,0.015,0,0,0,0,0.0375,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.03,0.01875,0.03375,0,0.01875,0.00375,0,0.01125,0,0,0.01875,0.00375,0,0,0,0.03375,0,0,0,0,0.03375,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0.01875,0.01875,0,0,0.02625,0.075,0.0075,1.125e-07,0.015,0,0,0,0,0.0375,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.03,0.01875,0.03375,0,0.01875,0.00375,0,0.01125,0,0,0.01875,0.00375,0,0,0,0.03375,0,0,0,0,0.03375,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0.01875,0.01875,0,0,0.02625,0.075,0.0075,1.125e-07,0.015,0,0,0,0,0.0375,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.5e-05,0.015,0.015,0.015,0.012,4.5e-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0
0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.5e-05,0.015,0.015,0.015,0.012,4.5e-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0
0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.5e-05,0.015,0.015,0.015,0.012,4.5e-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0
0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.5e-05,0.015,0.015,0.015,0.012,4.5e-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0
0.075,0.225,0.0375,0.015,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0375,0.0375,0.0375,0.3,0.075,0.075,0.075,0.0525,0.15,0.15,0.0075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0225,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.015,0.015,0,0,0,0,0,0,0.15,0.15,0.075,0.075,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003375,0.045,0.045,0.045,0.09,0.01125,0.225,0.225,0.3375,0.3375,0,0.3375,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.036,0,0,0.042,0,0.012,0,0.006,0,0.03,0.054,0,0,0,0.054,0.06,0.03,0,0.006,0,0.006,0,0.012,0,0,0.012,0.048,0.048,0,4.8e-15,0.018,0,0,0,0,0,0.012,0.006,0.024,0.018,0,0,0,0,0,0,0,0.3,0,0.006,0,0,0,0,0,0,0,0.3,0.03,0,0.024,0,0.054,0.03,0.006,0.012,0,0.18,0.036,0.006,0.006,0.006,0,0,0,0,0.006,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0
0,0.036,0,0,0.042,0,0.012,0,0.006,0,0.03,0.054,0,0,0,0.054,0.06,0.03,0,0.006,0,0.006,0,0.012,0,0,0.012,0.048,0.048,0,4.8e-15,0.018,0,0,0,0,0,0.012,0.006,0.024,0.018,0,0,0,0,0,0,0,0.3,0,0.006,0,0,0,0,0,0,0,0.3,0.03,0,0.024,0,0.054,0.03,0.006,0.012,0,0.18,0.036,0.006,0.006,0.006,0,0,0,0,0.006,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0
0,0.036,0,0,0.042,0,0.012,0,0.006,0,0.03,0.054,0,0,0,0.054,0.06,0.03,0,0.006,0,0.006,0,0.012,0,0,0.012,0.048,0.048,0,4.8e-15,0.018,0,0,0,0,0,0.012,0.006,0.024,0.018,0,0,0,0,0,0,0,0.3,0,0.006,0,0,0,0,0,0,0,0.3,0.03,0,0.024,0,0.054,0.03,0.006,0.012,0,0.18,0.036,0.006,0.006,0.006,0,0,0,0,0.006,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0
0,0.036,0,0,0.042,0,0.012,0,0.006,0,0.03,0.054,0,0,0,0.054,0.06,0.03,0,0.006,0,0.006,0,0.012,0,0,0.012,0.048,0.048,0,4.8e-15,0.018,0,0,0,0,0,0.012,0.006,0.024,0.018,0,0,0,0,0,0,0,0.3,0,0.006,0,0,0,0,0,0,0,0.3,0.03,0,0.024,0,0.054,0.03,0.006,0.012,0,0.18,0.036,0.006,0.006,0.006,0,0,0,0,0.006,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0
0.075,0.225,0.0375,0.015,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0375,0.0375,0.0375,0.3,0.075,0.075,0.075,0.0525,0.15,0.15,0.0075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0225,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.015,0.015,0,0,0,0,0,0,0.15,0.15,0.075,0.075,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0
0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0,0,0.02,0,0.04,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0,0,0,0.01,0.09,0,0,0.02,0.06,0.03,2e-07,0.04,0,0,0,0,0.2,0,0,0,1e-07,0.3,0,0,0,0,0,0,0,0,0
0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0,0,0.02,0,0.04,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0,0,0,0.01,0.09,0,0,0.02,0.06,0.03,2e-07,0.04,0,0,0,0,0.2,0,0,0,1e-07,0.3,0,0,0,0,0,0,0,0,0
0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0,0,0.02,0,0.04,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0,0,0,0.01,0.09,0,0,0.02,0.06,0.03,2e-07,0.04,0,0,0,0,0.2,0,0,0,1e-07,0.3,0,0,0,0,0,0,0,0,0
0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0,0,0.02,0,0.04,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0,0,0,0.01,0.09,0,0,0.02,0.06,0.03,2e-07,0.04,0,0,0,0,0.2,0,0,0,1e-07,0.3,0,0,0,0,0,0,0,0,0
