"MAK","HER","WHK","BLF","WPF","SUF","WIF","WTF","FOU","HAL","PLA","FLA","BFT","TUN","BIL","MPF","BUT","BPF","ANC","GOO","MEN","FDE","COD","SHK","OHK","POL","RHK","BSB","SCU","TYL","RED","OPT","SAL","DRM","STB","TAU","WOL","SDF","FDF","HAD","YTF","DOG","SMO","SSH","DSH","BLS","POR","PSH","WSK","LSK","SK","SB","PIN","REP","RWH","BWH","SWH","TWH","INV","LSQ","ISQ","SCA","QHG","CLA","BFF","BG","LOB","RCB","BMS","NSH","OSH","ZL","BD","MA","MB","SG","BC","ZG","PL","DF","PS","ZM","ZS","PB","BB","BO","DL","DR","DC","Dlsed","Drsed","Dcsed"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3e-04,0.18,0,0,0,0,0.036,0.03,0.018,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0225,0,0,0.0075,0,0.03,7.5e-08,0.0675,0,0,0,0,0.3,0,0,0,1.5e-07,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0225,0,0,0.0075,0,0.03,7.5e-08,0.0675,0,0,0,0,0.3,0,0,0,1.5e-07,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0225,0,0,0.0075,0,0.03,7.5e-08,0.0675,0,0,0,0,0.3,0,0,0,1.5e-07,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0225,0,0,0.0075,0,0.03,7.5e-08,0.0675,0,0,0,0,0.3,0,0,0,1.5e-07,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.003,0,0,0,0,0,0,0.0015,0,0,0,0.03,0.03,0,0.0045,0,0,0.012,0,0.0015,0,0,0.0135,0.003,0.0015,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.015,0,0.0135,0,0,0,0,0,0,0,0.3,0.009,0,0.006,0.0045,0.06,0.0045,0.003,0.0045,0,6e-08,0.0045,0.003,0.0045,0.0045,0,0,0,0,0.009,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.003,0,0,0,0,0,0,0.0015,0,0,0,0.03,0.03,0,0.0045,0,0,0.012,0,0.0015,0,0,0.0135,0.003,0.0015,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.015,0,0.0135,0,0,0,0,0,0,0,0.3,0.009,0,0.006,0.0045,0.06,0.0045,0.003,0.0045,0,6e-08,0.0045,0.003,0.0045,0.0045,0,0,0,0,0.009,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.003,0,0,0,0,0,0,0.0015,0,0,0,0.03,0.03,0,0.0045,0,0,0.012,0,0.0015,0,0,0.0135,0.003,0.0015,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.015,0,0.0135,0,0,0,0,0,0,0,0.3,0.009,0,0.006,0.0045,0.06,0.0045,0.003,0.0045,0,6e-08,0.0045,0.003,0.0045,0.0045,0,0,0,0,0.009,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.003,0,0,0,0,0,0,0.0015,0,0,0,0.03,0.03,0,0.0045,0,0,0.012,0,0.0015,0,0,0.0135,0.003,0.0015,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.015,0,0.0135,0,0,0,0,0,0,0,0.3,0.009,0,0.006,0.0045,0.06,0.0045,0.003,0.0045,0,6e-08,0.0045,0.003,0.0045,0.0045,0,0,0,0,0.009,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.2,0,0.03,1e-07,0.04,0,0,0,0,1e-07,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.2,0,0.03,1e-07,0.04,0,0,0,0,1e-07,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.2,0,0.03,1e-07,0.04,0,0,0,0,1e-07,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.2,0,0.03,1e-07,0.04,0,0,0,0,1e-07,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0.06,0.06,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0,0,0,0,0.27,0.27,0.012,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0
0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0.06,0.06,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0,0,0,0,0.27,0.27,0.012,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0
0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0.06,0.06,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0,0,0,0,0.27,0.27,0.012,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0
0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0.06,0.06,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0,0,0,0,0.27,0.27,0.012,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085714286,0.000428571,0.3,0,0.085714286,0,0,0,0.128571429,0.085714286,0,0,0,0
0.025714286,0.017142857,0.004285714,0.017142857,0.03,0,0.021428571,0.017142857,0.03,0,0.004285714,0.008571429,0,0,0,0.008571429,0.3,0.004285714,0,0.017142857,0,0.021428571,0.017142857,0.012857143,0,0.021428571,0.004285714,0.012857143,0.008571429,0,0.017142857,0.012857143,0,0,0,0,0.008571429,0.038571429,0.004285714,0.004285714,0.008571429,0.008571429,0,0,0.004285714,0,0,0,0.042857143,0,0.008571429,0,0,0,0,0,0,0,0.042857143,0.008571429,0.008571429,0.008571429,0.008571429,0.025714286,0.008571429,0.004285714,0.008571429,0.034285714,0.042857143,0.03,0.004285714,0.008571429,0.004285714,0,0,0,0,0.034285714,0,0,0,0.017142857,0,0,0,0,0,0,0,0,0,0
0.025714286,0.017142857,0.004285714,0.017142857,0.03,0,0.021428571,0.017142857,0.03,0,0.004285714,0.008571429,0,0,0,0.008571429,0.3,0.004285714,0,0.017142857,0,0.021428571,0.017142857,0.012857143,0,0.021428571,0.004285714,0.012857143,0.008571429,0,0.017142857,0.012857143,0,0,0,0,0.008571429,0.038571429,0.004285714,0.004285714,0.008571429,0.008571429,0,0,0.004285714,0,0,0,0.042857143,0,0.008571429,0,0,0,0,0,0,0,0.042857143,0.008571429,0.008571429,0.008571429,0.008571429,0.025714286,0.008571429,0.004285714,0.008571429,0.034285714,0.042857143,0.03,0.004285714,0.008571429,0.004285714,0,0,0,0,0.034285714,0,0,0,0.017142857,0,0,0,0,0,0,0,0,0,0
0.025714286,0.017142857,0.004285714,0.017142857,0.03,0,0.021428571,0.017142857,0.03,0,0.004285714,0.008571429,0,0,0,0.008571429,0.3,0.004285714,0,0.017142857,0,0.021428571,0.017142857,0.012857143,0,0.021428571,0.004285714,0.012857143,0.008571429,0,0.017142857,0.012857143,0,0,0,0,0.008571429,0.038571429,0.004285714,0.004285714,0.008571429,0.008571429,0,0,0.004285714,0,0,0,0.042857143,0,0.008571429,0,0,0,0,0,0,0,0.042857143,0.008571429,0.008571429,0.008571429,0.008571429,0.025714286,0.008571429,0.004285714,0.008571429,0.034285714,0.042857143,0.03,0.004285714,0.008571429,0.004285714,0,0,0,0,0.034285714,0,0,0,0.017142857,0,0,0,0,0,0,0,0,0,0
0.025714286,0.017142857,0.004285714,0.017142857,0.03,0,0.021428571,0.017142857,0.03,0,0.004285714,0.008571429,0,0,0,0.008571429,0.3,0.004285714,0,0.017142857,0,0.021428571,0.017142857,0.012857143,0,0.021428571,0.004285714,0.012857143,0.008571429,0,0.017142857,0.012857143,0,0,0,0,0.008571429,0.038571429,0.004285714,0.004285714,0.008571429,0.008571429,0,0,0.004285714,0,0,0,0.042857143,0,0.008571429,0,0,0,0,0,0,0,0.042857143,0.008571429,0.008571429,0.008571429,0.008571429,0.025714286,0.008571429,0.004285714,0.008571429,0.034285714,0.042857143,0.03,0.004285714,0.008571429,0.004285714,0,0,0,0,0.034285714,0,0,0,0.017142857,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.2,0,0,0.1,0,0,0.05,0,0,0,0,0
0.00375,0.00375,0.00375,0.00375,0.00375,0.02625,0.00375,0.03,0.00375,0.0075,0.00375,0.0075,0,0,0,0.0075,0.075,0.015,0.02625,0.0075,0.0375,0.0075,0.0075,0.01125,0,0.02625,0.0075,0.015,0.01125,0,0.015,0.00375,0.0075,0.01125,0.01875,0,0.0225,0.01125,0.0225,0.03,0.00375,0.0225,0,0,0.03,0,0,0,0.03,0.0225,0.015,0,0,0,0,0,0,0,0.03,0.0075,0.00375,0.03,0.1125,0.3,0.03375,0.03375,0.0225,0.0075,0.225,0.01875,0.00375,0.0375,0.0075,0,0,0,0,0.0375,0,0,0,0.01875,0,0,0,0,0,0,0,0,0,0
0.00375,0.00375,0.00375,0.00375,0.00375,0.02625,0.00375,0.03,0.00375,0.0075,0.00375,0.0075,0,0,0,0.0075,0.075,0.015,0.02625,0.0075,0.0375,0.0075,0.0075,0.01125,0,0.02625,0.0075,0.015,0.01125,0,0.015,0.00375,0.0075,0.01125,0.01875,0,0.0225,0.01125,0.0225,0.03,0.00375,0.0225,0,0,0.03,0,0,0,0.03,0.0225,0.015,0,0,0,0,0,0,0,0.03,0.0075,0.00375,0.03,0.1125,0.3,0.03375,0.03375,0.0225,0.0075,0.225,0.01875,0.00375,0.0375,0.0075,0,0,0,0,0.0375,0,0,0,0.01875,0,0,0,0,0,0,0,0,0,0
0.00375,0.00375,0.00375,0.00375,0.00375,0.02625,0.00375,0.03,0.00375,0.0075,0.00375,0.0075,0,0,0,0.0075,0.075,0.015,0.02625,0.0075,0.0375,0.0075,0.0075,0.01125,0,0.02625,0.0075,0.015,0.01125,0,0.015,0.00375,0.0075,0.01125,0.01875,0,0.0225,0.01125,0.0225,0.03,0.00375,0.0225,0,0,0.03,0,0,0,0.03,0.0225,0.015,0,0,0,0,0,0,0,0.03,0.0075,0.00375,0.03,0.1125,0.3,0.03375,0.03375,0.0225,0.0075,0.225,0.01875,0.00375,0.0375,0.0075,0,0,0,0,0.0375,0,0,0,0.01875,0,0,0,0,0,0,0,0,0,0
0.00375,0.00375,0.00375,0.00375,0.00375,0.02625,0.00375,0.03,0.00375,0.0075,0.00375,0.0075,0,0,0,0.0075,0.075,0.015,0.02625,0.0075,0.0375,0.0075,0.0075,0.01125,0,0.02625,0.0075,0.015,0.01125,0,0.015,0.00375,0.0075,0.01125,0.01875,0,0.0225,0.01125,0.0225,0.03,0.00375,0.0225,0,0,0.03,0,0,0,0.03,0.0225,0.015,0,0,0,0,0,0,0,0.03,0.0075,0.00375,0.03,0.1125,0.3,0.03375,0.03375,0.0225,0.0075,0.225,0.01875,0.00375,0.0375,0.0075,0,0,0,0,0.0375,0,0,0,0.01875,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.0075,0,0,0,0.06,0.0105,0.0045,0.0135,0,0.06,0.006,0.0045,0.0015,0.009,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.0075,0,0,0,0.06,0.0105,0.0045,0.0135,0,0.06,0.006,0.0045,0.0015,0.009,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
