"FPL","FPO","FPS","FVD","FVV","FVS","FVB","FVT","FVO","FMM","FMN","FBP","FDD","FDE","FDS","FDM","FDP","FDB","FDC","FDO","FDF","SHB","SHD","SHC","SHP","SHR","SSK","SB","SP","PIN","REP","WHB","WHS","WHT","WDG","CEP","BFS","BFF","BFD","BG","BMD","BML","BMS","PWN","ZL","BD","MA","MB","SG","BC","ZG","PL","DF","PS","ZM","ZS","PB","BB","BO","DL","DR","DC","Dlsed","Drsed","Dcsed","jCEP","jPWN"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0.005,0.005,0,0.0017,0.026,0,0,0.15,0,0.03,0,0.015,0,0,0,0.0375,0.01,0,0,5e-04,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.002,0,0.00084485,0,0.000262224,0,0,0.002,0.07,0.1,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0,0.02,0.00225,0,0.0095,0.026,0,0,0.1,0,0.04,0,0.025,0,0,0,0.015129883,0.02,0,0,0.055,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.003,0,0.00084485,0,0.000262224,0,0,0.002,0.052,0.1,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0,0.02,0.0025,0,0.008,0.09,0,0,0.1,0,0.04,0,0.03,0,0,0,0.020266602,0.02,0,0,0.002,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.003,0,0.00084485,0,0.000262224,0,0,0.002,0.052,0.1,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0.005,0.005,0,7e-04,0.08,0,0,0.15,0,0.03,0,0.035,0,0,0,0.02425,0.01,0,0,5e-04,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.002,0,0.00084485,0,0.000262224,0,0,0.002,0.07,0.1,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0.04,0,0,0,0,0.003,0,0.2,0,0.06,0,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0.09,0,0,0,0,0.02,0,0.1,0,0.08,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0.09,0,0,0,0,0.03,0,0.1,0,0.08,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0.075,0.035,0,0,0.1,0,0,0.03,0,0.2,0.045,0.175,0.008,0,0,0.35,0.05,0.18,0.57,0,0,0,0,0,5e-05,0,0,0,0,0,0,0,0,0.01,2e-04,0.00062302,0,6e-05,0,0.000225839,0.007,0.1,0.175,0.002,0,0,0,0,0.000125858,0,0,0,1.88e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0.01,0,0.0275,0.1,0.8,0.05,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.23,0,0
0.08,0,0.05,0,0,0.015,0.015,0.1,0,0.9,0,0.85,0,0.28,0,0,0,0.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.01,0,0.001,0,0.00115,0.00115,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0,0.0575,0,0
0.1,0,0.2,0,0,0.3,0.01,0.3,0,0.1,0,0.75,0,0.575,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.01,0,0.001,0,0.00115,0.00115,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0,0.0575,0,0
0.1,0,0.2,0,0,0.3,0.01,0.3,0,0.1,0,0.75,0,0.475,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.01,0,0.001,0,0.00115,0.00115,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0,0.0575,0,0
0.01,0,0.0275,0.0045,0,0.002,0.008,0.005,0.0075,0.0385,0,0.01,0.007,0.019,0.0013,0,0,0.0215,0.015,0.00275,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.019,0.01,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0.01,0,0.0275,0.1,0.8,0.05,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.23,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0.01,0,0.0275,0.1,0.8,0.05,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.23,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0.01,0,0.0275,0.1,0.8,0.05,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.23,0,0
0.004,0,0.06,0,0,0,0.07,0,0,0.08,0,0.15,0.0275,0.15,0.03,0,0,0.11175,0.005,0.05,0.09,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0.01,7.5e-05,0.025,0,0.001,0,0.003,0.166635898,0.2,0.00812014,0.08,0,0,0,0,0.005,0,0,0,0.000597366,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0.1,0,0,0.015,0.015,0,0,0,0,0.65,0,0.575,0.009,0,0,0.5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.0025,0.00575,0.8,0.155,0,0,0,0,0,0.005,0,0,0,0.00575,0,0,0,0,0,0,0.23,0,0,0,0,0
0.23,0,0.5,0,0,0.31,0.01,0,0,0,0,0.3,0,0.475,0.19,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.0025,0.00575,0.78,0.155,0,0,0,0,0,0.005,0,0,0,0.00575,0,0,0,0,0,0,0.23,0,0,0,0,0
0.23,0,0.5,0,0,0.31,0.01,0,0,0,0,0.3,0,0.375,0.2,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.0025,0.00575,0.78,0.155,0,0,0,0,0,0.005,0,0,0,0.00575,0,0,0,0,0,0,0.23,0,0,0,0,0
0.08,0,0.2,0,0,0.02,0.06,0.6,0,0.7,0,0.7,0.15,0.475,0.08,0,0,0.55675,0,0.25,0,0.02,0.61,0,0.008,0,0.02,0,0,0,9e-05,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
0.001,0,1e-04,7e-04,0,0.00015,0.001,0,0,0.015,0,0.05,8e-04,0.035,8e-04,0,0,0.2075,0.003,0.2,0.41,0.002,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,3e-04,5e-06,0.001,0,8e-04,0,5e-05,0.024198375,0.349951172,0.0016,0.005,0,0,0,0,5e-04,0,0,0,3.32e-05,0,0,0,0,0,0,0,0,0,0,0,0
0.023,0,3e-04,4e-04,0,0.04,0.0025,0,0,0.01,0,0.015,0.0025,0.004,0.0035,0,0,0.1275,0.008,0.03,0.075,5e-04,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,5e-04,5e-06,0.001,0,8e-04,0,5e-05,0.024198375,0.429970703,0.0016,0.005,0,0,0,0,5e-04,0,0,0,3.32e-05,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,3e-04,5e-04,0,0.04,0.0025,0,0,0.01,0,0.015,0.0025,0.003,0.0035,0,0,0.15,0.008,0.03,0.075,5e-04,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,5e-04,5e-06,0.001,0,8e-04,0,5e-05,0.002,0.429970703,0.002,0.002,0,0,0,0,5e-04,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0.055,5e-04,0,0.015,0.081,0,0,0.5,0,0.35,0.075,0.35,0,0,0,0.4175,0.01,0.1,0.45,2e-04,0.275,0,0,0,0.03,0,0,0,1e-05,0,0,0,0,0.05,1e-04,0.001,0,0.007,0,3e-04,0.35,0.4,0.05,0.008,0,0,0,0,2e-05,0,0,0,1.06e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0.008,0,0.009,0,0,0.011856738,0.1,0.15,0.08,0,0,0,0,0.002,0,0,0,0.001612819,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0.07,5e-04,0,0.015,0.081,0,0,0.5,0,0.3,0.075,0.45,0,0,0,0.4175,0.01,0.17,0.45,2e-04,0.25,0,0,0,0.03,0,0,0,1e-05,0,0,0,0,0.05,1e-04,0.001,0,0.007,0,3e-04,0.35,0.4,0.05,0.008,0,0,0,0,2e-05,0,0,0,1.06e-05,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0,0.14,7e-04,0,0.31,0.08,0,0,0.07,0,0.25,0.003,0.55,0,0,0,0.335,0.0235,0.015,0.09,0.0025,0.2,0,0,0,0.03,0,0,0,1e-05,0,0,0,0,0.01,1e-04,0.001,0,0.007,0,3e-04,0.3,0.5,0.05,0.008,0,0,0,0,2e-05,0,0,0,1.06e-05,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0,0.12,0.001,0,0.27,0.08,0,0,0.1,0,0.25,0.012,0.55,0,0,0,0.335,0.0235,0.015,0.08,0.0015,0.21,0,0,0,0.03,0,0,0,1e-04,0,0,0,0,0.07,1e-04,0.001,0,0.007,0,3e-04,0.3,0.45,0.05,0.008,0,0,0,0,2e-05,0,0,0,1.06e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0.2,0,0,0.005,0.06,0.15,0,0.9,0,0.3,0.15,0.375,0.023,0,0,0.412375,0,0.25,0,0.05,0.61,0,0.008,0,0.01,0,0,0,1e-05,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0
0.11,0,0.1,0,0,0.46,0.075,0.15,0,0.1,0,0.3,0.125,0.575,0.040625,0,0,0.32375,0,0.1,0,0.08,0.51,0,0.035,0,0.025,0,0,0,1e-05,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0
0.09,0,0.1,0,0,0.46,0.075,0.3,0,0.1,0,0.7,0.125,0.575,0.040625,0,0,0.32375,0,0.1,0,0.08,0.51,0,0.035,0,0.025,0,0,0,9e-05,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
0.001,0,1e-04,7e-04,0,5e-04,0.001,0,0,0.015,0,0.05,0.0015,0.035,0.002,0,0,0.2075,0.003,0.4,0.41,0.002,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,3e-04,5e-06,0.001,0,8e-04,0,5e-05,0.002,0.349951172,0.003,0.002,0,0,0,0,5e-04,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0.1,0,0,0.015,0.015,0,0,0,0,0.65,0,0.675,0.15,0,0,0.5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.0025,0.00575,0.8,0.155,0,0,0,0,0,0.005,0,0,0,0.00575,0,0,0,0,0,0,0.23,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0025,0,0.06,0,0,0,0.06,0,0,0.08,0,0.15,0.0275,0.095,0.009,0,0,0.06875,0.005,0.03,0.09,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0.01,7.5e-05,0.025,0,0.001,0,0.003,0.166635898,0.2,0.00812014,0.08,0,0,0,0,0.005,0,0,0,0.000597366,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0,0.1,0,0,0,0.08,0,0,0.1,0,0.01,0.015,0.085,0.001,0,0,0.0535,0.05,0.0035,0.05,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0.007,7.5e-05,0.025,0,0.001,0,0.003,0.166635898,0.18,0.00812014,0.08,0,0,0,0,0.005,0,0,0,0.000597366,0,0,0,0,0,0,0,0,0,0,0,0
0.025,0,0.1,0,0,0,0.065,0,0,0.1,0,0.01,0.017,0.085,0.002,0,0,0.0675,0.015,0.0035,0.05,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0.007,7.5e-05,0.025,0,0.001,0,0.003,0.166635898,0.18,0.00812014,0.08,0,0,0,0,0.005,0,0,0,0.000597366,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0,0.025,0.0025,0,0.005,0.012,0.5,0,0.3,0,0.37,0,0.275,0.05,0,0,0.49234375,0.0045,0,0,0,0.06,0,0.0045,0,0.002,0,0,1e-06,0,0.15,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0.0575,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0.05,0,0,0.07,0.03,0.1,0,0.9,0,0.85,0,0.575,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.01,0,0.001,0,0.00115,0.00115,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0,0.0575,0,0
0,0,0.005,0,0,0,0,0,0,0.05,0,0.17,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.15,0.004,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.025,0,0,0,0,0,0,0.08,0,0.02,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0.09,0.004,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.025,0,0,0,0,0,0,0.08,0,0.02,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0.09,0.004,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.005,0,0,0,0,0,0,0.05,0,0.17,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.15,0.004,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0,0.025,0.0025,0,0.0025,0.008,0.5,0,0.3,0,0.37,0,0.2,0.03,0,0,0.48,0.0045,0,0,0,0.06,0,0.0045,0,0.002,0,0,1e-06,0,0.15,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0.0575,0,0
0.006,0,0.06,0.0015,0,0.21,0.01,0.15,0,0.1,0,0.19,0,0.2,0.02,0,0,0.375,0.01,0,0,0,0.015,0,0.0015,0,0.015,0,0,5e-07,0,0.02,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0.0575,0,0
0.006,0,0.06,0.002,0,0.21,0.01,0.15,0,0.1,0,0.19,0,0.275,0.02,0,0,0.375,0.01,0,0,0,0.015,0,0.0015,0,0.015,0,0,5e-07,0,0.02,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0.0575,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00019,0,5e-04,0,0,0,0.001,0,0,0.01,0,0.0014,0,0.011,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.008,0,0,0,0,0,3e-05,0,0,0,0.002,0.0275,0,0,0,0.0115,0.0015,0,0.0015,0.00135,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.002,0,0,0,0,0,0,0.0075,5e-07,0.0075,0.0035,0.009,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0.001,3e-08,0.0151,1e-04,0.009,0,0,0,0.00205,0.00575,0,0,0,0,0,0
