name,name,name,number,MAK,HER,WHK,BLF,WPF,SUF,WIF,WTF,FOU,HAL,PLA,FLA,BFT,TUN,BIL,MPF,BUT,BPF,ANC,GOO,MEN,FDE,COD,SHK,OHK,POL,RHK,BSB,SCU,TYL,RED,OPT,SAL,DRM,STB,TAU,WOL,SDF,FDF,HAD,YTF,DOG,SMO,SSH,DSH,BLS,POR,PSH,WSK,LSK,SK,SB,PIN,REP,RWH,BWH,SWH,TWH,INV,LSQ,ISQ,SCA,QHG,CLA,BFF,BG,LOB,RCB,BMS,NSH,OSH,ZL,BD,MA,MB,SG,BC,ZG,PL,DF,PS,ZM,ZS,PB,BB,BO,DL,DR,DC,Dlsed,Drsed,Dcsed
pPREY2HER1,HER,pPREY2HER1,92,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.03,0.01875,0.03375,0,0.01875,0.00375,0,0.01125,0,0,0.01875,0.00375,0,0,0,0.03375,0,0,0,0,0.03375,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0.01875,0.01875,0,0,0.02625,0.075,0.0075,1.13E-07,0.015,0,0,0,0,0.0375,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,NA
pPREY2HER2,HER,pPREY2HER2,92,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.03,0.01875,0.03375,0,0.01875,0.00375,0,0.01125,0,0,0.01875,0.00375,0,0,0,0.03375,0,0,0,0,0.03375,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0.01875,0.01875,0,0,0.02625,0.075,0.0075,1.13E-07,0.015,0,0,0,0,0.0375,0,0,0,0.3,0,0,0,0,0,0,0,0,0,NA
pPREY1INV1,INV,pPREY1INV1,92,0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.50E-05,0.015,0.015,0.015,0.012,4.50E-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,NA
pPREY1INV2,INV,pPREY1INV2,92,0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.50E-05,0.015,0.015,0.015,0.012,4.50E-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,NA
pPREY2INV1,INV,pPREY2INV1,92,0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.50E-05,0.015,0.015,0.015,0.012,4.50E-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,NA
pPREY2INV2,INV,pPREY2INV2,92,0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.50E-05,0.015,0.015,0.015,0.012,4.50E-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,NA
pPREY1ISQ1,ISQ,pPREY1ISQ1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0.1,0,0.05,0.15,0.1,0.1,0.3,0.1,0,0,0,0,0.05,0,0,0,0.1,0.05,0,0,0,0.1,0,0.1,0,0,NA
pPREY1ISQ2,ISQ,pPREY1ISQ2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.15,0.15,0.05,0.05,0.3,0.1,0,0,0,0,0.05,0,0,0,0.1,0.05,0,0,0,0.1,0,0.1,0,0,NA
pPREY2ISQ1,ISQ,pPREY2ISQ1,92,0.075,0.225,0.0375,0.015,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0375,0.0375,0.0375,0.3,0.075,0.075,0.075,0.0525,0.15,0.15,0.0075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0225,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.015,0.015,0,0,0,0,0.2,0,0.15,0.15,0.2,0.2,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,NA
pPREY2ISQ2,ISQ,pPREY2ISQ2,92,0.075,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.075,0.075,0.2,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0.2,0,0.15,0.15,0.3,0.3,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,NA
pPREYLOB,LOB,pPREYLOB,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003375,0.045,0.045,0.045,0.09,0.01125,0.225,0.225,0.3375,0.3375,0,0.3375,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.1,NA
pPREY1LSK1,LSK,pPREY1LSK1,92,0,0.036,0,0,0.042,0,0.012,0,0.006,0,0.03,0.054,0,0,0,0.054,0.06,0.03,0,0.006,0,0.006,0,0.012,0,0,0.012,0.048,0.048,0,4.80E-15,0.018,0,0,0,0,0,0.012,0.006,0.024,0.018,0,0,0,0,0,0,0,0.3,0,0.006,0,0,0,0,0,0,0,0.3,0.03,0,0.024,0,0.054,0.03,0.006,0.012,0,0.18,0.036,0.006,0.006,0.006,0,0,0,0,0.006,0,0,0,0.024,0,0,0,0,0,0,0,0,0,NA
pPREY1LSK2,LSK,pPREY1LSK2,92,0,0.036,0,0,0.042,0,0.012,0,0.006,0,0.03,0.054,0,0,0,0.054,0.06,0.03,0,0.006,0,0.006,0,0.012,0,0,0.012,0.048,0.048,0,4.80E-15,0.018,0,0,0,0,0,0.012,0.006,0.024,0.018,0,0,0,0,0,0,0,0.3,0,0.006,0,0,0,0,0,0,0,0.3,0.03,0,0.024,0,0.054,0.03,0.006,0.012,0,0.18,0.036,0.006,0.006,0.006,0,0,0,0,0.006,0,0,0,0.024,0,0,0,0,0,0,0,0,0,NA
pPREY2LSK1,LSK,pPREY2LSK1,92,0,0.036,0,0,0.042,0,0.012,0,0.006,0,0.03,0.054,0,0,0,0.054,0.06,0.03,0,0.006,0,0.006,0,0.012,0,0,0.012,0.048,0.048,0,4.80E-15,0.018,0,0,0,0,0,0.012,0.006,0.024,0.018,0,0,0,0,0,0,0,0.3,0,0.006,0,0,0,0,0,0,0,0.3,0.03,0,0.024,0,0.054,0.03,0.006,0.012,0,0.18,0.036,0.006,0.006,0.006,0,0,0,0,0.006,0,0,0,0.024,0,0,0,0,0,0,0,0,0,NA
pPREY2LSK2,LSK,pPREY2LSK2,92,0,0.036,0,0,0.042,0,0.012,0,0.006,0,0.03,0.054,0,0,0,0.054,0.06,0.03,0,0.006,0,0.006,0,0.012,0,0,0.012,0.048,0.048,0,4.80E-15,0.018,0,0,0,0,0,0.012,0.006,0.024,0.018,0,0,0,0,0,0,0,0.3,0,0.006,0,0,0,0,0,0,0,0.3,0.03,0,0.024,0,0.054,0.03,0.006,0.012,0,0.18,0.036,0.006,0.006,0.006,0,0,0,0,0.006,0,0,0,0.024,0,0,0,0,0,0,0.2,0,0,NA
pPREY1LSQ1,LSQ,pPREY1LSQ1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0.1,0,0.05,0.15,0.1,0.1,0.3,0.1,0,0,0,0,0.05,0,0,0,0.1,0.05,0,0,0,0.1,0,0.1,0,0,NA
pPREY1LSQ2,LSQ,pPREY1LSQ2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.15,0.15,0.05,0.05,0.3,0.1,0,0,0,0,0.05,0,0,0,0.1,0.05,0,0,0,0.1,0,0.1,0,0,NA
pPREY2LSQ1,LSQ,pPREY2LSQ1,92,0.075,0.225,0.0375,0.015,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.075,0.1,0,0.15,0.15,0.0075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0225,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.015,0.015,0,0,0,0,0.2,0,0.15,0.15,0.2,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,NA
pPREY2LSQ2,LSQ,pPREY2LSQ2,92,0.075,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.075,0.3,0,0.15,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.015,0.015,0,0,0,0,0.2,0,0.15,0.15,0.3,0.3,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,NA
pPREY1MAK1,MAK,pPREY1MAK1,92,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0,0,0.02,0,0.04,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0,0,0,0.01,0.09,0,0,0.02,0.06,0.03,2.00E-07,0.04,0,0,0,0,0.2,0,0,0,1.00E-07,0.3,0,0,0,0,0,0,0,0,NA
pPREY1MAK2,MAK,pPREY1MAK2,92,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0,0,0.02,0,0.04,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0,0,0,0.01,0.09,0,0,0.02,0.06,0.03,2.00E-07,0.04,0,0,0,0,0.2,0,0,0,1.00E-07,0.3,0,0,0,0,0,0,0,0,NA
pPREY2MAK1,MAK,pPREY2MAK1,92,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0,0,0.02,0,0.04,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0,0,0,0.01,0.09,0,0,0.02,0.06,0.03,2.00E-07,0.04,0,0,0,0,0.2,0,0,0,1.00E-07,0.3,0,0,0,0,0,0,0,0,NA
pPREY2MAK2,MAK,pPREY2MAK2,92,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0,0,0.02,0,0.04,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,0,0,0,0.01,0.09,0,0,0.02,0.06,0.03,2.00E-07,0.04,0,0,0,0,0.2,0,0,0,1.00E-07,0.3,0,0,0,0,0,0,0,0,NA
pPREY1MEN1,MEN,pPREY1MEN1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.3,0,0,0,0,0,0,0,0,0,2.00E-07,0,0,0,0,0,0,0,0,0,NA
pPREY1MEN2,MEN,pPREY1MEN2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.3,0,0,0,0,0,0,0,0,0,2.00E-07,0,0,0,0,0,0,0,0,0,NA
pPREY2MEN1,MEN,pPREY2MEN1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.3,0,0,0,0,0,0,0,0,0,2.00E-07,0,0,0,0,0.1,0,0,0,0,NA
pPREY2MEN2,MEN,pPREY2MEN2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.3,0,0,0,0,0,0,0,0,0,2.00E-07,0,0,0,0,0,0,0,0,0,NA
pPREY1MPF1,MPF,pPREY1MPF1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80E-05,0,0,1.20E-05,0.18,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,0,0,0,0,0,NA
pPREY1MPF2,MPF,pPREY1MPF2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80E-05,0,0,1.20E-05,0.18,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,0,0,0,0,0,NA
pPREY2MPF1,MPF,pPREY2MPF1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80E-05,0,0,1.20E-05,0.18,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,0,0,0,0,0,NA
pPREY2MPF2,MPF,pPREY2MPF2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80E-05,0,0,1.20E-05,0.18,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,0,0,0,0,0,NA
pPREY1NSH1,NSH,pPREY1NSH1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.045,0.045,0.225,0,0.05625,0.05625,0.0225,0.0225,0.07875,0.3375,0,0.1,0,0.1,0,0.225,0,0.45,0.25,0.3375,0,0,0.05625,0.3,0.1,0.025,0.1,0.025,NA
pPREY1NSH2,NSH,pPREY1NSH2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.045,0.045,0.225,0,0.05625,0.05625,0.0225,0.0225,0.07875,0.3375,0,0.1,0,0.1,0,0.225,0,0.45,0.25,0.3375,0,0,0.05625,0.3,0.1,0.025,0.1,0.025,NA
pPREY2NSH1,NSH,pPREY2NSH1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0.00225,0,0.045,0.045,0.045,0.225,0,0.05625,0.05625,0.0225,0.0225,0.3,0.3375,0,0.2,0,0.45,0,0.225,0,0.45,0.5,0.2,0,0,0.05625,0.3,0.1,0.025,0.1,0.025,NA
pPREY2NSH2,NSH,pPREY2NSH2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.045,0.045,0.225,0,0.05625,0.05625,0.0225,0.0225,0.3,0.3375,0,0.2,0,0.45,0,0.225,0,0.45,0.5,0.2,0,0,0.05625,0.3,0.1,0.025,0.1,0.025,NA
pPREY1OHK1,OHK,pPREY1OHK1,92,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,1.50E-08,0.03,0,0,0,0,0,0,0.0015,0.075,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.006,0,0,0,0,0.0045,0,0,0,0.006,0.012,0.0015,0.03,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY1OHK2,OHK,pPREY1OHK2,92,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,1.50E-08,0.03,0,0,0,0,0,0,0.0015,0.075,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.006,0,0,0,0,0.0045,0,0,0,0.006,0.012,0.0015,0.03,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY2OHK1,OHK,pPREY2OHK1,92,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,1.50E-08,0.03,0,0,0,0,0,0,0.0015,0.075,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.006,0,0,0,0,0.0045,0,0,0,0.006,0.012,0.0015,0.03,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY2OHK2,OHK,pPREY2OHK2,92,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,1.50E-08,0.03,0,0,0,0,0,0,0.0015,0.075,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.006,0,0,0,0,0.0045,0,0,0,0.006,0.012,0.0015,0.03,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY1OPT1,OPT,pPREY1OPT1,92,0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.50E-05,0.015,0.015,0.015,0.012,4.50E-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,NA
pPREY1OPT2,OPT,pPREY1OPT2,92,0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.50E-05,0.015,0.015,0.015,0.012,4.50E-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,NA
pPREY2OPT1,OPT,pPREY2OPT1,92,0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.50E-05,0.015,0.015,0.015,0.012,4.50E-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,NA
pPREY2OPT2,OPT,pPREY2OPT2,92,0.009,0.006,0,0.0105,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.015,0.03,0.03,0.03,0.015,0.045,0.045,0.003,0.009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0075,0.015,0.006,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0,0,0,0,0.3,0.00075,0.00075,4.50E-05,0.015,0.015,0.015,0.012,4.50E-05,0.12,0.12,0.075,0.075,0.03,0.105,0,0,0,0,0.003,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,NA
pPREY1OSH1,OSH,pPREY1OSH1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.045,0.045,0.225,0,0,0,0.0225,0.0225,0.1,0.3375,0,0.1,0,0.1,0,0.225,0,0.1,0.25,0.3375,0,0,0.05625,0.3,0.1,0.03375,0.2,0.05,NA
pPREY1OSH2,OSH,pPREY1OSH2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.045,0.045,0.225,0,0.05625,0.05625,0,0,0.1,0.3375,0,0.1,0,0.1,0,0.225,0,0.1,0.25,0.3375,0,0,0.05625,0.3,0.1,0.03375,0.2,0.05,NA
pPREY2OSH1,OSH,pPREY2OSH1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0.00225,0,0.045,0.045,0.045,0.225,0,0.05625,0.05625,0.0225,0.0225,0.1,0.3375,0,0.2,0,0.45,0,0.225,0,0.1,0.5,0.2,0,0,0.05625,0.3,0.1,0.03375,0.2,0.05,NA
pPREY2OSH2,OSH,pPREY2OSH2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.045,0.045,0.225,0,0.05625,0.05625,0.0225,0.0225,0.3,0.3375,0,0.2,0,0.45,0,0.225,0,0.1,0.5,0.2,0,0,0.05625,0.3,0.1,0.03375,0.2,0.05,NA
pPREY1PIN1,PIN,pPREY1PIN1,92,0.1125,0.225,0,0.3375,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,0.3375,0.3375,0.3375,0.1125,0.9,0.9,0.9,0,0.675,0.675,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.1125,0,0.01125,0.01125,0.01125,0.001125,0.001125,0.001125,0.001125,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0,0,NA
pPREY1PIN2,PIN,pPREY1PIN2,92,0.1125,0.225,0,0.3375,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,0.3375,0.3375,0.3375,0.1125,0.9,0.9,0.9,0,0.675,0.675,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.1125,0,0.01125,0.01125,0.01125,0.001125,0.001125,0.001125,0.001125,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0,0,NA
pPREY2PIN1,PIN,pPREY2PIN1,92,0.1125,0.225,0,0.3375,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,0.01125,0.3375,0.3375,0.3375,0.1125,0.9,0.9,0.9,0,0.675,0.675,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.1125,0,0.01125,0.01125,0.01125,0.001125,0.001125,0.001125,0.001125,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0,0,NA
