name,name,name,number,MAK,HER,WHK,BLF,WPF,SUF,WIF,WTF,FOU,HAL,PLA,FLA,BFT,TUN,BIL,MPF,BUT,BPF,ANC,GOO,MEN,FDE,COD,SHK,OHK,POL,RHK,BSB,SCU,TYL,RED,OPT,SAL,DRM,STB,TAU,WOL,SDF,FDF,HAD,YTF,DOG,SMO,SSH,DSH,BLS,POR,PSH,WSK,LSK,SK,SB,PIN,REP,RWH,BWH,SWH,TWH,INV,LSQ,ISQ,SCA,QHG,CLA,BFF,BG,LOB,RCB,BMS,NSH,OSH,ZL,BD,MA,MB,SG,BC,ZG,PL,DF,PS,ZM,ZS,PB,BB,BO,DL,DR,DC,Dlsed,Drsed,Dcsed
pPREY1COD2,COD,pPREY1COD2,92,0.025714286,0.017142857,0.004285714,0.017142857,0.03,0,0.021428571,0.017142857,0.03,0,0.004285714,0.008571429,0,0,0,0.008571429,0.3,0.004285714,0,0.017142857,0,0.021428571,0.017142857,0.012857143,0,0.021428571,0.004285714,0.012857143,0.008571429,0,0.017142857,0.012857143,0,0,0,0,0.008571429,0.038571429,0.004285714,0.004285714,0.008571429,0.008571429,0,0,0.004285714,0,0,0,0.042857143,0,0.008571429,0,0,0,0,0,0,0,0.042857143,0.008571429,0.008571429,0.008571429,0.008571429,0.025714286,0.008571429,0.004285714,0.008571429,0.034285714,0.042857143,0.03,0.004285714,0.008571429,0.004285714,0,0,0,0,0.034285714,0,0,0,0.017142857,0,0,0,0,0,0,0,0,0,NA
pPREY2COD1,COD,pPREY2COD1,92,0.025714286,0.017142857,0.004285714,0.017142857,0.03,0,0.021428571,0.017142857,0.03,0,0.004285714,0.008571429,0,0,0,0.008571429,0.3,0.004285714,0,0.017142857,0,0.021428571,0.017142857,0.012857143,0,0.021428571,0.004285714,0.012857143,0.008571429,0,0.017142857,0.012857143,0,0,0,0,0.008571429,0.038571429,0.004285714,0.004285714,0.008571429,0.008571429,0,0,0.004285714,0,0,0,0.042857143,0,0.008571429,0,0,0,0,0,0,0,0.042857143,0.008571429,0.008571429,0.008571429,0.008571429,0.025714286,0.008571429,0.004285714,0.008571429,0.034285714,0.042857143,0.03,0.004285714,0.008571429,0.004285714,0,0,0,0,0.034285714,0,0,0,0.017142857,0,0,0,0,0,0,0,0,0,NA
pPREY2COD2,COD,pPREY2COD2,92,0.025714286,0.017142857,0.004285714,0.017142857,0.03,0,0.021428571,0.017142857,0.03,0,0.004285714,0.008571429,0,0,0,0.008571429,0.3,0.004285714,0,0.017142857,0,0.021428571,0.017142857,0.012857143,0,0.021428571,0.004285714,0.012857143,0.008571429,0,0.017142857,0.012857143,0,0,0,0,0.008571429,0.038571429,0.004285714,0.004285714,0.008571429,0.008571429,0,0,0.004285714,0,0,0,0.042857143,0,0.008571429,0,0,0,0,0,0,0,0.042857143,0.008571429,0.008571429,0.008571429,0.008571429,0.025714286,0.008571429,0.004285714,0.008571429,0.034285714,0.042857143,0.03,0.004285714,0.008571429,0.004285714,0,0,0,0,0.034285714,0,0,0,0.017142857,0,0,0,0,0,0,0,0,0,NA
pPREYDF,DF,pPREYDF,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.2,0,0,0.1,0,0,0.05,0,0,0.05,0,NA
pPREY1DOG1,DOG,pPREY1DOG1,92,0.00375,0.00375,0.00375,0.00375,0.00375,0.02625,0.00375,0.03,0.00375,0.0075,0.00375,0.0075,0,0,0,0.0075,0.075,0.015,0.02625,0.0075,0.0375,0.0075,0.0075,0.01125,0,0.02625,0.0075,0.015,0.01125,0,0.015,0.00375,0.0075,0.01125,0.01875,0,0.0225,0.01125,0.0225,0.03,0.00375,0.0225,0,0,0.03,0,0,0,0.03,0.0225,0.015,0,0,0,0,0,0,0,0.03,0.0075,0.00375,0.03,0.1125,0.3,0.03375,0.03375,0.0225,0.0075,0.225,0.01875,0.00375,0.0375,0.0075,0,0,0,0,0.0375,0,0,0,0.01875,0,0,0,0,0,0,0.1,0,0,NA
pPREY1DOG2,DOG,pPREY1DOG2,92,0.00375,0.00375,0.00375,0.00375,0.00375,0.02625,0.00375,0.03,0.00375,0.0075,0.00375,0.0075,0,0,0,0.0075,0.075,0.015,0.02625,0.0075,0.0375,0.0075,0.0075,0.01125,0,0.02625,0.0075,0.015,0.01125,0,0.015,0.00375,0.0075,0.01125,0.01875,0,0.0225,0.01125,0.0225,0.03,0.00375,0.0225,0,0,0.03,0,0,0,0.03,0.0225,0.015,0,0,0,0,0,0,0,0.03,0.0075,0.00375,0.03,0.1125,0.3,0.03375,0.03375,0.0225,0.0075,0.225,0.01875,0.00375,0.0375,0.0075,0,0,0,0,0.0375,0,0,0,0.01875,0,0,0,0,0,0,0,0,0,NA
pPREY2DOG1,DOG,pPREY2DOG1,92,0.00375,0.00375,0.00375,0.00375,0.00375,0.02625,0.00375,0.03,0.00375,0.0075,0.00375,0.0075,0,0,0,0.0075,0.075,0.015,0.02625,0.0075,0.0375,0.0075,0.0075,0.01125,0,0.02625,0.0075,0.015,0.01125,0,0.015,0.00375,0.0075,0.01125,0.01875,0,0.0225,0.01125,0.0225,0.03,0.00375,0.0225,0,0,0.03,0,0,0,0.03,0.0225,0.015,0,0,0,0,0,0,0,0.03,0.0075,0.00375,0.03,0.1125,0.3,0.03375,0.03375,0.0225,0.0075,0.225,0.01875,0.00375,0.0375,0.0075,0,0,0,0,0.0375,0,0,0,0.01875,0,0,0,0,0,0,0.1,0,0,NA
pPREY2DOG2,DOG,pPREY2DOG2,92,0.00375,0.00375,0.00375,0.00375,0.00375,0.02625,0.00375,0.03,0.00375,0.0075,0.00375,0.0075,0,0,0,0.0075,0.075,0.015,0.02625,0.0075,0.0375,0.0075,0.0075,0.01125,0,0.02625,0.0075,0.015,0.01125,0,0.015,0.00375,0.0075,0.01125,0.01875,0,0.0225,0.01125,0.0225,0.03,0.00375,0.0225,0,0,0.03,0,0,0,0.03,0.0225,0.015,0,0,0,0,0,0,0,0.03,0.0075,0.00375,0.03,0.1125,0.3,0.03375,0.03375,0.0225,0.0075,0.225,0.01875,0.00375,0.0375,0.0075,0,0,0,0,0.0375,0,0,0,0.01875,0,0,0,0,0,0,0.2,0,0,NA
pPREY1DRM1,DRM,pPREY1DRM1,92,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.0075,0,0,0,0.06,0.0105,0.0045,0.0135,0,0.06,0.006,0.0045,0.0015,0.009,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,NA
pPREY1DRM2,DRM,pPREY1DRM2,92,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.0075,0,0,0,0.06,0.0105,0.0045,0.0135,0,0.06,0.006,0.0045,0.0015,0.009,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,NA
pPREY2DRM1,DRM,pPREY2DRM1,92,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.0075,0,0,0,0.06,0.0105,0.0045,0.0135,0,0.06,0.006,0.0045,0.0015,0.009,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,NA
pPREY2DRM2,DRM,pPREY2DRM2,92,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.3,0.0075,0,0,0,0.06,0.0105,0.0045,0.0135,0,0.06,0.006,0.0045,0.0015,0.009,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,NA
pPREY1DSH1,DSH,pPREY1DSH1,92,0,0,0,0.001125,0,0,0,0,0,0,0,0.001125,0,0,0,0,0.3375,0,0.00225,0,0,0.003375,0,0.009,0,0,0,0.00225,0.005625,0,0,0,0,0.00225,0,0,0,0,0.003375,0,0,0,0.225,0.225,0,0,0,0,0.03375,0,0,0,0,1.13E-05,0,0,0,0,0.0225,0.00675,0,0,0,0,0.00225,0,0,0,0.00225,0.005625,0.001125,0.00225,0.007875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,NA
pPREY1DSH2,DSH,pPREY1DSH2,92,0,0,0,0.001125,0,0,0,0,0,0,0,0.001125,0,0,0,0,0.3375,0,0.00225,0,0,0.003375,0,0.009,0,0,0,0.00225,0.005625,0,0,0,0,0.00225,0,0,0,0,0.003375,0,0,0,0.225,0.225,0,0,0,0,0.03375,0,0,0,0,1.13E-05,0,0,0,0,0.0225,0.00675,0,0,0,0,0.00225,0,0,0,0.00225,0.005625,0.001125,0.00225,0.007875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY2DSH1,DSH,pPREY2DSH1,92,0,0,0,0.001125,0,0,0,0,0,0,0,0.001125,0,0,0,0,0.3375,0,0.00225,0,0,0.003375,0,0.009,0,0,0,0.00225,0.005625,0,0,0,0,0.00225,0,0,0,0,0.003375,0,0,0,0.225,0.225,0,0,0,0,0.03375,0,0,0,0,1.13E-05,0,0,0,0,0.0225,0.00675,0,0,0,0,0.00225,0,0,0,0.00225,0.005625,0.001125,0.00225,0.007875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,NA
pPREY2DSH2,DSH,pPREY2DSH2,92,0,0,0,0.001125,0,0,0,0,0,0,0,0.001125,0,0,0,0,0.3375,0,0.00225,0,0,0.003375,0,0.009,0,0,0,0.00225,0.005625,0,0,0,0,0.00225,0,0,0,0,0.003375,0,0,0,0.225,0.225,0,0,0,0,0.03375,0,0,0,0,1.13E-05,0,0,0,0,0.0225,0.00675,0,0,0,0,0.00225,0,0,0,0.00225,0.005625,0.001125,0.00225,0.007875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,NA
pPREY1FDE1,FDE,pPREY1FDE1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0,0.003333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.003333333,0,0,0.01,0.006666667,0.013333333,3.33E-08,0.003333333,0,0,0,0,0.003333333,0,0,0,0.3,0,0,0,0,0,0,0,0,0,NA
pPREY1FDE2,FDE,pPREY1FDE2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0,0.003333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.003333333,0,0,0.01,0.006666667,0.013333333,3.33E-08,0.003333333,0,0,0,0,0.003333333,0,0,0,0.3,0,0,0,0,0,0,0,0,0,NA
pPREY2FDE1,FDE,pPREY2FDE1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0,0.003333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.003333333,0,0,0.01,0.006666667,0.013333333,3.33E-08,0.003333333,0,0,0,0,0.003333333,0,0,0,0.3,0,0,0,0,0,0,0,0,0,NA
pPREY2FDE2,FDE,pPREY2FDE2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0,0.003333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.003333333,0,0,0.01,0.006666667,0.013333333,3.33E-08,0.003333333,0,0,0,0,0.003333333,0,0,0,0.3,0,0,0,0,0,0,0,0,0,NA
pPREY1FDF1,FDF,pPREY1FDF1,92,0.0015,0.003,0.009,0.0015,0.009,0.0045,0.0045,0.0015,0.0075,0,0.0015,0.0045,0,0,0,0.045,0.03,0.0045,0.0045,0.0045,0.0105,0.0045,0.0045,0.0075,0.0105,0.0075,0.006,0.0015,0.003,0,0.009,0.03,0,0.0045,0,0,0.03,0.003,0.0015,0.0015,0.0015,0,0,0,0,0,0,0,0.015,0,0.003,0,0,0,0,0,0,0,0.3,0.003,0,0.0045,0.003,0.015,0.003,0.0075,0.003,0.003,6.00E-08,0.0045,0.006,0.03,0.006,0,0,0,0,0.006,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,NA
pPREY1FDF2,FDF,pPREY1FDF2,92,0.0015,0.003,0.009,0.0015,0.009,0.0045,0.0045,0.0015,0.0075,0,0.0015,0.0045,0,0,0,0.045,0.03,0.0045,0.0045,0.0045,0.0105,0.0045,0.0045,0.0075,0.0105,0.0075,0.006,0.0015,0.003,0,0.009,0.03,0,0.0045,0,0,0.03,0.003,0.0015,0.0015,0.0015,0,0,0,0,0,0,0,0.015,0,0.003,0,0,0,0,0,0,0,0.3,0.003,0,0.0045,0.003,0.015,0.003,0.0075,0.003,0.003,6.00E-08,0.0045,0.006,0.03,0.006,0,0,0,0,0.006,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,NA
pPREY2FDF1,FDF,pPREY2FDF1,92,0.0015,0.003,0.009,0.0015,0.009,0.0045,0.0045,0.0015,0.0075,0,0.0015,0.0045,0,0,0,0.045,0.03,0.0045,0.0045,0.0045,0.0105,0.0045,0.0045,0.0075,0.0105,0.0075,0.006,0.0015,0.003,0,0.009,0.03,0,0.0045,0,0,0.03,0.003,0.0015,0.0015,0.0015,0,0,0,0,0,0,0,0.015,0,0.003,0,0,0,0,0,0,0,0.3,0.003,0,0.0045,0.003,0.015,0.003,0.0075,0.003,0.003,6.00E-08,0.0045,0.006,0.03,0.006,0,0,0,0,0.006,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,NA
pPREY2FDF2,FDF,pPREY2FDF2,92,0.0015,0.003,0.009,0.0015,0.009,0.0045,0.0045,0.0015,0.0075,0,0.0015,0.0045,0,0,0,0.045,0.03,0.0045,0.0045,0.0045,0.0105,0.0045,0.0045,0.0075,0.0105,0.0075,0.006,0.0015,0.003,0,0.009,0.03,0,0.0045,0,0,0.03,0.003,0.0015,0.0015,0.0015,0,0,0,0,0,0,0,0.015,0,0.003,0,0,0,0,0,0,0,0.3,0.003,0,0.0045,0.003,0.015,0.003,0.0075,0.003,0.003,6.00E-08,0.0045,0.006,0.03,0.006,0,0,0,0,0.006,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,NA
pPREY1FLA1,FLA,pPREY1FLA1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.02,0.025,0,0,3.50E-07,0.015,0.02,0.3,0.005,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,NA
pPREY1FLA2,FLA,pPREY1FLA2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.02,0.025,0,0,3.50E-07,0.015,0.02,0.3,0.005,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,NA
pPREY2FLA1,FLA,pPREY2FLA1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.02,0.025,0,0,3.50E-07,0.015,0.02,0.3,0.005,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,NA
pPREY2FLA2,FLA,pPREY2FLA2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.02,0.025,0,0,3.50E-07,0.015,0.02,0.3,0.005,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,NA
pPREY1FOU1,FOU,pPREY1FOU1,92,0,0.054,0.012,0,0.006,0,0,0,0.018,0,0.006,0.24,0,0,0,0.042,0.3,0.012,0.012,0.042,0,0.006,0.006,0.012,0,0,0.048,0.012,0.018,0,0.006,0.054,0,0,0,0,0,0.012,0.006,0.006,0.012,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.06,0.018,0,0.012,0,0,0.03,0.012,0.042,0,6.00E-07,0.18,0.006,1.20E-07,0.048,0,0,0,0,0.012,0,0,0,0.036,0,0,0,0,0,0,0,0,0,NA
pPREY1FOU2,FOU,pPREY1FOU2,92,0,0.054,0.012,0,0.006,0,0,0,0.018,0,0.006,0.24,0,0,0,0.042,0.3,0.012,0.012,0.042,0,0.006,0.006,0.012,0,0,0.048,0.012,0.018,0,0.006,0.054,0,0,0,0,0,0.012,0.006,0.006,0.012,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.06,0.018,0,0.012,0,0,0.03,0.012,0.042,0,6.00E-07,0.18,0.006,1.20E-07,0.048,0,0,0,0,0.012,0,0,0,0.036,0,0,0,0,0,0,0,0,0,NA
pPREY2FOU1,FOU,pPREY2FOU1,92,0,0.054,0.012,0,0.006,0,0,0,0.018,0,0.006,0.24,0,0,0,0.042,0.3,0.012,0.012,0.042,0,0.006,0.006,0.012,0,0,0.048,0.012,0.018,0,0.006,0.054,0,0,0,0,0,0.012,0.006,0.006,0.012,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.06,0.018,0,0.012,0,0,0.03,0.012,0.042,0,6.00E-07,0.18,0.006,1.20E-07,0.048,0,0,0,0,0.012,0,0,0,0.036,0,0,0,0,0,0,0,0,0,NA
pPREY2FOU2,FOU,pPREY2FOU2,92,0,0.054,0.012,0,0.006,0,0,0,0.018,0,0.006,0.24,0,0,0,0.042,0.3,0.012,0.012,0.042,0,0.006,0.006,0.012,0,0,0.048,0.012,0.018,0,0.006,0.054,0,0,0,0,0,0.012,0.006,0.006,0.012,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.06,0.018,0,0.012,0,0,0.03,0.012,0.042,0,6.00E-07,0.18,0.006,1.20E-07,0.048,0,0,0,0,0.012,0,0,0,0.036,0,0,0,0,0,0,0,0,0,NA
pPREY1GOO1,GOO,pPREY1GOO1,92,0.012,0.018,0.03,0,0.024,0.024,0.018,0.012,0.03,0.006,0.024,0.006,0,0,0,0.042,0.12,0.018,0,0.012,0.006,0.024,0.012,0.024,0.054,0.018,0.012,0.006,0.012,0.024,0.012,0.012,0,0,0,0,0.018,0.024,0.024,0.012,0.03,0.006,0,0,0,0,0,0,0.012,0,0.018,0,0,0,0,0,0,0,0.3,0.024,0.048,0.012,0,0,0.048,0.006,0.006,0.006,0.036,0.036,0.03,0.012,0.018,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY1GOO2,GOO,pPREY1GOO2,92,0.012,0.018,0.03,0,0.024,0.024,0.018,0.012,0.03,0.006,0.024,0.006,0,0,0,0.042,0.12,0.018,0,0.012,0.006,0.024,0.012,0.024,0.054,0.018,0.012,0.006,0.012,0.024,0.012,0.012,0,0,0,0,0.018,0.024,0.024,0.012,0.03,0.006,0,0,0,0,0,0,0.012,0,0.018,0,0,0,0,0,0,0,0.3,0.024,0.048,0.012,0,0,0.048,0.006,0.006,0.006,0.036,0.036,0.03,0.012,0.018,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY2GOO1,GOO,pPREY2GOO1,92,0.012,0.018,0.03,0,0.024,0.024,0.018,0.012,0.03,0.006,0.024,0.006,0,0,0,0.042,0.12,0.018,0,0.012,0.006,0.024,0.012,0.024,0.054,0.018,0.012,0.006,0.012,0.024,0.012,0.012,0,0,0,0,0.018,0.024,0.024,0.012,0.03,0.006,0,0,0,0,0,0,0.012,0,0.018,0,0,0,0,0,0,0,0.3,0.024,0.048,0.012,0,0,0.048,0.006,0.006,0.006,0.036,0.036,0.03,0.012,0.018,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY2GOO2,GOO,pPREY2GOO2,92,0.012,0.018,0.03,0,0.024,0.024,0.018,0.012,0.03,0.006,0.024,0.006,0,0,0,0.042,0.12,0.018,0,0.012,0.006,0.024,0.012,0.024,0.054,0.018,0.012,0.006,0.012,0.024,0.012,0.012,0,0,0,0,0.018,0.024,0.024,0.012,0.03,0.006,0,0,0,0,0,0,0.012,0,0.018,0,0,0,0,0,0,0,0.3,0.024,0.048,0.012,0,0,0.048,0.006,0.006,0.006,0.036,0.036,0.03,0.012,0.018,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY1HAD1,HAD,pPREY1HAD1,92,0.045,0.105,0,0,0.045,0,0.015,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.075,0,0.075,0,0,0.045,0,0,0,0.015,0.03,0,0,0,0,0.03,0.045,0.015,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.075,0.075,0.03,0.045,0.015,0.045,0,3.00E-07,0.045,0.03,0.045,0.06,0,0,0,0,0.105,0,0,0,0.03,0,0,0,0,0,0,0,0,0,NA
pPREY1HAD2,HAD,pPREY1HAD2,92,0.045,0.105,0,0,0.045,0,0.015,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.075,0,0.075,0,0,0.045,0,0,0,0.015,0.03,0,0,0,0,0.03,0.045,0.015,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.075,0.075,0.03,0.045,0.015,0.045,0,3.00E-07,0.045,0.03,0.045,0.06,0,0,0,0,0.105,0,0,0,0.03,0,0,0,0,0,0,0,0,0,NA
pPREY2HAD1,HAD,pPREY2HAD1,92,0.045,0.105,0,0,0.045,0,0.015,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.075,0,0.075,0,0,0.045,0,0,0,0.015,0.03,0,0,0,0,0.03,0.045,0.015,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.075,0.075,0.03,0.045,0.015,0.045,0,3.00E-07,0.045,0.03,0.045,0.06,0,0,0,0,0.105,0,0,0,0.03,0,0,0,0,0,0,0,0,0,NA
pPREY2HAD2,HAD,pPREY2HAD2,92,0.045,0.105,0,0,0.045,0,0.015,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.075,0,0.075,0,0,0.045,0,0,0,0.015,0.03,0,0,0,0,0.03,0.045,0.015,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.075,0.075,0.03,0.045,0.015,0.045,0,3.00E-07,0.045,0.03,0.045,0.06,0,0,0,0,0.105,0,0,0,0.03,0,0,0,0,0,0,0,0,0,NA
pPREY1HAL1,HAL,pPREY1HAL1,92,0.018,0.036,0,0,0,0,0,0.012,0,0,0.012,0,0,0,0,0,0.3,0,0,0,0,0.012,0.054,0.03,0,0,0.048,0,0,0,0.006,0.018,0,0,0,0,0,0,0.036,0.042,0.036,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.06,0,0.006,0,0,0,0.036,0,0.018,0.06,1.20E-07,0.042,0.018,0.054,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY1HAL2,HAL,pPREY1HAL2,92,0.018,0.036,0,0,0,0,0,0.012,0,0,0.012,0,0,0,0,0,0.3,0,0,0,0,0.012,0.054,0.03,0,0,0.048,0,0,0,0.006,0.018,0,0,0,0,0,0,0.036,0.042,0.036,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.06,0,0.006,0,0,0,0.036,0,0.018,0.06,1.20E-07,0.042,0.018,0.054,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY2HAL1,HAL,pPREY2HAL1,92,0.018,0.036,0,0,0,0,0,0.012,0,0,0.012,0,0,0,0,0,0.3,0,0,0,0,0.012,0.054,0.03,0,0,0.048,0,0,0,0.006,0.018,0,0,0,0,0,0,0.036,0.042,0.036,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.06,0,0.006,0,0,0,0.036,0,0.018,0.06,1.20E-07,0.042,0.018,0.054,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY2HAL2,HAL,pPREY2HAL2,92,0.018,0.036,0,0,0,0,0,0.012,0,0,0.012,0,0,0,0,0,0.3,0,0,0,0,0.012,0.054,0.03,0,0,0.048,0,0,0,0.006,0.018,0,0,0,0,0,0,0.036,0.042,0.036,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.06,0,0.006,0,0,0,0.036,0,0.018,0.06,1.20E-07,0.042,0.018,0.054,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
pPREY1HER1,HER,pPREY1HER1,92,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.03,0.01875,0.03375,0,0.01875,0.00375,0,0.01125,0,0,0.01875,0.00375,0,0,0,0.03375,0,0,0,0,0.03375,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0.01875,0.01875,0,0,0.02625,0.075,0.0075,1.13E-07,0.015,0,0,0,0,0.0375,0,0,0,0.3,0,0,0,0,0,0,0,0,0,NA
pPREY1HER2,HER,pPREY1HER2,92,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0.03,0.01875,0.03375,0,0.01875,0.00375,0,0.01125,0,0,0.01875,0.00375,0,0,0,0.03375,0,0,0,0,0.03375,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0.01875,0.01875,0,0,0.02625,0.075,0.0075,1.13E-07,0.015,0,0,0,0,0.0375,0,0,0,0.3,0,0,0,0,0,0,0,0,0,NA
