Time FPL FPS FVD FVS FVB FVT FMM FBP FDD FDE FDS FDB FDC FDO FDF SHB SHD SHP SSK SB PIN REP WHB WHT CEP BFS BFF BG BML BMS PWN ZL BD BC ZG PL DF PS ZM ZS PB BB BO DL DR DC DIN RelFPL RelFPS RelFVD RelFVS RelFVB RelFVT RelFMM RelFBP RelFDD RelFDE RelFDS RelFDB RelFDC RelFDO RelFDF RelSHB RelSHD RelSHP RelSSK RelSB RelPIN RelREP RelWHB RelWHT RelCEP RelBFS RelBFF RelBG RelBML RelBMS RelPWN RelZL RelBD RelBC RelZG RelPL RelDF RelPS RelZM RelZS RelPB RelBB RelBO RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
3.650000e+03 2561764.557389 10806956.060852 53857.820204 295505.523826 187136.483503 465571.283798 17.478695 112158.223579 180359.735062 12788092.919197 463575.634283 235259.019515 751276.892742 167874.124350 93878.234256 819420.913121 33202.705360 32745.195551 315046.439730 5570.065669 2560.459805 405.585869 202122.478626 14407.145132 593157.251323 265688.233306 1784214.694272 4877275.910436 26472.465467 749701.494381 64320.578939 437862522.506673 456978110.238164 5473448.641888 8739060.039453 102531147.364203 518675.762844 2896719.002844 430757.256540 2578146.814198 22743614.134823 1522783581.971562 532068064.405106 9068563935.186342 79411118.197514 0.000000 12947894440.101765 4.287535 8.739921 4.973736 3.198937 2.078327 8.594545 0.882622 2.804848 2.851356 103.510284 4.146663 2.053802 2.857711 0.757899 1.285187 3.790460 1.787428 4.554163 4.034565 3.010900 0.331774 0.504186 1.961015 0.729346 15.952440 4.713285 0.984378 0.968590 1.286907 0.933068 3.300372 830.370728 1.217861 0.908451 9.671681 41.109695 0.566892 3.899787 0.765486 1.156638 714.245424 101.097039 8.830950 602.058605 1.318019 1.000000 4.010878 0.587586 5.846403 36.904762 287.279601 10282.257055 0.120213
4.015000e+03 2506033.659854 12403326.748279 54015.378976 299057.311343 187323.661458 491811.219813 16.974037 111644.059114 182909.542649 12955056.889881 468516.220092 230868.038343 747783.561680 164919.095974 90950.573615 946840.520972 34297.423702 33940.684213 334954.462910 5716.983338 2522.386289 395.705754 208345.113648 14601.268342 657254.703256 310401.168394 1780692.454978 4856506.498615 27142.835652 739775.615441 62884.437528 430930531.029958 459709216.853695 5463139.276354 13073968.957660 108942379.642157 489025.277378 3044910.266942 394664.074297 2015638.902770 21797458.649115 1673997910.445669 526972685.152399 9941925080.918276 76490788.507323 0.000000 14075455629.069971 4.194260 10.030955 4.988286 3.237386 2.080406 9.078940 0.857139 2.791990 2.891666 104.861736 4.190857 2.015469 2.844423 0.744558 1.245107 4.379875 1.846361 4.720430 4.289512 3.090316 0.326841 0.491904 2.021388 0.739174 17.676284 5.506488 0.982434 0.964465 1.319496 0.920714 3.226682 817.224769 1.225139 0.906739 14.469206 43.680268 0.534485 4.099293 0.701346 0.904279 684.532151 111.136102 8.746380 660.040729 1.269549 1.000000 4.360163 0.623992 6.451396 36.761905 285.029141 10598.864372 0.124969
4.380000e+03 2431972.621334 12273609.122502 54169.648749 296684.934475 186025.676688 514130.899376 15.614116 108713.704802 181713.015053 12916451.975829 472760.493893 223629.383542 747155.774550 162455.365647 87015.603194 1085773.937991 35287.528879 34896.322644 337855.435122 5799.465594 2470.813410 383.850292 214309.756260 14530.747526 720316.979400 364707.690132 1777082.414948 4834070.297325 27841.428480 729435.587849 58686.911275 435819722.149442 461648929.636045 5455191.213110 19552932.437730 103208438.985883 460956.323255 3158338.204692 384145.235267 2209616.357431 22615882.615727 1830404284.118470 529669959.682042 10854902308.176846 78739667.741738 0.000000 15279205616.931305 4.070307 9.926048 5.002533 3.211704 2.065990 9.490966 0.788467 2.718708 2.872750 104.549257 4.228822 1.952276 2.842035 0.733435 1.191238 5.022550 1.899662 4.853339 4.326662 3.134902 0.320158 0.477166 2.079258 0.735604 19.372289 6.469880 0.980443 0.960010 1.353457 0.907845 3.011301 826.496723 1.230309 0.905420 21.639596 41.381254 0.503807 4.251998 0.682653 0.991304 710.234116 121.519863 8.791148 720.652949 1.306874 1.000000 4.733050 0.603062 6.410174 37.000000 284.350407 10902.389627 0.130806
4.745000e+03 2362873.829685 12061978.285397 54398.353341 299540.894044 185930.181049 531670.831881 13.674795 107519.387463 183276.992461 12691345.228197 473669.605043 216154.306423 740260.651072 158984.511148 83299.378256 1237651.153776 36274.332673 35605.472237 349943.221128 5888.274134 2431.654580 376.695628 220114.661302 14691.441261 786231.293674 427279.722460 1773309.551338 4810145.342342 28544.498453 719810.970807 50469.884970 427891589.267614 462945794.250569 5449344.519189 27540746.146631 112498688.224377 434619.428696 3361601.938084 343856.436763 1641632.344851 21599584.134332 1980165229.382994 527213170.047963 11717466268.753798 76366763.272385 0.000000 16389415070.833527 3.954659 9.754896 5.023654 3.242621 2.064930 9.814757 0.690537 2.688841 2.897476 102.727182 4.236953 1.887019 2.815807 0.717765 1.140363 5.725101 1.952785 4.951966 4.481462 3.182908 0.315084 0.468272 2.135577 0.743738 21.144996 7.579903 0.978361 0.955258 1.387635 0.895866 2.589675 811.461663 1.233765 0.904450 30.479859 45.106164 0.475022 4.525648 0.611057 0.736488 678.318056 131.462437 8.750372 777.918251 1.267490 1.000000 5.076960 0.584771 6.246995 36.714286 282.117317 11197.817580 0.137581
5.110000e+03 2302929.279827 11884361.413643 56263.986036 298024.187489 185682.625221 555274.015173 11.880992 109586.217712 184993.894491 12385059.772771 480073.506333 211194.936245 745016.648302 157815.777377 79449.444614 1404129.473831 37149.198151 36178.693253 365058.369490 6255.411914 2380.404970 367.243854 225429.903990 14572.720465 849886.265101 509351.779594 1769375.282588 4783519.843706 29277.455893 709830.420213 42300.467011 451653699.473293 463892210.772213 5444529.751507 35851963.122371 125618505.373425 409665.091765 3170767.490560 329488.964547 1882922.079931 21128941.449631 2134299798.206967 537256214.246037 12619326089.383390 80715047.854214 0.000000 17526218327.281704 3.854332 9.611252 5.195944 3.226202 2.062180 10.250477 0.599955 2.740528 2.924618 100.248025 4.294236 1.843724 2.833898 0.712489 1.087658 6.495193 1.999883 5.031689 4.675030 3.381364 0.308443 0.456522 2.187146 0.737728 22.856940 9.035853 0.976191 0.949971 1.423267 0.883445 2.170492 856.524576 1.236287 0.903651 39.678038 50.366533 0.447748 4.268732 0.585525 0.844739 663.537891 141.695374 8.917060 837.792391 1.339661 1.000000 5.429108 0.568681 6.128119 36.904762 282.569483 11468.326157 0.146586
5.475000e+03 2244463.887426 11699241.259381 57883.448846 301077.027408 185702.500335 577193.630096 10.139029 111092.882194 187831.126753 11990465.160478 481768.607823 204800.574198 741910.442426 154880.925032 75500.181450 1582458.477544 38026.905819 36488.090651 361884.107551 6514.337425 2355.603917 362.087046 230442.737567 14678.507122 917135.354614 604429.772238 1765221.635693 4752261.533912 30015.699773 700376.679508 34639.348075 442276433.541154 464565096.118989 5440038.295866 45252233.565367 129232118.851569 386213.787682 3268580.898688 282715.888159 1285825.839538 20162550.446975 2286547679.993412 540763751.585072 13496764203.652519 79982882.973870 0.000000 18653602942.433762 3.756480 9.461539 5.345500 3.259250 2.062401 10.655117 0.511991 2.778206 2.969473 97.054069 4.309399 1.787901 2.822082 0.699239 1.033592 7.320103 2.047133 5.074720 4.634380 3.521326 0.305230 0.450112 2.235782 0.743084 24.665545 10.722528 0.973899 0.943763 1.459155 0.871679 1.777390 838.741352 1.238080 0.902905 50.081493 51.815405 0.422116 4.400416 0.502406 0.576862 633.189137 151.803055 8.975276 896.045183 1.327509 1.000000 5.778339 0.555839 5.954683 36.714286 281.288764 11723.446787 0.157073
5.840000e+03 2167683.373179 11527821.325250 59311.520800 297921.678907 183277.980275 593242.402759 8.551090 109355.453349 187717.123055 11514351.812002 484974.547792 195465.404084 744582.480555 151741.263276 70833.992470 1770432.409107 38748.481863 36645.868374 368178.943322 6705.286068 2300.497421 354.415007 234810.097998 14510.051401 983233.938796 723342.088895 1760781.832812 4709894.703362 30784.600952 690488.117880 29358.190510 449224307.700249 465143659.253946 5433286.093755 56931184.580244 125702264.099262 363982.918738 3001198.213586 262318.911306 1569743.076974 20889919.688885 2445622036.638499 547460887.425631 14425983544.524174 83357377.869855 0.000000 19868728121.105976 3.627975 9.322907 5.477382 3.225092 2.035474 10.951381 0.431805 2.734757 2.967671 93.200279 4.338076 1.706405 2.832246 0.685064 0.969713 8.189629 2.085978 5.096663 4.714993 3.624544 0.298089 0.440575 2.278154 0.734556 26.443208 12.832021 0.971449 0.935349 1.496534 0.859372 1.506407 851.917431 1.239622 0.901785 63.006806 50.400116 0.397819 4.040444 0.466159 0.704236 656.031599 162.363942 9.086431 957.735711 1.383516 1.000000 6.154749 0.543228 5.901287 37.047619 280.854035 11945.720606 0.170277
6.205000e+03 2090107.204806 11315443.832601 60433.868431 299555.283124 181234.689224 610488.000502 7.215172 107061.690981 189470.337798 10940732.556886 486034.647790 184375.388895 742044.362680 146674.180455 66344.123056 1967293.941946 39494.981114 36722.524835 379298.262576 6851.436036 2273.679283 349.649714 238786.474150 14580.086551 1048348.773912 859604.109996 1755883.839910 4639935.863420 31555.827588 680953.108712 25743.396669 435587884.409257 465685608.680504 5420591.130690 70075707.557842 130403111.066492 343090.731863 3239951.837414 215139.218654 978037.514505 19931068.275003 2600284735.673554 547014018.709295 15312834637.311140 81626660.811694 0.000000 21023220712.059616 3.498139 9.151150 5.581030 3.242776 2.012782 11.269739 0.364345 2.677394 2.995388 88.557250 4.347558 1.609590 2.822592 0.662188 0.908247 9.100267 2.126165 5.107325 4.857390 3.703545 0.294614 0.434651 2.316733 0.738101 28.194414 15.249297 0.968747 0.921456 1.534025 0.847504 1.320927 826.057062 1.241067 0.899678 77.554095 52.284913 0.374985 4.361873 0.382318 0.438779 625.919620 172.631942 9.079015 1016.613427 1.354791 1.000000 6.512377 0.531811 5.771773 36.714286 279.019568 12148.089958 0.185437
6.570000e+03 1995677.162255 11097523.854128 61278.609796 295106.060162 177281.847577 627575.216658 6.106302 102102.876960 188274.770289 10287018.896895 486642.281172 170558.601921 744230.569344 141661.731061 61459.124607 2174422.844484 40141.695412 36691.630074 368908.079649 6956.289519 2229.491186 342.217366 242061.335766 14376.528378 1107574.976447 1028891.589627 1750645.954920 4573068.376997 32354.633992 670967.981136 23680.454312 441933700.489177 466307603.731091 5407139.179533 86359586.768692 127147984.261018 323289.047840 2818657.766107 193776.127531 1279809.007319 20636820.487615 2760926573.519227 552699312.853585 16250288703.193813 84877887.896267 0.000000 22254319113.783878 3.340095 8.974912 5.659041 3.194612 1.968882 11.585172 0.308350 2.553385 2.976487 83.265914 4.352993 1.488970 2.830908 0.639558 0.841371 10.058400 2.160980 5.103028 4.724330 3.760224 0.288889 0.425412 2.348507 0.727796 29.787250 18.252441 0.965857 0.908177 1.572858 0.835077 1.215075 838.091387 1.242724 0.897445 95.575769 50.979775 0.353342 3.794694 0.344354 0.574163 648.083216 183.296894 9.173376 1078.850656 1.408753 1.000000 6.893735 0.521555 5.738340 36.904762 279.854448 12314.757634 0.204367
6.935000e+03 1902410.448367 10839610.827482 61766.164891 295155.151668 175256.970837 638528.580059 5.232692 97932.826095 189083.147601 9566265.053839 486130.947493 155618.141691 747794.803018 137631.505603 57307.023717 2385116.637908 40809.863866 36607.966576 371403.274624 7051.571305 2198.054108 338.504711 244943.986128 14412.016608 1161915.827341 1220670.556274 1745496.913821 4541734.166533 33151.524119 661277.091566 22137.449052 427528205.578393 466888452.572350 5397321.183686 104259126.787028 132131724.189497 304681.915562 3264436.198630 154066.723166 770176.344226 19640377.879324 2917254059.859327 552172899.271559 17144831639.167709 83170126.226822 0.000000 23426022966.979176 3.183997 8.766330 5.704067 3.195144 1.946394 11.787374 0.264235 2.449100 2.989267 77.431938 4.348420 1.358540 2.844465 0.621363 0.784529 11.033023 2.196950 5.091392 4.756285 3.811728 0.284815 0.420797 2.376474 0.729593 31.248699 21.654582 0.963017 0.901954 1.611597 0.823016 1.135901 810.772535 1.244272 0.895815 115.385524 52.977997 0.333005 4.394836 0.273788 0.345526 616.790715 193.675418 9.164639 1138.239031 1.380408 1.000000 7.256695 0.511396 5.620280 36.619048 280.508435 12461.459273 0.225909
7.300000e+03 1797582.683516 10525253.911371 61961.614202 288788.897355 170723.511514 650489.590029 4.522763 91717.509764 187097.015963 8758445.808429 484815.210726 138228.057221 748453.813657 133162.691447 52586.987762 2596968.230976 41374.987171 36433.962864 378071.280649 7085.021591 2149.928122 330.859632 247128.289612 14175.621879 1207427.887672 1456140.657307 1740325.407328 4525569.271327 33978.290427 651200.229058 21001.312687 430744761.760510 467574840.557054 5383479.491795 125711595.158225 128965209.996973 287050.058084 2674105.834640 136877.446819 1100498.008421 20293490.330675 3079442041.957187 557767979.682344 18090678132.053936 86378075.844599 0.000000 24480354712.788921 3.008551 8.512099 5.722116 3.126227 1.896045 12.008176 0.228386 2.293668 2.957867 70.893230 4.336650 1.206726 2.846972 0.601188 0.719912 12.013001 2.227373 5.067192 4.841677 3.829810 0.278579 0.411293 2.397667 0.717626 32.472706 25.831800 0.960163 0.898744 1.651789 0.810474 1.077604 816.872473 1.246102 0.893518 139.127372 51.708389 0.313734 3.600087 0.243241 0.493718 637.301201 204.443018 9.257502 1201.033429 1.433652 1.000000 7.583296 0.500951 5.577376 36.857143 282.017377 12572.623616 0.252448
7.665000e+03 1714175.118231 9680365.526632 61898.165769 288088.105289 168463.047947 663554.407377 3.968527 83058.290594 187386.336042 7844115.799249 484039.565494 115169.087310 746746.067349 128981.422487 47563.923169 2808387.400323 41885.468405 36162.285783 368116.492361 7137.258141 2117.462655 322.177359 248922.992210 14173.408020 1251369.338111 1718712.536637 1734472.147951 4513296.735978 34809.065385 641444.578358 19715.734751 411983691.217770 468416886.107384 5370192.324048 148095908.585014 134303186.176654 270483.388773 3259505.290894 109540.225331 703954.032497 19192480.519168 3236773626.071587 556731451.064240 18987822360.356750 84357179.540855 0.000000 25319726328.437115 2.868954 7.828812 5.716257 3.118641 1.870941 12.249356 0.200399 2.077118 2.962441 63.492396 4.329712 1.005422 2.840476 0.582311 0.651147 12.990980 2.254854 5.029407 4.714193 3.858046 0.274372 0.400500 2.415079 0.717514 33.654472 30.489800 0.956934 0.896307 1.692175 0.798333 1.011640 781.293626 1.248346 0.891313 163.900510 53.848641 0.295628 4.388197 0.194661 0.315816 602.724849 214.888204 9.240299 1260.594503 1.400110 1.000000 7.843308 0.478467 5.238774 36.619048 280.997895 12663.958775 0.281895
8.030000e+03 1644078.004770 8957365.719064 61816.854735 282832.797676 164497.059420 670134.277101 3.501603 75236.254681 185262.009303 7005438.239203 481121.191286 94689.580865 743992.227841 124530.123074 44320.611309 3023845.124865 42296.235784 35616.968985 365213.203650 7133.976690 2062.483305 310.831976 250022.665537 13894.255999 1292930.394370 2035577.397789 1729021.120633 4504435.440776 35677.628069 631364.060165 18482.879368 412682301.148418 469349350.898623 5362068.544276 173821883.773723 131404407.055944 254787.930291 2605153.555352 100237.804467 988903.060464 19776299.206297 3399007494.841275 562269081.561012 19933141623.753487 87539682.175448 0.000000 26202835631.266136 2.751635 7.244100 5.708748 3.061750 1.826895 12.370821 0.176821 1.881505 2.928857 56.703913 4.303608 0.826636 2.830001 0.562214 0.606746 13.987640 2.276967 4.953565 4.677013 3.856272 0.267248 0.386397 2.425748 0.703382 34.772220 36.110954 0.953927 0.894547 1.734399 0.785787 0.948380 782.618483 1.250831 0.889964 192.371928 52.686381 0.278473 3.507259 0.178130 0.443653 621.059218 225.658850 9.332209 1323.353899 1.452932 1.000000 8.116870 0.457643 5.009164 36.904762 280.938637 12719.929309 0.317663
