Time MAK HER WHK BLF WPF SUF WIF WTF FOU HAL PLA FLA BFT TUN BIL MPF BUT BPF ANC GOO MEN FDE COD SHK OHK POL RHK BSB SCU TYL RED OPT SAL DRM STB TAU WOL SDF FDF HAD YTF DOG SMO SSH DSH BLS POR PSH WSK LSK SK SB PIN REP RWH BWH SWH TWH INV LSQ ISQ SCA QHG CLA BFF BG LOB RCB BMS NSH OSH ZL BD MA MB SG BC ZG PL DF PS ZM ZS PB BB BO DL DR DC DIN RelMAK RelHER RelWHK RelBLF RelWPF RelSUF RelWIF RelWTF RelFOU RelHAL RelPLA RelFLA RelBFT RelTUN RelBIL RelMPF RelBUT RelBPF RelANC RelGOO RelMEN RelFDE RelCOD RelSHK RelOHK RelPOL RelRHK RelBSB RelSCU RelTYL RelRED RelOPT RelSAL RelDRM RelSTB RelTAU RelWOL RelSDF RelFDF RelHAD RelYTF RelDOG RelSMO RelSSH RelDSH RelBLS RelPOR RelPSH RelWSK RelLSK RelSK RelSB RelPIN RelREP RelRWH RelBWH RelSWH RelTWH RelINV RelLSQ RelISQ RelSCA RelQHG RelCLA RelBFF RelBG RelLOB RelRCB RelBMS RelNSH RelOSH RelZL RelBD RelMA RelMB RelSG RelBC RelZG RelPL RelDF RelPS RelZM RelZS RelPB RelBB RelBO RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
4.672000e+003 95135.653508 281527.380211 230522.223148 7401.376089 119157.931263 14184.922135 261433.344383 151821.157976 81242.890891 189688.553117 295532.066628 9291.329119 51.897833 764.472348 202.443538 17.276877 28586.462391 165786.857354 34280.872801 674548.175662 24730.941608 14483.753543 3301585.605397 966759.180042 69279.603560 1346168.480035 330103.796270 13121.337459 51470.995579 3133.563331 1398914.384290 445581.074683 46.159174 5248.718339 9902.903999 3730.775041 38450.419800 3963.997546 2812420.323820 5265618.935673 1105020.963617 1634157.907460 123771.499272 15163.187209 5653.517433 1160.160950 703.221232 3027.649566 1898554.548155 1227018.438780 1405189.804853 162.599527 2109.314184 4635.195591 225081.768296 1132148.171492 14660.298133 8371.868853 24442.002953 25505.917917 24767.979136 19511.792131 72288.068493 303962.028327 15733.547106 0.000368 0.002396 74998.402021 29353.585347 105928.083046 74638.170609 1.573579 4443639.853902 0.000301 0.082045 0.000301 21251.205628 80156.195367 1074804.257213 9940327.078173 13.716454 74060721.914793 281.609863 1792.375859 11724.789406 25439387.593998 39267.363605 1442372.373987 0.000000 787345116.232247 14.320717 0.167165 2.873672 2.741523 9.660540 3.628330 7.291617 7.072361 9.999870 52.103379 7.596925 14.179313 0.032166 0.336719 0.205111 0.862543 5.038729 12.390775 14.630312 10.161739 7.845209 3.104112 10.560655 7.759222 108.252039 5.428943 4.793080 15.305108 6.348385 6.720572 6.838570 6.530094 1.699673 11.778857 4.789118 9.692766 6.201385 5.258398 9.765443 6.301557 12.421755 2.582617 7.180433 4.234252 4.872038 0.402957 0.491152 0.974020 14.748261 9.373614 7.713175 0.089821 1.006551 5.796878 12.496586 15.617230 1.220563 1.219616 10.484317 0.924552 2.480695 0.558287 0.022876 0.302980 0.010252 0.000000 0.000000 166.663116 0.040613 2.352946 0.830569 0.000018 1.184200 0.000000 1.000000 0.000000 0.003538 0.531505 1.960638 49.391030 0.000084 784.272787 0.000757 0.056343 0.000778 0.422195 0.002609 23.955868 1.000000 2.390545 0.012428 2.751191 67.863636 458275836.526836 14021.081673 0.010387
4.745000e+003 110243.331107 221493.782732 258044.149142 7978.228922 126839.716027 13359.577339 271042.716995 160922.415596 87264.987621 210299.726085 311974.168970 10000.875956 44.800660 706.621981 179.911104 18.487973 29619.663704 175019.368840 36552.287332 532528.045848 22075.620261 15299.673045 3497552.088600 1082216.101283 71978.577806 1414274.000744 346972.431224 13883.705629 53785.825529 3351.119834 1501909.853208 478091.579683 51.001157 5484.881213 10390.294145 3965.594668 40349.785929 4164.995820 2957660.708782 5551315.283793 1199376.926380 1673737.384008 125582.946268 15544.512181 5773.948650 1355.161427 822.254214 3534.730532 1964250.700856 1261944.114503 1456509.314199 162.628908 2109.328723 6190.979529 295236.332956 1495090.869860 16309.809101 9313.554093 25879.452013 228307.608302 226076.183369 18664.203559 68879.260413 297198.037966 14650.926824 0.000356 0.002433 72847.027267 26999.307928 302441.676481 279235.025831 1.524355 4455370.201913 0.000301 0.082049 0.000301 19870.373676 81085.593468 891364.825163 15748077.312158 13.532796 73950567.139823 226.261552 2443.828009 13950.330305 25271088.907027 57222.880739 1490730.909373 0.000000 782225400.475797 16.594867 0.131519 3.216758 2.955193 10.283329 3.417217 7.559631 7.496330 10.741106 57.764826 8.019584 15.262138 0.027767 0.311238 0.182281 0.923007 5.220844 13.080806 15.599701 8.022275 7.002882 3.278977 11.187485 8.685881 112.469290 5.703605 5.038011 16.194356 6.633894 7.187167 7.342061 7.006543 1.877965 12.308840 5.024823 10.302840 6.507720 5.525031 10.269754 6.643461 13.482428 2.645169 7.285522 4.340735 4.975822 0.470686 0.574288 1.137153 15.258599 9.640423 7.994871 0.089838 1.006558 7.742576 16.391582 20.623783 1.357895 1.356801 11.100906 8.275816 22.643185 0.534035 0.021797 0.296238 0.009546 0.000000 0.000000 161.882283 0.037356 6.718039 3.107310 0.000017 1.187326 0.000000 1.000000 0.000000 0.003308 0.537668 1.626011 78.248307 0.000083 783.106293 0.000608 0.076821 0.000926 0.419402 0.003802 24.759038 1.000000 2.375000 0.026233 1.192166 65.545455 442428031.408995 18391.499653 0.010036
4.818000e+003 46717.161214 152468.864993 285198.297470 8542.873596 133922.695998 13735.058858 248746.080415 169853.465037 92101.893262 230466.665705 327877.368612 10696.036964 41.675832 705.955526 177.126403 19.707714 30606.982847 183893.855416 38631.133578 605217.745732 24859.944981 11109.802580 2892984.081745 1187502.369807 74732.696084 1103145.895638 363304.842878 14358.709771 55712.820715 3576.823919 1604504.161068 511831.350838 55.542523 5684.082275 10864.771504 4261.376485 30645.161189 3164.636958 2274710.737159 4403213.280389 967151.662814 1433474.832662 127273.451174 15909.283873 5890.448472 1146.609527 697.430305 2986.682298 2029509.526932 1296142.850954 1505309.180356 162.145150 2109.343022 5533.183150 273838.588017 1399256.641208 14174.269803 8093.364211 20554.430991 130340.292175 126748.252737 17856.739430 65683.162178 290474.151723 13635.217196 0.000347 0.002451 70725.086990 24817.198401 235622.048258 204548.413857 1.420819 4465796.584287 0.000301 0.081999 0.000301 18189.682851 82191.026288 778745.201157 25411582.387298 15.440534 73923460.162691 178.727208 3390.255840 17709.238746 26115967.439871 104516.744088 1746802.302737 0.000000 770072486.120161 7.032308 0.090533 3.555260 3.164341 10.857570 3.513260 6.937758 7.912369 11.336462 63.304252 8.428390 16.323010 0.025830 0.310945 0.179460 0.983902 5.394872 13.744078 16.486906 9.117310 7.886132 2.381017 9.253677 9.530909 116.772705 4.448861 5.275157 16.748415 6.871568 7.671236 7.843592 7.501008 2.045187 12.755875 5.254284 11.071298 4.942532 4.198015 7.898377 5.269485 10.871939 2.265458 7.383594 4.442596 5.076218 0.398250 0.487107 0.960841 15.765539 9.901679 8.262737 0.089570 1.006565 6.919921 15.203575 19.301813 1.180098 1.179043 8.816756 4.724644 12.694766 0.510931 0.020786 0.289536 0.008885 0.000000 0.000000 157.166860 0.034337 5.233796 2.276202 0.000016 1.190105 0.000000 1.000000 0.000000 0.003028 0.544998 1.420573 126.263877 0.000094 782.819241 0.000480 0.106572 0.001176 0.433424 0.006944 29.012040 1.000000 2.338102 0.009781 1.927144 59.590909 424301077.907096 17058.385621 0.009694
4.891000e+003 58002.438165 211914.044767 310412.011748 9242.285500 141258.804448 14173.853395 248007.949900 145196.073670 97723.354572 250398.880125 277949.374265 11402.717444 42.764293 738.068084 185.113188 20.928325 24183.469948 141222.564310 27977.858559 679102.797649 27647.828454 12010.474425 2851130.944738 1290394.116842 77247.978250 1175414.357822 378925.488550 14993.137210 57808.124147 3793.086990 1208657.132827 387439.444414 58.775630 5901.307514 11321.743333 4498.085287 32652.653233 3382.769723 2430072.875189 4695558.815780 855425.930630 1475500.363985 128874.375658 16241.294228 5998.413902 1272.052820 772.891788 3315.423134 2046306.274447 1328018.934625 1552175.751334 162.191513 2109.354959 5533.183150 273838.588017 1399256.641208 14174.269803 8093.364211 22069.370781 72250.228495 70065.280926 17073.756614 63599.653723 284177.027561 12707.086578 0.000339 0.002366 68603.331917 22896.236634 179430.797066 145325.964719 1.406161 4473031.400748 0.000301 0.081582 0.000301 16920.526824 82862.722488 665012.232406 25380628.110558 12.295831 73816085.828969 147.459430 3732.595243 19351.666128 27817191.669679 51445.514406 1963485.560731 0.000000 767017331.088784 8.731075 0.125830 3.869572 3.423409 11.452334 3.625499 6.917170 6.763741 12.028386 68.779204 7.144945 17.401461 0.026505 0.325089 0.187552 1.044841 4.262645 10.554860 11.940326 10.230352 8.770511 2.574046 9.119803 10.356720 120.702930 4.740311 5.501967 17.488429 7.130001 8.135057 5.908500 5.678015 2.164237 13.243358 5.475279 11.686281 5.266306 4.487377 8.437835 5.619346 9.616008 2.331875 7.476469 4.535308 5.169260 0.441820 0.539812 1.066600 15.896019 10.145192 8.519990 0.089596 1.006570 6.919921 15.203575 19.301813 1.180098 1.179043 9.466584 2.618965 7.017551 0.488528 0.020126 0.283259 0.008280 0.000000 0.000000 152.451849 0.031679 3.985638 1.617178 0.000016 1.192033 0.000000 1.000000 0.000000 0.002817 0.549452 1.213103 126.110073 0.000075 781.682191 0.000396 0.117333 0.001285 0.461658 0.003418 32.610858 1.000000 2.328826 0.010172 1.943117 61.090909 416375379.503184 17058.309580 0.009429
4.964000e+003 68150.176856 278165.505517 261839.467913 6079.070485 121067.311125 14658.976385 258582.786756 153429.556426 82795.962990 209930.747244 271941.718519 9823.673736 43.360745 639.443120 169.087133 15.843848 25936.409488 152785.213551 31171.002477 755569.899622 30421.105088 12829.693408 3036931.633256 841320.388760 67197.975066 1241274.988138 296894.063911 12462.539042 45697.557896 2897.384912 1311654.018526 420189.293251 61.047902 4818.524883 8858.804716 3363.514841 34528.990918 3583.925564 2577311.345052 4959489.655884 954220.875348 1357056.471789 121656.807422 14571.265998 5533.186313 1273.377125 773.885179 3317.709688 1782966.576713 1207643.981843 1377410.445640 162.236774 2075.498910 5533.183150 292446.701882 1484762.547179 14174.269803 8093.364211 23540.314294 39742.322123 38671.578661 16319.641066 61867.350704 278752.220236 11855.495697 0.000332 0.002293 66735.951406 21206.709477 133082.391940 99819.860674 1.443322 4478838.062737 0.000301 0.081812 0.000301 16061.879086 83451.135819 563622.026662 18395658.148170 9.860599 73566528.623583 115.590774 2800.276415 18073.092060 29281932.791019 27901.232249 2067768.680228 0.000000 773048277.388961 10.258608 0.165169 3.264070 2.251731 9.815340 3.749587 7.212112 7.147286 10.191032 57.663476 6.990513 14.991714 0.026875 0.281649 0.171315 0.791000 4.571623 11.419043 13.303089 11.382291 9.650257 2.749619 9.714116 6.752448 104.999415 5.005920 4.310878 14.536666 5.636295 6.214039 6.411999 6.157972 2.247906 10.813443 4.284183 8.738603 5.568927 4.754218 8.949084 5.935201 10.726582 2.144687 7.057752 4.068961 4.768340 0.442280 0.540506 1.067335 13.850356 9.225606 7.560692 0.089621 0.990415 6.919921 16.236701 20.481310 1.180098 1.179043 10.097541 1.440601 3.873242 0.466951 0.019578 0.277852 0.007725 0.000000 0.000000 148.302114 0.029341 2.956116 1.110789 0.000016 1.193580 0.000000 1.000000 0.000000 0.002674 0.553353 1.028149 91.403482 0.000060 779.039482 0.000311 0.088026 0.001200 0.485967 0.001854 34.342860 1.000000 2.347137 0.010456 2.426211 65.363636 407853119.053462 18217.875767 0.009220
5.037000e+003 95963.372197 290030.232422 210884.882378 6758.543872 122490.870594 12800.430657 268091.625425 151242.064590 84594.938326 221958.952113 287655.335153 10188.532759 43.725584 649.466581 171.578859 17.514185 26989.823400 162372.472037 34264.772479 634849.408134 24872.524089 13625.657527 3213832.892866 946526.614019 70270.114412 1303972.300900 312986.949143 13420.445254 48231.083322 3115.681754 1411352.473916 451888.504826 49.192200 5073.576283 9327.332886 3567.551093 36293.433475 3769.274915 2718693.633816 5212763.519193 1050901.233605 1396514.443699 123246.021636 14894.221110 5638.617345 1273.400923 773.943832 3317.744768 1835236.169532 1201040.795899 1375495.333529 162.263296 2073.644760 6103.707359 292482.048043 1485477.143981 15388.506925 8786.951499 24993.246164 21786.278958 21252.837460 15600.234646 60418.449981 275346.687878 11064.484692 0.000325 0.002276 65417.467648 19704.369079 97889.243355 67790.595606 1.541204 4491755.714081 0.000301 0.082018 0.000301 15535.673948 84696.118002 535458.823754 11691031.699680 11.105781 73270255.202642 84.073182 2166.493801 17385.730321 29825839.612428 28585.612651 2140319.868737 0.000000 779767978.869269 14.445313 0.172214 2.628874 2.503413 9.930753 3.274194 7.477323 7.045385 10.412460 60.967366 7.394446 15.548518 0.027101 0.286064 0.173839 0.874391 4.757301 12.135587 14.623441 9.563696 7.890122 2.920207 10.279964 7.596835 109.799750 5.258771 4.544545 15.653996 5.948777 6.682222 6.899373 6.622531 1.811356 11.385814 4.510767 9.268700 5.853501 5.000091 9.440000 6.238303 11.813384 2.207046 7.149948 4.159144 4.859198 0.442288 0.540547 1.067346 14.256394 9.175162 7.550180 0.089636 0.989530 7.633431 16.238664 20.491168 1.281191 1.280085 10.720771 0.789721 2.128627 0.446366 0.019120 0.274457 0.007209 0.000000 0.000000 145.372150 0.027263 2.174382 0.754370 0.000017 1.197022 0.000000 1.000000 0.000000 0.002586 0.561609 0.976774 58.089849 0.000068 775.902067 0.000226 0.068103 0.001154 0.494993 0.001899 35.547838 1.000000 2.367539 0.012973 2.880130 67.590909 392928468.805978 18219.973705 0.009100
5.110000e+003 111096.010524 227338.832318 236356.311691 7308.631092 130390.622755 11833.068587 277667.435114 160292.482650 90898.765009 245385.677643 303469.951367 10974.081933 37.906897 604.450560 152.955183 18.768567 27890.098791 171444.191071 36481.857262 503429.025548 22081.553746 14386.451446 3407259.422097 1060003.391634 72923.630705 1370863.596728 329628.186265 14217.766604 50661.262567 3343.984752 1516353.980261 485314.078834 54.371414 5313.036903 9796.962045 3808.171890 38054.523770 3965.961422 2861324.518646 5497886.839792 1141739.382448 1429776.757468 125070.799842 15268.795688 5758.753805 1487.563625 905.037944 3873.622017 1895793.924461 1235015.969387 1425674.230461 162.292029 2073.659273 8152.358282 383272.473366 1959743.917601 17112.092295 9770.826486 26447.337559 221822.827735 219652.415101 14923.591332 58863.805912 272601.858023 10308.514389 0.000320 0.002331 64151.201744 18233.289963 297110.120600 273800.569827 1.431698 4507243.240939 0.000301 0.081987 0.000301 15029.921729 85979.604245 553312.345158 9439197.802308 15.527101 73067358.794944 60.817060 2076.001396 17600.542356 29161392.323186 41001.096542 2085893.366941 0.000000 783211255.324223 16.723221 0.134989 2.946399 2.707169 10.571213 3.026754 7.744401 7.466985 11.188374 67.402185 7.800975 16.747329 0.023494 0.266236 0.154970 0.937015 4.915986 12.813600 15.569643 7.583912 7.004764 3.083258 10.898670 8.507601 113.945971 5.528536 4.786174 16.584015 6.248513 7.171865 7.412671 7.112391 2.002065 11.923197 4.737883 9.893847 6.137534 5.261004 9.935251 6.579521 12.834513 2.259614 7.255810 4.263743 4.962728 0.516673 0.632107 1.246177 14.726816 9.434710 7.825615 0.089651 0.989537 10.195519 21.279367 27.033362 1.424690 1.423416 11.344499 8.040752 21.999798 0.427006 0.018628 0.271721 0.006717 0.000000 0.000000 142.558226 0.025227 6.599611 3.046836 0.000016 1.201150 0.000000 1.000000 0.000000 0.002502 0.570119 1.009342 46.901043 0.000095 773.753477 0.000163 0.065259 0.001168 0.483966 0.002724 34.643887 1.000000 2.377994 0.032645 1.212752 65.227273 371138115.630782 23875.963119 0.009000
5.183000e+003 46637.709270 153839.650656 261445.649384 7847.360437 137687.745766 12170.912394 254993.149104 169203.000876 95990.840509 268207.230974 318846.861104 11737.661479 35.288659 605.526793 150.841425 20.031101 28867.487297 180234.676868 38923.122977 573499.922933 24822.414586 10570.290531 2819992.512783 1163895.765100 75641.178201 1062571.194513 345751.278225 14719.120458 52754.043786 3581.146505 1621129.754546 520159.498557 59.210070 5523.632832 10257.369840 4130.593043 28860.045448 2996.948115 2186661.231818 4328700.315386 920694.932969 1221474.982257 126801.265397 15628.230223 5875.307752 1258.878867 767.825765 3273.441691 1956963.636702 1268664.080665 1473588.895358 161.974548 2073.673381 7286.184372 355014.133971 1831580.715225 14844.444413 8475.223355 20886.241911 122558.232225 119040.716233 14315.944120 56844.383018 267012.438211 9613.486887 0.000316 0.002352 62079.095949 16847.150587 228278.836881 197078.704104 1.271129 4511262.292246 0.000301 0.081957 0.000301 13708.323788 86111.366349 480184.010006 7291014.408576 11.387891 72839266.871604 52.431589 1853.661122 16924.539521 28670505.976009 19970.259831 1814954.227906 0.000000 787414409.989490 7.020348 0.091347 3.259161 2.906718 11.162816 3.113171 7.111994 7.882068 11.815137 73.670776 8.196253 17.912612 0.021872 0.266710 0.152829 1.000047 5.088263 13.470594 16.611521 8.639496 7.874226 2.265391 9.020201 9.341443 118.192243 4.285228 5.020280 17.168808 6.506635 7.680507 7.924866 7.623058 2.180234 12.395804 4.960540 10.731515 4.654624 3.975569 7.592647 5.180313 10.349710 1.930415 7.356201 4.364113 5.063171 0.437245 0.536274 1.053094 15.201992 9.691759 8.088622 0.089476 0.989543 9.112263 19.710458 25.265436 1.235894 1.234673 8.959085 4.442556 11.922800 0.409619 0.017989 0.266150 0.006264 0.000000 0.000000 137.953547 0.023309 5.070684 2.193080 0.000014 1.202221 0.000000 1.000000 0.000000 0.002282 0.570993 0.875943 36.227250 0.000069 771.338077 0.000141 0.058269 0.001124 0.475819 0.001327 30.143952 1.000000 2.390755 0.010114 1.991487 59.318182 353529975.684372 22115.444682 0.008782
5.256000e+003 57739.669500 212573.128612 284710.459849 8510.269194 145213.196643 12561.450397 253010.292011 144549.354863 101880.477110 290797.428467 270620.345438 12508.487391 36.194203 632.555546 157.537026 21.293251 23064.439053 138719.005949 28076.789963 644574.662204 27547.679065 11425.475742 2760005.680125 1264599.934310 78138.883536 1133043.348178 361179.781093 15391.116455 55011.425416 3809.468934 1212173.055955 390959.665313 62.592999 5749.036355 10701.082179 4379.960194 30715.758931 3208.896043 2338414.390091 4616280.476676 817871.884521 1257131.479568 128435.194559 15953.772880 5983.201097 1396.488708 850.819383 3633.545595 1964313.579876 1299857.312919 1519617.499863 162.019764 2073.684959 7286.184372 355014.133971 1831580.715225 14844.444413 8475.223355 22405.189192 65910.195254 63769.281451 13709.342727 55077.547342 261944.655993 8953.634084 0.000312 0.002277 60319.568785 15620.253284 171500.763076 137628.485334 1.280619 4519557.738744 0.000301 0.081807 0.000301 12943.705805 86484.016751 448583.990983 4817098.089957 9.721463 72555465.647297 45.289095 1454.653601 15558.853299 27841266.011776 15638.410192 1636692.234844 0.000000 793057088.502068 8.691520 0.126222 3.549178 3.152265 11.772930 3.213066 7.056690 6.733615 12.540070 79.875819 6.956546 19.088954 0.022433 0.278615 0.159613 1.063060 4.065402 10.367746 11.982548 9.710202 8.738741 2.448671 8.828324 10.149696 122.095004 4.569434 5.244301 17.952644 6.785059 8.170191 5.925688 5.729605 2.304800 12.901641 5.175122 11.379386 4.953919 4.256727 8.119573 5.524470 9.193856 1.986766 7.450991 4.455019 5.156150 0.485040 0.594239 1.168942 15.259087 9.930055 8.341276 0.089501 0.989549 9.112263 19.710458 25.265436 1.235894 1.234673 9.610633 2.389148 6.386961 0.392263 0.017430 0.261099 0.005834 0.000000 0.000000 134.043486 0.021612 3.809491 1.531521 0.000015 1.204431 0.000000 1.000000 0.000000 0.002155 0.573464 0.818299 23.934971 0.000059 768.332738 0.000122 0.045727 0.001033 0.462057 0.001039 27.183259 1.000000 2.407888 0.010470 1.999643 60.772727 346196258.043388 22115.366052 0.008604
5.329000e+003 67670.450788 277701.438765 240690.049429 5672.079276 124244.108460 12994.919419 263336.155302 152747.026342 86221.344685 243143.702465 262622.014712 10724.696098 36.714894 549.547854 144.201015 16.092732 24752.597396 149882.414536 31012.654861 718271.684546 30248.616523 12197.991887 2940949.278599 824898.343105 67760.600675 1197176.351436 280285.368272 12729.960832 42833.561229 2884.846967 1316024.133523 424361.844139 64.933711 4636.802696 8296.976680 3229.556248 32431.625451 3404.766289 2482668.319756 4876478.636215 913158.520858 1156034.366301 121206.358213 14309.034871 5517.988357 1397.811461 851.810938 3635.828957 1721359.559104 1183526.030593 1348997.144393 162.063858 2032.654607 7286.184372 379449.576099 1945215.311142 14844.444413 8475.223355 23881.583248 35363.445944 34307.890860 13126.026298 53568.604573 258636.470934 8339.182720 0.000309 0.002216 59217.308803 14542.953194 125505.758291 92924.909867 1.417923 4536415.946993 0.000301 0.081956 0.000301 12575.231078 87831.461961 508153.850571 3446023.191552 11.041481 72240924.179528 38.836113 1264.747433 14567.025219 26472506.869426 18123.482714 1516385.365136 0.000000 797923543.298750 10.186395 0.164894 3.000423 2.100979 10.072894 3.323942 7.344688 7.115491 10.612648 66.786362 6.750941 16.366746 0.022756 0.242054 0.146101 0.803425 4.362961 11.202090 13.235510 10.820412 9.595539 2.614235 9.407101 6.620645 105.878539 4.828075 4.069721 14.848595 5.283052 6.187149 6.433362 6.219122 2.390990 10.405633 4.012479 8.390571 5.230658 4.516556 8.620459 5.835859 10.264992 1.826993 7.031620 3.995734 4.755243 0.485500 0.594932 1.169677 13.371783 9.041361 7.404730 0.089525 0.969970 9.112263 21.067119 26.832949 1.235894 1.234673 10.243927 1.281873 3.436187 0.375572 0.016952 0.257801 0.005434 0.000000 0.000000 131.594020 0.020121 2.787819 1.034063 0.000016 1.208924 0.000000 1.000000 0.000000 0.002094 0.582399 0.926965 17.122438 0.000067 765.001872 0.000104 0.039757 0.000967 0.439341 0.001204 25.185124 1.000000 2.422663 0.010688 2.481329 65.181818 338361878.281076 23637.970727 0.008503
5.402000e+003 95031.721828 288476.161560 194901.268803 6326.531219 125189.963074 11344.921196 272590.350918 149941.937024 87585.368206 254151.813881 277572.903175 11064.728786 37.006402 557.551854 146.181908 17.806842 25759.611237 159008.511613 33703.357014 604404.491534 24703.050641 12950.929322 3113813.953357 927936.049554 70832.744325 1258425.868821 296167.711346 13764.495861 45538.328583 3114.780100 1416781.356616 456869.645698 52.008610 4900.963490 8753.158410 3435.254743 34043.015140 3586.211170 2621818.655155 5126951.890606 1006747.500998 1189380.540518 122859.737747 14629.105362 5624.569004 1397.833297 851.867174 3635.860331 1769642.358972 1172966.809100 1343250.110242 162.089585 2030.992061 8037.377495 379484.922260 1945929.907930 16125.843082 9207.132752 25342.978621 18975.853892 18452.879327 12577.566571 52107.425511 256827.451167 7757.440107 0.000306 0.002205 58821.285484 13572.837704 91080.449861 62029.863365 1.584089 4561999.140515 0.000301 0.082017 0.000301 12355.825580 89921.062410 777631.971314 5661812.809211 16.297427 71935658.071599 35.055051 1524.864589 14546.177106 24895927.195134 42567.821151 1459002.300834 0.000000 798597968.847864 14.305072 0.171292 2.429624 2.343392 10.149578 2.901892 7.602796 6.984820 10.780541 69.810055 7.135268 16.885663 0.022936 0.245579 0.148108 0.889002 4.540460 11.884167 14.383841 9.105058 7.836362 2.775602 9.960037 7.447627 110.678881 5.075087 4.300331 16.055307 5.616655 6.680288 6.925912 6.695531 1.915061 10.998447 4.233092 8.924987 5.490547 4.757250 9.103625 6.135609 11.317044 1.879693 7.127538 4.085112 4.847091 0.485507 0.594971 1.169687 13.746851 8.960695 7.373184 0.089540 0.969176 10.051722 21.069081 26.842807 1.342578 1.341297 10.870788 0.687847 1.848191 0.359879 0.016490 0.255998 0.005055 0.000000 0.000000 130.713968 0.018779 2.023141 0.690265 0.000018 1.215742 0.000000 1.000000 0.000000 0.002057 0.596254 1.418542 28.132150 0.000099 761.769229 0.000094 0.047934 0.000966 0.413176 0.002828 24.232068 1.000000 2.424711 0.013272 2.927354 67.636364 326070964.512502 23640.065938 0.008460
5.475000e+003 109878.994035 225941.129119 218791.326015 6863.181646 133324.575935 10294.582730 282017.711564 158967.479245 94171.092124 280332.041000 292833.904656 11897.406483 32.268806 523.316006 130.904332 19.108428 26717.039842 167710.437488 35822.000247 481270.418147 21833.643433 13683.530461 3305286.557478 1039921.056276 73513.826339 1324344.583445 312766.134762 14638.012231 48138.590538 3356.288804 1523691.857518 491381.429042 57.507347 5149.834054 9212.109593 3684.958746 35676.306955 3780.023542 2762554.297818 5410551.127332 1094999.229093 1217943.872758 124760.547570 15004.893669 5746.943372 1633.047466 996.245067 4245.243195 1827627.241700 1206897.050469 1393147.958020 162.117673 2031.006543 10734.994437 496834.621209 2564798.910904 17924.608911 10233.816310 26808.003967 217916.464179 215940.476682 12074.943210 49984.615742 250919.831972 7183.103189 0.000304 0.002261 57369.988297 12602.303039 292465.245868 269048.032577 1.478933 4584286.876791 0.000301 0.081851 0.000301 11825.472776 91086.586981 959329.697657 11197507.703431 15.400205 71750755.140773 34.483993 2235.525714 16156.779093 24383372.157701 52919.647183 1480770.349496 0.000000 793466480.362920 16.540024 0.134159 2.727436 2.542172 10.809079 2.633229 7.865734 7.405262 11.591152 77.001202 7.527566 18.156396 0.020000 0.230499 0.132629 0.953983 4.709219 12.534542 15.288031 7.250104 6.926121 2.932610 10.572493 8.346420 114.868174 5.340930 4.541339 17.074201 5.937369 7.198253 7.448542 7.201309 2.117536 11.556947 4.455044 9.573732 5.753969 5.014350 9.592295 6.475003 12.309098 1.924834 7.237811 4.190049 4.952550 0.567204 0.695809 1.365730 14.197287 9.219900 7.647077 0.089555 0.969183 13.425421 27.584361 35.379693 1.492337 1.490865 11.499206 7.899152 21.628020 0.345498 0.015818 0.250109 0.004680 0.000000 0.000000 127.488863 0.017436 6.496436 2.993950 0.000017 1.221681 0.000000 1.000000 0.000000 0.001969 0.603983 1.749992 55.637650 0.000094 759.811182 0.000093 0.070273 0.001073 0.404670 0.003516 24.593606 1.000000 2.409131 0.041039 1.200198 65.136364 308928621.552255 30950.643690 0.008248
