Time MAK HER WHK BLF WPF SUF WIF WTF FOU HAL PLA FLA BFT TUN BIL MPF BUT BPF ANC GOO MEN FDE COD SHK OHK POL RHK BSB SCU TYL RED OPT SAL DRM STB TAU WOL SDF FDF HAD YTF DOG SMO SSH DSH BLS POR PSH WSK LSK SK SB PIN REP RWH BWH SWH TWH INV LSQ ISQ SCA QHG CLA BFF BG LOB RCB BMS NSH OSH ZL BD MA MB SG BC ZG PL DF PS ZM ZS PB BB BO DL DR DC DIN RelMAK RelHER RelWHK RelBLF RelWPF RelSUF RelWIF RelWTF RelFOU RelHAL RelPLA RelFLA RelBFT RelTUN RelBIL RelMPF RelBUT RelBPF RelANC RelGOO RelMEN RelFDE RelCOD RelSHK RelOHK RelPOL RelRHK RelBSB RelSCU RelTYL RelRED RelOPT RelSAL RelDRM RelSTB RelTAU RelWOL RelSDF RelFDF RelHAD RelYTF RelDOG RelSMO RelSSH RelDSH RelBLS RelPOR RelPSH RelWSK RelLSK RelSK RelSB RelPIN RelREP RelRWH RelBWH RelSWH RelTWH RelINV RelLSQ RelISQ RelSCA RelQHG RelCLA RelBFF RelBG RelLOB RelRCB RelBMS RelNSH RelOSH RelZL RelBD RelMA RelMB RelSG RelBC RelZG RelPL RelDF RelPS RelZM RelZS RelPB RelBB RelBO RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
0.000000e+000 6643.218646 1684123.999211 80218.697696 2699.731899 12334.499634 3909.490766 35853.959768 21466.827881 8124.394749 3640.619037 38901.540304 655.273577 1613.447689 2270.356812 986.996294 20.030158 5673.347829 13379.861399 2343.140225 66381.176868 3152.362283 4665.989818 312630.767331 124594.863745 639.984283 247961.434743 68870.910970 857.317538 8107.730445 466.264347 204562.423495 68235.013593 27.157671 445.605064 2067.793070 384.903050 6200.295358 753.841235 287997.218130 835605.966059 88958.525309 632752.650155 17237.330782 3581.078249 1160.400901 2879.118713 1431.779505 3108.404859 128730.740894 130901.317294 182180.464532 1810.256310 2095.585967 799.602066 18011.460553 72493.533124 12011.099713 6864.349332 2331.291833 27587.324192 9984.292356 34949.400000 3159999.999975 1003240.641270 1534712.398618 5020477.353660 20300.000000 450.000000 722763.132840 45019.339673 89863.904477 88089.878280 3752440.684908 53524.928353 0.000000 20571.616115 6006714.342678 150809.871615 548191.043818 201257.738421 163882.393116 94432.349516 372091.645853 31811.945438 15062626.944669 60255023.496072 15052391.318573 60209.565274 0.000000 329357996.662675 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1120.831249 4.116939
7.300000e+001 6653.940052 1726758.282065 100148.612419 3851.487874 19409.300476 6619.715924 45066.886695 31631.783826 12368.198429 5669.752833 61642.469623 1058.436988 1607.405097 2549.889738 988.592931 20.111431 7420.381401 22040.953199 3645.719904 141374.288998 3176.232781 5879.584408 412656.867756 142349.918556 982.428097 292418.390740 102852.736903 1215.931210 12252.752118 634.967078 282742.430706 100576.996185 27.324168 693.980958 2749.961975 650.719018 6858.950449 815.580695 351114.984486 950721.640696 108845.366413 892119.052781 27027.923138 5264.938248 1673.483675 2891.914092 1440.244265 3947.732481 208669.563569 208232.834400 257700.023207 3146.791925 2095.591397 799.602921 18011.459448 72493.524400 12011.113818 6864.347810 2645.482628 29307.572253 10635.596576 107865.493642 5437490.051881 1667722.581394 1968419.936288 3048489.436565 110809.276457 890.533796 1819338.869651 44841.088184 89036.553092 71172.547846 3707511.012712 0.000301 0.066485 12667.669192 5816425.474071 148610.622325 506643.582229 273583.984577 86665.243772 90745.201509 308068.706649 26741.846893 5966024.689710 55844409.694970 24801.360129 3345147.672128 0.000000 485199875.877413 1.001614 1.025315 1.248445 1.426619 1.573578 1.693243 1.256957 1.473519 1.522353 1.557360 1.584577 1.615260 0.996255 1.123123 1.001618 1.004058 1.307937 1.647323 1.555912 2.129735 1.007572 1.260094 1.319950 1.142502 1.535082 1.179290 1.493413 1.418297 1.511243 1.361818 1.382182 1.473979 1.006131 1.557390 1.329902 1.690605 1.106230 1.081900 1.219161 1.137763 1.223552 1.409902 1.567988 1.470210 1.442160 1.004444 1.005912 1.270019 1.620977 1.590762 1.414532 1.738313 1.000003 1.000001 1.000000 1.000000 1.000001 1.000000 1.134771 1.062356 1.065233 3.086333 1.720725 1.662336 1.282599 0.607211 5.458585 1.978964 2.517199 0.996041 0.990793 0.807954 0.988027 0.000000 1.000000 0.615784 0.968321 0.985417 0.924210 1.359371 0.528826 0.960955 0.827938 0.840623 0.396081 0.926801 0.001648 55.558409 1.000000 1.473169 0.172505 72.727750 69.090909 3.584574 1120.826117 0.531223
1.460000e+002 6664.892667 1750355.714462 120473.900142 4833.515854 26199.906536 9134.392563 63361.730404 34429.799956 16229.969614 7683.556152 69268.129059 1432.908576 1609.437518 2568.243633 990.799038 20.191749 8660.986465 27686.978920 4142.671605 216936.986667 3196.937969 8528.294440 642938.958739 157406.897518 1334.113757 421112.683718 136233.113950 1621.282389 16734.234221 808.121859 275090.883348 99268.969405 27.475260 973.689737 3461.826698 902.635103 9757.565225 1136.314751 527388.720024 1393136.948264 179132.909947 1194617.436098 37555.074131 6902.481163 2168.969165 2894.035188 1443.492578 4724.092893 296907.251253 287788.578045 338618.249651 3147.082527 2095.596789 799.603743 18011.456591 72493.508100 12011.127914 6864.345813 3713.045132 31045.232146 11284.573911 291067.595205 5177780.683747 2174566.441964 2157437.063459 1187330.952529 359006.165232 1238.767202 2730981.678688 43917.572183 86654.766911 57319.866161 3658637.390040 0.000301 0.078375 4702.720856 5242197.523813 146395.584607 511518.681494 217726.757329 52592.108332 87258.529757 248746.388504 25517.693243 3423806.283054 52044464.382368 27098.713564 3220260.813229 0.000000 544463344.485209 1.003263 1.039327 1.501818 1.790369 2.124116 2.336466 1.767217 1.603861 1.997684 2.110508 1.780601 2.186733 0.997515 1.131207 1.003853 1.008067 1.526609 2.069302 1.768000 3.268050 1.014140 1.827757 2.056544 1.263350 2.084604 1.698299 1.978094 1.891111 2.063985 1.733184 1.344777 1.454810 1.011694 2.185096 1.674165 2.345097 1.573726 1.507366 1.831229 1.667218 2.013668 1.887969 2.178706 1.927487 1.869155 1.005181 1.008181 1.519780 2.306421 2.198516 1.858697 1.738473 1.000005 1.000002 1.000000 1.000000 1.000002 0.999999 1.592699 1.125344 1.130233 8.328257 1.638538 2.167542 1.405760 0.236498 17.685033 2.752816 3.778529 0.975527 0.964289 0.650698 0.975002 0.000000 1.000000 0.228602 0.872723 0.970729 0.933103 1.081830 0.320914 0.924032 0.668508 0.802142 0.227305 0.863737 0.001800 53.484206 1.000000 1.653105 0.133164 36.158504 71.409091 3.287146 1120.820935 0.547473
2.190000e+002 5276.571489 1763444.119920 115582.284563 4401.117825 26878.171014 11255.587099 84024.418678 44477.991835 16109.713391 7704.493438 91212.844169 1459.412658 1246.552855 2076.814522 774.876994 15.726748 12699.123060 41073.214616 5813.520193 291476.301499 3216.093813 10997.459705 878195.860487 132482.014633 1703.938441 543104.066469 128051.562110 1682.531114 17474.553774 772.267952 371672.328459 132010.866426 27.612861 988.668399 3161.116426 852.244899 12612.468606 1453.965273 707557.023951 1791928.866942 262379.907989 1195788.019060 40813.752483 6728.867251 2174.117460 2229.767245 1118.800161 4262.126326 303002.214451 298605.425425 341812.054416 3147.405131 2374.840735 799.604554 17993.366342 72493.906344 12011.142139 6864.343454 4721.877592 33530.454411 12201.197018 612249.676949 4832381.544387 2485347.130698 2179075.751845 321914.505610 760303.399078 1302.393745 2767779.313828 42467.174549 83132.331208 46732.235334 3615541.966245 0.000301 0.082342 431.562942 4267696.370838 144200.808040 604202.038257 167371.141280 36390.786376 84561.304586 203538.701471 23912.717576 1293248.968500 48319630.698369 28769.103326 3330324.208755 0.000000 614490682.955903 0.794279 1.047099 1.440840 1.630206 2.179105 2.879042 2.343519 2.071941 1.982882 2.116259 2.344710 2.227181 0.772602 0.914752 0.785086 0.785153 2.238383 3.069779 2.481081 4.390948 1.020217 2.356940 2.809051 1.063302 2.662469 2.190276 1.859298 1.962553 2.155295 1.656288 1.816914 1.934650 1.016761 2.218710 1.528739 2.214181 2.034172 1.928742 2.456819 2.144466 2.949463 1.889819 2.367754 1.879006 1.873592 0.774462 0.781405 1.371162 2.353767 2.281149 1.876228 1.738652 1.133259 1.000003 0.998995 1.000005 1.000004 0.999999 2.025434 1.215430 1.222039 17.518174 1.529235 2.477319 1.419859 0.064120 37.453369 2.894208 3.829442 0.943310 0.925091 0.530506 0.963517 0.000000 1.000000 0.020979 0.710488 0.956176 1.102174 0.831626 0.222054 0.895470 0.547012 0.751690 0.085858 0.801919 0.001911 55.312211 1.000000 1.865723 0.065234 29.380160 71.545455 3.254018 1119.972109 0.533134
2.920000e+002 10164.507234 1375492.219179 138425.399265 5670.208310 32585.981223 10340.606615 101962.338044 55557.607255 18968.017940 9426.404874 114912.422788 1768.872803 1247.798029 2089.800031 776.801040 16.291017 15992.755767 52239.459973 7216.245709 290059.930207 2442.668403 13363.799728 1102056.771083 153808.344585 2748.379044 658027.343531 169126.766424 2243.887414 23544.705085 982.991067 464259.260028 162369.250126 20.525003 1370.581005 4104.554633 1145.998654 15417.398301 1770.194613 889116.351318 2156663.761246 340695.855238 1503704.034946 52441.408542 8377.611070 2666.183986 2230.946437 1119.652678 4627.749481 394452.116404 377411.661318 429210.130575 3147.687262 2333.910618 737.418070 17234.477225 70307.075381 11363.322152 6493.987906 5682.908384 37003.116274 13448.111296 841342.697224 4513140.537780 2587917.789093 2084875.407948 84040.777967 1127541.314649 1259.608112 2382500.532173 40760.863137 79078.058499 37509.992854 3590662.032593 0.000301 0.084102 8.670898 3251164.515561 142069.888211 803494.620082 229444.210103 28141.108204 82361.595987 170056.437808 21531.519467 122997.724068 44643742.922487 28514.164212 3383543.386291 0.000000 666497842.034780 1.530058 0.816740 1.725600 2.100286 2.641857 2.645001 2.843824 2.588068 2.334699 2.589231 2.953930 2.699442 0.773374 0.920472 0.787035 0.813324 2.818927 3.904335 3.079733 4.369611 0.774869 2.864087 3.525107 1.234468 4.294448 2.653749 2.455707 2.617335 2.903982 2.108227 2.269524 2.379559 0.755772 3.075775 1.984993 2.977370 2.486559 2.348233 3.087239 2.580958 3.829828 2.376448 3.042316 2.339410 2.297640 0.774871 0.782001 1.488786 3.064164 2.883177 2.355961 1.738808 1.113727 0.922231 0.956862 0.969839 0.946068 0.946046 2.437665 1.341309 1.346927 24.073166 1.428209 2.579558 1.358480 0.016740 55.543907 2.799129 3.296378 0.905408 0.879976 0.425815 0.956887 0.000000 1.000000 0.000421 0.541255 0.942046 1.465720 1.140052 0.171715 0.872176 0.457028 0.676838 0.008166 0.740913 0.001894 56.196111 1.000000 2.023627 0.075239 26.946850 71.363636 3.346813 1072.659634 0.511699
3.650000e+002 10961.696935 1276577.788235 171064.527880 6858.724918 38834.942178 11646.161179 117892.390908 67028.733849 21874.860273 11579.818032 136020.543813 2138.293309 1173.481265 1976.982180 736.192072 16.415713 18829.265639 62664.206420 8532.177825 356970.297466 2516.569272 15634.623691 1319698.845281 173813.136166 3440.326633 767685.722972 208750.912972 2711.527898 28958.536417 1182.051354 552459.787726 194031.681300 21.234630 1718.409432 5026.867898 1445.719503 18154.041533 2080.158381 1068409.885999 2503796.556165 417403.203491 1642803.984361 63397.411051 9994.392969 3147.231722 2234.757048 1122.656201 4699.067701 484336.122221 467666.317214 529104.430109 3148.010675 2333.921551 737.708244 17234.478947 70307.087526 11373.926808 6499.946841 6593.010265 350378.556489 336216.729084 811836.105230 4190768.315636 2554628.734955 1951242.701756 24550.380494 1304011.814598 1276.395788 2027456.128392 328368.776055 343375.896549 30221.079368 3581902.270307 0.000301 0.084620 0.356327 2507924.141786 139741.030082 1050391.054229 492295.803193 21470.972151 81654.553934 148050.748684 19838.159753 4872.312595 41557264.388117 24628.334297 3157978.044441 0.000000 688850358.026750 1.650058 0.758007 2.132477 2.540521 3.148481 2.978946 3.288127 3.122433 2.692491 3.180728 3.496534 3.263207 0.727313 0.870780 0.745891 0.819550 3.318899 4.683472 3.641343 5.377583 0.798312 3.350762 4.221270 1.395026 5.375642 3.095988 3.031046 3.162805 3.571719 2.535153 2.700690 2.843579 0.781902 3.856351 2.431030 3.756061 2.927932 2.759412 3.709792 2.996384 4.692110 2.596281 3.677913 2.790889 2.712193 0.776195 0.784099 1.511730 3.762397 3.572663 2.904287 1.738986 1.113732 0.922594 0.956862 0.969839 0.946951 0.946914 2.828050 12.700708 33.674568 23.228900 1.326193 2.546377 1.271406 0.004890 64.237035 2.836435 2.805146 7.293949 3.821066 0.343071 0.954553 0.000000 1.000000 0.000017 0.417520 0.926604 1.916104 2.446096 0.131015 0.864688 0.397888 0.623607 0.000323 0.689690 0.001636 52.449773 1.000000 2.091494 0.010072 1.112177 68.590909 3.468444 1072.651973 0.480885
4.380000e+002 6039.819474 49899.252130 201782.546872 7971.570855 44477.382445 13069.771069 112386.294495 77633.668769 24237.222331 13578.992695 154981.918720 2466.820902 178.413545 901.746332 140.545025 16.541960 21101.118569 72483.951110 9834.148721 480290.938766 2530.615975 14456.675182 1161483.414551 192868.186477 4099.877877 665565.148425 246839.004498 3087.699625 33587.910980 1371.149929 636208.296638 227373.914584 21.924486 2009.841091 5926.882077 1764.559530 15610.083284 1803.652552 957662.694178 2134606.971257 368397.005336 625665.443083 73635.307413 11578.430897 3618.234665 2234.757048 1122.656201 4699.067701 573236.350454 556111.026563 622533.940504 1481.284919 2333.933978 737.708244 17234.478947 70307.087526 11373.926808 6499.946841 5779.397839 374725.016475 356836.071962 757581.571215 3831815.030606 2492767.849048 1806775.603239 7859.318163 1346862.969836 1313.637657 1744951.237654 315454.280846 327389.840730 22555.429771 3585360.694445 0.000301 0.084801 0.006568 1976551.418524 136920.977417 1476649.060533 1346352.653448 17447.132461 81277.745017 132841.347978 19014.142933 604.586984 38839134.735794 27766.270029 2953977.436350 0.000000 706370496.503011 0.909171 0.029629 2.515405 2.952727 3.605933 3.343088 3.134557 3.616448 2.983265 3.729858 3.983953 3.764566 0.110579 0.397183 0.142397 0.825853 3.719342 5.417392 4.196995 7.235348 0.802768 3.098308 3.715192 1.547963 6.406217 2.684148 3.584082 3.601582 4.142702 2.940714 3.110094 3.332218 0.807304 4.510364 2.866284 4.584426 2.517635 2.392616 3.325250 2.554562 4.141222 0.988799 4.271851 3.233225 3.118090 0.776195 0.784099 1.511730 4.452987 4.248323 3.417128 0.818274 1.113738 0.922594 0.956862 0.969839 0.946951 0.946914 2.479054 13.583232 35.739746 21.676526 1.212600 2.484716 1.177273 0.001565 66.347930 2.919195 2.414278 7.007084 3.643174 0.256050 0.955474 0.000000 1.000000 0.000000 0.329057 0.907905 2.693676 6.689694 0.106461 0.860698 0.357012 0.597704 0.000040 0.644579 0.001845 49.061597 1.000000 2.144689 0.008219 1.122429 63.045455 3.621038 1072.644108 0.446920
5.110000e+002 6050.219768 52783.361129 231681.118849 8940.358927 49708.514419 14469.773645 126685.608744 69838.718932 26509.766385 15496.510641 137781.126960 2772.588657 182.389420 1012.067147 161.914850 16.669563 20326.862901 70587.595551 9047.092610 599311.426717 2541.981581 17536.740119 1380032.213514 212968.996100 4734.428535 790234.986470 283293.308322 3495.802731 38611.005066 1550.474420 526821.091546 189225.791855 22.601954 2332.394891 6798.363027 2058.907871 18901.555446 2178.521511 1176595.721318 2535284.423679 452331.117527 774747.019305 83922.011596 13115.685775 4075.425103 2732.859833 1391.518503 5824.496731 670463.595602 641281.072865 717356.664163 1481.736765 2333.946616 737.708244 17234.478947 70307.087526 11373.926808 6499.946841 6833.251222 382907.107934 361411.113765 704053.012078 3507159.317326 2413251.777740 1671623.453132 2687.830362 1295424.904995 1341.104242 1550048.553891 301713.134130 310590.447431 17701.491027 3586577.182399 0.000301 0.084223 0.001916 1597726.346203 134216.942717 1846506.529342 1982925.613234 12795.562214 81279.046660 121508.855245 18612.405980 210.905935 36739809.394392 22931.581306 2697138.717507 0.000000 721967779.006710 0.910736 0.031342 2.888119 3.311573 4.030039 3.701191 3.533378 3.253332 3.262984 4.256559 3.541791 4.231193 0.113043 0.445774 0.164048 0.832223 3.582869 5.275660 3.861097 9.028334 0.806374 3.758418 4.414256 1.709292 7.397726 3.186927 4.113396 4.077606 4.762246 3.325312 2.575356 2.773148 0.832249 5.234220 3.287739 5.349160 3.048493 2.889894 4.085441 3.034067 5.084742 1.224407 4.868620 3.662496 3.512084 0.949200 0.971880 1.873790 5.208263 4.898966 3.937616 0.818523 1.113744 0.922594 0.956862 0.969839 0.946951 0.946914 2.931101 13.879821 36.197970 20.144924 1.109861 2.405457 1.089210 0.000535 63.814035 2.980232 2.144615 6.701856 3.456231 0.200948 0.955799 0.000000 1.000000 0.000000 0.265990 0.889975 3.368363 9.852668 0.078078 0.860712 0.326556 0.585076 0.000014 0.609739 0.001523 44.795851 1.000000 2.192046 0.006960 0.738976 64.363636 3.877667 1072.636159 0.414098
5.840000e+002 6060.773759 55480.447520 209678.506740 7389.679227 44356.531214 15838.092793 142282.961487 79137.076127 23191.453099 13635.160257 153585.674887 2496.410618 179.637056 1007.329969 168.377847 15.941540 24399.405527 84610.439015 10860.318315 714379.973472 2551.489672 20417.878347 1618788.736894 182987.211895 5296.880885 906669.291024 235149.036208 3090.372040 33778.936500 1298.235395 623669.497479 222461.157613 23.260758 2020.658060 5646.916191 1702.673666 22052.139343 2536.758506 1387437.877395 2903968.723378 555887.741120 846095.474720 76427.974082 11233.846832 3623.470302 2734.178939 1392.493628 5826.875618 599844.448132 579277.815684 646187.180283 1482.210539 2348.763506 737.708244 20630.639048 82728.513975 11373.926808 6499.946841 7824.115259 385401.013949 359990.374727 652736.667370 3267966.683300 2332315.215536 1555242.368689 997.821281 1212276.899898 1366.256818 1412128.627890 286847.908053 292356.505841 14160.068251 3587562.179480 0.000301 0.083806 0.001003 1317798.738175 131685.381509 2201039.710103 1850097.357488 9121.317857 81578.465742 113282.014905 18419.587003 121.227246 35036622.038974 19944.613552 2439459.505118 0.000000 734974969.093273 0.912325 0.032943 2.613836 2.737190 3.596135 4.051191 3.968403 3.686482 2.854545 3.745286 3.948062 3.809723 0.111337 0.443688 0.170596 0.795877 4.300707 6.323716 4.634942 10.761785 0.809390 4.375894 5.177957 1.468658 8.276580 3.656493 3.414345 3.604699 4.166263 2.784333 3.048798 3.260220 0.856508 4.534639 2.730890 4.423643 3.556627 3.365110 4.817539 3.475285 6.248842 1.337166 4.433864 3.137001 3.122602 0.949658 0.972562 1.874555 4.659683 4.425302 3.546962 0.818785 1.120815 0.922594 1.145417 1.141185 0.946951 0.946914 3.356129 13.970221 36.055672 18.676620 1.034167 2.324781 1.013377 0.000199 59.718074 3.036126 1.953792 6.371660 3.253325 0.160746 0.956061 0.000000 1.000000 0.000000 0.219388 0.873188 4.015096 9.192677 0.055658 0.863883 0.304447 0.579015 0.000008 0.581472 0.001325 40.516145 1.000000 2.231538 0.007154 0.687804 68.545455 4.170810 1284.255706 0.385365
6.570000e+002 11206.925374 58257.447235 233468.386581 8779.323788 48799.507824 13588.300820 155922.323982 88075.937785 25205.362191 15100.928187 173099.286963 2766.389251 183.637308 1118.956109 190.164875 16.572423 27681.188490 96587.053184 12402.299063 666321.238417 2461.402530 23140.068976 1846249.019129 216303.785104 7393.762363 1016586.221631 277306.259233 3744.744826 40549.802584 1508.542857 715640.760143 253409.657448 21.197247 2454.393350 6692.686108 2043.134694 25078.517673 2882.439638 1592351.920709 3253439.878871 653315.204882 998047.345249 87440.118931 12825.658285 4095.603495 2734.198962 1392.532876 5827.033907 705422.672346 657422.625056 737524.756171 1482.439554 2277.708729 945.135349 20665.985029 83443.111215 13831.386121 7904.257918 8781.210374 396260.530930 364198.284747 606676.802682 3057568.883863 2254568.137143 1445136.561190 388.505549 1127660.858141 1396.332455 1294118.677480 271649.288965 273786.164711 10777.457069 3598704.081267 0.000301 0.083760 0.000321 1097966.766014 128970.840806 2850078.893316 1597157.639268 7256.298507 82415.210799 106470.032862 18319.316213 98.735698 33364938.406188 20593.591694 2309957.100558 0.000000 746993950.157246 1.686972 0.034592 2.910399 3.251924 3.956343 3.475721 4.348817 4.102886 3.102430 4.147901 4.449677 4.221732 0.113817 0.492855 0.192670 0.827374 4.879163 7.218838 5.293025 10.037804 0.780812 4.959306 5.905526 1.736057 11.553037 4.099776 4.026464 4.367979 5.001375 3.235381 3.498398 3.713777 0.780525 5.508001 3.236632 5.308180 4.044730 3.823669 5.529053 3.893510 7.344043 1.577310 5.072718 3.581507 3.529473 0.949665 0.972589 1.874606 5.479831 5.022277 4.048320 0.818911 1.086908 1.182007 1.147380 1.151042 1.151550 1.151494 3.766671 14.363862 36.477125 17.358719 0.967585 2.247285 0.941633 0.000077 55.549796 3.102961 1.790516 6.034058 3.046676 0.122346 0.959030 0.000000 1.000000 0.000000 0.182790 0.855188 5.199061 7.935882 0.044277 0.872743 0.286139 0.575863 0.000007 0.553729 0.001368 38.365284 1.000000 2.268030 0.007219 0.853671 70.818182 4.435460 1286.418390 0.359108
