"","SOURCE","YEAR","COMNAME","BIOMASS"
"1597","NMFS_Trawl",2002,"pollock",1847
"1598","NMFS_Trawl",2002,"red drum",39
"1599","NMFS_Trawl",2002,"red hake",1100
"1600","NMFS_Trawl",2002,"sandbar shark",30
"1601","NMFS_Trawl",2002,"scup",5100
"1602","NMFS_Trawl",2002,"sea scallop",2677
"1603","NMFS_Trawl",2002,"silver hake",1835
"1604","NMFS_Trawl",2002,"smooth skate",48
"1605","NMFS_Trawl",2002,"spiny dogfish",77388
"1606","NMFS_Trawl",2002,"striped bass",974
"1607","NMFS_Trawl",2002,"summer flounder",3551
"1608","NMFS_Trawl",2002,"tautog",7
"1609","NMFS_Trawl",2002,"thorny skate",139
"1610","NMFS_Trawl",2002,"weakfish",1846
"1611","NMFS_Trawl",2002,"white hake",1049
"1612","NMFS_Trawl",2002,"windowpane",790
"1613","NMFS_Trawl",2002,"winter flounder",1849
"1614","NMFS_Trawl",2002,"winter skate",7946
"1615","NMFS_Trawl",2002,"witch flounder",311
"1616","NMFS_Trawl",2002,"yellowtail flounder",1179
"1617","NMFS_Trawl",2003,"acadian redfish",6347
"1618","NMFS_Trawl",2003,"american lobster",1025
"1619","NMFS_Trawl",2003,"american plaice",422
"1620","NMFS_Trawl",2003,"atlantic cod",2216
"1621","NMFS_Trawl",2003,"atlantic croaker",5182
"1622","NMFS_Trawl",2003,"atlantic halibut",28
"1623","NMFS_Trawl",2003,"atlantic herring",2087
"1624","NMFS_Trawl",2003,"atlantic mackerel",3041
"1625","NMFS_Trawl",2003,"atlantic menhaden",7
"1626","NMFS_Trawl",2003,"atlantic wolffish",43
"1627","NMFS_Trawl",2003,"barndoor skate",415
"1628","NMFS_Trawl",2003,"black drum",6
"1629","NMFS_Trawl",2003,"black sea bass",1015
"1630","NMFS_Trawl",2003,"bluefish",491
"1631","NMFS_Trawl",2003,"butterfish",1927
"1632","NMFS_Trawl",2003,"clearnose skate",3004
"1633","NMFS_Trawl",2003,"goosefish",2095
"1634","NMFS_Trawl",2003,"haddock",4316
"1635","NMFS_Trawl",2003,"little skate",8620
"1636","NMFS_Trawl",2003,"longfin squid",2344
"1637","NMFS_Trawl",2003,"northern shortfin squid",560
"1638","NMFS_Trawl",2003,"northern shrimp",105
"1639","NMFS_Trawl",2003,"ocean pout",895
"1640","NMFS_Trawl",2003,"pollock",762
"1641","NMFS_Trawl",2003,"red drum",156
"1642","NMFS_Trawl",2003,"red hake",603
"1643","NMFS_Trawl",2003,"sandbar shark",53
"1644","NMFS_Trawl",2003,"scup",1074
"1645","NMFS_Trawl",2003,"sea scallop",917
"1646","NMFS_Trawl",2003,"silver hake",1294
"1647","NMFS_Trawl",2003,"smooth skate",61
"1648","NMFS_Trawl",2003,"spiny dogfish",66748
"1649","NMFS_Trawl",2003,"striped bass",1032
"1650","NMFS_Trawl",2003,"summer flounder",3213
"1651","NMFS_Trawl",2003,"tautog",26
"1652","NMFS_Trawl",2003,"thorny skate",226
"1653","NMFS_Trawl",2003,"weakfish",2054
"1654","NMFS_Trawl",2003,"white hake",797
"1655","NMFS_Trawl",2003,"windowpane",435
"1656","NMFS_Trawl",2003,"winter flounder",1338
"1657","NMFS_Trawl",2003,"winter skate",3008
"1658","NMFS_Trawl",2003,"witch flounder",294
"1659","NMFS_Trawl",2003,"yellowtail flounder",729
"1660","NMFS_Trawl",2004,"acadian redfish",5783
"1661","NMFS_Trawl",2004,"american lobster",993
"1662","NMFS_Trawl",2004,"american plaice",449
"1663","NMFS_Trawl",2004,"atlantic cod",3054
"1664","NMFS_Trawl",2004,"atlantic croaker",5601
"1665","NMFS_Trawl",2004,"atlantic halibut",72
"1666","NMFS_Trawl",2004,"atlantic herring",1693
"1667","NMFS_Trawl",2004,"atlantic mackerel",1614
"1668","NMFS_Trawl",2004,"atlantic menhaden",3
"1669","NMFS_Trawl",2004,"atlantic wolffish",67
"1670","NMFS_Trawl",2004,"barndoor skate",1035
"1671","NMFS_Trawl",2004,"black sea bass",688
"1672","NMFS_Trawl",2004,"bluefish",495
"1673","NMFS_Trawl",2004,"butterfish",2359
"1674","NMFS_Trawl",2004,"clearnose skate",2400
"1675","NMFS_Trawl",2004,"goosefish",2105
"1676","NMFS_Trawl",2004,"haddock",8384
"1677","NMFS_Trawl",2004,"little skate",11900
"1678","NMFS_Trawl",2004,"longfin squid",2302
"1679","NMFS_Trawl",2004,"northern shortfin squid",218
"1680","NMFS_Trawl",2004,"northern shrimp",186
"1681","NMFS_Trawl",2004,"ocean pout",713
"1682","NMFS_Trawl",2004,"pollock",629
"1683","NMFS_Trawl",2004,"red hake",828
"1684","NMFS_Trawl",2004,"sandbar shark",110
"1685","NMFS_Trawl",2004,"scup",2620
"1686","NMFS_Trawl",2004,"sea scallop",723
"1687","NMFS_Trawl",2004,"silver hake",1130
"1688","NMFS_Trawl",2004,"smooth skate",77
"1689","NMFS_Trawl",2004,"spiny dogfish",81076
"1690","NMFS_Trawl",2004,"striped bass",357
"1691","NMFS_Trawl",2004,"summer flounder",3208
"1692","NMFS_Trawl",2004,"tautog",8
"1693","NMFS_Trawl",2004,"thorny skate",202
"1694","NMFS_Trawl",2004,"weakfish",1412
"1695","NMFS_Trawl",2004,"white hake",649
"1696","NMFS_Trawl",2004,"windowpane",580
"1697","NMFS_Trawl",2004,"winter flounder",804
"1698","NMFS_Trawl",2004,"winter skate",6039
"1699","NMFS_Trawl",2004,"witch flounder",312
"1700","NMFS_Trawl",2004,"yellowtail flounder",535
"1701","NMFS_Trawl",2005,"acadian redfish",4624
"1702","NMFS_Trawl",2005,"american lobster",758
"1703","NMFS_Trawl",2005,"american plaice",296
"1704","NMFS_Trawl",2005,"atlantic cod",1230
"1705","NMFS_Trawl",2005,"atlantic croaker",3559
"1706","NMFS_Trawl",2005,"atlantic halibut",83
"1707","NMFS_Trawl",2005,"atlantic herring",2211
"1708","NMFS_Trawl",2005,"atlantic mackerel",2954
"1709","NMFS_Trawl",2005,"atlantic menhaden",55
"1710","NMFS_Trawl",2005,"atlantic wolffish",10
"1711","NMFS_Trawl",2005,"barndoor skate",489
"1712","NMFS_Trawl",2005,"black drum",8
"1713","NMFS_Trawl",2005,"black sea bass",456
"1714","NMFS_Trawl",2005,"bluefish",428
"1715","NMFS_Trawl",2005,"butterfish",856
"1716","NMFS_Trawl",2005,"clearnose skate",1397
"1717","NMFS_Trawl",2005,"goosefish",1247
"1718","NMFS_Trawl",2005,"haddock",6835
"1719","NMFS_Trawl",2005,"little skate",7198
"1720","NMFS_Trawl",2005,"longfin squid",2968
"1721","NMFS_Trawl",2005,"northern shortfin squid",344
"1722","NMFS_Trawl",2005,"northern shrimp",327
"1723","NMFS_Trawl",2005,"ocean pout",249
"1724","NMFS_Trawl",2005,"pollock",1895
"1725","NMFS_Trawl",2005,"red drum",51
"1726","NMFS_Trawl",2005,"red hake",439
"1727","NMFS_Trawl",2005,"sandbar shark",44
"1728","NMFS_Trawl",2005,"scup",1252
"1729","NMFS_Trawl",2005,"sea scallop",883
"1730","NMFS_Trawl",2005,"silver hake",869
"1731","NMFS_Trawl",2005,"smooth skate",87
"1732","NMFS_Trawl",2005,"spiny dogfish",90794
"1733","NMFS_Trawl",2005,"striped bass",487
"1734","NMFS_Trawl",2005,"summer flounder",2111
"1735","NMFS_Trawl",2005,"tautog",0
"1736","NMFS_Trawl",2005,"thorny skate",127
"1737","NMFS_Trawl",2005,"weakfish",1086
"1738","NMFS_Trawl",2005,"white hake",706
"1739","NMFS_Trawl",2005,"windowpane",300
"1740","NMFS_Trawl",2005,"winter flounder",969
"1741","NMFS_Trawl",2005,"winter skate",2816
"1742","NMFS_Trawl",2005,"witch flounder",175
"1743","NMFS_Trawl",2005,"yellowtail flounder",376
"1744","NMFS_Trawl",2006,"acadian redfish",3370
"1745","NMFS_Trawl",2006,"american lobster",1019
"1746","NMFS_Trawl",2006,"american plaice",467
"1747","NMFS_Trawl",2006,"atlantic cod",1598
"1748","NMFS_Trawl",2006,"atlantic croaker",5863
"1749","NMFS_Trawl",2006,"atlantic halibut",81
"1750","NMFS_Trawl",2006,"atlantic herring",2989
"1751","NMFS_Trawl",2006,"atlantic mackerel",2266
"1752","NMFS_Trawl",2006,"atlantic menhaden",6
"1753","NMFS_Trawl",2006,"atlantic wolffish",23
"1754","NMFS_Trawl",2006,"barndoor skate",1354
"1755","NMFS_Trawl",2006,"black drum",178
"1756","NMFS_Trawl",2006,"black sea bass",180
"1757","NMFS_Trawl",2006,"bluefish",475
"1758","NMFS_Trawl",2006,"butterfish",2717
"1759","NMFS_Trawl",2006,"clearnose skate",2244
"1760","NMFS_Trawl",2006,"goosefish",2162
"1761","NMFS_Trawl",2006,"haddock",6364
"1762","NMFS_Trawl",2006,"little skate",9334
"1763","NMFS_Trawl",2006,"longfin squid",5410
"1764","NMFS_Trawl",2006,"northern shortfin squid",766
"1765","NMFS_Trawl",2006,"northern shrimp",562
"1766","NMFS_Trawl",2006,"ocean pout",431
"1767","NMFS_Trawl",2006,"pollock",745
"1768","NMFS_Trawl",2006,"red drum",110
"1769","NMFS_Trawl",2006,"red hake",665
"1770","NMFS_Trawl",2006,"sandbar shark",230
"1771","NMFS_Trawl",2006,"scup",1618
"1772","NMFS_Trawl",2006,"sea scallop",896
"1773","NMFS_Trawl",2006,"silver hake",884
"1774","NMFS_Trawl",2006,"smooth skate",60
"1775","NMFS_Trawl",2006,"spiny dogfish",87870
"1776","NMFS_Trawl",2006,"striped bass",391
"1777","NMFS_Trawl",2006,"summer flounder",2472
"1778","NMFS_Trawl",2006,"tautog",8
"1779","NMFS_Trawl",2006,"thorny skate",159
"1780","NMFS_Trawl",2006,"weakfish",1231
"1781","NMFS_Trawl",2006,"white hake",502
"1782","NMFS_Trawl",2006,"windowpane",522
"1783","NMFS_Trawl",2006,"winter flounder",1122
"1784","NMFS_Trawl",2006,"winter skate",5246
"1785","NMFS_Trawl",2006,"witch flounder",233
"1786","NMFS_Trawl",2006,"yellowtail flounder",965
"1787","NMFS_Trawl",2007,"acadian redfish",4832
"1788","NMFS_Trawl",2007,"american lobster",927
"1789","NMFS_Trawl",2007,"american plaice",489
"1790","NMFS_Trawl",2007,"atlantic cod",2460
"1791","NMFS_Trawl",2007,"atlantic croaker",5406
"1792","NMFS_Trawl",2007,"atlantic halibut",52
"1793","NMFS_Trawl",2007,"atlantic herring",2131
"1794","NMFS_Trawl",2007,"atlantic mackerel",1318
"1795","NMFS_Trawl",2007,"atlantic menhaden",14
"1796","NMFS_Trawl",2007,"atlantic wolffish",1
"1797","NMFS_Trawl",2007,"barndoor skate",2086
"1798","NMFS_Trawl",2007,"black drum",56
"1799","NMFS_Trawl",2007,"black sea bass",139
"1800","NMFS_Trawl",2007,"bluefish",324
"1801","NMFS_Trawl",2007,"butterfish",1709
"1802","NMFS_Trawl",2007,"clearnose skate",2404
"1803","NMFS_Trawl",2007,"goosefish",1633
"1804","NMFS_Trawl",2007,"haddock",10879
"1805","NMFS_Trawl",2007,"little skate",7513
"1806","NMFS_Trawl",2007,"longfin squid",4502
"1807","NMFS_Trawl",2007,"northern shortfin squid",648
"1808","NMFS_Trawl",2007,"northern shrimp",172
"1809","NMFS_Trawl",2007,"ocean pout",209
"1810","NMFS_Trawl",2007,"pollock",760
"1811","NMFS_Trawl",2007,"red hake",822
"1812","NMFS_Trawl",2007,"sandbar shark",45
"1813","NMFS_Trawl",2007,"scup",2098
"1814","NMFS_Trawl",2007,"sea scallop",1012
"1815","NMFS_Trawl",2007,"silver hake",1204
"1816","NMFS_Trawl",2007,"smooth skate",45
"1817","NMFS_Trawl",2007,"spiny dogfish",92624
"1818","NMFS_Trawl",2007,"striped bass",431
"1819","NMFS_Trawl",2007,"summer flounder",2497
"1820","NMFS_Trawl",2007,"tautog",25
"1821","NMFS_Trawl",2007,"thorny skate",144
"1822","NMFS_Trawl",2007,"weakfish",1219
"1823","NMFS_Trawl",2007,"white hake",796
"1824","NMFS_Trawl",2007,"windowpane",366
"1825","NMFS_Trawl",2007,"winter flounder",801
"1826","NMFS_Trawl",2007,"winter skate",4436
"1827","NMFS_Trawl",2007,"witch flounder",305
"1828","NMFS_Trawl",2007,"yellowtail flounder",1518
"1829","NMFS_Trawl",2008,"acadian redfish",5726
"1830","NMFS_Trawl",2008,"american lobster",1263
"1831","NMFS_Trawl",2008,"american plaice",572
"1832","NMFS_Trawl",2008,"atlantic cod",2347
"1833","NMFS_Trawl",2008,"atlantic croaker",4771
"1834","NMFS_Trawl",2008,"atlantic halibut",81
"1835","NMFS_Trawl",2008,"atlantic herring",1519
"1836","NMFS_Trawl",2008,"atlantic mackerel",1774
"1837","NMFS_Trawl",2008,"atlantic menhaden",27
"1838","NMFS_Trawl",2008,"atlantic wolffish",14
"1839","NMFS_Trawl",2008,"barndoor skate",667
"1840","NMFS_Trawl",2008,"black drum",0
"1841","NMFS_Trawl",2008,"black sea bass",59
"1842","NMFS_Trawl",2008,"bluefish",485
"1843","NMFS_Trawl",2008,"butterfish",1129
"1844","NMFS_Trawl",2008,"clearnose skate",392
"1845","NMFS_Trawl",2008,"goosefish",330
"1846","NMFS_Trawl",2008,"haddock",6378
"1847","NMFS_Trawl",2008,"little skate",6221
"1848","NMFS_Trawl",2008,"longfin squid",1968
"1849","NMFS_Trawl",2008,"northern shortfin squid",307
"1850","NMFS_Trawl",2008,"northern shrimp",113
"1851","NMFS_Trawl",2008,"ocean pout",251
"1852","NMFS_Trawl",2008,"pollock",972
"1853","NMFS_Trawl",2008,"red drum",28
"1854","NMFS_Trawl",2008,"red hake",696
"1855","NMFS_Trawl",2008,"sandbar shark",142
"1856","NMFS_Trawl",2008,"scup",1361
"1857","NMFS_Trawl",2008,"sea scallop",973
"1858","NMFS_Trawl",2008,"silver hake",1227
"1859","NMFS_Trawl",2008,"smooth skate",76
"1860","NMFS_Trawl",2008,"spiny dogfish",47727
"1861","NMFS_Trawl",2008,"striped bass",437
"1862","NMFS_Trawl",2008,"summer flounder",565
"1863","NMFS_Trawl",2008,"tautog",6
"1864","NMFS_Trawl",2008,"thorny skate",107
"1865","NMFS_Trawl",2008,"weakfish",573
"1866","NMFS_Trawl",2008,"white hake",834
"1867","NMFS_Trawl",2008,"windowpane",200
"1868","NMFS_Trawl",2008,"winter flounder",1583
"1869","NMFS_Trawl",2008,"winter skate",5731
"1870","NMFS_Trawl",2008,"witch flounder",135
"1871","NMFS_Trawl",2008,"yellowtail flounder",1100
"1872","NMFS_Trawl",2009,"acadian redfish",4220
"1873","NMFS_Trawl",2009,"american lobster",1763
"1874","NMFS_Trawl",2009,"american plaice",455
"1875","NMFS_Trawl",2009,"atlantic cod",2944
"1876","NMFS_Trawl",2009,"atlantic croaker",5551
"1877","NMFS_Trawl",2009,"atlantic halibut",76
"1878","NMFS_Trawl",2009,"atlantic herring",2863
"1879","NMFS_Trawl",2009,"atlantic mackerel",2526
"1880","NMFS_Trawl",2009,"atlantic menhaden",725
"1881","NMFS_Trawl",2009,"atlantic wolffish",38
"1882","NMFS_Trawl",2009,"barndoor skate",455
"1883","NMFS_Trawl",2009,"black sea bass",90
"1884","NMFS_Trawl",2009,"bluefish",579
"1885","NMFS_Trawl",2009,"butterfish",2848
"1886","NMFS_Trawl",2009,"clearnose skate",216
"1887","NMFS_Trawl",2009,"goosefish",236
"1888","NMFS_Trawl",2009,"haddock",6470
"1889","NMFS_Trawl",2009,"little skate",2970
"1890","NMFS_Trawl",2009,"longfin squid",2591
"1891","NMFS_Trawl",2009,"northern shortfin squid",722
"1892","NMFS_Trawl",2009,"northern shrimp",309
"1893","NMFS_Trawl",2009,"ocean pout",180
"1894","NMFS_Trawl",2009,"pollock",385
"1895","NMFS_Trawl",2009,"red hake",1000
"1896","NMFS_Trawl",2009,"sandbar shark",99
"1897","NMFS_Trawl",2009,"scup",1610
"1898","NMFS_Trawl",2009,"sea scallop",1333
"1899","NMFS_Trawl",2009,"silver hake",1829
"1900","NMFS_Trawl",2009,"smooth skate",61
"1901","NMFS_Trawl",2009,"spiny dogfish",47114
"1902","NMFS_Trawl",2009,"striped bass",1239
"1903","NMFS_Trawl",2009,"summer flounder",475
"1904","NMFS_Trawl",2009,"tautog",12
"1905","NMFS_Trawl",2009,"thorny skate",111
"1906","NMFS_Trawl",2009,"weakfish",46
"1907","NMFS_Trawl",2009,"white hake",898
"1908","NMFS_Trawl",2009,"windowpane",192
"1909","NMFS_Trawl",2009,"winter flounder",1099
"1910","NMFS_Trawl",2009,"winter skate",5733
"1911","NMFS_Trawl",2009,"witch flounder",125
"1912","NMFS_Trawl",2009,"yellowtail flounder",1224
"1913","NMFS_Trawl",2010,"acadian redfish",6517
"1914","NMFS_Trawl",2010,"american lobster",1627
"1915","NMFS_Trawl",2010,"american plaice",448
"1916","NMFS_Trawl",2010,"atlantic cod",2192
"1917","NMFS_Trawl",2010,"atlantic croaker",1550
"1918","NMFS_Trawl",2010,"atlantic halibut",113
"1919","NMFS_Trawl",2010,"atlantic herring",1445
"1920","NMFS_Trawl",2010,"atlantic mackerel",1910
"1921","NMFS_Trawl",2010,"atlantic menhaden",34
"1922","NMFS_Trawl",2010,"atlantic wolffish",41
"1923","NMFS_Trawl",2010,"barndoor skate",456
"1924","NMFS_Trawl",2010,"black sea bass",214
"1925","NMFS_Trawl",2010,"bluefish",652
"1926","NMFS_Trawl",2010,"butterfish",3161
"1927","NMFS_Trawl",2010,"clearnose skate",228
"1928","NMFS_Trawl",2010,"goosefish",234
"1929","NMFS_Trawl",2010,"haddock",5808
"1930","NMFS_Trawl",2010,"little skate",4121
"1931","NMFS_Trawl",2010,"longfin squid",2803
"1932","NMFS_Trawl",2010,"northern shortfin squid",442
"1933","NMFS_Trawl",2010,"northern shrimp",216
"1934","NMFS_Trawl",2010,"ocean pout",146
"1935","NMFS_Trawl",2010,"pollock",463
"1936","NMFS_Trawl",2010,"red hake",998
"1937","NMFS_Trawl",2010,"sandbar shark",138
"1938","NMFS_Trawl",2010,"scup",3295
"1939","NMFS_Trawl",2010,"sea scallop",556
"1940","NMFS_Trawl",2010,"silver hake",2907
"1941","NMFS_Trawl",2010,"smooth skate",64
"1942","NMFS_Trawl",2010,"spiny dogfish",64262
"1943","NMFS_Trawl",2010,"striped bass",1313
"1944","NMFS_Trawl",2010,"summer flounder",505
"1945","NMFS_Trawl",2010,"tautog",4
"1946","NMFS_Trawl",2010,"thorny skate",106
"1947","NMFS_Trawl",2010,"weakfish",143
"1948","NMFS_Trawl",2010,"white hake",1048
"1949","NMFS_Trawl",2010,"windowpane",200
"1950","NMFS_Trawl",2010,"winter flounder",1004
"1951","NMFS_Trawl",2010,"winter skate",4209
"1952","NMFS_Trawl",2010,"witch flounder",107
"1953","NMFS_Trawl",2010,"yellowtail flounder",954
"1954","NMFS_Trawl",2011,"acadian redfish",6712
"1955","NMFS_Trawl",2011,"american lobster",2580
"1956","NMFS_Trawl",2011,"american plaice",512
"1957","NMFS_Trawl",2011,"atlantic cod",2232
"1958","NMFS_Trawl",2011,"atlantic croaker",2294
"1959","NMFS_Trawl",2011,"atlantic halibut",59
"1960","NMFS_Trawl",2011,"atlantic herring",3249
"1961","NMFS_Trawl",2011,"atlantic mackerel",2276
"1962","NMFS_Trawl",2011,"atlantic menhaden",2
"1963","NMFS_Trawl",2011,"atlantic surfclam",0
"1964","NMFS_Trawl",2011,"atlantic wolffish",26
"1965","NMFS_Trawl",2011,"barndoor skate",758
"1966","NMFS_Trawl",2011,"black drum",9
"1967","NMFS_Trawl",2011,"black sea bass",90
"1968","NMFS_Trawl",2011,"bluefish",398
"1969","NMFS_Trawl",2011,"butterfish",4813
"1970","NMFS_Trawl",2011,"clearnose skate",246
"1971","NMFS_Trawl",2011,"goosefish",308
"1972","NMFS_Trawl",2011,"haddock",6051
"1973","NMFS_Trawl",2011,"little skate",2529
"1974","NMFS_Trawl",2011,"longfin squid",2047
"1975","NMFS_Trawl",2011,"northern shortfin squid",477
"1976","NMFS_Trawl",2011,"northern shrimp",244
"1977","NMFS_Trawl",2011,"ocean pout",104
"1978","NMFS_Trawl",2011,"ocean quahog",0
"1979","NMFS_Trawl",2011,"pollock",1403
"1980","NMFS_Trawl",2011,"red hake",1314
"1981","NMFS_Trawl",2011,"scup",1177
"1982","NMFS_Trawl",2011,"sea scallop",461
"1983","NMFS_Trawl",2011,"silver hake",2639
"1984","NMFS_Trawl",2011,"smooth skate",81
"1985","NMFS_Trawl",2011,"spiny dogfish",59163
"1986","NMFS_Trawl",2011,"striped bass",1949
"1987","NMFS_Trawl",2011,"summer flounder",616
"1988","NMFS_Trawl",2011,"tautog",5
"1989","NMFS_Trawl",2011,"thorny skate",95
"1990","NMFS_Trawl",2011,"weakfish",337
"1991","NMFS_Trawl",2011,"white hake",901
"1992","NMFS_Trawl",2011,"windowpane",186
"1993","NMFS_Trawl",2011,"winter flounder",933
"1994","NMFS_Trawl",2011,"winter skate",3671
"1995","NMFS_Trawl",2011,"witch flounder",143
"1996","NMFS_Trawl",2011,"yellowtail flounder",727
"1997","NMFS_Trawl",2012,"acadian redfish",7262
"1998","NMFS_Trawl",2012,"american lobster",2974
"1999","NMFS_Trawl",2012,"american plaice",455
"2000","NMFS_Trawl",2012,"atlantic cod",1122
"2001","NMFS_Trawl",2012,"atlantic croaker",2826
"2002","NMFS_Trawl",2012,"atlantic halibut",263
"2003","NMFS_Trawl",2012,"atlantic herring",1896
"2004","NMFS_Trawl",2012,"atlantic mackerel",1971
"2005","NMFS_Trawl",2012,"atlantic menhaden",15
"2006","NMFS_Trawl",2012,"atlantic surfclam",1
"2007","NMFS_Trawl",2012,"atlantic wolffish",49
"2008","NMFS_Trawl",2012,"barndoor skate",574
"2009","NMFS_Trawl",2012,"black sea bass",99
"2010","NMFS_Trawl",2012,"bluefish",399
"2011","NMFS_Trawl",2012,"butterfish",1587
"2012","NMFS_Trawl",2012,"clearnose skate",215
"2013","NMFS_Trawl",2012,"goosefish",328
"2014","NMFS_Trawl",2012,"haddock",9267
"2015","NMFS_Trawl",2012,"little skate",2959
"2016","NMFS_Trawl",2012,"longfin squid",5507
"2017","NMFS_Trawl",2012,"northern shortfin squid",561
"2018","NMFS_Trawl",2012,"northern shrimp",209
"2019","NMFS_Trawl",2012,"ocean pout",101
"2020","NMFS_Trawl",2012,"ocean quahog",1
"2021","NMFS_Trawl",2012,"pollock",456
"2022","NMFS_Trawl",2012,"red hake",912
"2023","NMFS_Trawl",2012,"scup",1276
"2024","NMFS_Trawl",2012,"sea scallop",820
"2025","NMFS_Trawl",2012,"silver hake",4409
"2026","NMFS_Trawl",2012,"smooth skate",76
"2027","NMFS_Trawl",2012,"spiny dogfish",91783
"2028","NMFS_Trawl",2012,"striped bass",295
"2029","NMFS_Trawl",2012,"summer flounder",520
"2030","NMFS_Trawl",2012,"tautog",3
"2031","NMFS_Trawl",2012,"thorny skate",62
"2032","NMFS_Trawl",2012,"weakfish",239
"2033","NMFS_Trawl",2012,"white hake",900
"2034","NMFS_Trawl",2012,"windowpane",232
"2035","NMFS_Trawl",2012,"winter flounder",1172
"2036","NMFS_Trawl",2012,"winter skate",2977
"2037","NMFS_Trawl",2012,"witch flounder",146
"2038","NMFS_Trawl",2012,"yellowtail flounder",908
"2039","NMFS_Trawl",2013,"acadian redfish",4831
"2040","NMFS_Trawl",2013,"american lobster",2677
"2041","NMFS_Trawl",2013,"american plaice",388
"2042","NMFS_Trawl",2013,"atlantic cod",1262
"2043","NMFS_Trawl",2013,"atlantic croaker",3158
"2044","NMFS_Trawl",2013,"atlantic halibut",85
"2045","NMFS_Trawl",2013,"atlantic herring",1692
"2046","NMFS_Trawl",2013,"atlantic mackerel",2133
"2047","NMFS_Trawl",2013,"atlantic menhaden",52
"2048","NMFS_Trawl",2013,"atlantic surfclam",3
"2049","NMFS_Trawl",2013,"atlantic wolffish",10
"2050","NMFS_Trawl",2013,"barndoor skate",456
"2051","NMFS_Trawl",2013,"black sea bass",175
"2052","NMFS_Trawl",2013,"bluefish",196
"2053","NMFS_Trawl",2013,"butterfish",962
"2054","NMFS_Trawl",2013,"clearnose skate",206
"2055","NMFS_Trawl",2013,"goosefish",217
"2056","NMFS_Trawl",2013,"haddock",15531
"2057","NMFS_Trawl",2013,"little skate",2522
"2058","NMFS_Trawl",2013,"longfin squid",3820
"2059","NMFS_Trawl",2013,"northern shortfin squid",275
"2060","NMFS_Trawl",2013,"northern shrimp",86
"2061","NMFS_Trawl",2013,"ocean pout",58
"2062","NMFS_Trawl",2013,"ocean quahog",2
"2063","NMFS_Trawl",2013,"pollock",293
"2064","NMFS_Trawl",2013,"red hake",887
"2065","NMFS_Trawl",2013,"sandbar shark",5
"2066","NMFS_Trawl",2013,"scup",709
"2067","NMFS_Trawl",2013,"sea scallop",1434
"2068","NMFS_Trawl",2013,"silver hake",3883
"2069","NMFS_Trawl",2013,"smooth skate",55
"2070","NMFS_Trawl",2013,"spiny dogfish",65060
"2071","NMFS_Trawl",2013,"striped bass",273
"2072","NMFS_Trawl",2013,"summer flounder",540
"2073","NMFS_Trawl",2013,"tautog",3
"2074","NMFS_Trawl",2013,"thorny skate",66
"2075","NMFS_Trawl",2013,"weakfish",106
"2076","NMFS_Trawl",2013,"white hake",455
"2077","NMFS_Trawl",2013,"windowpane",233
"2078","NMFS_Trawl",2013,"winter flounder",618
"2079","NMFS_Trawl",2013,"winter skate",1861
"2080","NMFS_Trawl",2013,"witch flounder",74
"2081","NMFS_Trawl",2013,"yellowtail flounder",603
"2082","NMFS_Trawl",2014,"acadian redfish",5713
"2083","NMFS_Trawl",2014,"american lobster",3246
"2084","NMFS_Trawl",2014,"american plaice",626
"2085","NMFS_Trawl",2014,"atlantic cod",720
"2086","NMFS_Trawl",2014,"atlantic croaker",1849
"2087","NMFS_Trawl",2014,"atlantic halibut",127
"2088","NMFS_Trawl",2014,"atlantic herring",1844
"2089","NMFS_Trawl",2014,"atlantic mackerel",1027
"2090","NMFS_Trawl",2014,"atlantic menhaden",3
"2091","NMFS_Trawl",2014,"atlantic surfclam",0
"2092","NMFS_Trawl",2014,"atlantic wolffish",19
"2093","NMFS_Trawl",2014,"barndoor skate",546
"2094","NMFS_Trawl",2014,"black sea bass",181
"2095","NMFS_Trawl",2014,"bluefish",153
"2096","NMFS_Trawl",2014,"butterfish",1257
"2097","NMFS_Trawl",2014,"clearnose skate",80
"2098","NMFS_Trawl",2014,"goosefish",229
"2099","NMFS_Trawl",2014,"haddock",28643
"2100","NMFS_Trawl",2014,"little skate",2859
"2101","NMFS_Trawl",2014,"longfin squid",3167
"2102","NMFS_Trawl",2014,"northern shortfin squid",425
"2103","NMFS_Trawl",2014,"northern shrimp",186
"2104","NMFS_Trawl",2014,"ocean pout",118
"2105","NMFS_Trawl",2014,"pollock",993
"2106","NMFS_Trawl",2014,"red hake",1163
"2107","NMFS_Trawl",2014,"scup",2310
"2108","NMFS_Trawl",2014,"sea scallop",1965
"2109","NMFS_Trawl",2014,"silver hake",4165
"2110","NMFS_Trawl",2014,"smooth skate",72
"2111","NMFS_Trawl",2014,"spiny dogfish",41453
"2112","NMFS_Trawl",2014,"striped bass",10
"2113","NMFS_Trawl",2014,"summer flounder",437
"2114","NMFS_Trawl",2014,"tautog",5
"2115","NMFS_Trawl",2014,"thorny skate",97
"2116","NMFS_Trawl",2014,"weakfish",55
"2117","NMFS_Trawl",2014,"white hake",588
"2118","NMFS_Trawl",2014,"windowpane",148
"2119","NMFS_Trawl",2014,"winter flounder",730
"2120","NMFS_Trawl",2014,"winter skate",3108
"2121","NMFS_Trawl",2014,"witch flounder",128
"2122","NMFS_Trawl",2014,"yellowtail flounder",614
"2123","NMFS_Trawl",2015,"acadian redfish",6821
"2124","NMFS_Trawl",2015,"american lobster",3854
