"Code","1","2","3","4","5","6","7","8","9","10"
"ANC",21.5835042579235,47.252724385477,78.8934097385356,113.024752271031,146.992765079648,179.05459072037,208.224756605383,234.069816953948,256.523562638595,275.743679195781
"BFT",852265.471491855,2331317.00862233,3894973.33483391,5074546.06139877,5865766.5527672,6365769.02968448,6671700.36937765,6855530.7248815,6964856.18730125,7029486.00218366
"BIL",976156.084953096,2614830.29380193,4088814.85630103,5144971.04281719,5827872.85408952,6247016.40986345,6497172.68804672,6644175.85804418,6729810.43307724,6779448.50044141
"BLF",1372.22188805617,4773.51614046158,9250.91838169431,13860.9489445138,18055.8878902464,21609.504790141,24487.7208754656,26750.9732105394,28495.2023864472,29820.754516296
"BLS",629642.472698115,639268.066036317,639330.697149742,639331.102621134,639331.105246054,639331.105263047,639331.105263157,639331.105263158,639331.105263158,639331.105263158
"BPF",556.800503525756,1514.64012142585,2084.4180850887,2344.5416704915,2453.23826744665,2497.18835434963,2514.73443928023,2521.70446685839,2524.46780650004,2525.56250923076
"BSB",2601.12212056255,10052.7790176878,16834.0596962892,21300.9717185414,23891.4438131654,25309.0146396311,26063.1787013505,26458.7754910503,26664.800228275,26771.702364278
"BUT",372.428945255184,983.180905295938,1370.16262755408,1560.52380198534,1646.11347183547,1683.25416567296,1699.13742946706,1705.88859854604,1708.75081362328,1709.96295791017
"BWH",485585088.705125,485585088.951593,485585088.951593,485585088.951593,485585088.951593,485585088.951593,485585088.951593,485585088.951593,485585088.951593,485585088.951593
"COD",7180.79938598688,38959.6588337097,87542.0991149813,140222.101035144,188924.637196478,230149.946264909,263226.79544123,288868.833011978,308297.568064311,322790.846969795
"DOG",50845.6791469789,109590.948103661,131935.044656623,138730.346343876,140682.412003543,141234.493697241,141389.954671008,141433.677572821,141445.970280234,141449.426045424
"DRM",5514.11439371535,11051.335472998,12938.1299547242,13463.2236549095,13602.465567069,13638.9370785893,13648.4595688864,13650.9437664515,13651.5916956703,13651.7606792261
"DSH",2708916.34892973,2950524.50023086,2959155.97419972,2959455.50258159,2959465.88636369,2959466.24632686,2959466.25880529,2959466.25923787,2959466.25925286,2959466.25925338
"FDE",1002.12780342364,4130.34261633698,7384.32723476595,9798.81288893075,11353.7871238382,12288.9862868975,12831.89927273,13141.1750120632,13315.5524963868,13413.3158313046
"FDF",175.105647705566,1080.27584473513,2767.4483312997,4984.27597881201,7442.01516649281,9911.87266313282,12243.0584963732,14351.6535362961,16202.2960724812,17791.2558150477
"FLA",16.8752232803767,74.1697450669718,173.755168714887,304.968363291084,454.322916028041,609.852544133726,762.552003365375,906.426858160201,1037.99372269091,1155.64880356621
"FOU",402.232781473143,1610.75012827037,2933.22582745167,3995.10581597564,4740.58027138263,5229.54371027329,5538.58481023829,5729.83672028163,5846.75324419452,5917.7130594568
"GOO",234.429072907239,1883.03924391153,5798.41200805698,12275.1796721554,21261.9490675122,32506.6020397961,45653.9596556914,60309.793851491,76081.30199334,92601.324791854
"HAD",6872.51359563244,15544.47963297,19156.3287866639,20346.2707536491,20714.2473986827,20825.9568525205,20859.6828891699,20869.8482215125,20872.9106182313,20873.8330540453
"HAL",20730.3473305313,151489.892829768,414721.783674837,777678.151875614,1195505.75956308,1629150.93809268,2050457.02873675,2441803.27154847,2793905.11277687,3103375.3625545
"HER",10.1227900451184,214.707236255121,673.459044615529,1253.47805649871,1836.75328081173,2357.98688063252,2792.66870862207,3139.7314533726,3409.00352871708,3613.89505232969
"INV",4820.19121084997,9671.90558790655,11222.0764773595,11624.5497233905,11724.2744038148,11748.7092231784,11754.6800550295,11756.1381056478,11756.4940975188,11756.581011652
"LSK",17317.0191458585,23305.4034496612,24123.1954553697,24224.6557473311,24237.1000439236,24238.624225591,24238.8108758963,24238.833732493,24238.8365314311,24238.8368741791
"MAK",1176.27506109651,2191.90440109141,3276.77155863214,4313.16170703817,5238.11683289142,6027.74047595586,6681.6826022376,7211.80804505205,7635.00606038856,7969.07358162838
"MEN",37.8640854098735,203.244100035276,480.350757392282,817.978626758094,1170.87006251772,1508.62537392096,1814.35193303436,2080.88014353557,2307.18913359353,2495.7249250559
"MPF",6.82284615209443,15.9157335636966,26.0671915561019,35.6662773012545,43.9479196255839,50.7054307913251,56.0246615108514,60.112290052321,63.2021417839388,65.5110937313345
"OHK",2158.33421158932,3914.55892958983,4432.54713438119,4561.38763486772,4592.26196346046,4599.59657721912,4601.33545356158,4601.74750355045,4601.84513310649,4601.8682644535
"OPT",1171.13857036449,6353.08677345484,14500.0094718594,23562.1321926159,32124.1566570015,39508.9680242513,45532.8375236664,50272.420741003,53912.41764614,56661.9144674836
"PIN",1405042.90015793,1617644.62456958,1628746.25550735,1629300.27368379,1629327.85985068,1629329.23329305,1629329.30167274,1629329.30507716,1629329.30524666,1629329.3052551
"PLA",1010.22846178596,4735.82409523899,9231.54407691455,13022.5142158358,15755.6339160518,17575.572000862,18735.965768632,19457.80178176,19900.4315863962,20169.5675114301
"POL",9992.37612730084,40966.8158343515,75363.6099776115,103185.521679138,122795.190974469,135686.372695681,143844.702685003,148897.428591281,151987.68617308,153863.759645359
"POR",923281.274420134,1035129.9149896,1039648.64540009,1039824.47124295,1039831.30279941,1039831.56821851,1039831.57853053,1039831.57893117,1039831.57894674,1039831.57894734
"PSH",2846612.20701001,3045916.32165377,3051026.81302906,3051154.89063618,3051158.09864696,3051158.17899813,3051158.18101069,3051158.1810611,3051158.18106236,3051158.18106239
"RED",292.611114554495,849.75653617973,1362.72386660793,1729.48811540688,1963.876371518,2105.50253763939,2188.57879840711,2236.52928187784,2263.95898570863,2279.57160174156
"REP",1683934.23338946,1689707.3719358,1689713.55706847,1689713.56368721,1689713.56369429,1689713.5636943,1689713.5636943,1689713.5636943,1689713.5636943,1689713.5636943
"RHK",2040.42687387139,7828.91218730047,13673.9240276193,17998.8422983263,20806.3541126329,22516.18399871,23523.3551793117,24106.009686622,24439.7349431935,24629.8213775613
"RWH",593720496.346418,593743664.745431,593743665.046794,593743665.046798,593743665.046798,593743665.046798,593743665.046798,593743665.046798,593743665.046798,593743665.046798
"SAL",20266.8169948715,75297.6382102527,128323.102067947,165885.23125429,189310.491634098,203056.476533614,210875.641084551,215250.965271927,217677.713026398,219017.258953616
"SB",5365.77336134014,7247.52616348696,7468.23715777207,7491.75757608364,7494.23948280577,7494.50110577688,7494.52868098985,7494.53158739986,7494.53189373327,7494.53192602057
"SCU",848.667345082553,3646.92117083622,6846.68229667775,9472.96245116488,11338.8017925362,12570.9239745302,13352.7308447238,13837.6772578177,14134.543163956,14314.866792645
"SDF",12406.4748920861,43680.1480891649,90751.9863450825,146677.756311391,205193.907253671,261846.636040838,313955.598512297,360210.651447406,400233.517036275,434218.151126263
"SHK",88.637641412462,485.264179957575,1196.10982155169,2135.85582655315,3206.94481738938,4326.37555368007,5432.50461324944,6483.95558189323,7455.86462990879,8335.71722997165
"SK",62967.6709126489,146616.143648261,196176.939781185,219566.607368396,229746.34928982,234039.224262354,235826.680576194,236567.077051706,236873.107664349,236999.488978012
"SMO",19400.1828478726,47857.0419475706,70998.6387046103,86152.0933703818,95176.2060806021,100307.425297024,103156.830857467,104719.567381807,105570.98166355,106033.207016377
"SSH",97118.9668068382,216087.490237074,302022.381199369,352741.02904571,380224.815139115,394540.682763306,401856.743016738,405560.669077462,407427.148206577,408365.516934378
"STB",15505.6073364293,29023.595266329,40423.0203067312,48814.0073793435,54572.2127552078,58371.8808876292,60822.4766648337,62381.4937998923,63365.0867784717,63982.4810831651
