Lat1,Lon1,inside_lat,inside_long,Area,Size.km,MeanDepth,Lat2,Lon2,neighbour,nrLayers
38.5671580983,-74.8482167953,37.9180246873,-74.7139256357,2,29964.601483,-36.5,39.3937620462,-73.914915562,1,1
39.3937620462,-73.914915562,37.9180246873,-74.7139256357,2,29964.601483,-36.5,40.0050536777,-73.8377470099,1,1
40.0050536777,-73.8377470099,37.9180246873,-74.7139256357,2,29964.601483,-36.5,39.4559723478,-73.1060706612,5,1
39.4559723478,-73.1060706612,37.9180246873,-74.7139256357,2,29964.601483,-36.5,37.4827784313,-74.7060243232,NA,1
37.4827784313,-74.7060243232,37.9180246873,-74.7139256357,2,29964.601483,-36.5,35.6606716505,-74.9816036787,3,1
35.6606716505,-74.9816036787,37.9180246873,-74.7139256357,2,29964.601483,-36.5,35.5130778687,-74.8774149695,3,1
35.5130778687,-74.8774149695,37.9180246873,-74.7139256357,2,29964.601483,-36.5,35.5095685325,-74.874943613,NA,1
35.5095685325,-74.874943613,37.9180246873,-74.7139256357,2,29964.601483,-36.5,35.4829077674,-75.2215983467,0,1
35.5130778687,-74.8774149695,37.92457659,-74.1505177679,3,13920.711174,-128.5,35.6606716505,-74.9816036787,2,3
35.6606716505,-74.9816036787,37.92457659,-74.1505177679,3,13920.711174,-128.5,37.4827784313,-74.7060243232,2,3
37.4827784313,-74.7060243232,37.92457659,-74.1505177679,3,13920.711174,-128.5,39.4504995158,-73.1106506169,NA,3
39.4504995158,-73.1106506169,37.92457659,-74.1505177679,3,13920.711174,-128.5,39.1271006615,-72.6883202615,NA,3
39.1271006615,-72.6883202615,37.92457659,-74.1505177679,3,13920.711174,-128.5,37.4383334521,-74.4393704818,29,3
37.4383334521,-74.4393704818,37.92457659,-74.1505177679,3,13920.711174,-128.5,35.491790705,-74.7771696713,29,3
35.491790705,-74.7771696713,37.92457659,-74.1505177679,3,13920.711174,-128.5,35.5130778687,-74.8774149695,NA,3
40.1670537388,-74.006386549,40.5703316069,-73.4160202632,4,3676.946495,-20.5,40.5581351699,-73.9771111664,NA,1
40.5581351699,-73.9771111664,40.5703316069,-73.4160202632,4,3676.946495,-20.5,40.8336594367,-72.4927558818,NA,1
40.8336594367,-72.4927558818,40.5703316069,-73.4160202632,4,3676.946495,-20.5,40.8333322964,-72.4927831811,NA,1
40.8333322964,-72.4927831811,40.5703316069,-73.4160202632,4,3676.946495,-20.5,40.7267173166,-72.5023412788,7,1
40.7267173166,-72.5023412788,40.5703316069,-73.4160202632,4,3676.946495,-20.5,40.4218524257,-73.2449050726,6,1
40.4218524257,-73.2449050726,40.5703316069,-73.4160202632,4,3676.946495,-20.5,40.2381516076,-73.6838020174,5,1
40.2381516076,-73.6838020174,40.5703316069,-73.4160202632,4,3676.946495,-20.5,40.4248083013,-73.8260120443,5,1
40.4248083013,-73.8260120443,40.5703316069,-73.4160202632,4,3676.946495,-20.5,40.1670502477,-73.8217375613,5,1
40.1670502477,-73.8217375613,40.5703316069,-73.4160202632,4,3676.946495,-20.5,40.1670537388,-74.006386549,1,1
40.0050536777,-73.8377470099,39.8387781488,-72.9724686681,5,11085.441644,-106,40.1670502477,-73.8217375613,1,2
40.1670502477,-73.8217375613,39.8387781488,-72.9724686681,5,11085.441644,-106,40.4248083013,-73.8260120443,4,2
40.4248083013,-73.8260120443,39.8387781488,-72.9724686681,5,11085.441644,-106,40.2381516076,-73.6838020174,4,2
40.2381516076,-73.6838020174,39.8387781488,-72.9724686681,5,11085.441644,-106,40.4218524257,-73.2449050726,4,2
40.4218524257,-73.2449050726,39.8387781488,-72.9724686681,5,11085.441644,-106,39.6078453077,-71.9784311359,6,2
39.6078453077,-71.9784311359,39.8387781488,-72.9724686681,5,11085.441644,-106,39.4826307261,-72.1727895879,28,2
39.4826307261,-72.1727895879,39.8387781488,-72.9724686681,5,11085.441644,-106,39.5981807719,-72.457216697,28,2
39.5981807719,-72.457216697,39.8387781488,-72.9724686681,5,11085.441644,-106,39.3670824489,-72.1816790435,28,2
39.3670824489,-72.1816790435,39.8387781488,-72.9724686681,5,11085.441644,-106,39.2723641522,-72.3884720693,28,2
39.2723641522,-72.3884720693,39.8387781488,-72.9724686681,5,11085.441644,-106,39.1271006615,-72.6883202615,29,2
39.1271006615,-72.6883202615,39.8387781488,-72.9724686681,5,11085.441644,-106,39.4559723478,-73.1060706612,NA,2
39.4559723478,-73.1060706612,39.8387781488,-72.9724686681,5,11085.441644,-106,40.0050536777,-73.8377470099,2,2
40.4218524257,-73.2449050726,40.2726757623,-71.7531413351,6,19468.592595,-109.9,40.7267173166,-72.5023412788,4,2
40.7267173166,-72.5023412788,40.2726757623,-71.7531413351,6,19468.592595,-109.9,40.5136779555,-72.2705513667,7,2
40.5136779555,-72.2705513667,40.2726757623,-71.7531413351,6,19468.592595,-109.9,40.62033573,-71.8616871784,7,2
40.62033573,-71.8616871784,40.2726757623,-71.7531413351,6,19468.592595,-109.9,40.931426664,-71.7016950318,7,2
40.931426664,-71.7016950318,40.2726757623,-71.7531413351,6,19468.592595,-109.9,40.8337665127,-70.7339518512,7,2
40.8337665127,-70.7339518512,40.2726757623,-71.7531413351,6,19468.592595,-109.9,39.9940566119,-70.4235221628,9,2
39.9940566119,-70.4235221628,40.2726757623,-71.7531413351,6,19468.592595,-109.9,39.9892609738,-70.4217781045,NA,2
39.9892609738,-70.4217781045,40.2726757623,-71.7531413351,6,19468.592595,-109.9,39.8559383974,-71.6928142889,28,2
39.8559383974,-71.6928142889,40.2726757623,-71.7531413351,6,19468.592595,-109.9,39.6078453077,-71.9784311359,28,2
39.6078453077,-71.9784311359,40.2726757623,-71.7531413351,6,19468.592595,-109.9,40.4218524257,-73.2449050726,5,2
40.7267173166,-72.5023412788,41.1469260873,-71.2327996111,7,10363.07699,-33.8,40.8333322964,-72.4927831811,4,1
40.8333322964,-72.4927831811,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.1802992843,-71.523927265,NA,1
41.1802992843,-71.523927265,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.3847309415,-71.5239259518,NA,1
41.3847309415,-71.5239259518,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.6780445094,-69.9862538317,NA,1
41.6780445094,-69.9862538317,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.3805228077,-69.9922709218,NA,1
41.3805228077,-69.9922709218,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.3225110533,-70.0751355374,23,1
41.3225110533,-70.0751355374,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.3225108811,-70.2173481309,23,1
41.3225108811,-70.2173481309,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.2691808899,-70.2084597489,23,1
41.2691808899,-70.2084597489,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.2265701765,-69.9953574872,23,1
41.2265701765,-69.9953574872,41.1469260873,-71.2327996111,7,10363.07699,-33.8,40.7921761849,-70.0039693217,8,1
40.7921761849,-70.0039693217,41.1469260873,-71.2327996111,7,10363.07699,-33.8,40.7892112434,-70.0040276048,8,1
40.7892112434,-70.0040276048,41.1469260873,-71.2327996111,7,10363.07699,-33.8,40.8603176942,-70.1373525144,9,1
40.8603176942,-70.1373525144,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.2514041297,-70.3328957925,9,1
41.2514041297,-70.3328957925,41.1469260873,-71.2327996111,7,10363.07699,-33.8,41.2069626404,-70.8573050566,9,1
41.2069626404,-70.8573050566,41.1469260873,-71.2327996111,7,10363.07699,-33.8,40.8337665127,-70.7339518512,9,1
40.8337665127,-70.7339518512,41.1469260873,-71.2327996111,7,10363.07699,-33.8,40.931426664,-71.7016950318,6,1
40.931426664,-71.7016950318,41.1469260873,-71.2327996111,7,10363.07699,-33.8,40.62033573,-71.8616871784,6,1
40.62033573,-71.8616871784,41.1469260873,-71.2327996111,7,10363.07699,-33.8,40.5136779555,-72.2705513667,6,1
40.5136779555,-72.2705513667,41.1469260873,-71.2327996111,7,10363.07699,-33.8,40.7267173166,-72.5023412788,6,1
41.6332870207,-69.9871634457,41.3243747376,-69.5575625764,8,6455.559428,-52,41.6958213543,-69.8973712316,NA,2
41.6958213543,-69.8973712316,41.3243747376,-69.5575625764,8,6455.559428,-52,42.0246894759,-69.9862549921,NA,2
42.0246894759,-69.9862549921,41.3243747376,-69.5575625764,8,6455.559428,-52,42.0248136838,-69.9855540796,NA,2
42.0248136838,-69.9855540796,41.3243747376,-69.5575625764,8,6455.559428,-52,42.0513548034,-69.8351549083,11,2
42.0513548034,-69.8351549083,41.3243747376,-69.5575625764,8,6455.559428,-52,41.6869335929,-69.6751645308,11,2
41.6869335929,-69.6751645308,41.3243747376,-69.5575625764,8,6455.559428,-52,41.5002801621,-69.2574144778,11,2
41.5002801621,-69.2574144778,41.3243747376,-69.5575625764,8,6455.559428,-52,41.1803013297,-69.0174279638,11,2
41.1803013297,-69.0174279638,41.3243747376,-69.5575625764,8,6455.559428,-52,41.2441330688,-68.9543462283,11,2
41.2441330688,-68.9543462283,41.3243747376,-69.5575625764,8,6455.559428,-52,41.2415861332,-68.9542672479,11,2
41.2415861332,-68.9542672479,41.3243747376,-69.5575625764,8,6455.559428,-52,41.0025815974,-68.946870243,12,2
41.0025815974,-68.946870243,41.3243747376,-69.5575625764,8,6455.559428,-52,40.9847583758,-68.9463197066,13,2
40.9847583758,-68.9463197066,41.3243747376,-69.5575625764,8,6455.559428,-52,40.993644762,-69.3551819122,NA,2
40.993644762,-69.3551819122,41.3243747376,-69.5575625764,8,6455.559428,-52,40.8603193925,-69.4529524178,9,2
40.8603193925,-69.4529524178,41.3243747376,-69.5575625764,8,6455.559428,-52,40.9669784074,-69.7640438566,9,2
40.9669784074,-69.7640438566,41.3243747376,-69.5575625764,8,6455.559428,-52,40.7921761849,-70.0039693217,9,2
40.7921761849,-70.0039693217,41.3243747376,-69.5575625764,8,6455.559428,-52,40.7892112434,-70.0040276048,9,2
40.7892112434,-70.0040276048,41.3243747376,-69.5575625764,8,6455.559428,-52,41.2265701765,-69.9953574872,7,2
41.2265701765,-69.9953574872,41.3243747376,-69.5575625764,8,6455.559428,-52,41.3805228077,-69.9922709218,7,2
41.3805228077,-69.9922709218,41.3243747376,-69.5575625764,8,6455.559428,-52,41.6332870207,-69.9871634457,NA,2
39.9940566119,-70.4235221628,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.8337665127,-70.7339518512,6,2
40.8337665127,-70.7339518512,40.5255651926,-69.7390945259,9,17308.896405,-85.3,41.2069626404,-70.8573050566,7,2
41.2069626404,-70.8573050566,40.5255651926,-69.7390945259,9,17308.896405,-85.3,41.2514041297,-70.3328957925,7,2
41.2514041297,-70.3328957925,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.8603176942,-70.1373525144,7,2
40.8603176942,-70.1373525144,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.7892112434,-70.0040276048,7,2
40.7892112434,-70.0040276048,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.7921761849,-70.0039693217,7,2
40.7921761849,-70.0039693217,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.9669784074,-69.7640438566,8,2
40.9669784074,-69.7640438566,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.8603193925,-69.4529524178,8,2
40.8603193925,-69.4529524178,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.993644762,-69.3551819122,8,2
40.993644762,-69.3551819122,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.9847866366,-68.9475222313,NA,2
40.9847866366,-68.9475222313,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.6364100868,-68.8816617229,13,2
40.6364100868,-68.8816617229,40.5255651926,-69.7390945259,9,17308.896405,-85.3,40.0792581469,-68.7776380156,14,2
40.0792581469,-68.7776380156,40.5255651926,-69.7390945259,9,17308.896405,-85.3,39.9003791431,-69.5596068585,28,2
39.9003791431,-69.5596068585,40.5255651926,-69.7390945259,9,17308.896405,-85.3,39.9940566119,-70.4235221628,NA,2
41.7135974268,-70.297343223,42.6936185782,-70.3041645152,10,11219.585917,-75.3,41.8113690124,-70.5373263481,NA,2
41.8113690124,-70.5373263481,42.6936185782,-70.3041645152,10,11219.585917,-75.3,41.9535823406,-70.5551028151,NA,2
41.9535823406,-70.5551028151,42.6936185782,-70.3041645152,10,11219.585917,-75.3,41.9980240625,-70.6884265232,NA,2
41.9980240625,-70.6884265232,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.0691306739,-70.5817675051,NA,2
42.0691306739,-70.5817675051,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.2646741516,-70.8039732126,NA,2
42.2646741516,-70.8039732126,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.2557858748,-70.8484143962,NA,2
42.2557858748,-70.8484143962,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.3002278371,-71.0350671341,NA,2
42.3002278371,-71.0350671341,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.4691059482,-70.9106314367,NA,2
42.4691059482,-70.9106314367,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.5668775964,-70.9017429477,NA,2
42.5668775964,-70.9017429477,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.5846540048,-70.6439847143,NA,2
42.5846540048,-70.6439847143,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.6468723021,-70.5728789774,NA,2
42.6468723021,-70.5728789774,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.7002023135,-70.6084317751,NA,2
42.7002023135,-70.6084317751,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.6024306872,-70.6795375446,NA,2
42.6024306872,-70.6795375446,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.8513041594,-70.830636582,NA,2
42.8513041594,-70.830636582,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.3134972868,-70.5462141317,NA,2
43.3134972868,-70.5462141317,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.3134972952,-70.4395561231,NA,2
43.3134972952,-70.4395561231,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.437934035,-70.2973456236,NA,2
43.437934035,-70.2973456236,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.4823756534,-70.377339096,NA,2
43.4823756534,-70.377339096,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.5623707908,-70.208464292,NA,2
43.5623707908,-70.208464292,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.7579141237,-70.2173528452,NA,2
43.7579141237,-70.2173528452,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.8290211336,-69.9951496419,NA,2
43.8290211336,-69.9951496419,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.8231842803,-69.9952716662,NA,2
43.8231842803,-69.9952716662,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.4155194497,-70.0037230155,17,2
43.4155194497,-70.0037230155,42.6936185782,-70.3041645152,10,11219.585917,-75.3,43.4152730504,-70.0046525883,11,2
43.4152730504,-70.0046525883,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.0958818866,-70.0038075787,11,2
42.0958818866,-70.0038075787,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.095796098,-70.0082644993,NA,2
42.095796098,-70.0082644993,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.0957958036,-70.217349547,NA,2
42.0957958036,-70.217349547,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.0602424535,-70.2351259643,NA,2
42.0602424535,-70.2351259643,42.6936185782,-70.3041645152,10,11219.585917,-75.3,42.0602425573,-70.1462435277,NA,2
42.0602425573,-70.1462435277,42.6936185782,-70.3041645152,10,11219.585917,-75.3,41.9180293914,-70.039584157,NA,2
41.9180293914,-70.039584157,42.6936185782,-70.3041645152,10,11219.585917,-75.3,41.7847044319,-70.0218072288,NA,2
41.7847044319,-70.0218072288,42.6936185782,-70.3041645152,10,11219.585917,-75.3,41.7135974268,-70.297343223,NA,2
42.0248136838,-69.9855540796,42.128948129,-69.2789855583,11,15998.216129,-185.6,42.0348573434,-70.0037630725,NA,3
42.0348573434,-70.0037630725,42.128948129,-69.2789855583,11,15998.216129,-185.6,42.0958818866,-70.0038075787,NA,3
42.0958818866,-70.0038075787,42.128948129,-69.2789855583,11,15998.216129,-185.6,43.4152730504,-70.0046525883,10,3
43.4152730504,-70.0046525883,42.128948129,-69.2789855583,11,15998.216129,-185.6,43.4155194497,-70.0037230155,10,3
43.4155194497,-70.0037230155,42.128948129,-69.2789855583,11,15998.216129,-185.6,43.4157823747,-70.002731057,17,3
43.4157823747,-70.002731057,42.128948129,-69.2789855583,11,15998.216129,-185.6,43.4144099957,-70.0022949531,NA,3
43.4144099957,-70.0022949531,42.128948129,-69.2789855583,11,15998.216129,-185.6,43.0824013148,-69.8973768887,16,3
43.0824013148,-69.8973768887,42.128948129,-69.2789855583,11,15998.216129,-185.6,42.7890872268,-69.5774004031,16,3
42.7890872268,-69.5774004031,42.128948129,-69.2789855583,11,15998.216129,-185.6,42.5579942303,-68.8219005475,16,3
42.5579942303,-68.8219005475,42.128948129,-69.2789855583,11,15998.216129,-185.6,42.7179712756,-68.5517579351,16,3
42.7179712756,-68.5517579351,42.128948129,-69.2789855583,11,15998.216129,-185.6,41.571473887,-68.5566243993,20,3
41.571473887,-68.5566243993,42.128948129,-69.2789855583,11,15998.216129,-185.6,41.2415861332,-68.9542672479,12,3
41.2415861332,-68.9542672479,42.128948129,-69.2789855583,11,15998.216129,-185.6,41.2441330688,-68.9543462283,8,3
41.2441330688,-68.9543462283,42.128948129,-69.2789855583,11,15998.216129,-185.6,41.1803013297,-69.0174279638,8,3
41.1803013297,-69.0174279638,42.128948129,-69.2789855583,11,15998.216129,-185.6,41.5002801621,-69.2574144778,8,3
41.5002801621,-69.2574144778,42.128948129,-69.2789855583,11,15998.216129,-185.6,41.6869335929,-69.6751645308,8,3
41.6869335929,-69.6751645308,42.128948129,-69.2789855583,11,15998.216129,-185.6,42.0513548034,-69.8351549083,8,3
42.0513548034,-69.8351549083,42.128948129,-69.2789855583,11,15998.216129,-185.6,42.0248136838,-69.9855540796,8,3
41.2415861332,-68.9542672479,41.8147050937,-68.2110985131,12,4307.41767,-109.8,41.571473887,-68.5566243993,11,2
41.571473887,-68.5566243993,41.8147050937,-68.2110985131,12,4307.41767,-109.8,41.6602749876,-68.4485831598,20,2
41.6602749876,-68.4485831598,41.8147050937,-68.2110985131,12,4307.41767,-109.8,41.7758234041,-68.4396964288,20,2
41.7758234041,-68.4396964288,41.8147050937,-68.2110985131,12,4307.41767,-109.8,42.2024701144,-67.7019781924,20,2
42.2024701144,-67.7019781924,41.8147050937,-68.2110985131,12,4307.41767,-109.8,42.2198655646,-67.0086461047,20,2
42.2198655646,-67.0086461047,41.8147050937,-68.2110985131,12,4307.41767,-109.8,42.0691729278,-66.9988707766,21,2
42.0691729278,-66.9988707766,41.8147050937,-68.2110985131,12,4307.41767,-109.8,42.0780359755,-67.4619931003,13,2
42.0780359755,-67.4619931003,41.8147050937,-68.2110985131,12,4307.41767,-109.8,41.651386986,-68.4041416861,13,2
41.651386986,-68.4041416861,41.8147050937,-68.2110985131,12,4307.41767,-109.8,41.4291791495,-68.3330324331,13,2
41.4291791495,-68.3330324331,41.8147050937,-68.2110985131,12,4307.41767,-109.8,40.9936481232,-68.7063354932,13,2
40.9936481232,-68.7063354932,41.8147050937,-68.2110985131,12,4307.41767,-109.8,41.0025815974,-68.946870243,13,2
41.0025815974,-68.946870243,41.8147050937,-68.2110985131,12,4307.41767,-109.8,41.2415861332,-68.9542672479,8,2
40.9847866366,-68.9475222313,41.3511736319,-67.7007320641,13,14142.042553,-48.9,40.9847583758,-68.9463197066,NA,1
40.9847583758,-68.9463197066,41.3511736319,-67.7007320641,13,14142.042553,-48.9,41.0025815974,-68.946870243,8,1
41.0025815974,-68.946870243,41.3511736319,-67.7007320641,13,14142.042553,-48.9,40.9936481232,-68.7063354932,12,1
40.9936481232,-68.7063354932,41.3511736319,-67.7007320641,13,14142.042553,-48.9,41.4291791495,-68.3330324331,12,1
41.4291791495,-68.3330324331,41.3511736319,-67.7007320641,13,14142.042553,-48.9,41.651386986,-68.4041416861,12,1
41.651386986,-68.4041416861,41.3511736319,-67.7007320641,13,14142.042553,-48.9,42.0780359755,-67.4619931003,12,1
42.0780359755,-67.4619931003,41.3511736319,-67.7007320641,13,14142.042553,-48.9,42.0691729278,-66.9988707766,12,1
42.0691729278,-66.9988707766,41.3511736319,-67.7007320641,13,14142.042553,-48.9,41.1667705221,-67.0174803281,15,1
41.1667705221,-67.0174803281,41.3511736319,-67.7007320641,13,14142.042553,-48.9,41.162537842,-67.3997570964,14,1
41.162537842,-67.3997570964,41.3511736319,-67.7007320641,13,14142.042553,-48.9,40.8692168997,-67.9863805324,14,1
40.8692168997,-67.9863805324,41.3511736319,-67.7007320641,13,14142.042553,-48.9,40.9492104034,-68.1641480168,14,1
40.9492104034,-68.1641480168,41.3511736319,-67.7007320641,13,14142.042553,-48.9,40.8069968233,-68.1908109453,14,1
40.8069968233,-68.1908109453,41.3511736319,-67.7007320641,13,14142.042553,-48.9,40.638115937,-68.5285650738,14,1
40.638115937,-68.5285650738,41.3511736319,-67.7007320641,13,14142.042553,-48.9,40.6364100868,-68.8816617229,14,1
40.6364100868,-68.8816617229,41.3511736319,-67.7007320641,13,14142.042553,-48.9,40.9847866366,-68.9475222313,9,1
40.6364100868,-68.8816617229,40.6825386448,-67.6638715971,14,12703.070733,-138.8,40.638115937,-68.5285650738,13,3
40.638115937,-68.5285650738,40.6825386448,-67.6638715971,14,12703.070733,-138.8,40.8069968233,-68.1908109453,13,3
40.8069968233,-68.1908109453,40.6825386448,-67.6638715971,14,12703.070733,-138.8,40.9492104034,-68.1641480168,13,3
40.9492104034,-68.1641480168,40.6825386448,-67.6638715971,14,12703.070733,-138.8,40.8692168997,-67.9863805324,13,3
40.8692168997,-67.9863805324,40.6825386448,-67.6638715971,14,12703.070733,-138.8,41.162537842,-67.3997570964,13,3
41.162537842,-67.3997570964,40.6825386448,-67.6638715971,14,12703.070733,-138.8,41.1667705221,-67.0174803281,13,3
41.1667705221,-67.0174803281,40.6825386448,-67.6638715971,14,12703.070733,-138.8,41.1714412904,-66.2442773544,15,3
41.1714412904,-66.2442773544,40.6825386448,-67.6638715971,14,12703.070733,-138.8,40.467345182,-67.205062706,27,3
40.467345182,-67.205062706,40.6825386448,-67.6638715971,14,12703.070733,-138.8,40.0792581469,-68.7776380156,28,3
40.0792581469,-68.7776380156,40.6825386448,-67.6638715971,14,12703.070733,-138.8,40.6364100868,-68.8816617229,9,3
42.0691729278,-66.9988707766,41.6654351943,-66.4353906523,15,9165.294614,-101.8,42.0869460048,-65.9154367965,21,2
42.0869460048,-65.9154367965,41.6654351943,-66.4353906523,15,9165.294614,-101.8,41.9055353308,-65.6944733425,21,2
41.9055353308,-65.6944733425,41.6654351943,-66.4353906523,15,9165.294614,-101.8,41.8825183472,-65.6665589536,26,2
41.8825183472,-65.6665589536,41.6654351943,-66.4353906523,15,9165.294614,-101.8,41.8322497455,-65.7082544426,26,2
41.8322497455,-65.7082544426,41.6654351943,-66.4353906523,15,9165.294614,-101.8,41.1714412904,-66.2442773544,27,2
41.1714412904,-66.2442773544,41.6654351943,-66.4353906523,15,9165.294614,-101.8,41.1667705221,-67.0174803281,14,2
41.1667705221,-67.0174803281,41.6654351943,-66.4353906523,15,9165.294614,-101.8,42.0691729278,-66.9988707766,13,2
43.4144099957,-70.0022949531,43.1895721262,-69.242902288,16,11323.737209,-156,43.4734881476,-69.8351614807,NA,3
