Lat1,Lon1,inside_lat,inside_long,Area,Size.km,MeanDepth,Lat2,Lon2,neighbour,nrLayers
43.4734881476,-69.8351614807,43.1895721262,-69.242902288,16,11323.737209,-156,43.553483367,-69.7551685009,17,3
43.553483367,-69.7551685009,43.1895721262,-69.242902288,16,11323.737209,-156,43.4912655368,-69.5951813351,17,3
43.4912655368,-69.5951813351,43.1895721262,-69.242902288,16,11323.737209,-156,43.5890370952,-69.6307345834,17,3
43.5890370952,-69.6307345834,43.1895721262,-69.242902288,16,11323.737209,-156,43.6956995074,-69.0885584893,17,3
43.6956995074,-69.0885584893,43.1895721262,-69.242902288,16,11323.737209,-156,43.6157052007,-68.9641235485,17,3
43.6157052007,-68.9641235485,43.1895721262,-69.242902288,16,11323.737209,-156,43.7312541633,-68.8663552868,17,3
43.7312541633,-68.8663552868,43.1895721262,-69.242902288,16,11323.737209,-156,43.8023630158,-68.5552713085,17,3
43.8023630158,-68.5552713085,43.1895721262,-69.242902288,16,11323.737209,-156,42.7197707234,-68.551749534,NA,3
42.7197707234,-68.551749534,43.1895721262,-69.242902288,16,11323.737209,-156,42.7179712756,-68.5517579351,20,3
42.7179712756,-68.5517579351,43.1895721262,-69.242902288,16,11323.737209,-156,42.5579942303,-68.8219005475,11,3
42.5579942303,-68.8219005475,43.1895721262,-69.242902288,16,11323.737209,-156,42.7890872268,-69.5774004031,11,3
42.7890872268,-69.5774004031,43.1895721262,-69.242902288,16,11323.737209,-156,43.0824013148,-69.8973768887,11,3
43.0824013148,-69.8973768887,43.1895721262,-69.242902288,16,11323.737209,-156,43.4144099957,-70.0022949531,11,3
43.4155194497,-70.0037230155,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.8231842803,-69.9952716662,10,2
43.8231842803,-69.9952716662,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.7045846899,-69.8884914633,NA,2
43.7045846899,-69.8884914633,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.9890142221,-69.1507784488,NA,2
43.9890142221,-69.1507784488,43.8144428304,-69.0737013848,17,5031.6575,-81.9,44.4600976688,-68.8663643304,NA,2
44.4600976688,-68.8663643304,43.8144428304,-69.0737013848,17,5031.6575,-81.9,44.2645560861,-68.6086067457,NA,2
44.2645560861,-68.6086067457,43.8144428304,-69.0737013848,17,5031.6575,-81.9,44.3801047242,-68.5730560239,NA,2
44.3801047242,-68.5730560239,43.8144428304,-69.0737013848,17,5031.6575,-81.9,44.3659108997,-68.5726172561,NA,2
44.3659108997,-68.5726172561,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.8023630158,-68.5552713085,18,2
43.8023630158,-68.5552713085,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.7312541633,-68.8663552868,16,2
43.7312541633,-68.8663552868,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.6157052007,-68.9641235485,16,2
43.6157052007,-68.9641235485,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.6956995074,-69.0885584893,16,2
43.6956995074,-69.0885584893,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.5890370952,-69.6307345834,16,2
43.5890370952,-69.6307345834,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.4912655368,-69.5951813351,16,2
43.4912655368,-69.5951813351,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.553483367,-69.7551685009,16,2
43.553483367,-69.7551685009,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.4734881476,-69.8351614807,16,2
43.4734881476,-69.8351614807,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.4157823747,-70.002731057,NA,2
43.4157823747,-70.002731057,43.8144428304,-69.0737013848,17,5031.6575,-81.9,43.4155194497,-70.0037230155,11,2
43.8023630158,-68.5552713085,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.3659108997,-68.5726172561,17,2
44.3659108997,-68.5726172561,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.4512121117,-68.4841761431,NA,2
44.4512121117,-68.4841761431,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.4156591289,-68.4397350954,NA,2
44.4156591289,-68.4397350954,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.4340386125,-68.3436693192,NA,2
44.4340386125,-68.3436693192,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.2823341517,-68.4308448634,24,2
44.2823341517,-68.4308448634,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.2023399424,-68.3330743619,24,2
44.2023399424,-68.3330743619,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.2912239314,-68.26197097,24,2
44.2912239314,-68.26197097,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.3534430925,-68.1730910112,24,2
44.3534430925,-68.1730910112,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.4423258177,-68.2441973909,24,2
44.4423258177,-68.2441973909,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.4340386125,-68.3436693192,24,2
44.4340386125,-68.3436693192,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.5312094338,-68.2175346766,NA,2
44.5312094338,-68.2175346766,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.3445558508,-68.0575455004,NA,2
44.3445558508,-68.0575455004,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.4156643408,-67.8797848415,NA,2
44.4156643408,-67.8797848415,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.5401013579,-67.8531231119,NA,2
44.5401013579,-67.8531231119,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.5845436209,-67.7997954986,NA,2
44.5845436209,-67.7997954986,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.49566111,-67.7198007628,NA,2
44.49566111,-67.7198007628,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.6201036592,-67.2398467083,NA,2
44.6201036592,-67.2398467083,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.8156505295,-66.9909856161,NA,2
44.8156505295,-66.9909856161,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.8278364516,-66.9058076105,NA,2
44.8278364516,-66.9058076105,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.8334290065,-66.8665530516,25,2
44.8334290065,-66.8665530516,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.5489994386,-67.0531949081,25,2
44.5489994386,-67.0531949081,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.4067863556,-67.0265267712,25,2
44.4067863556,-67.0265267712,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.3969688554,-67.3761686179,25,2
44.3969688554,-67.3761686179,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.0601305557,-67.9064420891,19,2
44.0601305557,-67.9064420891,44.3261717863,-67.8595329078,18,4830.554502,-86.4,44.0156858039,-68.2264137715,19,2
44.0156858039,-68.2264137715,44.3261717863,-67.8595329078,18,4830.554502,-86.4,43.8468059603,-68.3952854919,19,2
43.8468059603,-68.3952854919,44.3261717863,-67.8595329078,18,4830.554502,-86.4,43.8023630158,-68.5552713085,19,2
43.8023630158,-68.5552713085,43.3640174539,-67.7207949956,19,17736.767097,-199.1,43.8468059603,-68.3952854919,18,3
43.8468059603,-68.3952854919,43.3640174539,-67.7207949956,19,17736.767097,-199.1,44.0156858039,-68.2264137715,18,3
44.0156858039,-68.2264137715,43.3640174539,-67.7207949956,19,17736.767097,-199.1,44.0601305557,-67.9064420891,18,3
44.0601305557,-67.9064420891,43.3640174539,-67.7207949956,19,17736.767097,-199.1,44.3969688554,-67.3761686179,18,3
44.3969688554,-67.3761686179,43.3640174539,-67.7207949956,19,17736.767097,-199.1,44.1979259209,-67.2572920613,25,3
44.1979259209,-67.2572920613,43.3640174539,-67.7207949956,19,17736.767097,-199.1,43.962363649,-67.4709217005,22,3
43.962363649,-67.4709217005,43.3640174539,-67.7207949956,19,17736.767097,-199.1,43.642385494,-67.3020395498,22,3
43.642385494,-67.3020395498,43.3640174539,-67.7207949956,19,17736.767097,-199.1,43.5001779359,-66.8576279373,22,3
43.5001779359,-66.8576279373,43.3640174539,-67.7207949956,19,17736.767097,-199.1,43.2246386256,-66.9109497829,22,3
43.2246386256,-66.9109497829,43.3640174539,-67.7207949956,19,17736.767097,-199.1,43.1624176302,-67.1064883165,22,3
43.1624176302,-67.1064883165,43.3640174539,-67.7207949956,19,17736.767097,-199.1,42.886881795,-66.9020529914,22,3
42.886881795,-66.9020529914,43.3640174539,-67.7207949956,19,17736.767097,-199.1,43.011321575,-66.6887393821,22,3
43.011321575,-66.6887393821,43.3640174539,-67.7207949956,19,17736.767097,-199.1,42.8868862176,-66.5909657632,22,3
42.8868862176,-66.5909657632,43.3640174539,-67.7207949956,19,17736.767097,-199.1,42.7535577889,-66.8220557269,22,3
42.7535577889,-66.8220557269,43.3640174539,-67.7207949956,19,17736.767097,-199.1,42.8068848354,-67.0442623471,NA,3
42.8068848354,-67.0442623471,43.3640174539,-67.7207949956,19,17736.767097,-199.1,42.7197813988,-68.551583942,20,3
42.7197813988,-68.551583942,43.3640174539,-67.7207949956,19,17736.767097,-199.1,43.8023630158,-68.5552713085,NA,3
42.8068848354,-67.0442623471,42.3886918851,-67.7805776848,20,9945.917093,-230.2,42.8044464301,-67.0431522582,NA,3
42.8044464301,-67.0431522582,42.3886918851,-67.7805776848,20,9945.917093,-230.2,42.7170216292,-67.0034085134,22,3
42.7170216292,-67.0034085134,42.3886918851,-67.7805776848,20,9945.917093,-230.2,42.7180019003,-67.008707355,22,3
42.7180019003,-67.008707355,42.3886918851,-67.7805776848,20,9945.917093,-230.2,42.2198655646,-67.0086461047,21,3
42.2198655646,-67.0086461047,42.3886918851,-67.7805776848,20,9945.917093,-230.2,42.2024701144,-67.7019781924,12,3
42.2024701144,-67.7019781924,42.3886918851,-67.7805776848,20,9945.917093,-230.2,41.7758234041,-68.4396964288,12,3
41.7758234041,-68.4396964288,42.3886918851,-67.7805776848,20,9945.917093,-230.2,41.6602749876,-68.4485831598,12,3
41.6602749876,-68.4485831598,42.3886918851,-67.7805776848,20,9945.917093,-230.2,41.571473887,-68.5566243993,12,3
41.571473887,-68.5566243993,42.3886918851,-67.7805776848,20,9945.917093,-230.2,42.7179712756,-68.5517579351,11,3
42.7179712756,-68.5517579351,42.3886918851,-67.7805776848,20,9945.917093,-230.2,42.7197707234,-68.551749534,16,3
42.7197707234,-68.551749534,42.3886918851,-67.7805776848,20,9945.917093,-230.2,42.7197813988,-68.551583942,NA,3
42.7197813988,-68.551583942,42.3886918851,-67.7805776848,20,9945.917093,-230.2,42.8068848354,-67.0442623471,19,3
42.7180019003,-67.008707355,42.3154695255,-66.3709673532,21,6101.009492,-186.3,42.7170216292,-67.0034085134,19,3
42.7170216292,-67.0034085134,42.3154695255,-66.3709673532,21,6101.009492,-186.3,42.5669117744,-66.2087632676,22,3
42.5669117744,-66.2087632676,42.3154695255,-66.3709673532,21,6101.009492,-186.3,42.1753092947,-65.5768228282,22,3
42.1753092947,-65.5768228282,42.3154695255,-66.3709673532,21,6101.009492,-186.3,41.9055353308,-65.6944733425,26,3
41.9055353308,-65.6944733425,42.3154695255,-66.3709673532,21,6101.009492,-186.3,42.0869460048,-65.9154367965,15,3
42.0869460048,-65.9154367965,42.3154695255,-66.3709673532,21,6101.009492,-186.3,42.0691729278,-66.9988707766,15,3
42.0691729278,-66.9988707766,42.3154695255,-66.3709673532,21,6101.009492,-186.3,42.2198655646,-67.0086461047,12,3
42.2198655646,-67.0086461047,42.3154695255,-66.3709673532,21,6101.009492,-186.3,42.7180019003,-67.008707355,20,3
44.1979259209,-67.2572920613,42.9962847867,-66.4529986041,22,17154.064183,-119.6,44.0245921435,-66.7154319968,25,2
44.0245921435,-66.7154319968,42.9962847867,-66.4529986041,22,17154.064183,-119.6,44.1934707744,-66.7065487264,25,2
44.1934707744,-66.7065487264,42.9962847867,-66.4529986041,22,17154.064183,-119.6,44.2823573533,-66.5021246274,25,2
44.2823573533,-66.5021246274,42.9962847867,-66.4529986041,22,17154.064183,-119.6,44.1756990833,-66.3865757402,25,2
44.1756990833,-66.3865757402,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.9179366977,-66.4132321452,25,2
43.9179366977,-66.4132321452,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.2602028945,-66.1910077657,25,2
43.2602028945,-66.1910077657,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.1357622377,-66.4309851699,25,2
43.1357622377,-66.4309851699,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.0202184791,-66.1376711782,25,2
43.0202184791,-66.1376711782,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.1535559464,-65.4532841542,25,2
43.1535559464,-65.4532841542,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.3713871688,-65.1510562648,25,2
42.3713871688,-65.1510562648,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.1518013775,-65.522639469,26,2
42.1518013775,-65.522639469,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.1753092947,-65.5768228282,26,2
42.1753092947,-65.5768228282,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.5669117744,-66.2087632676,21,2
42.5669117744,-66.2087632676,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.7170216292,-67.0034085134,21,2
42.7170216292,-67.0034085134,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.7180019003,-67.008707355,21,2
42.7180019003,-67.008707355,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.8044464301,-67.0431522582,20,2
42.8044464301,-67.0431522582,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.7535577889,-66.8220557269,NA,2
42.7535577889,-66.8220557269,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.8868862176,-66.5909657632,19,2
42.8868862176,-66.5909657632,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.011321575,-66.6887393821,19,2
43.011321575,-66.6887393821,42.9962847867,-66.4529986041,22,17154.064183,-119.6,42.886881795,-66.9020529914,19,2
42.886881795,-66.9020529914,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.1624176302,-67.1064883165,19,2
43.1624176302,-67.1064883165,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.2246386256,-66.9109497829,19,2
43.2246386256,-66.9109497829,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.5001779359,-66.8576279373,19,2
43.5001779359,-66.8576279373,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.642385494,-67.3020395498,19,2
43.642385494,-67.3020395498,42.9962847867,-66.4529986041,22,17154.064183,-119.6,43.962363649,-67.4709217005,19,2
43.962363649,-67.4709217005,42.9962847867,-66.4529986041,22,17154.064183,-119.6,44.1979259209,-67.2572920613,19,2
41.3225108811,-70.2173481309,41.2923602637,-70.1032112642,23,173.0260482,0,41.3225110533,-70.0751355374,7,0
41.3225110533,-70.0751355374,41.2923602637,-70.1032112642,23,173.0260482,0,41.3805228077,-69.9922709218,7,0
41.3805228077,-69.9922709218,41.2923602637,-70.1032112642,23,173.0260482,0,41.2265701765,-69.9953574872,7,0
41.2265701765,-69.9953574872,41.2923602637,-70.1032112642,23,173.0260482,0,41.2691808899,-70.2084597489,7,0
41.2691808899,-70.2084597489,41.2923602637,-70.1032112642,23,173.0260482,0,41.3225108811,-70.2173481309,7,0
44.4340386125,-68.3436693192,44.3322857551,-68.3036110036,24,294.595422,0,44.4423258177,-68.2441973909,18,0
44.4423258177,-68.2441973909,44.3322857551,-68.3036110036,24,294.595422,0,44.3534430925,-68.1730910112,18,0
44.3534430925,-68.1730910112,44.3322857551,-68.3036110036,24,294.595422,0,44.2912239314,-68.26197097,18,0
44.2912239314,-68.26197097,44.3322857551,-68.3036110036,24,294.595422,0,44.2023399424,-68.3330743619,18,0
44.2023399424,-68.3330743619,44.3322857551,-68.3036110036,24,294.595422,0,44.2823341517,-68.4308448634,18,0
44.2823341517,-68.4308448634,44.3322857551,-68.3036110036,24,294.595422,0,44.4340386125,-68.3436693192,18,0
44.8278364516,-66.9058076105,44.3616629865,-66.179567342,25,30440.867891,-100,46.1147803796,-64.7586105075,NA,2
46.1147803796,-64.7586105075,44.3616629865,-66.179567342,25,30440.867891,-100,45.2988502893,-65.0710418284,NA,2
45.2988502893,-65.0710418284,44.3616629865,-66.179567342,25,30440.867891,-100,44.552351996,-65.8521906073,NA,2
44.552351996,-65.8521906073,44.3616629865,-66.179567342,25,30440.867891,-100,43.9273930699,-65.6959314014,NA,2
43.9273930699,-65.6959314014,44.3616629865,-66.179567342,25,30440.867891,-100,43.6843658711,-65.0188944157,NA,2
43.6843658711,-65.0188944157,44.3616629865,-66.179567342,25,30440.867891,-100,44.2572638798,-64.3245325627,NA,2
44.2572638798,-64.3245325627,44.3616629865,-66.179567342,25,30440.867891,-100,43.6323052011,-64.168266016,NA,2
43.6323052011,-64.168266016,44.3616629865,-66.179567342,25,30440.867891,-100,43.6251719935,-64.1878347653,NA,2
43.6251719935,-64.1878347653,44.3616629865,-66.179567342,25,30440.867891,-100,42.3713871688,-65.1510562648,26,2
42.3713871688,-65.1510562648,44.3616629865,-66.179567342,25,30440.867891,-100,43.1535559464,-65.4532841542,22,2
43.1535559464,-65.4532841542,44.3616629865,-66.179567342,25,30440.867891,-100,43.0202184791,-66.1376711782,22,2
43.0202184791,-66.1376711782,44.3616629865,-66.179567342,25,30440.867891,-100,43.1357622377,-66.4309851699,22,2
43.1357622377,-66.4309851699,44.3616629865,-66.179567342,25,30440.867891,-100,43.2602028945,-66.1910077657,22,2
43.2602028945,-66.1910077657,44.3616629865,-66.179567342,25,30440.867891,-100,43.9179366977,-66.4132321452,22,2
43.9179366977,-66.4132321452,44.3616629865,-66.179567342,25,30440.867891,-100,44.1756990833,-66.3865757402,22,2
44.1756990833,-66.3865757402,44.3616629865,-66.179567342,25,30440.867891,-100,44.2823573533,-66.5021246274,22,2
44.2823573533,-66.5021246274,44.3616629865,-66.179567342,25,30440.867891,-100,44.1934707744,-66.7065487264,22,2
44.1934707744,-66.7065487264,44.3616629865,-66.179567342,25,30440.867891,-100,44.0245921435,-66.7154319968,22,2
44.0245921435,-66.7154319968,44.3616629865,-66.179567342,25,30440.867891,-100,44.1979259209,-67.2572920613,22,2
44.1979259209,-67.2572920613,44.3616629865,-66.179567342,25,30440.867891,-100,44.3969688554,-67.3761686179,19,2
44.3969688554,-67.3761686179,44.3616629865,-66.179567342,25,30440.867891,-100,44.4067863556,-67.0265267712,18,2
44.4067863556,-67.0265267712,44.3616629865,-66.179567342,25,30440.867891,-100,44.5489994386,-67.0531949081,18,2
44.5489994386,-67.0531949081,44.3616629865,-66.179567342,25,30440.867891,-100,44.8334290065,-66.8665530516,18,2
44.8334290065,-66.8665530516,44.3616629865,-66.179567342,25,30440.867891,-100,44.8278364516,-66.9058076105,18,2
42.3713871688,-65.1510562648,42.5303108835,-64.5296540154,26,22644.748814,-150,43.6251719935,-64.1878347653,25,3
43.6251719935,-64.1878347653,42.5303108835,-64.5296540154,26,22644.748814,-150,42.6592842094,-63.9438902805,NA,3
42.6592842094,-63.9438902805,42.5303108835,-64.5296540154,26,22644.748814,-150,42.1539265639,-63.6185435035,NA,3
42.1539265639,-63.6185435035,42.5303108835,-64.5296540154,26,22644.748814,-150,41.5838032085,-64.7931356344,27,3
41.5838032085,-64.7931356344,42.5303108835,-64.5296540154,26,22644.748814,-150,41.8322497455,-65.7082544426,27,3
41.8322497455,-65.7082544426,42.5303108835,-64.5296540154,26,22644.748814,-150,41.8825183472,-65.6665589536,15,3
41.8825183472,-65.6665589536,42.5303108835,-64.5296540154,26,22644.748814,-150,41.9055353308,-65.6944733425,15,3
41.9055353308,-65.6944733425,42.5303108835,-64.5296540154,26,22644.748814,-150,42.1753092947,-65.5768228282,21,3
42.1753092947,-65.5768228282,42.5303108835,-64.5296540154,26,22644.748814,-150,42.1518013775,-65.522639469,22,3
42.1518013775,-65.522639469,42.5303108835,-64.5296540154,26,22644.748814,-150,42.3713871688,-65.1510562648,22,3
40.467345182,-67.205062706,41.0674655743,-65.5741416851,27,25944.35887,-500,41.1714412904,-66.2442773544,14,4
41.1714412904,-66.2442773544,41.0674655743,-65.5741416851,27,25944.35887,-500,41.8322497455,-65.7082544426,15,4
41.8322497455,-65.7082544426,41.0674655743,-65.5741416851,27,25944.35887,-500,41.5838032085,-64.7931356344,26,4
41.5838032085,-64.7931356344,41.0674655743,-65.5741416851,27,25944.35887,-500,42.1539265639,-63.6185435035,26,4
42.1539265639,-63.6185435035,41.0674655743,-65.5741416851,27,25944.35887,-500,41.8442361317,-63.4217095206,NA,4
41.8442361317,-63.4217095206,41.0674655743,-65.5741416851,27,25944.35887,-500,39.9124481775,-66.6135283472,NA,4
39.9124481775,-66.6135283472,41.0674655743,-65.5741416851,27,25944.35887,-500,40.467345182,-67.205062706,28,4
39.6078453077,-71.9784311359,39.7136798063,-69.6850985982,28,40230.494304,-500,39.8559383974,-71.6928142889,6,4
39.8559383974,-71.6928142889,39.7136798063,-69.6850985982,28,40230.494304,-500,39.9892609738,-70.4217781045,6,4
39.9892609738,-70.4217781045,39.7136798063,-69.6850985982,28,40230.494304,-500,39.9003791431,-69.5596068585,NA,4
39.9003791431,-69.5596068585,39.7136798063,-69.6850985982,28,40230.494304,-500,40.0781493305,-68.7774325576,NA,4
40.0781493305,-68.7774325576,39.7136798063,-69.6850985982,28,40230.494304,-500,40.0792581469,-68.7776380156,NA,4
40.0792581469,-68.7776380156,39.7136798063,-69.6850985982,28,40230.494304,-500,40.467345182,-67.205062706,14,4
40.467345182,-67.205062706,39.7136798063,-69.6850985982,28,40230.494304,-500,39.9124481775,-66.6135283472,27,4
39.9124481775,-66.6135283472,39.7136798063,-69.6850985982,28,40230.494304,-500,39.8998473843,-66.6332504796,NA,4
39.8998473843,-66.6332504796,39.7136798063,-69.6850985982,28,40230.494304,-500,39.1533429609,-69.4629416118,NA,4
39.1533429609,-69.4629416118,39.7136798063,-69.6850985982,28,40230.494304,-500,38.9103041195,-71.9107254634,NA,4
38.9103041195,-71.9107254634,39.7136798063,-69.6850985982,28,40230.494304,-500,39.2723641522,-72.3884720693,NA,4
39.2723641522,-72.3884720693,39.7136798063,-69.6850985982,28,40230.494304,-500,39.3670824489,-72.1816790435,5,4
39.3670824489,-72.1816790435,39.7136798063,-69.6850985982,28,40230.494304,-500,39.5981807719,-72.457216697,5,4
39.5981807719,-72.457216697,39.7136798063,-69.6850985982,28,40230.494304,-500,39.4826307261,-72.1727895879,5,4
39.4826307261,-72.1727895879,39.7136798063,-69.6850985982,28,40230.494304,-500,39.6070663563,-71.9772440837,NA,4
39.6070663563,-71.9772440837,39.7136798063,-69.6850985982,28,40230.494304,-500,39.6078453077,-71.9784311359,NA,4
34.7998477417,-74.8414989048,37.2052593726,-74.069839269,29,36669.09097,-500,35.491790705,-74.7771696713,0,4
35.491790705,-74.7771696713,37.2052593726,-74.069839269,29,36669.09097,-500,37.4383334521,-74.4393704818,3,4
37.4383334521,-74.4393704818,37.2052593726,-74.069839269,29,36669.09097,-500,39.1271006615,-72.6883202615,3,4
39.1271006615,-72.6883202615,37.2052593726,-74.069839269,29,36669.09097,-500,39.2723641522,-72.3884720693,5,4
39.2723641522,-72.3884720693,37.2052593726,-74.069839269,29,36669.09097,-500,38.9053066947,-71.9160361253,NA,4
38.9053066947,-71.9160361253,37.2052593726,-74.069839269,29,36669.09097,-500,37.0180753299,-73.855097839,NA,4
37.0180753299,-73.855097839,37.2052593726,-74.069839269,29,36669.09097,-500,34.7998477417,-74.8414989048,NA,4
