Species,Cohort,N.Type,RN,SN,weight mg,g,kg,weight (lbs)
Shark_P,5,Reserve,114492.325,43204.5378,17977408.17858,17977.40817858,17.9774081786,39.6333536187
Shark_P,6,Reserve,135742.561,51223.1927,21313970.48247,21313.97048247,21.3139704825,46.9892056051
Shark_P,7,Reserve,151401.763,57132.7029,23772917.67669,23772.91767669,23.7729176767,52.4102497684
Shark_P,8,Reserve,162558.266,61342.9118,25524785.59998,25524.78559998,25.5247856,56.2724528294
Shark_P,9,Reserve,170344.273,64280.7821,26747233.43181,26747.23343181,26.7472334318,58.9674857684
Shark_P,10,Reserve,175702.084,66302.7108,27588557.96388,27588.55796388,27.5885579639,60.8222866583
Shark_R,1,Reserve,0,0,0,0,0,0
Shark_R,2,Reserve,0,0,0,0,0,0
Shark_R,3,Reserve,0,0,0,0,0,0
Shark_R,4,Reserve,0,0,0,0,0,0
Shark_R,5,Reserve,0,0,0,0,0,0
Shark_R,6,Reserve,0,0,0,0,0,0
Shark_R,7,Reserve,0,0,0,0,0,0
Shark_R,8,Reserve,0,0,0,0,0,0
Shark_R,9,Reserve,0,0,0,0,0,0
Shark_R,10,Reserve,0,0,0,0,0,0
SkateRay,1,Reserve,927.5,350,145635,145.635,0.145635,0.3210698337
SkateRay,2,Reserve,3180,1200,499320,499.32,0.49932,1.1008108584
SkateRay,3,Reserve,4770,1800,748980,748.98,0.74898,1.6512162876
SkateRay,4,Reserve,8294.48,3129.99,1302388.839,1302.388839,1.302388839,2.8712724822
SkateRay,5,Reserve,18550,7000,2912700,2912.7,2.9127,6.421396674
SkateRay,6,Reserve,23850,9000,3744900,3744.9,3.7449,8.256081438
SkateRay,7,Reserve,34450,13000,5409300,5409.3,5.4093,11.925450966
SkateRay,8,Reserve,40770,18000,7489800,7489.8,7.4898,16.512162876
SkateRay,9,Reserve,79500,30000,12483000,12483,12.483,27.52027146
SkateRay,10,Reserve,85500,32000,13315200,13315.2,13.3152,29.354956224
Whale_Baleen,1,Reserve,4009729654,1513105530,629603211033,629603211.033,629603.211033,1388035.83110757
Whale_Baleen,2,Reserve,4670547309,1762470683,733364051196.3,733364051.1963,733364.0511963,1616789.05454839
Whale_Baleen,3,Reserve,4696216593,1772157205,737394613000.5,737394613.0005,737394.6130005,1625674.91171316
Whale_Baleen,4,Reserve,4697165152,1772515152,737543554747.2,737543554.7472,737543.5547472,1626003.27166677
Whale_Baleen,5,Reserve,4697200141,1772528355,737549048515.5,737549048.5155,737549.0485155,1626015.38333824
Whale_Baleen,6,Reserve,4697201430,1772528841,737549250740.1,737549250.7401,737549.2507401,1626015.82916664
Whale_Baleen,7,Reserve,4697201478,1772528859,737549258229.9,737549258.2299,737549.2582299,1626015.8456788
Whale_Baleen,8,Reserve,4697201480,1772528860,737549258646,737549258.646,737549.258646,1626015.84659614
Whale_Baleen,9,Reserve,4697201484,1772528862,737549259478.2,737549259.4782,737549.2594782,1626015.84843083
Whale_Baleen,10,Reserve,4697201485,1772528862,737549259478.2,737549259.4782,737549.2594782,1626015.84843083
Whale_Small,1,Reserve,0,0,0,0,0,0
Whale_Small,2,Reserve,0,0,0,0,0,0
Whale_Small,3,Reserve,0,0,0,0,0,0
Whale_Small,4,Reserve,0,0,0,0,0,0
Whale_Small,5,Reserve,0,0,0,0,0,0
Whale_Small,6,Reserve,0,0,0,0,0,0
Whale_Small,7,Reserve,0,0,0,0,0,0
Whale_Small,8,Reserve,0,0,0,0,0,0
Whale_Small,9,Reserve,0,0,0,0,0,0
Whale_Small,10,Reserve,0,0,0,0,0,0
Whale_Tooth,1,Reserve,22554538.37,8511146.557,3541488082.3677,3541488.0823677,3541.4880823677,7807.6354561495
Whale_Tooth,2,Reserve,24439416.89,9222421.467,3837449572.4187,3837449.5724187,3837.4495724187,8460.1180763457
Whale_Tooth,3,Reserve,24474884.82,9235805.592,3843018706.8312,3843018.7068312,3843.0187068312,8472.3959014542
Whale_Tooth,4,Reserve,24475533.27,9236050.291,3843120526.0851,3843120.5260851,3843.1205260851,8472.6203742177
Whale_Tooth,5,Reserve,24475545.21,9236054.795,3843122400.1995,3843122.4001995,3843.1224001995,8472.6245059278
Whale_Tooth,6,Reserve,24475547.19,9236055.545,3843122712.2745,3843122.7122745,3843.1227122745,8472.6251939346
Whale_Tooth,7,Reserve,24475549.18,9236056.296,3843123024.7656,3843123.0247656,3843.1230247656,8472.6258828587
Whale_Tooth,8,Reserve,24475551.17,9236057.046,3843123336.8406,3843123.3368406,3843.1233368406,8472.6265708655
Whale_Tooth,9,Reserve,24475553.16,9236057.797,3843123649.3317,3843123.6493317,3843.1236493317,8472.6272597897
Whale_Tooth,10,Reserve,24475557.14,9236059.298,3843124273.8978,3843124.2738978,3843.1242738978,8472.6286367206
