"Area","iface","neighbour","length.km","L","R","Lat1","Lon1","Lat2","Lon2","Size.km","MeanDepth","inside_lat","inside_long"
1,21,4,15.74577569,4,1,40.1670537387974,-74.0063865489884,40.1670502476736,-73.8217375613162,12352.862582,-17.6,38.1558890243532,-75.0612824121502
2,5,1,103.7856339,2,1,36.7006177833838,-75.6926658763708,35.8299400815888,-75.278640496056,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,6,1,113.5064399,2,1,37.6783305207923,-75.3282142681345,36.7006177833838,-75.6926658763708,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,7,1,14.6119555,2,1,37.7316583995412,-75.1771088002245,37.6783305207923,-75.3282142681345,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,8,1,79.60101784,2,1,38.3805021670961,-74.7948902481448,37.7316583995412,-75.1771088002245,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,9,1,21.27317033,2,1,38.5671580983199,-74.8482167953071,38.3805021670961,-74.7948902481448,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,10,1,122.4850584,2,1,39.3937620462252,-73.9149155619844,38.5671580983199,-74.8482167953071,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,11,1,68.26335854,2,1,40.0050536776559,-73.8377470099279,39.3937620462252,-73.9149155619844,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,12,5,87.54025678,5,2,40.0050536776559,-73.8377470099279,39.4559723477836,-73.1060706611823,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,13,3,260.0327086,3,2,39.4559723477836,-73.1060706611823,37.4827784312626,-74.7060243232369,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,14,3,204.0772569,3,2,37.4827784312626,-74.7060243232369,35.6606716504999,-74.9816036787474,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,15,3,18.94075581,3,2,35.6606716504999,-74.9816036787474,35.5130778686592,-74.8774149694904,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,2,0,38.93770348,2,0,35.8299400815888,-75.278640496056,35.4829077674404,-75.2215983467069,29964.601483,-36.5,37.9180246872891,-74.7139256356546
2,3,0,31.65838362,2,0,35.4829077674404,-75.2215983467069,35.5095685325298,-74.8749436129883,29964.601483,-36.5,37.9180246872891,-74.7139256356546
3,4,0,9.104798012,3,0,35.5095685325298,-74.8749436129883,35.4917907050021,-74.7771696712775,13920.711174,-128.5,37.9245765899504,-74.1505177678831
3,15,2,18.94075581,3,2,35.6606716504999,-74.9816036787474,35.5130778686592,-74.8774149694904,13920.711174,-128.5,37.9245765899504,-74.1505177678831
3,14,2,204.0772569,3,2,37.4827784312626,-74.7060243232369,35.6606716504999,-74.9816036787474,13920.711174,-128.5,37.9245765899504,-74.1505177678831
3,13,2,260.0327086,3,2,39.4559723477836,-73.1060706611823,37.4827784312626,-74.7060243232369,13920.711174,-128.5,37.9245765899504,-74.1505177678831
3,18,5,51.18028035,5,3,39.4504995158239,-73.1106506169381,39.1271006614813,-72.6883202614715,13920.711174,-128.5,37.9245765899504,-74.1505177678831
3,17,29,242.3099044,29,3,39.1271006614813,-72.6883202614715,37.4383334520744,-74.4393704818012,13920.711174,-128.5,37.9245765899504,-74.1505177678831
3,16,29,218.4796358,29,3,37.4383334520744,-74.4393704818012,35.4917907050021,-74.7771696712775,13920.711174,-128.5,37.9245765899504,-74.1505177678831
4,21,1,15.74577569,4,1,40.1670537387974,-74.0063865489884,40.1670502476736,-73.8217375613162,3676.946495,-20.5,40.5703316069438,-73.4160202632208
4,22,5,28.65198456,4,5,40.1670502476736,-73.8217375613162,40.4248083013409,-73.8260120442778,3676.946495,-20.5,40.5703316069438,-73.4160202632208
4,23,5,24.01499123,4,5,40.4248083013409,-73.8260120442778,40.2381516076296,-73.6838020173958,3676.946495,-20.5,40.5703316069438,-73.4160202632208
4,24,5,42.54480277,4,5,40.2381516076296,-73.6838020173958,40.4218524256539,-73.2449050725796,3676.946495,-20.5,40.5703316069438,-73.4160202632208
4,32,6,71.44608065,4,6,40.4218524256539,-73.2449050725796,40.7267173166224,-72.5023412788494,3676.946495,-20.5,40.5703316069438,-73.4160202632208
4,33,7,11.87116926,7,4,40.8333322963743,-72.4927831811217,40.7267173166224,-72.5023412788494,3676.946495,-20.5,40.5703316069438,-73.4160202632208
5,20,1,18.05715277,1,5,40.0050536776559,-73.8377470099279,40.1670502476736,-73.8217375613162,11085.441644,-106,39.8387781488143,-72.9724686680972
5,22,4,28.65198456,4,5,40.1670502476736,-73.8217375613162,40.4248083013409,-73.8260120442778,11085.441644,-106,39.8387781488143,-72.9724686680972
5,23,4,24.01499123,4,5,40.4248083013409,-73.8260120442778,40.2381516076296,-73.6838020173958,11085.441644,-106,39.8387781488143,-72.9724686680972
5,24,4,42.54480277,4,5,40.2381516076296,-73.6838020173958,40.4218524256539,-73.2449050725796,11085.441644,-106,39.8387781488143,-72.9724686680972
5,25,6,140.9814394,6,5,40.4218524256539,-73.2449050725796,39.6078453077188,-71.9784311359279,11085.441644,-106,39.8387781488143,-72.9724686680972
5,29,28,21.73915223,28,5,39.6078453077188,-71.9784311359279,39.4826307261439,-72.1727895879002,11085.441644,-106,39.8387781488143,-72.9724686680972
5,28,28,27.61995315,28,5,39.4826307261439,-72.1727895879002,39.5981807719022,-72.4572166970191,11085.441644,-106,39.8387781488143,-72.9724686680972
5,27,28,34.94302152,28,5,39.5981807719022,-72.4572166970191,39.367082448877,-72.1816790435015,11085.441644,-106,39.8387781488143,-72.9724686680972
5,26,28,20.70849105,28,5,39.367082448877,-72.1816790435015,39.2723641522376,-72.3884720693405,11085.441644,-106,39.8387781488143,-72.9724686680972
5,19,29,30.52350509,5,29,39.1271006614813,-72.6883202614715,39.2723641522376,-72.3884720693405,11085.441644,-106,39.8387781488143,-72.9724686680972
5,18,3,51.18028035,5,3,39.4504995158239,-73.1106506169381,39.1271006614813,-72.6883202614715,11085.441644,-106,39.8387781488143,-72.9724686680972
5,12,2,87.54025678,5,2,40.0050536776559,-73.8377470099279,39.4559723477836,-73.1060706611823,11085.441644,-106,39.8387781488143,-72.9724686680972
6,25,5,140.9814394,6,5,40.4218524256539,-73.2449050725796,39.6078453077188,-71.9784311359279,19468.592595,-109.9,40.2726757622702,-71.7531413350779
6,32,4,71.44608065,4,6,40.4218524256539,-73.2449050725796,40.7267173166224,-72.5023412788494,19468.592595,-109.9,40.2726757622702,-71.7531413350779
6,34,7,30.73981588,7,6,40.7267173166224,-72.5023412788494,40.5136779555188,-72.2705513667465,19468.592595,-109.9,40.2726757622702,-71.7531413350779
6,35,7,36.60161489,7,6,40.5136779555188,-72.2705513667465,40.6203357299923,-71.8616871783779,19468.592595,-109.9,40.2726757622702,-71.7531413350779
6,36,7,37.09827387,7,6,40.6203357299923,-71.8616871783779,40.931426663994,-71.701695031793,19468.592595,-109.9,40.2726757622702,-71.7531413350779
6,37,7,82.28723588,7,6,40.931426663994,-71.701695031793,40.8337665127315,-70.7339518511568,19468.592595,-109.9,40.2726757622702,-71.7531413350779
6,38,9,96.89461175,9,6,40.8337665127315,-70.7339518511568,39.9940566119125,-70.42352216281,19468.592595,-109.9,40.2726757622702,-71.7531413350779
6,31,28,109.6682531,28,6,39.9892609738062,-70.4217781045077,39.8559383973517,-71.6928142889239,19468.592595,-109.9,40.2726757622702,-71.7531413350779
6,30,28,36.86077805,28,6,39.8559383973517,-71.6928142889239,39.6078453077188,-71.9784311359279,19468.592595,-109.9,40.2726757622702,-71.7531413350779
7,33,4,11.87116926,7,4,40.8333322963743,-72.4927831811217,40.7267173166224,-72.5023412788494,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,34,6,30.73981588,7,6,40.7267173166224,-72.5023412788494,40.5136779555188,-72.2705513667465,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,35,6,36.60161489,7,6,40.5136779555188,-72.2705513667465,40.6203357299923,-71.8616871783779,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,36,6,37.09827387,7,6,40.6203357299923,-71.8616871783779,40.931426663994,-71.701695031793,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,37,6,82.28723588,7,6,40.931426663994,-71.701695031793,40.8337665127315,-70.7339518511568,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,39,9,42.7242503,7,9,40.8337665127315,-70.7339518511568,41.2069626403835,-70.8573050565889,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,40,9,44.24429242,7,9,41.2069626403835,-70.8573050565889,41.2514041296551,-70.3328957925398,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,41,9,46.43904385,7,9,41.2514041296551,-70.3328957925398,40.8603176942239,-70.1373525143795,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,42,9,13.74240582,7,9,40.8603176942239,-70.1373525143795,40.7892112434305,-70.0040276047767,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,43,8,48.24772014,8,7,41.2265701764608,-69.9953574871623,40.7921761848782,-70.0039693216507,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,44,23,18.47855848,23,7,41.2691808899123,-70.208459748907,41.2265701764608,-69.9953574871623,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,45,23,5.969456689,23,7,41.3225108811071,-70.2173481309469,41.2691808899123,-70.208459748907,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,46,23,11.90669903,23,7,41.3225110532621,-70.0751355374473,41.3225108811071,-70.2173481309469,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,47,23,9.465878065,23,7,41.3805228077008,-69.992270921845,41.3225110532621,-70.0751355374473,10363.07699,-33.8,41.1469260873478,-71.2327996111077
7,49,8,33.04854984,8,7,41.6780445094336,-69.9862538316879,41.3805228077008,-69.992270921845,10363.07699,-33.8,41.1469260873478,-71.2327996111077
8,50,11,12.79781205,11,8,42.0248136838473,-69.9855540795633,42.0513548033743,-69.8351549082683,6455.559428,-52,41.3243747375699,-69.5575625763917
8,51,11,42.60214433,11,8,42.0513548033743,-69.8351549082683,41.6869335929168,-69.6751645307525,6455.559428,-52,41.3243747375699,-69.5575625763917
8,52,11,40.53651123,11,8,41.6869335929168,-69.6751645307525,41.5002801621443,-69.2574144777866,6455.559428,-52,41.3243747375699,-69.5575625763917
8,53,11,40.82771038,11,8,41.5002801621443,-69.2574144777866,41.1803013296578,-69.0174279638143,6455.559428,-52,41.3243747375699,-69.5575625763917
8,54,11,8.847200714,11,8,41.1803013296578,-69.0174279638143,41.2441330688289,-68.9543462282557,6455.559428,-52,41.3243747375699,-69.5575625763917
8,55,11,0.2829950219,11,8,41.2441330688289,-68.9543462282557,41.2415861332253,-68.9542672478736,6455.559428,-52,41.3243747375699,-69.5575625763917
8,56,12,26.55575068,12,8,41.2415861332253,-68.9542672478736,41.0025815974098,-68.9468702430161,6455.559428,-52,41.3243747375699,-69.5575625763917
8,57,13,1.980294404,13,8,41.0025815974098,-68.9468702430161,40.9847583757763,-68.9463197066023,6455.559428,-52,41.3243747375699,-69.5575625763917
8,58,9,34.42493074,9,8,40.9847583757763,-68.9463197066023,40.9936447619838,-69.355181912191,6455.559428,-52,41.3243747375699,-69.5575625763917
8,59,9,16.94392402,9,8,40.9936447619838,-69.355181912191,40.8603193925275,-69.452952417753,6455.559428,-52,41.3243747375699,-69.5575625763917
8,60,9,28.76220261,9,8,40.8603193925275,-69.452952417753,40.9669784073743,-69.764043856573,6455.559428,-52,41.3243747375699,-69.5575625763917
8,61,9,28.03291047,9,8,40.9669784073743,-69.764043856573,40.7921761848782,-70.0039693216507,6455.559428,-52,41.3243747375699,-69.5575625763917
8,43,7,48.24772014,8,7,41.2265701764608,-69.9953574871623,40.7921761848782,-70.0039693216507,6455.559428,-52,41.3243747375699,-69.5575625763917
8,48,23,17.10027725,8,23,41.3805228077008,-69.992270921845,41.2265701764608,-69.9953574871623,6455.559428,-52,41.3243747375699,-69.5575625763917
8,49,7,33.04854984,8,7,41.6780445094336,-69.9862538316879,41.3805228077008,-69.992270921845,6455.559428,-52,41.3243747375699,-69.5575625763917
9,61,8,28.03291047,9,8,40.9669784073743,-69.764043856573,40.7921761848782,-70.0039693216507,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,60,8,28.76220261,9,8,40.8603193925275,-69.452952417753,40.9669784073743,-69.764043856573,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,59,8,16.94392402,9,8,40.9936447619838,-69.355181912191,40.8603193925275,-69.452952417753,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,58,8,34.42493074,9,8,40.9847583757763,-68.9463197066023,40.9936447619838,-69.355181912191,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,65,13,39.09297188,13,9,40.9847866365657,-68.9475222312935,40.6364100867918,-68.881661722885,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,64,14,62.51034176,14,9,40.6364100867918,-68.881661722885,40.0792581469412,-68.7776380156284,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,63,28,69.66955193,9,28,39.9003791431311,-69.5596068584942,40.0781493305245,-68.7774325576268,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,62,28,74.56075622,28,9,39.9003791431311,-69.5596068584942,39.9940566119125,-70.42352216281,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,38,6,96.89461175,9,6,40.8337665127315,-70.7339518511568,39.9940566119125,-70.42352216281,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,39,7,42.7242503,7,9,40.8337665127315,-70.7339518511568,41.2069626403835,-70.8573050565889,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,40,7,44.24429242,7,9,41.2069626403835,-70.8573050565889,41.2514041296551,-70.3328957925398,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,41,7,46.43904385,7,9,41.2514041296551,-70.3328957925398,40.8603176942239,-70.1373525143795,17308.896405,-85.3,40.52556519263,-69.7390945259413
9,42,7,13.74240582,7,9,40.8603176942239,-70.1373525143795,40.7892112434305,-70.0040276047767,17308.896405,-85.3,40.52556519263,-69.7390945259413
10,66,11,146.5714844,11,10,43.4152730503501,-70.0046525883035,42.095881886612,-70.0038075787272,11219.585917,-75.3,42.6936185782257,-70.3041645151728
10,67,16,0.08010982747,16,10,43.4155194496925,-70.0037230154722,43.4152730503501,-70.0046525883035,11219.585917,-75.3,42.6936185782257,-70.3041645151728
10,68,17,45.29957031,17,10,43.823184280312,-69.9952716662226,43.4155194496925,-70.0037230154722,11219.585917,-75.3,42.6936185782257,-70.3041645151728
11,78,16,37.85762653,11,16,43.0824013148483,-69.8973768886608,43.4144099956653,-70.0022949530899,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,79,16,41.76235271,11,16,42.7890872267974,-69.5774004031391,43.0824013148483,-69.8973768886608,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,80,16,67.04853027,11,16,42.5579942302849,-68.8219005475176,42.7890872267974,-69.5774004031391,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,81,16,28.41066137,11,16,42.7179712755698,-68.5517579351354,42.5579942302849,-68.8219005475176,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,83,20,127.3896154,20,11,42.7179712755698,-68.5517579351354,41.5714738869542,-68.5566243992621,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,84,12,49.48869115,11,12,41.2415861332253,-68.9542672478736,41.5714738869542,-68.5566243992621,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,55,8,0.2829950219,11,8,41.2441330688289,-68.9543462282557,41.2415861332253,-68.9542672478736,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,54,8,8.847200714,11,8,41.1803013296578,-69.0174279638143,41.2441330688289,-68.9543462282557,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,53,8,40.82771038,11,8,41.5002801621443,-69.2574144777866,41.1803013296578,-69.0174279638143,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,52,8,40.53651123,11,8,41.6869335929168,-69.6751645307525,41.5002801621443,-69.2574144777866,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,51,8,42.60214433,11,8,42.0513548033743,-69.8351549082683,41.6869335929168,-69.6751645307525,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,50,8,12.79781205,11,8,42.0248136838473,-69.9855540795633,42.0513548033743,-69.8351549082683,15998.216129,-185.6,42.1289481290343,-69.2789855582878
11,66,10,146.5714844,11,10,43.4152730503501,-70.0046525883035,42.095881886612,-70.0038075787272,15998.216129,-185.6,42.1289481290343,-69.2789855582878
12,56,8,26.55575068,12,8,41.2415861332253,-68.9542672478736,41.0025815974098,-68.9468702430161,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,84,11,49.48869115,11,12,41.2415861332253,-68.9542672478736,41.5714738869542,-68.5566243992621,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,85,20,13.35981194,20,12,41.5714738869542,-68.5566243992621,41.6602749876143,-68.448583159828,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,86,20,12.85962692,20,12,41.6602749876143,-68.448583159828,41.7758234040689,-68.4396964287767,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,87,20,77.38618447,20,12,41.7758234040689,-68.4396964287767,42.2024701144402,-67.7019781924093,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,88,20,57.33293011,20,12,42.2024701144402,-67.7019781924093,42.2198655645515,-67.0086461047388,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,89,21,16.77506303,21,12,42.2198655645515,-67.0086461047388,42.0691729277629,-66.9988707766235,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,90,13,38.37297062,13,12,42.0691729277629,-66.9988707766235,42.0780359755286,-67.4619931002821,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,91,13,91.50811853,13,12,42.0780359755286,-67.4619931002821,41.6513869860299,-68.4041416861313,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,92,13,25.39254478,13,12,41.6513869860299,-68.4041416861313,41.4291791494662,-68.3330324331097,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,93,13,57.63654405,13,12,41.4291791494662,-68.3330324331097,40.9936481232248,-68.7063354932499,4307.41767,-109.8,41.8147050937233,-68.2110985130555
12,94,13,20.26725874,13,12,40.9936481232248,-68.7063354932499,41.0025815974098,-68.9468702430161,4307.41767,-109.8,41.8147050937233,-68.2110985130555
13,94,12,20.26725874,13,12,40.9936481232248,-68.7063354932499,41.0025815974098,-68.9468702430161,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,93,12,57.63654405,13,12,41.4291791494662,-68.3330324331097,40.9936481232248,-68.7063354932499,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,92,12,25.39254478,13,12,41.6513869860299,-68.4041416861313,41.4291791494662,-68.3330324331097,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,91,12,91.50811853,13,12,42.0780359755286,-67.4619931002821,41.6513869860299,-68.4041416861313,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,90,12,38.37297062,13,12,42.0691729277629,-66.9988707766235,42.0780359755286,-67.4619931002821,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,101,15,100.3425655,15,13,42.0691729277629,-66.9988707766235,41.1667705221063,-67.0174803280583,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,100,14,32.11633288,14,13,41.1667705221063,-67.0174803280583,41.1625378420344,-67.3997570963861,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,99,14,59.16670123,14,13,41.1625378420344,-67.3997570963861,40.8692168996702,-67.9863805324087,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,98,14,17.42233623,14,13,40.8692168996702,-67.9863805324087,40.9492104034187,-68.1641480168412,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,97,14,15.95966829,14,13,40.9492104034187,-68.1641480168412,40.8069968232843,-68.190810945314,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,96,14,34.16054124,14,13,40.8069968232843,-68.190810945314,40.6381159369592,-68.5285650737663,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,95,14,29.87920375,14,13,40.6381159369592,-68.5285650737663,40.6364100867918,-68.881661722885,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,65,9,39.09297188,13,9,40.9847866365657,-68.9475222312935,40.6364100867918,-68.881661722885,14142.042553,-48.9,41.3511736318531,-67.7007320641087
13,57,8,1.980294404,13,8,41.0025815974098,-68.9468702430161,40.9847583757763,-68.9463197066023,14142.042553,-48.9,41.3511736318531,-67.7007320641087
14,64,9,62.51034176,14,9,40.6364100867918,-68.881661722885,40.0792581469412,-68.7776380156284,12703.070733,-138.8,40.6825386447551,-67.6638715970724
14,95,13,29.87920375,14,13,40.6381159369592,-68.5285650737663,40.6364100867918,-68.881661722885,12703.070733,-138.8,40.6825386447551,-67.6638715970724
14,96,13,34.16054124,14,13,40.8069968232843,-68.190810945314,40.6381159369592,-68.5285650737663,12703.070733,-138.8,40.6825386447551,-67.6638715970724
14,97,13,15.95966829,14,13,40.9492104034187,-68.1641480168412,40.8069968232843,-68.190810945314,12703.070733,-138.8,40.6825386447551,-67.6638715970724
14,98,13,17.42233623,14,13,40.8692168996702,-67.9863805324087,40.9492104034187,-68.1641480168412,12703.070733,-138.8,40.6825386447551,-67.6638715970724
14,99,13,59.16670123,14,13,41.1625378420344,-67.3997570963861,40.8692168996702,-67.9863805324087,12703.070733,-138.8,40.6825386447551,-67.6638715970724
14,100,13,32.11633288,14,13,41.1667705221063,-67.0174803280583,41.1625378420344,-67.3997570963861,12703.070733,-138.8,40.6825386447551,-67.6638715970724
14,102,28,140.6007286,28,14,40.4673451819879,-67.2050627060205,40.0792581469412,-68.7776380156284,12703.070733,-138.8,40.6825386447551,-67.6638715970724
14,103,27,112.7619899,27,14,41.1714412904479,-66.2442773544216,40.4673451819879,-67.2050627060205,12703.070733,-138.8,40.6825386447551,-67.6638715970724
14,104,15,64.97335579,15,14,41.1667705221063,-67.0174803280583,41.1714412904479,-66.2442773544216,12703.070733,-138.8,40.6825386447551,-67.6638715970724
15,101,13,100.3425655,15,13,42.0691729277629,-66.9988707766235,41.1667705221063,-67.0174803280583,9165.294614,-101.8,41.6654351943035,-66.4353906523202
15,110,21,89.79889265,21,15,42.0691729277629,-66.9988707766235,42.0869460047579,-65.9154367965432,9165.294614,-101.8,41.6654351943035,-66.4353906523202
15,109,21,27.27572699,21,15,42.0869460047579,-65.9154367965432,41.9055353308014,-65.6944733424855,9165.294614,-101.8,41.6654351943035,-66.4353906523202
15,107,26,3.456759491,26,15,41.9055353308014,-65.6944733424855,41.8825183472316,-65.6665589536207,9165.294614,-101.8,41.6654351943035,-66.4353906523202
15,106,26,6.582597382,26,15,41.8825183472316,-65.6665589536207,41.8322497455195,-65.7082544426146,9165.294614,-101.8,41.6654351943035,-66.4353906523202
15,105,27,86.1117045,27,15,41.8322497455195,-65.7082544426146,41.1714412904479,-66.2442773544216,9165.294614,-101.8,41.6654351943035,-66.4353906523202
15,104,14,64.97335579,15,14,41.1667705221063,-67.0174803280583,41.1714412904479,-66.2442773544216,9165.294614,-101.8,41.6654351943035,-66.4353906523202
16,67,10,0.08010982747,16,10,43.4155194496925,-70.0037230154722,43.4152730503501,-70.0046525883035,11323.737209,-156,43.1895721262489,-69.2429022880009
16,77,17,15.00402262,16,17,43.4734881476094,-69.835161480669,43.4157823747219,-70.0027310570047,11323.737209,-156,43.1895721262489,-69.2429022880009
16,76,17,10.99260206,16,17,43.5534833669738,-69.7551685009121,43.4734881476094,-69.835161480669,11323.737209,-156,43.1895721262489,-69.2429022880009
16,75,17,14.6665374,16,17,43.4912655367755,-69.5951813350726,43.5534833669738,-69.7551685009121,11323.737209,-156,43.1895721262489,-69.2429022880009
16,74,17,11.23709022,16,17,43.5890370951774,-69.6307345833864,43.4912655367755,-69.5951813350726,11323.737209,-156,43.1895721262489,-69.2429022880009
16,73,17,45.32769643,16,17,43.6956995073844,-69.088558489256,43.5890370951774,-69.6307345833864,11323.737209,-156,43.1895721262489,-69.2429022880009
16,72,17,13.40957677,16,17,43.615705200722,-68.9641235484993,43.6956995073844,-69.088558489256,11323.737209,-156,43.1895721262489,-69.2429022880009
16,71,17,15.06900645,16,17,43.7312541632846,-68.8663552868013,43.615705200722,-68.9641235484993,11323.737209,-156,43.1895721262489,-69.2429022880009
16,70,17,26.27155913,16,17,43.8023630158248,-68.555271308524,43.7312541632846,-68.8663552868013,11323.737209,-156,43.1895721262489,-69.2429022880009
16,82,19,120.310933,19,16,43.8023630158248,-68.555271308524,42.7197707234058,-68.5517495340382,11323.737209,-156,43.1895721262489,-69.2429022880009
16,81,11,28.41066137,11,16,42.7179712755698,-68.5517579351354,42.5579942302849,-68.8219005475176,11323.737209,-156,43.1895721262489,-69.2429022880009
16,80,11,67.04853027,11,16,42.5579942302849,-68.8219005475176,42.7890872267974,-69.5774004031391,11323.737209,-156,43.1895721262489,-69.2429022880009
16,79,11,41.76235271,11,16,42.7890872267974,-69.5774004031391,43.0824013148483,-69.8973768886608,11323.737209,-156,43.1895721262489,-69.2429022880009
16,78,11,37.85762653,11,16,43.0824013148483,-69.8973768886608,43.4144099956653,-70.0022949530899,11323.737209,-156,43.1895721262489,-69.2429022880009
