"pred.names","MAK","HER","WHK","BLF","WPF","SUF","WIF","WTF","FOU","HAL","PLA","FLA","BFT","TUN","BIL","MPF","BUT","BPF","ANC","GOO","MEN","FDE","COD","SHK","OHK","POL","RHK","BSB","SCU","TYL","RED","OPT","SAL","DRM","STB","TAU","WOL","SDF","FDF","HAD","YTF","DOG","SMO","SSH","DSH","BLS","POR","PSH","WSK","LSK","SK","SB","PIN","REP","RWH","BWH","SWH","TWH","INV","LSQ","ISQ","SCA","QHG","CLA","BFF","BG","LOB","RCB","BMS","NSH","OSH","ZL","BD","MA","MB","SG","BC","ZG","PL","DF","PS","ZM","ZS","PB","BB","BO","DL","DR","DC","DLsed","DRsed","DCsed"
"2PLA1","0","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.075","0.025","0.025","0","0.025","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09","0.045","0","0.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","0","0.06","0.01","0","0","0","0.042","0.06","0.00015","0.06","0","0","0","0.0025","0.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1PLA2","0","0.012","0","0","0.05","0.05","0.05","0.05","0.05","0","0.05","0.05","0","0","0","0.02","0.075","0.06","0.06","0","0.0325","0.065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1125","0.09","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","0","0.06","0.02","0","0.03099902","0.03099902","0.042","0.06","0.00015","0.06","0","0","0","0.005","0.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2PLA2","0","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.075","0.075","0.075","0","0.0325","0.065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.12","0.09","0","0.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","0","0.06","0.01","0","0","0","0.042","0.06","0.00015","0.06","0","0","0","0.0025","0.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1FLA1","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0.025","0.025","0","0.025","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","0","0.02","0.02","0","0","0","0.042","0.06","0.00012","0.05","0","0","0","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2FLA1","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0.025","0.025","0","0.025","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","0","0.01","0.01","0","0","0","0.042","0.06","1.5e-05","0.05","0","0","0","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1FLA2","0","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.05","0.06","0.06","0","0.0325","0.065","0","0","0","0","0","0","0.1125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","0","0.02","0.02","0","0","0","0.042","0.06","0.00012","0.05","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2FLA2","0","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.05","0.075","0.075","0","0.0325","0.065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","0","0.01","0.01","0","0","0","0.042","0.06","1.5e-05","0.05","0","0","0","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1BFT1","0.05","0.015","0.05","0","0","0","0","0","0","0","0","0","0","0.1125","0","0.05","0.05","0.06","0.01","0","0.025","0.045","0","0.15","0.15","0.15","0.15","0","0.05","0.05","0.15","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0.06","0.06","3e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2BFT1","0.05","0.015","0.07","0","0","0","0","0","0","0","0","0","0","0.1125","0","0.05","0.05","0.06","0.05","0","0.025","0.045","0","0.15","0.15","0.15","0.15","0","0.05","0.05","0.15","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0.01","0.15","0.15","3e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1BFT2","0.05","0.0375","0","0","0","0","0","0","0","0","0","0","0","0.1125","0","0.05","0.05","0.06","0","0","0.025","0.07","0.01","0.05","0.01","0.01","0.01","0","0.05","0","0.1","0","0.05","0.025","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0","0","0","0","0","0.05","0.1","0.1","0","0","0","0","0","0","0","0","0.06","0.06","3e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2BFT2","0.05","0.0375","0.01","0","0","0","0","0","0","0","0","0","0","0.1125","0","0.05","0.05","0.06","0.05","0","0.025","0.045","0","0.15","0.1","0.1","0.1","0","0.05","0.1","0.1","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0.01","0.15","0.15","3e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1TUN1","0.075","0.002","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0.025","0.075","0.06","0.06","0","0.0225","0.045","0","0.1875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2TUN1","0.075","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.075","0.06","0.06","0","0.0225","0.045","0","0.1875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1TUN2","0.075","0.025","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0.05","0.075","0.045","0.045","0","0.035","0.07","0","0.1875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2TUN2","0.075","0.025","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0.05","0.075","0.045","0.045","0","0.0225","0.045","0","0.1875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1BIL1","0.075","0.002","0","0","0","0","0","0","0","0","0","0","0.05","0.1125","0.05","0.025","0.075","0.06","0.06","0","0.0225","0.045","0","0.1875","0","0","0","0","0","0","0","0","0.075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","1e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2BIL1","0.075","0.002","0","0","0","0","0","0","0","0","0","0","0.01","0.1125","0","0.025","0.075","0.06","0.06","0","0.0225","0.045","0","0.1875","0","0","0","0","0","0","0","0","0.075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","1e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1BIL2","0.075","0.025","0","0","0","0","0","0","0","0","0","0","0.09","0.1125","0.05","0.05","0.075","0.045","0.045","0","0.035","0.07","0","0.1875","0","0","0","0","0","0","0","0","0.075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","1e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2BIL2","0.075","0.025","0","0","0","0","0","0","0","0","0","0","0.05","0.1125","0","0.05","0.075","0.045","0.045","0","0.0225","0.045","0","0.1875","0","0","0","0","0","0","0","0","0.075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","1e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1MPF1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1e-05","0","0.05","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2MPF1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1e-05","0","0.05","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1MPF2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1e-05","0","0.05","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2MPF2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1e-05","0","0.05","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1BUT1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0","0","0","0.02","0.01","0","0","0","0","0.03","1e-04","0.04","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2BUT1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0","0","0","0.02","0.01","0","0","0","0","0.03","1e-04","0.04","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1BUT2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.055","0.055","0","0","0","0.02","0.01","0","0","0","0","0.03","1e-04","0.04","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2BUT2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.055","0.055","0","0","0","0.02","0.01","0","0","0","0","0.03","1e-04","0.04","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1BPF1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0","0","0","0.015","0.11","0.000677529","0.025","0.025","0","0.03","1e-04","0.0675","0","0","0","0","0.05","0","0","0","0","0","0","0","0.05","0","0","0","0","0","0"
"2BPF1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.015","0.08","0","0","0","0","0.03","1e-05","0.0675","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0"
"1BPF2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.11","0","0","0","0","0.03","1e-04","0.0675","0","0","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2BPF2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.08","0","0","0","0","0.03","1e-05","0.0675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1ANC1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.05","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2ANC1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.05","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1ANC2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.05","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2ANC2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.05","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1GOO1","0.005","0.005","0.001","0.005","0.05","0.0125","0.025","0.0125","0.05","0.05","0.025","0.05","0","0","0","0.045","0.05","0.05","0.05","1e-04","0.025","0.05","0.06","0.005","0.005","0.05","0.005","0","0.05","0.05","0.05","0.025","0.005","0.025","0","0.05","0.025","0.05","0.025","0.025","0.09","0","0","0","0","0","0","0","0.005","0.015","0.005","0","0","0","0","0","0","0","0.1","0.1","0.1","0.005","0.002","0.004","0.02","0.003","0","0","0.008","0.036","0.03","0","0.025","0","0","0","0.0025","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2GOO1","0.005","0.005","0.001","0.005","0.05","0.0125","0.05","0.0125","0.05","0","0.025","0.05","0","0","0","0.045","0.05","0.05","0.05","1e-04","0.025","0.05","0.06","0.005","0.005","0.05","0.005","0","0.05","0.05","0.05","0.025","0","0.025","0","0.05","0.025","0.05","0.025","0.025","0.09","0","0","0","0","0","0","0","0.005","0.045","0.005","0","0","0","0","0","0","0","0.1","0.1","0.1","0.005","0.002","0.004","0.02","0.003","0","0","0.008","0.036","0.03","1e-05","0.025","0","0","0","0.0025","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1GOO2","0.005","0.022","0.001","0.005","0.12","0.015","0.06","0.03","0.12","0.05","0.06","0.12","0","0","0","0.06","0.05","0.05","0.05","1e-04","0.025","0.05","0.06","0.005","0.005","0.1","0.005","0","0.1","0.1","0.1","0.05","0.1","0.05","0","0.1","0.05","0.1","0.05","0.05","0.1","0.005","0","0","0","0","0","0","0.005","0.015","0.005","0","0","0","0","0","0","0","0.1","0.1","0.1","0.005","0.002","0.004","0.02","0.003","0","0","0.006","0.036","0.03","0","0.025","0","0","0","0.005","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2GOO2","0.005","0.022","0.001","0.005","0.09","0.02","0.09","0.022","0.09","0.01","0.045","0.09","0","0","0","0.06","0.05","0.05","0.05","1e-04","0.025","0.09","0.06","0.005","0.005","0.1","0.005","0","0.1","0.1","0.1","0.05","0","0.05","0","0.1","0.05","0.1","0.05","0.025","0.1","0.005","0","0","0","0","0","0","0.005","0.045","0.005","0","0","0","0","0","0","0","0.1","0.1","0.1","0.005","0.002","0.004","0.02","0.003","0","0","0.006","0.036","0.03","1e-05","0.025","0","0","0","0.0025","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1MEN1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.025","0.005","0","0","0","0","0","0","0.05","0","0","0.025","0","0","0","0","0","0","0","0","0","0"
"2MEN1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.025","0.005","0","0","0","0","0","0","0.05","0","0","0.025","0","0","0","0","0","0","0","0","0","0"
"1MEN2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.025","0.005","0","0","0","0","0","0","0","0","0","0.025","0","0","0","0","0","0","0","0","0","0"
"2MEN2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.025","0.005","0","0","0","0","0","0","0","0","0","0.025","0","0","0","0","0","0","0","0","0","0"
"1FDE1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0","0.045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.025","0","0","0","0.06666667","0.05","1e-04","0.03333333","0","0","0","0","0.03333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2FDE1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0","0.045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.025","0","0","0","0.06666667","0.05","1e-05","0.03333333","0","0","0","0","0.03333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1FDE2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0","0.045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.025","0","0","0","0.06666667","0.05","1e-04","0.03333333","0","0","0","0","0.03333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2FDE2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","0","0.045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.025","0","0","0","0.06666667","0.05","1e-05","0.03333333","0","0","0","0","0.03333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1COD1","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09","0.05","0.045","0.045","0","0.03","0.055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.055","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0.00025","0.01","0.005","0.01","0.01","1e-05","0.001","0.003","0.03","0.04285714","1.25e-05","0.01","0","0","0","0.0025","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2COD1","0","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09","0.09","0.045","0.045","0","0.03","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.055","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.05","0.00025","0.01","0.005","0.01","0.01","2.5e-05","5e-04","0.005","0.03","0.04285714","1.25e-05","0.01","0","0","0","0.005","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1COD2","0.05","0.0125","0","0","0","0","0","0","0","0","0.05","0.05","0","0","0","0.09","0.05","0.05","0.05","0","0.025","0.055","0","0","0","0","0","0","0.05","0","0","0","0","0","0","0","0","0.055","0.1125","0.105","0.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08571429","0.08571429","0.00025","0.01","0.005","0.01","0.01","5e-05","0.002","0.003","0.03","0.04285714","1.25e-05","0.01","0","0","0","0.0025","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2COD2","0.05","0.0125","0","0","0","0","0","0","0","0","0.05","0.05","0","0","0","0.09","0.05","0.05","0.05","0","0.025","0.05","0","0","0","0","0","0","0.12","0","0","0","0","0","0","0","0","0.055","0.1125","0.09","0.1125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08571429","0.08571429","0.00025","0.01","0.005","0.01","0.01","2.5e-05","0.002","0.005","0.03","0.04285714","1.25e-05","0.01","0","0","0","0.0025","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1SHK1","0.001","5e-04","5e-04","0","0.05","1e-04","0.025","0.05","0.04","0","0.025","0.05","0","0","0","0.06","0.005","0.03","0.01","0","0.0025","0.035","0.0015","0.001","0.025","0.025","0.025","0.025","0.006","0","0.05","0.05","0","0.0025","0.05","0.0125","0.025","0.025","0.05","0","0.045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.09","0.12","0","0","0","0.01","0.0042","0","0","0","0.12","0.18","3e-04","0.04","0","0","0","0","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2SHK1","0.001","5e-04","5e-04","0","0","1e-04","0","0","0","0","0","0","0","0","0","0.09","0.005","0.05","0.015","0","0.00125","0.015","0.001","0.001","0.035","0.035","0.035","0.035","0.0075","0","0.07","0","0","0","0","0","0","0","0","0","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.09","0.12","0","0","0","0.01","0.0042","0","0","0","0.12","0.18","1e-05","0.04","0","0","0","0","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1SHK2","0.001","5e-04","5e-04","0","0.05","0.00025","0.025","0.05","0.04","0","0.025","0.08","0","0","0","0.06","0.005","0.04","0.01","0","0.0025","0.035","0.002","0.001","0.04","0.04","0.04","0.04","0.01","0","0.08","0.08","0","0.004","0.08","0.02","0.04","0.04","0.08","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.07","0.12","0","0","0","0.000749","0.0042","0","0","0","0.12","0.18","1e-04","0.02","0","0","0","0","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2SHK2","0.001","5e-04","5e-04","0","0.01","5e-05","0.005","0.01","0.08","0","0.01","0.05","0","0","0","0.09","0.005","0.05","0.015","0","0.00125","0.015","0.0015","0.001","0.005","0.005","0.005","0.005","0.001","0","0.01","0.01","0","5e-04","0.01","0.005","0.005","0.005","0.01","0","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.15","0.15","0","0","0","0.000749","0.0042","0","0","0","0.12","0.18","1e-05","0.02","0","0","0","0","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1OHK1","0.045","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.09","0.05","0.05","0","0.0225","0.045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.15","0.15","0","0.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.06","0.005","0","0","0","0.01","0.08","0.008","0.00493747","0.00493747","0.12","0.015","0.00015","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2OHK1","0.045","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025","0.09","0.2","0.05","0","0","0.045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.135","0.135","0","0.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.06","0.005","0","0","0","0.01","0.08","0","0","0.00493747","0.12","0.015","0.00015","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1OHK2","0.06","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.09","0.025","0.045","0.01","0.0975","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.12","0.12","0","0.135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.06","0.004","0","0","0","0.01","0.08","0.008","0.015","0.015","0.12","0.015","0.00015","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
