"MAK","HER","WHK","BLF","WPF","SUF","WIF","WTF","FOU","HAL","PLA","FLA","BFT","TUN","BIL","MPF","BUT","BPF","ANC","GOO","MEN","FDE","COD","SHK","OHK","POL","RHK","BSB","SCU","TYL","RED","OPT","SAL","DRM","STB","TAU","WOL","SDF","FDF","HAD","YTF","DOG","SMO","SSH","DSH","BLS","POR","PSH","WSK","LSK","SK","SB","PIN","REP","RWH","BWH","SWH","TWH","INV","LSQ","ISQ","SCA","QHG","CLA","BFF","BG","LOB","RCB","BMS","NSH","OSH","ZL","BD","MA","MB","SG","BC","ZG","PL","DF","PS","ZM","ZS","PB","BB","BO","DL","DR","DC"
0,0.0500001210274027,0.0699999826419859,0,0,0,0.0199999727413522,0.0999999877002038,0.0200000297368733,0.079937834169822,0.149999777592779,0.0858716734483523,0.0621091967632075,0.0621091967632075,0.0621091967632075,0.00172274868278567,0,0.0257864384118492,0,0.0600000835171547,0.0225033114071,0.0225033114071,0.0799999941031538,0.039999993789378,0,0.0599998116916533,0.0499999777027474,0,0,0,0.121086412174188,0.0399999977030934,0.0262718794672677,0,0.0262718794672677,0,0.159999934442601,0.0262718794672677,0.0262718794672677,0.0800000130189049,0.0299999917562196,0.0100000432766382,0,0.000134227740741565,0.000134227740741565,0.0424268070205548,0.0424268070205548,0.0424268070205548,0.00999977854699155,0,0,0.0569264643548649,0.110861670670328,0.00234816619425171,0.0557402307933945,0.0557402307933945,0.0569067306812112,0.0569067306812112,0.0262718794672677,0.0182745255507284,0.00356198539585988,0.0465683085592698,0,0.036036036036036,0.0440024110910187,0.0166919575113809,0.0548169999432694,0.00351636800743636,0.0590383444960909,0.110004528067041,0.0447338724674794,0.0381353909683213,0.0333333333333333,0,NA,0,0.0162657306737437,0.0381353909683214,0,0,0,0.0381353909683213,0.0381353909683213,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0,0.0400000285274975,0.139999954673075,0,0,0,0.0199999727413522,0.0999999877002038,0.0100000148684366,0.079937834169822,0.129999966796582,0.0530466534028111,0.0621091967632075,0.0621091967632075,0.0621091967632075,0.00044794598420324,0,0.000107298401285139,0,0.0699999331650983,0.0159079543823886,0.0159079543823886,0.0600000273459725,0.0599999961896337,0,0.100000119587159,0.0700000252714592,0,0,0,0.164871698808916,0.0300000126329866,0.0448763044651929,0,0.0448763044651929,0,0.109999852495852,0.0448763044651929,0.0448763044651929,0.0600000206467311,0.0199999944059132,0.0399998727364841,0,0.000134227740741565,0.000134227740741565,0.0424268070205548,0.0424268070205548,0.0424268070205548,0.0199997399488772,0.00999990286890347,0.00999990286890347,0.0569264643548649,0.110861670670328,0.00234816619425171,0.0557402307933945,0.0557402307933945,0.0569067306812112,0.0569067306812112,0.0448763044651929,0.00583969829501007,0.00273998876604606,0.0223300191265768,0,0.00900900900900901,0.0144665461121158,0.0257966616084977,0.0336672376340921,0.0561907879838758,0.0590383444960909,0.04460624857721,0,0.0411742501155162,0.0333333333333333,0,NA,0,0.12379077133807,0.0411742501155161,0,0,0,0.0411742501155162,0.0411742501155162,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.0100000862258784,0.0599999399802679,0.079999962302914,0.00241397585395894,0.0400000034049221,0,0.0900000287730171,0.0600000049199185,0,0.079937834169822,0.0899998967891293,0.0114419125346982,0.0616940744160144,0.0616940744160144,0.0616940744160144,0.000501030995522719,0,0.00346375588179752,0,0.0499999228697175,0.0168607868976851,0.0168607868976851,0.129999928409585,0.0599999961896337,0,0.139999665726008,0.0400000260197546,0,0,0,0.0508285572487601,0.0600000252659732,0.00933195254002888,0,0.00933195254002888,0,0.0899999289794843,0.00933195254002888,0.00933195254002888,0.12999999677023,0.0599999891863547,0.080000085579397,0,0.000252106542653475,0.000252106542653475,0.0421432368531253,0.0421432368531253,0.0421432368531253,0.180000510081837,0.100000142361922,0.100000142361922,0.0565459820996912,0,0.00233247164041016,0.055367677037254,0.055367677037254,0.0565263803215633,0.0565263803215633,0.00933195254002888,0.119102680603603,0.0454838135163646,0.0885714265551143,0.111011679743731,0.027027027027027,0.0614828209764919,0.0735963581183611,0.0185384418570627,0.000300265635120562,0.0206938527071087,0.0754683803070058,0.0307248276745742,0.0947761434664942,0.0333333333333333,0,NA,0,0.00877493365294067,0.0947761434664942,0,0,0,0.0947761434664942,0.0947761434664942,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.0200004444067508,0.0500001210274027,0.0100000004787986,0.0195911731559624,0.100000008512305,0.00999895359787929,0.139999960626398,0.0200000221396332,0,0.0600449571327131,0.069999967174976,0.0809799067997256,0.0616940744160144,0.0616940744160144,0.0616940744160144,0,0,0.0127176430913126,0,0.0200000102953808,0.0486519125379981,0.0486519125379981,0.11999990481806,0.0199999979930326,0,0.0699999434924416,0.0200000406143709,0,0,0,0.00726641923386927,0.0799999954061867,0.0309621869702517,0,0.0309621869702517,0,0.0300001584303811,0.0309621869702517,0.0309621869702517,0.12999999677023,0.0900000099346875,0.050000183423722,0,0.00157529542298044,0.00157529542298044,0.0421432368531253,0.0421432368531253,0.0421432368531253,0.22000024633462,0.109999996788207,0.109999996788207,0.0565459820996912,0,0.00233247164041016,0.055367677037254,0.055367677037254,0.0565263803215633,0.0565263803215633,0.0309621869702517,0.0259041332850348,0.0131519460770211,0.023026849906306,0.111159585238962,0.027027027027027,0.0614828209764919,0.0735963581183611,0.0305749568036855,0.032727233519117,0.0206938527071087,0.169319559361307,0.0688515773982647,0.0613781087782164,0.0333333333333333,0.2,NA,0,0.00877493365294067,0.0613781087782166,0.21297429620563,0.213235294117647,0.155417406749556,0.0613781087782164,0.0613781087782165,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.119999979019271,0.0500001210274027,0.0400000616911184,0,0.0900000076610748,0.0399987210640747,0.00999998637067611,0.0399999827802853,0.139999960350836,0,0.0399999547582,0.112574394024473,0.0616940744160144,0.0616940744160144,0.0616940744160144,0.00840217715363942,0.0999999375979572,0.0051654231617724,0,0.0400001288867086,0.00729896370926307,0.00729896370926307,0.0400000157212776,0.0700000054859303,0.150000770261735,0.0199998663767039,0.0700000252714592,0,0,0.0700277490651028,0.0167278620659754,0.0600000252659732,0.0262828665754907,0,0.0262828665754907,0,0,0.0262828665754907,0.0262828665754907,0.0800000130189049,0.0800000125843811,0.050000183423722,0,0.00385772271867104,0.00385772271867104,0.0421432368531253,0.0421432368531253,0.0421432368531253,0.0699996694571975,0.0799999644308427,0.0799999644308427,0.0565459820996912,0,0.00233247164041016,0.055367677037254,0.055367677037254,0.0565263803215633,0.0565263803215633,0.0262828665754907,0.0143534034520286,0.0398120367706492,0.0337098420360875,0,0.027027027027027,0.0614828209764919,0.0735963581183611,0.0409142185378429,0.0098356574312003,0.0206938527071087,0,0,0.0281373771139423,0.0333333333333333,0,NA,0,0.00877493365294067,0.0281373771139423,0,0,0,0.0281373771139423,0.0281373771139423,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.0300000004089536,0.0400000285274975,0.0199999204720689,0.00102184884256482,0.0300000025536916,0,0.0700000560316648,0.00999998032032605,0.0100000148684366,0.139992241311985,0.069999967174976,0.01551060648307,0.0616940744160144,0.0616940744160144,0.0616940744160144,0.000541945805114235,0,0.00296972623010688,0,0.0200000102953808,0.00734587257171505,0.00734587257171505,0.10000004306725,0.0199999979930326,0.0400005477416782,0.0799998540343549,0.0200000406143709,0,0,0,0.0262303234819609,0.0499999827732001,0.0263819544522863,0,0.0263819544522863,0,0.109999852495852,0.0263819544522863,0.0263819544522863,0.170000000831744,0.0800000125843811,0.0399998727364841,0,0.000134227740741565,0.000134227740741565,0.0421432368531253,0.0421432368531253,0.0421432368531253,0.130000193473246,0.0700000698194233,0.0700000698194233,0.0565459820996912,0,0.00233247164041016,0.055367677037254,0.055367677037254,0.0565263803215633,0.0565263803215633,0.0263819544522863,0.02049246859712,0.0266326908059677,0.0507096430909673,0.111171597580962,0.027027027027027,0.0614828209764919,0.0735963581183611,0.0616611568221337,0.0164577221174744,0.0206938527071087,0,0.0330974402129187,0.0266720053456345,0.0333333333333333,0,NA,0,0.00877493365294067,0.0266720053456346,0,0,0,0.0266720053456345,0.0266720053456345,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0,0.0400000285274975,0.120000014264281,0,0,0,0.00999998637067611,0.14000003197947,0,0.029968163722747,0.11000007466089,0.0774480215919545,0.0621091967632075,0.0621091967632075,0.0621091967632075,0.000567675268611568,0,9.43824646574057e-05,0,0.0600000835171547,0.0190926960915634,0.0190926960915634,0.0400000157212776,0.039999993789378,0,0.0900003401718325,0.0600000076076048,0,0,0,0.145232471384954,0.00999998507010676,0.0974880973224245,0,0.0974880973224245,0,0.0399998470327355,0.0974880973224245,0.0974880973224245,0.040000000360103,0,0.0100000432766382,0,0.00385772271867104,0.00385772271867104,0.0424268070205548,0.0424268070205548,0.0424268070205548,0,0,0,0.0569264643548649,0.110861670670328,0.00234816619425171,0.0557402307933945,0.0557402307933945,0.0569067306812112,0.0569067306812112,0.0974880973224245,0.00722139070776113,5.47997753209212e-05,0.0148596110520486,0,0.00900900900900901,0.0144665461121158,0.0257966616084977,0.0309018527226454,0.00476360616311821,0.0590383444960909,0.0530978639317569,0,0.0266720053456345,0.0333333333333333,0,NA,0,0.12379077133807,0.0266720053456346,0,0,0,0.0266720053456345,0.0266720053456345,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0,0.0100000924999052,0.0300000415611071,0.00081979803997606,0.0100000008512305,0,0.0299999591120283,0.0600000049199185,0,0.0700704822100923,0.0499999420309293,0.0291155249292478,0.0621091967632075,0.0621091967632075,0.0621091967632075,0,0,3.06290296498702e-05,0,0.0200000102953808,0.0763070251471785,0.0763070251471785,0.0200000489640964,0.0100000074054419,0,0.0199998663767039,0.0200000406143709,0,0,0,0.0519696493786196,0.00999998507010676,0.00732478975186275,0,0.00732478975186275,0,0.0199999235163678,0.00732478975186275,0.00732478975186275,0.0200000002086774,0.00999998929288472,0,0,0.000134227740741565,0.000134227740741565,0.0424268070205548,0.0424268070205548,0.0424268070205548,0.00999977854699155,0,0,0.0569264643548649,0.110861670670328,0.00234816619425171,0.0557402307933945,0.0557402307933945,0.0569067306812112,0.0569067306812112,0.00732478975186275,0.0522164719351975,0.0638417382488732,0.0881967052801431,0,0.036036036036036,0.0440024110910187,0.0166919575113809,0.115676816048521,0.0282963752761034,0.0590383444960909,0.101100809296684,0.0411227090238186,0.0266720053456345,0.0333333333333333,0,NA,0,0.0162657306737437,0.0266720053456346,0,0,0,0.0266720053456345,0.0266720053456345,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0,0.0199999672095774,0.0400000616911184,0.000514557025440095,0.0200000017024611,0,0.0600000696609888,0.0600000049199185,0,0.0999701589138445,0.060000065428719,0.0165739037182071,0.0621091967632075,0.0621091967632075,0.0621091967632075,5.7349470493836e-05,0,0.000172262330516513,0,0.0200000102953808,0.0352580443712887,0.0352580443712887,0.0200000489640964,0.0199999979930326,0.00999970901223347,0.0199998663767039,0.0200000406143709,0,0,0,0.0289644564065922,0.00999998507010676,0.00307180536075934,0,0.00307180536075934,0,0.0300001584303811,0.00307180536075934,0.00307180536075934,0.0299999830732445,0.00999998929288472,0.0100000432766382,0,0.000134227740741565,0.000134227740741565,0.0424268070205548,0.0424268070205548,0.0424268070205548,0.00999977854699155,0,0,0.0569264643548649,0.110861670670328,0.00234816619425171,0.0557402307933945,0.0557402307933945,0.0569067306812112,0.0569067306812112,0.00307180536075934,0.0515405698593306,0.0630197416190594,0.0918383016136937,0,0.036036036036036,0.0440024110910187,0.0166919575113809,0.120453051939205,0.0294647179724766,0.0590383444960909,0.0958497316497669,0.039023759883388,0.0266720053456345,0.0333333333333333,0,NA,0,0.0162657306737437,0.0266720053456346,0,0,0,0.0266720053456345,0.0266720053456345,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0,0.0300001538178253,0.100000016887711,0,0,0,0.0199999727413522,0.0999999877002038,0,0.0502037128770863,0.060000065428719,0.0472951052563937,0.0621091967632075,0.0621091967632075,0.0621091967632075,0.000180516098636367,0,0.00035970238007557,0,0.0400001288867086,0.016473181862721,0.016473181862721,0.0200000489640964,0.0300000024330236,0.00999970901223347,0.0699999434924416,0.0299999859643147,0,0,0,0.120603112865778,0.00999998507010676,0.0780727333325449,0,0.0780727333325449,0,0.0300001584303811,0.0780727333325449,0.0780727333325449,0.0200000002086774,0,0.0399998727364841,0,0.000134227740741565,0.000134227740741565,0.0424268070205548,0.0424268070205548,0.0424268070205548,0,0,0,0.0569264643548649,0.110861670670328,0.00234816619425171,0.0557402307933945,0.0557402307933945,0.0569067306812112,0.0569067306812112,0.0780727333325449,0.0198326296982078,0.0410998314906909,0.0262155592245725,0,0.00900900900900901,0.0144665461121158,0.0257966616084977,0.0266207315121434,0.0216326441252421,0.0590383444960909,0.0415417661622217,0,0.0266720053456345,0.0333333333333333,0,NA,0,0.12379077133807,0.0266720053456346,0,0,0,0.0266720053456345,0.0266720053456345,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.0100000862258784,0.0199999672095774,0.120000014264281,0,0,0,0,0.0800000270595517,0,0.0399616715112553,0.0499999420309293,0.0504909421146779,0.0621091967632075,0.0621091967632075,0.0621091967632075,0,0,5.68618682450436e-05,0,0.0400001288867086,0.0193505312437318,0.0193505312437318,0.0400000157212776,0.0500000074928976,0,0.0900003401718325,0.0400000260197546,0,0,0,0.14566174925584,0.00999998507010676,0.0451778536617023,0,0.0451778536617023,0,0.0399998470327355,0.0451778536617023,0.0451778536617023,0.0299999830732445,0,0.0599999089257446,0,0.000134227740741565,0.000134227740741565,0.0424268070205548,0.0424268070205548,0.0424268070205548,0.00999977854699155,0.00999990286890347,0.00999990286890347,0.0569264643548649,0.110861670670328,0.00234816619425171,0.0557402307933945,0.0557402307933945,0.0569067306812112,0.0569067306812112,0.0451778536617023,0.032786289240658,0.0794596742153357,0.0449960535566834,0,0.00900900900900901,0.0144665461121158,0.0257966616084977,0.0458443359985687,0.0476928270390781,0.0590383444960909,0.0359882686442732,0,0.00513794896465502,0.0333333333333333,0,NA,0,0.12379077133807,0.00513794896465501,0,0,0,0.00513794896465502,0.00513794896465503,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
