"MAK","HER","WHK","BLF","WPF","SUF","WIF","WTF","FOU","HAL","PLA","FLA","BFT","TUN","BIL","MPF","BUT","BPF","ANC","GOO","MEN","FDE","COD","SHK","OHK","POL","RHK","BSB","SCU","TYL","RED","OPT","SAL","DRM","STB","TAU","WOL","SDF","FDF","HAD","YTF","DOG","SMO","SSH","DSH","BLS","POR","PSH","WSK","LSK","SK","SB","PIN","REP","RWH","BWH","SWH","TWH","INV","LSQ","ISQ","SCA","QHG","CLA","BFF","BG","LOB","RCB","BMS","NSH","OSH","ZL","BD","MA","MB","SG","BC","ZG","PL","DF","PS","ZM","ZS","PB","BB","BO","DL","DR","DC"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,NA,0,0,0,0,0,0,0,0,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.125,0.0333333333333333,NA
0.0399997240418693,0.0500001210274027,0,0.769952877768459,0.0700000059586137,0.0899993023985862,0.0399999454827044,0.00999998032032605,0.0100000148684366,0,0,0.0456768591800069,0.0127995770944292,0.0127995770944292,0.0127995770944292,0,0.0300001430516174,0.386462954675513,0.54000004496988,0.0200000102953808,0.050770460755655,0.050770460755655,0.00999977943494245,0.0300000024330236,0.00999970901223347,0,0.0200000406143709,0.0799883167126897,0.0599999303850903,0,0,0.0200000275628798,0.152713726762516,0,0.152713726762516,0.370001839813565,0,0.152713726762516,0.152713726762516,0,0.0199999944059132,0.0300000187421459,0.260002812118936,0.363922411729802,0.363922411729802,0.0393452736546726,0.0393452736546726,0.0393452736546726,0.00999977854699155,0.0399999642183072,0.0399999642183072,0.0197895434380295,0.000216788160891866,0.0933994536693554,0.0213894201054689,0.0213894201054689,0.0198161582992479,0.0198161582992479,0.152713726762516,0.103948969998505,0.0118093515816585,0.00268458037266706,0,0.0540540540540541,0.0424954792043399,0.0660091047040972,0.00588014687330061,0,0.0456482044999548,0,0.191343402672591,0.065543665239709,0.0333333333333333,0.2,NA,0.454545454545455,0.00856091088091772,0.0655436652397089,0.209302325581395,0.209558823529412,0.265541740674956,0.065543665239709,0.0655436652397088,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.10000001427944,0.0599999399802679,0,0.110491961544083,0.0600000051073831,0.149998837330977,0.0199999727413522,0.0200000221396332,0.0600000066081941,0,0,0.038756130687657,0.0127995770944292,0.0127995770944292,0.0127995770944292,0,0.0999999375979572,0.136434580756976,0.29000001717615,0.0499999228697175,0.114258511352528,0.114258511352528,0.00999977943494245,0.0500000074928976,0.0400005477416782,0,0.0400000260197546,0.169999923736114,0.14000003093996,0.0200467656550315,4.77147625345081e-06,0.0200000275628798,0.132947375796434,0.480001111435279,0.132947375796434,0.410002453084754,0,0.132947375796434,0.132947375796434,0,0.0299999917562196,0.069999933426425,0.16999927447578,0.250835183121946,0.250835183121946,0.0393452736546726,0.0393452736546726,0.0393452736546726,0.00999977854699155,0.0499998465214119,0.0499998465214119,0.0197895434380295,0.000216788160891866,0.0933994536693554,0.0213894201054689,0.0213894201054689,0.0198161582992479,0.0198161582992479,0.132947375796434,0.0121877948785979,0.00164399325962764,0.0127318496967805,0.111074619220066,0.0540540540540541,0.0424954792043399,0.0660091047040972,0.0217530301058828,0,0.0456482044999548,0,0.0921156044824966,0.0814240945837916,0.0333333333333333,0,NA,0,0.00856091088091772,0.0814240945837915,0.0930232558139535,0.0919117647058823,0.147424511545293,0.0814240945837916,0.0814240945837916,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.219999687448095,0.0300001538178253,0.0199999204720689,0.0113182047930206,0.0200000017024611,0.270000813868316,0,0.0399999827802853,0.159999990087709,0,0,0.0170103832891549,0.0127995770944292,0.0127995770944292,0.0127995770944292,0.193004391608547,0.289999994789195,0.084665328078431,0.0699999851059136,0.0699999331650983,0.0160376323819068,0.0160376323819068,0,0.0800000022452681,0.189999606310669,0,0.0700000252714592,0.610002939963731,0.470000034807455,0.0800151627229163,0.000610804088170066,0.00999998507010676,0.102446686261465,0.519998888564721,0.102446686261465,0,0,0.102446686261465,0.102446686261465,0,0.0199999944059132,0.110000104321543,0.220000407742457,0.0328401603916496,0.0328401603916496,0.0393452736546726,0.0393452736546726,0.0393452736546726,0,0.0299999616503775,0.0299999616503775,0.0197895434380295,0.000216788160891866,0.0933994536693554,0.0213894201054689,0.0213894201054689,0.0198161582992479,0.0198161582992479,0.102446686261465,0.010300150532899,0.00395928376693656,0.0270048356266418,0,0.0540540540540541,0.0424954792043399,0.0660091047040972,0.0271367119965907,0.0818556251408857,0.0456482044999548,0,0,0.0537680837722671,0.0333333333333333,0,NA,0,0.00856091088091772,0.0537680837722669,0,0,0,0.0537680837722671,0.0537680837722669,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.0100000862258784,0.0599999399802679,0,0.0167559126387123,0.199999931901558,0.100001162669023,0.150000098434006,0,0.0800000363450674,0,0,0.0187124063605955,0.0127995770944292,0.0127995770944292,0.0127995770944292,0,0.0300001430516174,0.038269437647381,0.0199999933788774,0.0699999331650983,0.0127337723260092,0.0127337723260092,0.0400000157212776,0.0599999961896337,0.00999970901223347,0,0.0799998965688462,0.0599944249114416,0.12000005414493,0,0,0.14000002067216,0.00529335330825163,0,0.00529335330825163,0.149998466822029,0,0.00529335330825163,0.00529335330825163,0,0.140000012550786,0.0399998727364841,0.250000414268566,0.0348733683841459,0.0348733683841459,0.0393452736546726,0.0393452736546726,0.0393452736546726,0.0300001255866896,0.140000050130097,0.140000050130097,0.0197895434380295,0.000216788160891866,0.0933994536693554,0.0213894201054689,0.0213894201054689,0.0198161582992479,0.0198161582992479,0.00529335330825163,0.239469859833659,0.0915156247859384,0.134481492030145,0,0.0540540540540541,0.0424954792043399,0.0660091047040972,0.0853607517640316,0.011208648600105,0.0456482044999548,0,0.164436113368159,0.0426458109804097,0.0333333333333333,0.2,NA,0.454545454545455,0.00856091088091772,0.0426458109804097,0.352509179926561,0.352941176470588,0.309058614564831,0.0426458109804097,0.0426458109804098,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.15999966939995,0.0799997192732739,0.0199999204720689,0.0150475876548422,0.0800000068098442,0.130000930135218,0.0399999454827044,0.0200000221396332,0.139999960350836,0,0,0.0304513782130882,0.0127995770944292,0.0127995770944292,0.0127995770944292,0.683876163355927,0.139999984037163,0.0759852853651722,0.00999998961627368,0.0800000559126443,0.065671146922459,0.065671146922459,0.0200000489640964,0.090000006685259,0.129999640544524,0,0.0899998483910803,0.0500132244842634,0.130000042542445,0.169936262012518,0.000193256061818437,0.0899999804762934,0.0167917965885378,0,0.0167917965885378,0.0699972402796517,0,0.0167917965885378,0.0167917965885378,0,0.0900000099346875,0.0900000686614201,0.0599977108631253,0.0624845864632788,0.0624845864632788,0.0393452736546726,0.0393452736546726,0.0393452736546726,0.00999977854699155,0.0799999644308427,0.0799999644308427,0.0197895434380295,0.000216788160891866,0.0933994536693554,0.0213894201054689,0.0213894201054689,0.0198161582992479,0.0198161582992479,0.0167917965885378,0.0169338060499647,0.00312358719329251,0.016309031045508,0.111068180468934,0.0540540540540541,0.0424954792043399,0.0660091047040972,0.0204175856141524,0.000600285376651585,0.0456482044999548,0,0.0317907055981086,0.10094646464171,0.0333333333333333,0,NA,0,0.00856091088091772,0.100946464641709,0,0,0,0.10094646464171,0.100946464641709,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.150000395316197,0.0799997192732739,0.0500000422331922,0.0193583913720856,0.0700000059586137,0.119999069864782,0.0299999591120283,0.0300000024599592,0.209999981827466,0,0,0.105219828320669,0.0228496571929717,0.0228496571929717,0.0228496571929717,0.109807133214154,0.17999997742073,0.0784417573518973,0.0199999933788774,0.100000066208025,0.23360443908657,0.23360443908657,0.0200000489640964,0.119999994828984,0.200001027015647,0,0.109999889005451,0.010003252392784,0.0599999303850903,0.369993121054137,0.000844903664449866,0.0899999804762934,0.0584866356910677,0,0.0584866356910677,0,0,0.0584866356910677,0.0584866356910677,0,0.0900000099346875,0.0900000686614201,0.00999900750328653,0.0628256470702563,0.0628256470702563,0.0702387280920057,0.0702387280920057,0.0702387280920057,0.0199997399488772,0.0700000698194233,0.0700000698194233,0.0353280643725376,0.00038700772086426,0.166735625900969,0.0381841457152784,0.0381841457152784,0.035375576921681,0.035375576921681,0.0584866356910677,0.0264038483068144,0.0328798651925527,0.0321560289640904,0.111122020305996,0.0540540540540541,0.0424954792043399,0.0660091047040972,0.00710070876975865,0.000831703171432691,0.0456482044999548,0,0.0306462638744019,0.068046011507139,0.0333333333333333,0,NA,0,0.00856091088091772,0.0680460115071392,0,0,0,0.068046011507139,0.0680460115071392,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.0399997240418693,0.0899996607918744,0.0100000004787986,0.021821484220867,0.100000008512305,0.0200008138683161,0.0900000287730171,0.00999998032032605,0.0299999620028841,0.0100255250773792,0.010000106090685,0.0369655924373446,0.0228496571929717,0.0228496571929717,0.0228496571929717,0,0.0199998975938779,0.0490753216151899,0.00999998961627368,0.0499999228697175,0.074701885371097,0.074701885371097,0.0400000157212776,0.039999993789378,0,0.0100000140237672,0.0299999859643147,0.0199979177989766,0.0199999767950301,0,0.00105296223952751,0.11999999310928,0.0640023858941246,0,0.0640023858941246,0,0,0.0640023858941246,0.0640023858941246,0,0.0900000099346875,0.0300000187421459,0.0300003730278496,0.0540697191982676,0.0540697191982676,0.0702387280920057,0.0702387280920057,0.0702387280920057,0.0899999525102457,0.0700000698194233,0.0700000698194233,0.0353280643725376,0.00038700772086426,0.166735625900969,0.0381841457152784,0.0381841457152784,0.035375576921681,0.035375576921681,0.0640023858941246,0.0723239245537226,0.173441288890716,0.0606964071311423,0.111159832030998,0.135135135135135,0.0934297769740808,0.0349013657056145,0.0250879198142521,0.00335917645072211,0.0456482044999548,0,0.0996456643506995,0.0635313200186993,0.0333333333333333,0.2,NA,0.0909090909090909,0.0406643266843592,0.0635313200186992,0.13219094247246,0.132352941176471,0.122557726465364,0.0635313200186993,0.0635313200186993,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0,0.0500001210274027,0.0199999204720689,0.000532288638574868,0.0200000017024611,0,0.080000042402341,0.0300000024599592,0.0100000148684366,0.0700704822100923,0.0499999420309293,0.0304414564225745,0.0616940744160144,0.0616940744160144,0.0616940744160144,0,0,0.0525300398351492,0.0199999933788774,0.0299998105431947,0.00666761032679812,0.00666761032679812,0.0700001279278775,0.0199999979930326,0,0.0799998540343549,0.0299999859643147,0,0,0,0.0393223137752162,0.0600000252659732,0.0075612459058786,0,0.0075612459058786,0,0.21000001638935,0.0075612459058786,0.0075612459058786,0.0899999979150079,0.0499999840733262,0.0300000187421459,0,0.119361166097544,0.119361166097544,0.0421432368531253,0.0421432368531253,0.0421432368531253,0.0899999525102457,0.0499998465214119,0.0499998465214119,0.0565459820996912,0,0.00233247164041016,0.055367677037254,0.055367677037254,0.0565263803215633,0.0565263803215633,0.0075612459058786,0.045053552504591,0.0164399325962764,0.065601578740642,0.111090387740695,0.135135135135135,0.0934297769740808,0.0349013657056145,0.0814791525066064,0.247309376837033,0.0206938527071087,0.159327312083028,0.0648194317116075,0.0517909055251764,0.0333333333333333,0.2,NA,0,0.0406643266843592,0.0517909055251764,0,0,0,0.0517909055251764,0.0517909055251765,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
0.090000102959969,0.0500001210274027,0.0400000616911184,0.0103599384514529,0.0900000076610748,0.0700013952028276,0.0500000832903126,0.0300000024599592,0.120000013216388,0.0199426386453678,0.020000110670519,0.0710821257499099,0.0228496571929717,0.0228496571929717,0.0228496571929717,0.000771925877568309,0.109999984859886,0.0430875311557331,0.0199999933788774,0.0600000835171547,0.130075788344906,0.130075788344906,0.0400000157212776,0.0599999961896337,0.179999897298435,0.0199998663767039,0.0600000076076048,0,0,0.289980939490295,0.00341058447842211,0.0700000103360799,0.0327746058180421,0,0.0327746058180421,0,0.0100002349140133,0.0327746058180421,0.0327746058180421,0.0200000002086774,0.0700000095601592,0.0599999089257446,0,0.00803686047345916,0.00803686047345916,0.0702387280920057,0.0702387280920057,0.0702387280920057,0.0500012947325337,0.0700000698194233,0.0700000698194233,0.0353280643725376,0.00038700772086426,0.166735625900969,0.0381841457152784,0.0381841457152784,0.035375576921681,0.035375576921681,0.0327746058180421,0.00963930389062317,0.00136999438302303,0.0272260968442233,0.111142097669655,0.135135135135135,0.0934297769740808,0.0349013657056145,0.0404968959415574,0.00326016021948509,0.0456482044999548,0,0.0394833251500559,0.0508774048661785,0.0333333333333333,0,NA,0,0.0406643266843592,0.0508774048661786,0,0,0,0.0508774048661785,0.0508774048661786,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,NA
