"time" "MAK" "HER" "WHK" "BLF" "WPF" "SUF" "WIF" "WTF" "FOU" "HAL" "PLA" "FLA" "BFT" "TUN" "BIL" "MPF" "BUT" "BPF" "ANC" "GOO" "MEN" "FDE" "COD" "SHK" "OHK" "POL" "RHK" "BSB" "SCU" "TYL" "RED" "OPT" "SAL" "DRM" "STB" "TAU" "WOL" "SDF" "FDF" "HAD" "YTF" "DOG" "SMO" "SSH" "DSH" "BLS" "POR" "PSH" "WSK" "LSK" "SK" "SB" "PIN" "RWH" "BWH" "SWH" "TWH" "INV" "LSQ" "ISQ" "SCA" "QHG" "CLA" "BFF" "BG" "LOB" "BMS" "NSH" "OSH" "ZL" "BD" "MA" "MB" "SG" "BC" "ZG" "PL" "DF" "PS" "ZM" "ZS" "PB" "BB" "BO" "DL" "DR" "DC" "DIN" "PelDemRatio" "PiscivPlankRatio" "DivCount" "InfEpiRatio" "BSSslope" "HabitCover"
1606 372467.418904 873930.130151 54188.43703 97209.293667 14831.682779 137171.105142 94761.63235 53021.230952 13180.651754 60541.260552 50797.741148 3435.421508 75206.380419 1286692.23155 285646.48752 2132.981862 317429.208252 400363.816038 322986.44384 186716.499108 5174715.110583 98263.183212 112194.116966 2063017.579771 8748.971083 208639.000485 413173.952812 34929.162775 319836.474881 8867.593955 142519.111529 27721.495375 6213.740421 414251.886756 261271.987484 589.424983 4007.132779 2526453.928459 503574.148705 224505.031282 109929.041663 318720.89235 151879.350334 12729.054943 1048686.513423 2241.403289 14833.048876 129205.238333 570124.069204 448099.094771 123751.921786 1673.002267 1881.599768 4450.564208 9932.04365 10837.338638 6209.487509 1794.582299 28421.908151 6640.861139 206383.077478 3975031.143597 6504134.323482 14983889.206039 6393868.912636 280807.380802 804900.767208 50575.799296 115947.272486 5284058.805673 3696654.959693 0.000301 0.086795 0.000301 6082950.933444 1234084.853354 4776813.021358 727229.341946 3770435.30141 2714854.714248 2562900.166811 36387.078532 261423.074842 61418219.961949 118882.315669 2710998.462058 0 656372637.855324 0.392216 2.705516 67.590909 1.854401 144.380464 1.458355
1679 360329.841005 978060.396407 51474.273795 85050.42008 13185.778861 147944.172431 99359.848976 53145.090356 12284.226167 57122.477956 50084.206592 3031.384823 70885.338845 1189899.390532 264444.14777 1679.718698 346201.387846 460403.824509 362655.304873 210011.250535 5406455.954838 106186.071765 119343.868751 1861720.178177 7170.460943 214983.14279 341935.880513 31351.851799 277874.426836 8314.742163 147211.963612 29229.633293 6350.273833 340375.651195 250651.678879 513.883439 4185.944792 2658274.854697 517288.212474 237661.378257 116898.55493 299745.284784 133138.5478 11023.951381 913651.585229 2284.734011 14976.751663 142260.151609 523587.392388 377838.985609 113439.971776 1538.035241 1880.746533 4164.459773 9264.596168 10835.46746 6209.464004 1855.443439 21930.2673 5043.013748 205786.582162 3973291.596161 6496651.650183 14964645.165038 6453423.469835 280266.639578 809573.752936 47147.246852 94805.292586 5266904.734465 3705967.422887 0.000301 0.087693 0.000301 6086771.385724 1227717.82848 3352297.348298 669659.527097 4352346.171458 2646033.898013 3506904.533435 54495.298321 247437.250423 61557338.486866 160398.498053 3372635.130468 0 672412886.368622 0.427977 2.681062 69.909091 1.855863 154.794098 1.456457
1752 351572.862519 852987.75009 47114.542451 93988.565663 13558.85223 143283.056278 103366.766729 51646.958065 12253.155469 58095.049613 51318.081978 3137.400185 68953.961453 1149469.544443 255330.698881 1848.485916 378818.583643 520417.953471 396709.06371 181567.20554 5031707.99818 115397.600882 127576.814003 1995365.162416 7856.086012 222235.865059 371190.198622 33347.850698 318651.808752 8398.215436 150112.158627 30890.338247 5756.272459 366434.093465 251188.348683 549.054234 4394.043243 2810202.315698 532964.091143 253038.457582 124624.906931 316699.511457 144432.181527 11801.749673 1016429.50985 2274.347816 14786.160765 128570.08742 558932.539976 391789.21338 115898.745945 1799.440139 1880.743682 3823.587238 8519.067433 10813.722481 6198.295047 1924.527662 17769.383585 3987.387965 205393.627302 3971957.887581 6489131.74618 14942415.746816 6549802.609072 279731.795428 815149.757028 44300.277584 80591.578257 5266568.084917 3716261.575329 0.000301 0.088234 0.000301 6091070.080946 1219315.568402 5059875.824914 704376.885782 5227302.527846 2622616.138505 3976179.666543 61303.471003 235712.375473 61711564.499675 175217.219076 4491889.085394 0 696265774.158297 0.308693 5.871851 65.590909 1.855925 123.044622 1.454233
1825 362323.682743 912767.466443 49397.905546 95616.139896 14148.326407 150919.658856 106717.393774 51948.993776 12634.19084 61046.394417 52585.242404 3274.66301 68953.961453 1149469.544443 255330.698881 2007.148049 399340.832947 563432.399564 418962.037873 181262.831216 5223042.324623 122484.010799 136117.379962 2113961.163854 8428.358243 229672.894637 398422.245952 34183.337861 342193.070274 8470.454847 153812.154649 32557.850984 5951.479841 382549.337684 251062.431638 567.501938 4613.094959 2932429.743658 546494.054622 268572.17023 131510.292801 330175.265589 151083.238265 12296.459774 1082180.040924 2274.347816 14786.160765 128570.08742 589049.635371 408380.75952 120172.927094 1799.440139 1880.744627 3793.020975 8450.339915 10812.937737 6198.290215 1982.393417 44752.981032 10770.204204 204650.400689 3971401.644919 6484716.383119 14924955.785635 6607143.293283 278589.121963 819758.686886 53395.156539 149652.975796 5163123.925753 3721754.395321 0.000301 0.088004 0.000301 6095079.624834 1213461.993928 4941476.30675 856543.249993 3684472.463742 2543749.735076 3010218.386757 36004.518253 226055.174412 61805909.890208 109954.446621 4308185.585499 0 712964054.425176 0.305577 8.70039 60.272727 1.856361 111.256095 1.452627
1898 365661.467572 997115.678468 50715.672528 95400.895972 14482.160076 156604.692965 93237.062815 52179.986821 12909.852738 63310.285688 53652.956825 3370.373621 68907.525981 1212903.587835 264556.947829 2133.210555 411183.135884 593886.799202 430105.894624 199707.830724 5399646.76578 97295.167812 119849.35086 2199723.111053 8868.265585 196586.234029 419486.351672 34533.778008 356513.932504 8497.215953 157229.581357 33895.721796 6104.057063 388254.985016 250909.819878 577.820563 3777.326272 2385803.360716 473581.676149 223121.978678 114274.619561 339711.237666 155197.600792 12618.275138 1125149.07477 2274.347816 14786.160765 128570.08742 610230.492134 419307.018987 122328.150172 1799.440139 1880.746661 3793.020975 8450.339915 10812.937737 6198.290215 1737.519891 32649.216527 7603.415313 203554.610545 3969684.463809 6478455.756946 14909851.223704 6613907.059116 277182.724502 822867.981272 48027.869535 114240.312432 5027632.162833 3725931.520884 0.000301 0.088133 0.000301 6098612.079233 1209259.824585 5121844.838258 835099.952179 3106810.579198 2366582.21865 2359797.814091 25667.24709 215977.992455 61864940.786466 83951.678773 3245909.080367 0 720423783.244544 0.323488 8.841195 61.590909 1.858548 103.402668 1.451044
1971 368504.451024 1080904.1839 51943.972618 96468.420297 14827.486043 162863.868379 92216.16476 51746.133527 13183.689113 65468.735179 49639.367519 3461.101856 79574.128068 1249232.847272 315639.018899 2252.478489 272384.249831 447128.331059 339181.983995 216688.753967 5572868.503647 103491.258235 124126.433237 2285567.628918 9272.181448 203267.859307 439296.203933 34993.2335 373145.521221 8515.279497 153906.077824 27769.877041 6219.466461 398079.839266 250757.860785 589.043862 3984.701375 2495717.376878 487373.437683 235187.872933 101900.821323 350227.720603 159847.484405 12968.22571 1172227.359005 2274.347816 14786.160765 128570.08742 625015.022446 428569.740986 124503.120054 1791.80791 1880.748499 4172.440487 9068.976477 11054.213479 6337.496607 1793.416832 25561.782615 5879.501565 202506.599329 3969422.133074 6474752.715916 14896376.21522 6623345.538148 275647.153247 825979.408886 43860.461357 91589.501766 4935946.704207 3730866.058734 0.000301 0.088644 0.000301 6101877.669364 1205029.490204 4871417.728164 788081.611774 3757438.838077 2239387.371191 2592039.259723 36067.572454 205936.555383 61936834.874304 118107.714267 2719174.230526 0 727603432.849435 0.389366 3.083688 67.590909 1.860612 119.609559 1.45004
2044 361578.66136 1189284.842984 48782.959537 82402.494455 13122.948214 176151.644976 97049.003524 51959.322308 12167.720387 61276.756507 48723.523408 3032.599585 75213.249908 1142829.642217 290936.560035 1715.404519 294306.60187 512273.770986 380587.158967 237058.057142 5825896.433057 112061.33328 131912.242481 2063353.296344 7562.410462 210291.037466 363085.054453 31269.816912 321624.878652 7880.346821 159061.115257 29507.787438 6341.75467 328015.708656 238379.602053 507.178003 4204.502049 2650358.065314 503173.149438 248251.854605 108184.248062 326975.179343 139754.869945 11172.496636 1015077.485445 2317.907039 14920.066338 142357.722217 568185.45008 362872.797973 113816.583479 1669.927658 1879.409535 3937.425104 8550.495873 11052.399449 6337.469116 1858.211171 19797.379862 4469.397906 201940.681666 3967616.90003 6467902.883361 14877324.976434 6670988.338297 274380.082485 830797.765365 39467.403185 71793.082816 4810936.051541 3741639.874649 0.000301 0.089606 0.000301 6105783.453158 1197976.766636 3388548.894076 728148.088272 4326309.464167 2190913.843649 3531901.249652 54014.205971 195414.479766 62084705.495178 159239.638365 3357917.58591 0 742951638.758874 0.422441 3.105899 69.909091 1.862885 138.427169 1.448207
2117 341879.656102 1023554.958894 43649.604387 92603.258633 13519.546153 166770.195153 101256.123707 50191.8136 12103.582259 62452.298811 50145.298503 3127.293318 73258.655414 1100054.919785 280117.061376 1899.549267 319305.107337 578252.871705 416492.753987 199997.636043 5400758.750703 122084.387127 140889.39305 2187183.736134 8265.167127 218329.38018 390891.679808 33407.651278 365452.037885 8000.010092 162680.406943 31429.54923 5719.372355 354305.607359 239250.577657 550.662979 4460.200727 2829463.625863 521325.882015 263539.794983 115163.912847 346632.250919 151059.195055 12012.413769 1123770.1081 2307.422622 14727.801507 128501.620858 609369.574019 376449.658118 116806.12184 1948.044429 1879.407819 3647.580018 7948.289331 11029.081349 6325.372886 1932.229856 16328.597523 3594.939089 201595.587891 3966169.514404 6461079.94285 14855401.69514 6754901.705106 273051.723218 836585.790489 35823.28121 60610.100622 4710175.458053 3754243.742997 0.000301 0.090144 0.000301 6110198.420241 1188283.719785 5112417.632149 760784.006205 5250830.455723 2178322.730243 4005271.494025 61097.089785 186787.697671 62249581.930964 174332.653358 4473364.87785 0 766262071.334098 0.31003 6.827036 65.636364 1.86385 108.898608 1.44606
2190 355668.891861 1063442.528379 46305.982949 94757.43542 14193.934333 176371.502719 104787.968541 50610.060121 12529.221401 65945.253453 51609.057865 3261.277279 73258.655414 1100054.919785 280117.061376 2073.212072 334987.766836 625498.816933 439916.913582 169502.670915 5550876.996278 129792.912035 150229.953975 2298348.657692 8851.765316 226593.90725 416884.953388 34319.790254 390694.61538 8106.325235 167536.381619 33364.956706 5913.410525 370027.27665 239355.419636 574.241069 4729.294292 2973368.521626 536921.173596 279041.235462 121396.990641 362296.840155 157741.39122 12545.15356 1193196.387875 2307.422622 14727.801507 128501.620858 644603.003788 392329.223419 121803.12962 1948.044429 1879.409451 3621.228971 7892.313044 11028.31768 6325.368068 1994.325973 42584.117728 10190.516695 200890.878994 3965567.881334 6457485.048347 14837869.369685 6804326.505904 271089.332012 841343.35092 49432.711748 134610.531926 4563871.167847 3761546.631673 0.000301 0.089772 0.000301 6114288.395327 1181293.465684 4989655.189179 879580.118164 3698950.616219 2140516.792201 3047545.830504 36026.028119 180105.852755 62350807.806184 109977.223092 4299893.320554 0 782525109.536168 0.307111 9.893094 60.272727 1.864982 96.438169 1.444504
2263 360795.046972 1147973.95979 47847.298709 94839.724998 14581.70031 183171.092213 90977.35073 50937.92789 12835.287821 68630.421979 52845.316488 3354.010739 72897.836588 1148633.096898 285716.823833 2210.884817 343894.309122 658733.373217 451393.599738 187467.09111 5731813.211116 99346.340268 131801.827959 2378558.500739 9302.165753 191381.541682 436978.632652 34710.942903 405860.551835 8158.265654 171988.039629 34913.709996 6063.515437 375541.882729 239372.796792 587.889364 3811.547427 2366785.496694 455480.305761 232357.803665 106425.347953 373381.090786 161843.095179 12888.680293 1238193.965281 2307.422622 14727.801507 128501.620858 669361.92801 402743.00823 124318.523008 1948.044429 1879.41203 3621.228971 7892.313044 11028.31768 6325.368068 1727.9055 30071.48552 6928.174352 199807.467031 3963781.12838 6451713.576481 14822549.660104 6804626.638621 269031.034595 844522.87883 42661.407323 95984.968278 4417786.619773 3766872.753485 0.000301 0.08981 0.000301 6117851.282497 1176239.914409 5173946.745819 885131.959674 3106866.782928 2023591.400183 2382635.195907 25488.937357 172023.168288 62413842.617954 83301.436849 3231548.203073 0 789392602.654855 0.325916 9.888245 61.590909 1.867746 87.861449 1.442915
2336 365986.364277 1232040.746372 49281.933319 96344.629724 14982.088028 190618.070641 89305.76547 50506.428431 13139.791312 71183.998096 48513.33111 3441.836858 82344.799789 1172908.60387 337491.02566 2341.118979 201060.147075 473789.561096 347404.916539 203983.673389 5909748.629993 105908.307666 136083.295875 2458057.964063 9715.444287 198616.973776 455893.553996 35218.322193 423571.419107 8199.582395 167714.386305 28072.353126 6170.733804 385043.614863 239383.670757 602.61288 4062.325086 2493338.534283 471008.662605 244421.900891 86880.13118 385433.60533 166480.281471 13262.381543 1287508.126023 2307.422622 14727.801507 128501.620858 686387.517882 411679.042287 126857.644543 1936.100376 1879.414433 3995.997882 8509.629705 11260.036004 6459.2327 1786.983046 23307.736458 5292.866849 198771.670204 3963438.39737 6448418.668889 14808879.778144 6806931.515738 266866.743101 847725.180839 37674.724441 74167.941603 4310222.797086 3773004.528273 0.000301 0.090361 0.000301 6121147.38281 1171272.934871 4916962.90322 837325.044131 3757499.794336 1941729.687864 2613910.417797 35849.509577 164036.037415 62489903.341632 117286.971909 2700965.041117 0 795972753.85771 0.38471 3.505293 67.590909 1.870359 103.095445 1.4419
2409 366870.950624 1341378.598087 45710.093844 79476.719025 13215.992803 206082.790736 94348.049082 50811.319076 12007.760806 65877.903472 47367.789447 3005.799058 77811.807774 1063476.440502 309855.181337 1736.413067 217530.210368 541304.051957 389929.838499 223793.043861 6168585.996499 115002.883423 144436.708428 2204192.21185 7889.679857 206240.511769 376578.999107 31300.564514 362759.092678 7476.624431 173962.081243 30053.258368 6280.901046 318159.234272 225139.658956 513.97724 4329.118097 2671540.76679 488826.413571 257475.286949 92398.462997 356447.477585 145243.067564 11375.417726 1109558.232177 2351.256214 14850.125524 142927.106232 617159.339275 349856.152452 115653.751378 1825.187998 1877.0288 3793.794735 8083.568689 11258.280755 6459.200018 1855.576324 18274.369726 4066.413261 198245.953761 3961539.023688 6442022.680445 14790088.677356 6843039.561217 264988.703578 852732.143193 32720.373922 57526.162683 4139868.354569 3785453.993263 0.000301 0.091374 0.000301 6125106.483314 1163277.9726 3434316.769887 776098.756788 4326372.917884 1916856.982744 3553837.877023 53768.260591 155944.313025 62644241.616198 158212.502851 3332959.44164 0 810743017.58856 0.416056 3.607278 69.909091 1.873378 128.170513 1.440123
2482 332276.068698 1152073.384017 39449.970985 90581.489108 13630.802149 190620.495097 98718.417211 48746.241664 11902.769599 67167.015696 48969.559452 3094.060199 75824.124195 1020890.707627 297654.103145 1929.804959 236356.47355 610002.631452 426884.659787 189667.91762 5704663.839363 125635.488014 154059.260828 2313616.56225 8605.63371 214967.282884 402770.079387 33538.083469 408674.234174 7631.836499 178101.009893 32242.417292 5640.134128 344665.281181 226457.671929 566.55238 4639.3061 2877732.18783 509283.118399 272744.995976 98504.822734 378536.088042 156486.342725 12267.804565 1222728.659641 2340.488351 14654.220085 128819.709637 663217.217199 363141.085281 119107.461018 2119.379185 1877.027057 3539.621119 7577.135249 11233.263343 6446.089846 1934.034658 15368.972175 3337.045442 197950.399052 3959979.188351 6435765.909498 14768607.013052 6913992.277048 263062.025974 858746.016157 28703.200057 49536.390896 3987850.737052 3799991.764405 0.000301 0.091861 0.000301 6129582.825468 1152320.53735 5155582.220073 807226.667535 5250910.618262 1917249.900567 4022373.19925 60813.613277 152390.595957 62815441.355391 173279.085507 4433682.372015 0 833479974.25844 0.310523 8.081428 65.636364 1.875149 100.288132 1.438063
2555 349339.954383 1147050.195986 42150.608988 93036.490305 14390.409844 201876.692053 102390.934712 49278.26498 12369.703361 71109.540701 50618.133789 3227.675526 75824.124195 1020890.707627 297654.103145 2111.669318 248150.930947 659353.503649 450949.611945 83866.115311 5796668.783823 133793.510071 164066.51229 2412747.333053 9202.676796 223930.200526 427297.294827 34500.308626 435003.918589 7771.251954 183928.113801 34447.28368 5833.510122 360065.258562 226812.59261 595.682057 4964.570398 3043031.10604 526779.862497 288240.933628 103949.754564 396146.017997 163135.018309 12831.181528 1294725.531954 2340.488351 14654.220085 128819.709637 702613.549065 378450.948846 124782.3013 2119.379185 1877.029324 3516.259587 7529.829399 11232.530372 6446.085096 1999.885436 41038.058573 9781.045183 197282.514474 3959317.13977 6432912.644541 14751467.986468 6954994.715088 260500.131113 863661.135752 45602.208378 119793.96056 3822345.432798 3808744.747124 0.000301 0.091317 0.000301 6133777.654821 1144297.718631 5031525.346818 925038.531358 3699004.928285 1895175.915956 3059199.37127 35782.50957 149134.599962 62920739.210471 109113.827371 4257819.522963 0 849166586.64489 0.308345 11.216716 60.272727 1.8769 87.502994 1.436596
2628 355994.050225 1237698.479564 43678.036527 93316.206217 14834.414169 209556.271981 88417.532035 49702.482552 12704.18699 74153.055017 52013.744292 3319.855366 75284.187824 1064426.382212 301643.924306 2255.360138 254794.195338 694129.221351 462491.093199 90818.45566 5982225.13611 97647.966244 143636.929899 2484275.043088 9660.67698 186788.713284 446282.177342 34919.758595 450722.203834 7847.718408 189120.674845 36212.998328 5976.89109 365431.786896 227005.502292 613.064459 3965.111024 2381882.642676 437501.608258 240197.859461 91669.517597 408647.158168 167211.457276 13193.652583 1341298.264205 2340.488351 14654.220085 128819.709637 730357.202726 388477.182017 127628.567041 2119.379185 1877.032398 3516.259587 7529.829399 11232.530372 6446.085096 1710.809054 28351.963062 6484.432887 196220.012085 3957511.96066 6427754.936538 14736561.396096 6949636.449397 257973.775495 866951.765163 37401.721075 79291.514289 3675499.546166 3814977.775949 0.000301 0.091253 0.000301 6137517.278959 1138438.098877 5207971.079917 929875.249683 3106922.99127 1808965.357207 2392396.400606 25288.757265 142309.836777 62986472.209672 82624.162894 3194608.465758 0 855454105.156061 0.329006 10.955648 61.590909 1.880107 78.551361 1.435077
